9	Число недействительных избирательных бюллетеней	702	8	19	43	24	25	31	30	18	29	25	18	29	30	24	19	35	30	21	36	27	25	11	17	25	15	5	20	17	14	19	3	8	0	2					
10	Число действительных избирательных бюллетеней	41215	808	1401	1915	1349	1264	1456	1511	1240	1534	1528	1197	1734	1517	1581	1111	1483	1621	1512	1787	1276	1765	1070	1112	1554	1018	228	757	1027	974	1335	457	531	277	285					
11	Число полученных открепительных  удостоверений	960	20	30	40	35	20	30	30	30	35	35	30	40	35	35	35	35	40	30	40	30	35	20	30	35	25	15	25	25	25	30	10	15	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	354	3	5	9	11	9	8	15	16	10	9	12	16	15	9	7	10	12	14	16	8	9	17	8	7	19	15	1	14	9	12	8	11	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	245	5	8	8	9	2	12	8	2	1	7	3	11	8	0	6	4	3	4	8	11	10	10	12	19	10	3	5	4	11	12	6	7	4	12					
14	Число неиспользованных открепительных удостоверений	606	17	25	31	24	11	22	15	14	25	26	18	24	20	26	28	25	28	16	24	22	26	3	22	28	6	0	24	11	16	18	2	4	0	5					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	38	0	0	3	0	5	5	0	1	3	1	1	2	0	3	1	4	1	0	2	1	3	0	0	0	0	0	0	1	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	Богданов Андрей Владимирович	683	10	25	37	20	17	31	33	20	27	18	14	38	23	38	21	28	24	24	37	20	33	16	18	24	10	0	8	19	14	21	3	4	2	6					
		1.63%	1.23%	1.76%	1.89%	1.46%	1.32%	2.08%	2.14%	1.59%	1.73%	1.16%	1.15%	2.16%	1.49%	2.37%	1.86%	1.84%	1.45%	1.57%	2.03%	1.53%	1.84%	1.48%	1.59%	1.52%	0.97%	0.00%	1.03%	1.82%	1.42%	1.55%	0.65%	0.74%	0.72%	2.09%					
19	Жириновский Владимир Вольфович	6175	110	249	308	238	179	238	219	214	204	218	174	259	214	228	145	252	249	191	263	139	299	138	193	215	142	34	114	181	168	197	61	45	32	65					
		14.73%	13.48%	17.54%	15.73%	17.33%	13.89%	16.01%	14.21%	17.01%	13.05%	14.04%	14.32%	14.69%	13.83%	14.21%	12.83%	16.60%	15.08%	12.46%	14.43%	10.67%	16.70%	12.77%	17.09%	13.62%	13.75%	14.59%	14.67%	17.34%	17.00%	14.55%	13.26%	8.35%	11.55%	22.65%					
20	Зюганов Геннадий Андреевич	10286	195	288	498	295	351	314	396	336	375	343	316	464	389	426	311	397	399	394	406	331	387	358	311	499	297	44	168	227	211	288	65	97	52	58					
		24.54%	23.90%	20.28%	25.43%	21.49%	27.23%	21.12%	25.70%	26.71%	23.99%	22.09%	26.01%	26.32%	25.15%	26.54%	27.52%	26.15%	24.17%	25.70%	22.27%	25.40%	21.62%	33.12%	27.55%	31.60%	28.75%	18.88%	21.62%	21.74%	21.36%	21.27%	14.13%	17.99%	18.77%	20.21%					
21	Медведев Дмитрий Анатольевич	24071	493	839	1072	796	717	873	863	670	928	949	693	973	891	889	634	806	949	903	1081	786	1046	558	590	816	569	150	467	600	581	829	328	385	191	156					
		57.43%	60.42%	59.08%	54.75%	57.98%	55.62%	58.71%	56.00%	53.26%	59.37%	61.11%	57.04%	55.19%	57.60%	55.39%	56.11%	53.10%	57.48%	58.90%	59.30%	60.32%	58.44%	51.62%	52.26%	51.68%	55.08%	64.38%	60.10%	57.47%	58.81%	61.23%	71.30%	71.43%	68.95%	54.36%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
