Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Майская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18710	1036	643	716	1462	485	839	612	699	615	1279	1312	1715	1091	197	1962	1857	539	1651									
		78.50%	79.33%	63.73%	81.83%	82.37%	70.29%	66.43%	73.56%	78.10%	79.97%	73.17%	76.86%	78.92%	74.62%	57.94%	88.50%	86.86%	80.45%	84.06%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	151	2	1	4	13	11	9	12	9	7	14	12	8	7	3	12	8	2	17									
		0.63%	0.15%	0.10%	0.46%	0.73%	1.59%	0.71%	1.44%	1.01%	0.91%	0.80%	0.70%	0.37%	0.48%	0.88%	0.54%	0.37%	0.30%	0.87%									
24	"6. Политическая партия ""Гражданская Платформа"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	33	3	4	0	9	0	3	0	2	1	0	1	0	2	0	0	1	0	7									
		0.14%	0.23%	0.40%	0.00%	0.51%	0.00%	0.24%	0.00%	0.22%	0.13%	0.00%	0.06%	0.00%	0.14%	0.00%	0.00%	0.05%	0.00%	0.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	43	6	1	3	1	1	9	1	1	0	5	4	8	1	2	0	0	0	0									
		0.18%	0.46%	0.10%	0.34%	0.06%	0.14%	0.71%	0.12%	0.11%	0.00%	0.29%	0.23%	0.37%	0.07%	0.59%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4363	231	326	134	259	172	363	184	167	124	402	345	397	324	124	216	240	98	257									
		18.31%	17.69%	32.31%	15.31%	14.59%	24.93%	28.74%	22.12%	18.66%	16.12%	22.99%	20.21%	18.27%	22.16%	36.47%	9.74%	11.23%	14.63%	13.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	473	24	32	12	27	18	36	21	15	18	41	31	41	35	13	25	27	29	28									
		1.98%	1.84%	3.17%	1.37%	1.52%	2.61%	2.85%	2.52%	1.68%	2.34%	2.35%	1.82%	1.89%	2.39%	3.82%	1.13%	1.26%	4.33%	1.43%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
