Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Никифоровская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	205	20	20	20	10	15	5	5	10	10	5	9	2	3	5	3	10	10	2	7	5	5	3	7	2	5	4	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	122	9	15	16	9	8	0	1	3	7	1	9	2	0	5	3	3	3	1	4	5	5	0	7	1	2	3	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	45	5	1	3	2	3	1	1	1	3	1	2	1	1	1	2	2	1	1	2	1	1	2	3	1	1	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	83	11	5	4	1	7	5	4	7	3	4	0	0	3	0	0	7	7	1	3	0	0	3	0	1	3	1	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	62	3	5	2	2	3	0	0	2	1	3	3	0	1	3	5	1	1	0	2	1	21	0	1	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	55	6	5	0	0	4	2	0	9	2	1	3	0	1	0	0	1	0	0	8	1	0	0	7	0	3	0	2									
		0.42%	0.42%	0.32%	0.00%	0.00%	0.42%	0.92%	0.00%	1.54%	0.26%	0.40%	1.08%	0.00%	0.69%	0.00%	0.00%	0.14%	0.00%	0.00%	1.23%	0.40%	0.00%	0.00%	1.34%	0.00%	1.05%	0.00%	1.03%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	62	2	3	0	0	6	4	0	5	6	1	0	0	0	4	1	0	4	0	6	3	0	1	12	0	0	4	0									
		0.47%	0.14%	0.19%	0.00%	0.00%	0.63%	1.83%	0.00%	0.85%	0.79%	0.40%	0.00%	0.00%	0.00%	1.85%	0.58%	0.00%	0.49%	0.00%	0.92%	1.19%	0.00%	0.74%	2.30%	0.00%	0.00%	1.52%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	18	3	4	0	0	2	0	0	0	2	0	1	0	0	1	0	1	0	0	1	2	0	1	0	0	0	0	0									
		0.14%	0.21%	0.26%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.26%	0.00%	0.36%	0.00%	0.00%	0.46%	0.00%	0.14%	0.00%	0.00%	0.15%	0.79%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12176	1323	1387	1246	621	874	203	206	543	700	232	251	92	130	202	159	667	749	75	620	226	284	125	481	92	264	242	182									
		92.12%	91.88%	89.89%	92.02%	95.25%	92.19%	93.12%	91.96%	92.82%	92.11%	92.06%	89.96%	93.88%	90.28%	93.52%	92.44%	91.87%	91.79%	92.59%	95.09%	89.33%	92.51%	92.59%	92.15%	93.88%	92.31%	92.02%	93.81%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.02%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	241	25	56	0	12	20	0	8	6	7	8	6	3	5	5	4	5	15	4	2	12	7	3	8	3	8	6	3									
		1.82%	1.74%	3.63%	0.00%	1.84%	2.11%	0.00%	3.57%	1.03%	0.92%	3.17%	2.15%	3.06%	3.47%	2.31%	2.33%	0.69%	1.84%	4.94%	0.31%	4.74%	2.28%	2.22%	1.53%	3.06%	2.80%	2.28%	1.55%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	4	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.03%	0.07%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.02%	0.07%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	2	1	0	0	2	0	0	4	1	1	0	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0									
		0.12%	0.14%	0.06%	0.00%	0.00%	0.21%	0.00%	0.00%	0.68%	0.13%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.25%	0.00%	0.00%	0.40%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	406	49	69	94	18	16	0	8	10	28	6	17	3	7	1	3	4	32	0	5	5	12	2	0	3	4	8	2									
		3.07%	3.40%	4.47%	6.94%	2.76%	1.69%	0.00%	3.57%	1.71%	3.68%	2.38%	6.09%	3.06%	4.86%	0.46%	1.74%	0.55%	3.92%	0.00%	0.77%	1.98%	3.91%	1.48%	0.00%	3.06%	1.40%	3.04%	1.03%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	1	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0									
		0.10%	0.07%	0.00%	0.00%	0.15%	0.11%	0.46%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	1.15%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	199	22	17	14	0	21	4	1	2	13	3	1	0	1	1	5	47	12	1	4	3	3	1	8	0	7	3	5									
		1.51%	1.53%	1.10%	1.03%	0.00%	2.22%	1.83%	0.45%	0.34%	1.71%	1.19%	0.36%	0.00%	0.69%	0.46%	2.91%	6.47%	1.47%	1.23%	0.61%	1.19%	0.98%	0.74%	1.53%	0.00%	2.45%	1.14%	2.58%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
