Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    район Кунцево																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492	УИК №2493	УИК №2494	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №3361	УИК №3362	УИК №3363	УИК №3364	УИК №3365	УИК №3366					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6163	240	180	190	207	200	120	104	191	59	109	199	202	212	200	205	16	139	47	150	149	208	88	108	143	83	80	189	212	264	239	55	223	103	207	147	156	66	257	8	110	21	56	16	5					
		11.76%	15.65%	21.33%	17.15%	14.76%	13.89%	6.10%	8.05%	18.10%	3.62%	6.07%	15.32%	15.76%	14.91%	16.91%	13.36%	1.18%	9.42%	3.37%	9.66%	8.92%	16.04%	14.01%	8.09%	15.20%	10.67%	7.37%	15.82%	17.70%	15.49%	19.01%	3.10%	10.81%	6.54%	18.33%	11.41%	16.25%	6.31%	19.50%	4.12%	18.87%	19.44%	16.82%	6.81%	3.97%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3740	150	8	3	7	61	147	87	149	71	110	66	181	43	177	154	32	101	56	162	119	174	61	120	40	95	169	155	149	148	132	47	32	43	143	76	123	48	2	6	29	4	40	18	2					
		7.14%	9.78%	0.95%	0.27%	0.50%	4.24%	7.48%	6.73%	14.12%	4.36%	6.13%	5.08%	14.12%	3.02%	14.96%	10.04%	2.36%	6.84%	4.01%	10.43%	7.12%	13.42%	9.71%	8.99%	4.25%	12.21%	15.56%	12.97%	12.44%	8.69%	10.50%	2.65%	1.55%	2.73%	12.67%	5.90%	12.81%	4.59%	0.15%	3.09%	4.97%	3.70%	12.01%	7.66%	1.59%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	750	37	1	2	3	2	19	25	25	33	39	17	21	21	23	8	2	20	24	67	10	26	6	67	17	11	20	26	23	23	30	6	10	5	22	19	17	5	1	1	7	1	4	3	1					
		1.43%	2.41%	0.12%	0.18%	0.21%	0.14%	0.97%	1.93%	2.37%	2.03%	2.17%	1.31%	1.64%	1.48%	1.94%	0.52%	0.15%	1.36%	1.72%	4.31%	0.60%	2.00%	0.96%	5.02%	1.81%	1.41%	1.84%	2.18%	1.92%	1.35%	2.39%	0.34%	0.48%	0.32%	1.95%	1.48%	1.77%	0.48%	0.08%	0.52%	1.20%	0.93%	1.20%	1.28%	0.79%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10130	565	94	287	493	210	213	115	251	337	352	180	303	294	306	309	226	367	200	145	327	323	121	278	102	192	196	279	289	377	305	186	325	104	266	218	214	127	323	21	230	2	36	37	5					
		19.34%	36.83%	11.14%	25.90%	35.16%	14.58%	10.83%	8.90%	23.79%	20.70%	19.61%	13.86%	23.63%	20.68%	25.87%	20.14%	16.64%	24.86%	14.34%	9.34%	19.57%	24.90%	19.27%	20.82%	10.84%	24.68%	18.05%	23.35%	24.12%	22.12%	24.26%	10.50%	15.76%	6.60%	23.56%	16.93%	22.29%	12.14%	24.51%	10.82%	39.45%	1.85%	10.81%	15.74%	3.97%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	4115	228	122	152	2	109	27	103	112	107	162	15	208	61	117	187	15	81	31	77	152	176	82	64	51	35	88	189	125	322	211	32	38	169	190	27	121	31	23	3	52	1	12	4	1					
		7.86%	14.86%	14.45%	13.72%	0.14%	7.57%	1.37%	7.97%	10.62%	6.57%	9.03%	1.15%	16.22%	4.29%	9.89%	12.19%	1.10%	5.49%	2.22%	4.96%	9.10%	13.57%	13.06%	4.79%	5.42%	4.50%	8.10%	15.82%	10.43%	18.90%	16.79%	1.81%	1.84%	10.73%	16.83%	2.10%	12.60%	2.96%	1.75%	1.55%	8.92%	0.93%	3.60%	1.70%	0.79%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26346	261	430	463	677	832	1401	828	297	980	971	785	331	752	339	634	1056	737	1005	920	879	349	253	671	569	343	496	324	357	526	302	1439	1406	1143	263	773	296	756	700	150	138	74	177	151	112					
		50.29%	17.01%	50.95%	41.79%	48.29%	57.78%	71.26%	64.09%	28.15%	60.20%	54.09%	60.43%	25.82%	52.88%	28.66%	41.33%	77.76%	49.93%	72.04%	59.24%	52.60%	26.91%	40.29%	50.26%	60.47%	44.09%	45.67%	27.11%	29.80%	30.87%	24.03%	81.21%	68.19%	72.57%	23.29%	60.02%	30.83%	72.28%	53.11%	77.32%	23.67%	68.52%	53.15%	64.26%	88.89%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	410	20	1	2	1	2	7	15	12	9	20	19	12	19	4	12	8	14	14	14	13	12	4	8	8	8	10	14	17	20	11	6	6	3	10	28	11	2	2	0	3	1	6	2	0					
		0.78%	1.30%	0.12%	0.18%	0.07%	0.14%	0.36%	1.16%	1.14%	0.55%	1.11%	1.46%	0.94%	1.34%	0.34%	0.78%	0.59%	0.95%	1.00%	0.90%	0.78%	0.93%	0.64%	0.60%	0.85%	1.03%	0.92%	1.17%	1.42%	1.17%	0.88%	0.34%	0.29%	0.19%	0.89%	2.17%	1.15%	0.19%	0.15%	0.00%	0.51%	0.93%	1.80%	0.85%	0.00%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
