Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Прохладненская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	27588	1248	1272	1515	1746	1414	1570	1145	1169	989	2159	959	1228	1492	1478	1546	1511	1394	1413	1433	907									
		78.38%	78.39%	78.42%	78.38%	78.37%	78.42%	78.38%	78.37%	78.35%	78.37%	78.37%	78.41%	78.37%	78.40%	78.37%	78.36%	78.37%	78.40%	78.37%	78.39%	78.46%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	113	5	5	6	7	6	6	5	5	4	9	4	5	6	6	6	6	6	6	6	4									
		0.32%	0.31%	0.31%	0.31%	0.31%	0.33%	0.30%	0.34%	0.34%	0.32%	0.33%	0.33%	0.32%	0.32%	0.32%	0.30%	0.31%	0.34%	0.33%	0.33%	0.35%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	39	2	2	2	3	2	2	2	2	1	3	1	2	2	2	2	2	2	2	2	1									
		0.11%	0.13%	0.12%	0.10%	0.13%	0.11%	0.10%	0.14%	0.13%	0.08%	0.11%	0.08%	0.13%	0.11%	0.11%	0.10%	0.10%	0.11%	0.11%	0.11%	0.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	69	3	3	4	3	3	4	3	3	3	5	2	3	4	4	4	4	4	4	4	2									
		0.20%	0.19%	0.18%	0.21%	0.13%	0.17%	0.20%	0.21%	0.20%	0.24%	0.18%	0.16%	0.19%	0.21%	0.21%	0.20%	0.21%	0.22%	0.22%	0.22%	0.17%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0									
		0.04%	0.00%	0.00%	0.05%	0.04%	0.06%	0.05%	0.00%	0.00%	0.00%	0.04%	0.00%	0.06%	0.05%	0.05%	0.05%	0.05%	0.06%	0.06%	0.05%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6623	300	305	364	419	339	377	275	281	237	518	230	295	358	355	371	363	335	339	344	218									
		18.82%	18.84%	18.80%	18.83%	18.81%	18.80%	18.82%	18.82%	18.83%	18.78%	18.80%	18.81%	18.83%	18.81%	18.82%	18.80%	18.83%	18.84%	18.80%	18.82%	18.86%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0									
		0.05%	0.06%	0.06%	0.05%	0.04%	0.06%	0.05%	0.07%	0.07%	0.08%	0.04%	0.00%	0.06%	0.05%	0.05%	0.05%	0.05%	0.06%	0.06%	0.05%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	715	32	34	39	46	37	41	30	30	26	58	25	31	38	39	39	40	34	36	37	23									
		2.03%	2.01%	2.10%	2.02%	2.06%	2.05%	2.05%	2.05%	2.01%	2.06%	2.11%	2.04%	1.98%	1.99%	2.07%	1.98%	2.07%	1.91%	1.99%	2.02%	1.99%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
