Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Воротынская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	29	1	0	1	2	1	0	3	1	0	0	0	0	1	1	1	0	0	2	3	2	1	2	0	1	0	1	1	0	4									
		0.36%	0.19%	0.00%	0.30%	0.62%	0.10%	0.00%	0.58%	0.91%	0.00%	0.00%	0.00%	0.00%	0.68%	0.41%	0.36%	0.00%	0.00%	1.77%	0.64%	0.90%	0.67%	1.28%	0.00%	0.61%	0.00%	0.47%	0.82%	0.00%	1.31%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1243	85	55	60	78	103	68	72	11	24	42	19	12	20	26	47	62	21	13	42	20	20	36	35	35	43	40	34	53	67									
		15.28%	16.38%	9.82%	17.80%	24.00%	10.77%	23.37%	13.98%	10.00%	21.82%	16.28%	14.96%	23.08%	13.70%	10.61%	16.79%	20.06%	21.88%	11.50%	8.97%	9.01%	13.33%	23.08%	21.88%	21.21%	9.60%	18.60%	27.87%	14.10%	21.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	1	1	1	0	0	1	2	2	0	1	1	0	0	0	1	0	0	0	4	0	0	0	0	0	2	1	2	1	1									
		0.27%	0.19%	0.18%	0.30%	0.00%	0.00%	0.34%	0.39%	1.82%	0.00%	0.39%	0.79%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.47%	1.64%	0.27%	0.33%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	149	7	3	9	12	18	3	23	0	0	6	4	1	7	2	2	4	0	0	10	3	0	4	3	2	8	2	1	9	6									
		1.83%	1.35%	0.54%	2.67%	3.69%	1.88%	1.03%	4.47%	0.00%	0.00%	2.33%	3.15%	1.92%	4.79%	0.82%	0.71%	1.29%	0.00%	0.00%	2.14%	1.35%	0.00%	2.56%	1.88%	1.21%	1.79%	0.93%	0.82%	2.39%	1.96%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
