Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Партизанская городская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3154	62	137	89	47	70	77	80	79	162	159	151	80	116	44	86	172	176	72	53	68	121	87	47	78	95	18	15	113	96	51	50	12	129	46	69	8	3	8	9	30	75	14					
		16.88%	15.09%	21.01%	14.81%	15.88%	16.75%	18.12%	16.26%	20.10%	19.26%	19.85%	19.46%	16.81%	16.76%	10.68%	20.98%	18.61%	21.28%	17.43%	13.52%	15.42%	15.61%	15.73%	14.55%	13.52%	16.30%	14.40%	15.79%	15.94%	19.28%	15.84%	12.25%	13.48%	18.83%	12.99%	11.88%	9.64%	6.98%	8.16%	16.07%	20.69%	18.94%	15.38%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3315	66	97	111	48	71	75	105	55	141	109	121	94	133	85	79	147	133	79	78	94	150	104	63	129	113	26	19	122	78	54	78	5	148	73	106	19	3	14	14	19	50	7					
		17.74%	16.06%	14.88%	18.47%	16.22%	16.99%	17.65%	21.34%	13.99%	16.77%	13.61%	15.59%	19.75%	19.22%	20.63%	19.27%	15.91%	16.08%	19.13%	19.90%	21.32%	19.35%	18.81%	19.50%	22.36%	19.38%	20.80%	20.00%	17.21%	15.66%	16.77%	19.12%	5.62%	21.61%	20.62%	18.24%	22.89%	6.98%	14.29%	25.00%	13.10%	12.63%	7.69%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	165	1	6	3	4	3	1	2	2	9	8	10	1	7	2	8	6	10	4	4	6	9	6	4	6	5	2	2	9	1	5	4	0	3	2	3	0	0	1	1	1	4	0					
		0.88%	0.24%	0.92%	0.50%	1.35%	0.72%	0.24%	0.41%	0.51%	1.07%	0.99%	1.29%	0.21%	1.01%	0.49%	1.95%	0.65%	1.21%	0.97%	1.02%	1.36%	1.16%	1.08%	1.24%	1.04%	0.86%	1.60%	2.11%	1.27%	0.20%	1.55%	0.98%	0.00%	0.44%	0.56%	0.52%	0.00%	0.00%	1.02%	1.79%	0.69%	1.01%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5733	145	199	173	75	141	133	171	136	257	242	277	132	211	143	115	283	258	141	128	120	281	148	116	170	178	24	18	188	159	89	93	10	189	101	233	24	20	30	24	30	110	18					
		30.69%	35.28%	30.52%	28.79%	25.34%	33.73%	31.29%	34.76%	34.61%	30.56%	30.21%	35.70%	27.73%	30.49%	34.71%	28.05%	30.63%	31.20%	34.14%	32.65%	27.21%	36.26%	26.76%	35.91%	29.46%	30.53%	19.20%	18.95%	26.52%	31.93%	27.64%	22.79%	11.24%	27.59%	28.53%	40.10%	28.92%	46.51%	30.61%	42.86%	20.69%	27.78%	19.78%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	440	16	28	14	11	14	13	12	5	32	19	14	10	13	9	12	18	19	4	8	9	20	6	4	14	18	1	1	13	11	13	7	1	11	7	10	0	2	5	2	6	7	1					
		2.36%	3.89%	4.29%	2.33%	3.72%	3.35%	3.06%	2.44%	1.27%	3.80%	2.37%	1.80%	2.10%	1.88%	2.18%	2.93%	1.95%	2.30%	0.97%	2.04%	2.04%	2.58%	1.08%	1.24%	2.43%	3.09%	0.80%	1.05%	1.83%	2.21%	4.04%	1.72%	1.12%	1.61%	1.98%	1.72%	0.00%	4.65%	5.10%	3.57%	4.14%	1.77%	1.10%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5298	111	170	197	92	107	110	119	108	215	238	178	144	193	114	96	289	207	103	108	125	171	183	80	167	153	36	38	235	138	100	161	61	177	110	150	29	14	40	6	56	138	31					
		28.36%	27.01%	26.07%	32.78%	31.08%	25.60%	25.88%	24.19%	27.48%	25.56%	29.71%	22.94%	30.25%	27.89%	27.67%	23.41%	31.28%	25.03%	24.94%	27.55%	28.34%	22.06%	33.09%	24.77%	28.94%	26.24%	28.80%	40.00%	33.15%	27.71%	31.06%	39.46%	68.54%	25.84%	31.07%	25.82%	34.94%	32.56%	40.82%	10.71%	38.62%	34.85%	34.07%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	94	1	2	3	0	3	5	1	1	7	5	3	2	3	1	2	5	5	1	3	0	9	4	0	2	3	3	0	5	0	2	2	0	3	2	2	0	0	0	0	0	4	0					
		0.50%	0.24%	0.31%	0.50%	0.00%	0.72%	1.18%	0.20%	0.25%	0.83%	0.62%	0.39%	0.42%	0.43%	0.24%	0.49%	0.54%	0.60%	0.24%	0.77%	0.00%	1.16%	0.72%	0.00%	0.35%	0.51%	2.40%	0.00%	0.71%	0.00%	0.62%	0.49%	0.00%	0.44%	0.56%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
