Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																										
Дата голосования: 02.12.2007																																																																										
																																																																										
"Наименование Избирательной комиссии:    Уфа, Орджоникидзевская"																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
		Сумма	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3288	55	61	67	47	49	55	71	55	46	48	60	35	45	60	64	55	65	54	60	59	50	54	50	60	50	70	65	18	12	65	30	65	59	65	69	55	45	35	60	55	50	70	50	47	60	40	40	65	54	53	45	40	60	60	53	45	44	60	44	43	70	52	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	3704	25	14	33	41	21	373	29	31	77	49	17	10	18	25	35	45	10	10	17	30	18	15	15	18	28	10	25	11	33	8	12	24	14	15	75	96	17	14	17	8	11	39	45	303	15	14	15	11	17	62	24	17	29	70	16	14	16	19	13	13	321	13	281	306	99	371	167					
14	Число погашенных неиспользованных открепительных удостоверений	38	0	0	0	10	1	0	0	0	4	2	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	3	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	3	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	2	2	0	0	0	0	1	1	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																										
18	1.Политическая партия «Аграрная партия России»	1174	35	13	29	9	9	0	28	18	24	1	29	22	30	27	3	7	15	12	16	44	21	40	15	35	52	21	32	6	0	28	13	18	22	27	27	24	9	20	24	2	16	16	6	0	13	13	22	13	26	14	15	14	26	2	24	14	8	36	17	26	19	16	3	7	0	0	1					
		1.06%	2.20%	0.64%	1.46%	0.55%	0.61%	0.00%	1.37%	1.08%	1.49%	0.06%	1.53%	1.48%	1.70%	1.59%	0.16%	0.37%	0.79%	0.57%	0.73%	1.83%	1.34%	1.93%	0.87%	1.86%	2.13%	0.96%	1.58%	1.50%	0.00%	1.55%	1.80%	1.41%	1.56%	1.53%	1.40%	1.36%	0.81%	1.10%	1.39%	0.15%	0.88%	0.85%	0.29%	0.00%	0.94%	0.81%	1.19%	0.58%	1.47%	0.83%	0.77%	0.83%	1.27%	0.13%	1.45%	0.88%	0.57%	1.57%	0.98%	1.37%	1.10%	0.93%	0.44%	1.47%	0.00%	0.00%	0.60%					
19	2.Всероссийская политическая партия «Гражданская Сила»	802	15	12	11	10	5	2	14	12	25	7	27	20	9	26	14	0	20	17	9	18	12	32	15	36	32	26	8	6	0	27	1	12	4	22	24	18	10	7	15	5	20	14	3	0	8	15	7	8	7	10	15	7	12	1	14	9	5	13	8	10	21	5	0	5	0	0	0					
		0.72%	0.94%	0.59%	0.55%	0.62%	0.34%	0.08%	0.69%	0.72%	1.55%	0.39%	1.43%	1.34%	0.51%	1.53%	0.77%	0.00%	1.05%	0.80%	0.41%	0.75%	0.77%	1.55%	0.87%	1.91%	1.31%	1.19%	0.39%	1.50%	0.00%	1.49%	0.14%	0.94%	0.28%	1.24%	1.25%	1.02%	0.90%	0.38%	0.87%	0.37%	1.10%	0.74%	0.14%	0.00%	0.58%	0.94%	0.38%	0.36%	0.40%	0.59%	0.77%	0.42%	0.59%	0.06%	0.85%	0.57%	0.35%	0.57%	0.46%	0.53%	1.21%	0.29%	0.00%	1.05%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	180	3	4	4	7	1	0	3	4	3	4	2	0	3	4	7	3	2	2	4	3	0	5	1	4	8	3	4	0	0	0	1	1	1	4	2	2	0	2	4	2	2	4	2	0	1	1	2	3	2	4	9	2	4	2	5	4	2	6	0	9	4	3	1	1	0	0	0					
		0.16%	0.19%	0.20%	0.20%	0.43%	0.07%	0.00%	0.15%	0.24%	0.19%	0.23%	0.11%	0.00%	0.17%	0.24%	0.38%	0.16%	0.11%	0.09%	0.18%	0.12%	0.00%	0.24%	0.06%	0.21%	0.33%	0.14%	0.20%	0.00%	0.00%	0.00%	0.14%	0.08%	0.07%	0.23%	0.10%	0.11%	0.00%	0.11%	0.23%	0.15%	0.11%	0.21%	0.10%	0.00%	0.07%	0.06%	0.11%	0.13%	0.11%	0.24%	0.46%	0.12%	0.20%	0.13%	0.30%	0.25%	0.14%	0.26%	0.00%	0.47%	0.23%	0.17%	0.15%	0.21%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	10977	213	218	232	288	182	16	232	225	221	298	220	101	210	244	398	301	186	238	214	234	162	195	215	230	196	219	191	32	16	186	49	140	99	150	225	172	98	110	122	218	178	162	139	63	101	121	151	177	150	311	153	179	156	93	169	138	149	204	137	182	172	124	18	43	3	0	8					
		9.92%	13.36%	10.77%	11.68%	17.73%	12.41%	0.62%	11.39%	13.48%	13.73%	16.81%	11.62%	6.79%	11.90%	14.38%	21.76%	16.03%	9.79%	11.27%	9.78%	9.74%	10.33%	9.42%	12.49%	12.23%	8.01%	10.02%	9.40%	8.00%	4.06%	10.29%	6.78%	10.98%	7.04%	8.47%	11.69%	9.77%	8.83%	6.04%	7.06%	16.04%	9.81%	8.59%	6.63%	2.87%	7.28%	7.54%	8.18%	7.90%	8.51%	18.40%	7.83%	10.65%	7.64%	5.85%	10.22%	8.70%	10.54%	8.92%	7.86%	9.60%	9.94%	7.19%	2.64%	9.03%	1.46%	0.00%	4.76%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	987	17	9	23	10	14	27	23	33	30	28	20	16	5	30	12	3	20	5	18	33	27	27	13	43	33	36	19	3	0	31	0	22	19	22	30	22	16	2	12	8	12	10	3	0	7	9	6	8	20	14	5	10	11	3	3	10	8	12	19	19	13	17	3	3	1	0	0					
		0.89%	1.07%	0.44%	1.16%	0.62%	0.95%	1.05%	1.13%	1.98%	1.86%	1.58%	1.06%	1.08%	0.28%	1.77%	0.66%	0.16%	1.05%	0.24%	0.82%	1.37%	1.72%	1.30%	0.75%	2.29%	1.35%	1.65%	0.94%	0.75%	0.00%	1.72%	0.00%	1.73%	1.35%	1.24%	1.56%	1.25%	1.44%	0.11%	0.69%	0.59%	0.66%	0.53%	0.14%	0.00%	0.50%	0.56%	0.33%	0.36%	1.13%	0.83%	0.26%	0.60%	0.54%	0.19%	0.18%	0.63%	0.57%	0.52%	1.09%	1.00%	0.75%	0.99%	0.44%	0.63%	0.49%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	225	8	5	5	4	6	0	8	3	5	2	5	3	2	8	1	2	1	6	2	8	3	10	4	5	9	3	2	1	0	10	0	4	6	1	2	1	2	0	5	4	2	0	2	0	2	4	2	5	1	8	6	1	8	0	6	6	4	6	2	0	2	1	0	1	0	0	0					
		0.20%	0.50%	0.25%	0.25%	0.25%	0.41%	0.00%	0.39%	0.18%	0.31%	0.11%	0.26%	0.20%	0.11%	0.47%	0.05%	0.11%	0.05%	0.28%	0.09%	0.33%	0.19%	0.48%	0.23%	0.27%	0.37%	0.14%	0.10%	0.25%	0.00%	0.55%	0.00%	0.31%	0.43%	0.06%	0.10%	0.06%	0.18%	0.00%	0.29%	0.29%	0.11%	0.00%	0.10%	0.00%	0.14%	0.25%	0.11%	0.22%	0.06%	0.47%	0.31%	0.06%	0.39%	0.00%	0.36%	0.38%	0.28%	0.26%	0.11%	0.00%	0.12%	0.06%	0.00%	0.21%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	5247	76	115	114	8	2	13	109	93	102	10	122	120	92	98	2	18	57	59	103	150	76	128	123	117	175	126	114	38	1	110	20	65	72	112	146	103	71	0	113	15	95	108	117	25	90	103	91	7	125	42	96	87	132	2	96	99	87	138	94	128	127	116	25	23	2	0	4					
		4.74%	4.77%	5.68%	5.74%	0.49%	0.14%	0.51%	5.35%	5.57%	6.34%	0.56%	6.44%	8.07%	5.22%	5.77%	0.11%	0.96%	3.00%	2.79%	4.71%	6.24%	4.85%	6.18%	7.14%	6.22%	7.15%	5.77%	5.61%	9.50%	0.25%	6.09%	2.77%	5.10%	5.12%	6.33%	7.59%	5.85%	6.40%	0.00%	6.54%	1.10%	5.23%	5.73%	5.58%	1.14%	6.48%	6.42%	4.93%	0.31%	7.09%	2.49%	4.91%	5.18%	6.46%	0.13%	5.81%	6.24%	6.15%	6.03%	5.40%	6.75%	7.34%	6.72%	3.66%	4.83%	0.97%	0.00%	2.38%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7591	125	177	131	91	208	9	131	104	127	21	133	112	125	122	130	131	166	150	186	186	70	142	86	125	159	109	114	28	46	146	28	64	77	87	76	74	59	641	108	99	98	68	213	2	92	75	79	744	110	52	104	91	126	3	113	73	86	193	101	87	66	75	15	17	3	0	2					
		6.86%	7.84%	8.75%	6.59%	5.60%	14.18%	0.35%	6.43%	6.23%	7.89%	1.18%	7.03%	7.53%	7.09%	7.19%	7.11%	6.98%	8.74%	7.10%	8.50%	7.74%	4.46%	6.86%	4.99%	6.65%	6.50%	4.99%	5.61%	7.00%	11.68%	8.08%	3.87%	5.02%	5.47%	4.92%	3.95%	4.20%	5.32%	35.20%	6.25%	7.28%	5.40%	3.61%	10.16%	0.09%	6.63%	4.68%	4.28%	33.20%	6.24%	3.08%	5.32%	5.42%	6.17%	0.19%	6.84%	4.60%	6.08%	8.44%	5.80%	4.59%	3.82%	4.35%	2.20%	3.57%	1.46%	0.00%	1.19%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	639	19	9	31	5	8	21	20	19	8	17	16	13	7	14	14	0	11	9	9	0	9	10	11	18	17	12	8	1	0	18	5	12	6	9	7	6	4	7	6	7	10	7	3	10	7	7	10	6	4	8	13	17	5	1	14	15	6	12	11	18	18	6	4	2	0	0	2					
		0.58%	1.19%	0.44%	1.56%	0.31%	0.55%	0.82%	0.98%	1.14%	0.50%	0.96%	0.85%	0.87%	0.40%	0.82%	0.77%	0.00%	0.58%	0.43%	0.41%	0.00%	0.57%	0.48%	0.64%	0.96%	0.69%	0.55%	0.39%	0.25%	0.00%	0.99%	0.69%	0.94%	0.43%	0.51%	0.36%	0.34%	0.36%	0.38%	0.35%	0.52%	0.55%	0.37%	0.14%	0.46%	0.50%	0.44%	0.54%	0.27%	0.23%	0.47%	0.66%	1.01%	0.24%	0.06%	0.85%	0.95%	0.42%	0.52%	0.63%	0.95%	1.04%	0.35%	0.59%	0.42%	0.00%	0.00%	1.19%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	80393	1013	1417	1337	1181	965	2459	1422	1106	1002	1354	1264	1036	1254	1061	1161	1411	1395	1581	1585	1664	1151	1434	1221	1191	1701	1562	1474	282	329	1184	598	897	1060	1273	1367	1285	822	1006	1297	988	1333	1449	1597	2081	1020	1237	1445	1255	1270	1203	1494	1233	1524	1473	1166	1196	1042	1623	1326	1383	1257	1337	563	368	185	392	151					
		72.66%	63.55%	70.01%	67.29%	72.72%	65.78%	95.64%	69.81%	66.27%	62.24%	76.37%	66.77%	69.67%	71.09%	62.52%	63.48%	75.13%	73.42%	74.86%	72.44%	69.25%	73.41%	69.24%	70.91%	63.32%	69.51%	71.49%	72.58%	70.50%	83.50%	65.52%	82.71%	70.35%	75.34%	71.92%	71.05%	73.01%	74.05%	55.24%	75.06%	72.70%	73.44%	76.83%	76.16%	94.89%	73.49%	77.12%	78.32%	56.00%	72.04%	71.18%	76.42%	73.39%	74.60%	92.70%	70.54%	75.36%	73.69%	70.94%	76.12%	72.98%	72.66%	77.51%	82.43%	77.31%	89.81%	98.00%	89.88%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1388	48	26	40	7	6	11	35	30	45	6	35	24	16	45	28	2	15	12	27	32	21	34	3	67	55	49	31	1	0	58	1	26	23	37	15	37	15	10	16	9	27	22	7	9	24	14	26	8	36	8	14	25	21	3	22	12	11	23	15	23	22	11	3	4	0	0	0					
		1.25%	3.01%	1.28%	2.01%	0.43%	0.41%	0.43%	1.72%	1.80%	2.80%	0.34%	1.85%	1.61%	0.91%	2.65%	1.53%	0.11%	0.79%	0.57%	1.23%	1.33%	1.34%	1.64%	0.17%	3.56%	2.25%	2.24%	1.53%	0.25%	0.00%	3.21%	0.14%	2.04%	1.63%	2.09%	0.78%	2.10%	1.35%	0.55%	0.93%	0.66%	1.49%	1.17%	0.33%	0.41%	1.73%	0.87%	1.41%	0.36%	2.04%	0.47%	0.72%	1.49%	1.03%	0.19%	1.33%	0.76%	0.78%	1.01%	0.86%	1.21%	1.27%	0.64%	0.44%	0.84%	0.00%	0.00%	0.00%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
