Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																										
Дата голосования: 04.12.2011																																																																										
																																																																										
"Наименование Избирательной комиссии:    Уфа, Орджоникидзевская"																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
		Сумма	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3135	30	50	48	55	52	57	55	55	45	50	65	45	45	35	65	60	30	40	60	60	45	60	45	65	50	56	50	20	5	55	16	47	50	68	62	40	50	30	50	45	45	40	67	58	45	55	58	50	51	65	70	70	67	55	50	50	65	60	48	60	50	45	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	3036	30	43	48	53	51	54	53	55	38	49	65	45	45	34	65	49	30	40	56	60	41	53	45	64	50	56	50	16	5	52	16	47	50	68	55	40	40	29	50	45	45	40	67	58	45	55	58	46	51	65	70	64	67	55	50	47	64	59	48	60	42	45	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2678	23	21	16	20	31	28	28	14	23	38	26	17	20	29	18	13	24	19	15	25	24	27	37	34	12	18	28	21	18	17	14	22	20	31	11	26	28	12	16	22	23	29	49	42	19	20	14	16	133	109	28	32	23	22	21	6	20	22	18	43	157	22	88	197	163	385	91					
14	Число погашенных неиспользованных открепительных удостоверений	99	0	7	0	2	1	3	2	0	7	1	0	0	0	1	0	11	0	0	4	0	4	7	0	1	0	0	0	4	0	3	0	0	0	0	7	0	10	1	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	3	1	1	0	0	8	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	163	2	1	4	1	1	5	4	3	2	2	4	2	3	2	1	1	3	2	3	2	2	0	2	0	1	1	1	2	0	2	1	5	3	1	2	6	2	2	3	4	12	0	3	3	5	7	1	3	1	1	3	7	1	2	4	3	2	3	3	4	5	2	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9663	188	186	219	189	133	129	195	190	187	192	239	125	156	194	163	148	174	216	161	190	150	234	208	264	335	185	214	38	21	222	51	156	125	155	86	145	92	122	131	131	133	154	183	167	126	132	173	35	139	157	126	31	188	138	200	0	146	145	150	182	126	121	29	28	8	3	4					
		10.74%	14.41%	13.25%	13.63%	13.92%	10.02%	9.98%	14.10%	10.39%	12.71%	11.87%	12.59%	11.66%	11.77%	13.37%	10.49%	8.40%	12.67%	15.96%	12.44%	8.72%	12.22%	12.54%	13.77%	17.99%	15.03%	13.68%	14.51%	9.07%	9.55%	15.83%	8.11%	14.17%	11.83%	9.84%	4.95%	12.09%	9.48%	9.85%	9.42%	10.49%	14.29%	12.79%	10.30%	9.58%	10.48%	8.05%	12.53%	2.44%	9.40%	8.64%	5.99%	1.53%	8.95%	14.08%	12.85%	0.00%	12.41%	10.33%	9.46%	11.56%	9.91%	7.42%	7.88%	10.11%	3.03%	0.78%	4.12%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10394	127	179	196	132	144	150	184	157	148	192	177	117	210	169	175	193	186	196	157	201	130	250	192	181	320	204	173	64	51	181	45	136	111	220	99	180	132	158	169	124	154	181	198	201	117	188	174	199	165	165	25	244	169	137	174	174	143	207	190	194	220	204	25	29	2	3	2					
		11.55%	9.73%	12.75%	12.20%	9.72%	10.85%	11.60%	13.30%	8.59%	10.06%	11.87%	9.33%	10.91%	15.85%	11.65%	11.26%	10.96%	13.55%	14.49%	12.13%	9.22%	10.59%	13.40%	12.71%	12.34%	14.36%	15.09%	11.73%	15.27%	23.18%	12.91%	7.15%	12.35%	10.50%	13.97%	5.69%	15.01%	13.61%	12.76%	12.15%	9.93%	16.54%	15.03%	11.15%	11.53%	9.73%	11.46%	12.60%	13.89%	11.16%	9.08%	1.19%	12.03%	8.05%	13.98%	11.18%	12.39%	12.16%	14.75%	11.99%	12.32%	17.31%	12.52%	6.79%	10.47%	0.76%	0.78%	2.06%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	884	17	17	28	22	14	19	14	21	23	18	15	11	17	25	12	11	15	16	20	12	18	11	22	29	27	22	20	1	1	15	7	6	15	21	17	15	13	10	10	9	12	13	15	5	8	10	9	11	8	7	1	9	18	14	11	0	10	18	1	21	12	28	3	2	0	1	1					
		0.98%	1.30%	1.21%	1.74%	1.62%	1.06%	1.47%	1.01%	1.15%	1.56%	1.11%	0.79%	1.03%	1.28%	1.72%	0.77%	0.62%	1.09%	1.18%	1.55%	0.55%	1.47%	0.59%	1.46%	1.98%	1.21%	1.63%	1.36%	0.24%	0.45%	1.07%	1.11%	0.54%	1.42%	1.33%	0.98%	1.25%	1.34%	0.81%	0.72%	0.72%	1.29%	1.08%	0.84%	0.29%	0.67%	0.61%	0.65%	0.77%	0.54%	0.39%	0.05%	0.44%	0.86%	1.43%	0.71%	0.00%	0.85%	1.28%	0.06%	1.33%	0.94%	1.72%	0.82%	0.72%	0.00%	0.26%	1.03%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	17255	297	279	335	336	275	325	398	299	309	400	417	233	332	316	206	309	287	311	307	329	224	308	399	332	613	315	293	95	37	354	133	227	192	305	263	298	183	193	273	222	251	243	274	256	208	219	240	292	245	200	223	259	256	229	313	226	284	339	247	284	282	228	45	42	3	4	4					
		19.18%	22.76%	19.87%	20.85%	24.74%	20.72%	25.14%	28.78%	16.36%	21.01%	24.72%	21.97%	21.74%	25.06%	21.78%	13.26%	17.55%	20.90%	22.99%	23.72%	15.10%	18.26%	16.51%	26.41%	22.63%	27.50%	23.30%	19.86%	22.67%	16.82%	25.25%	21.14%	20.62%	18.16%	19.37%	15.12%	24.85%	18.87%	15.59%	19.63%	17.77%	26.96%	20.18%	15.43%	14.68%	17.30%	13.35%	17.38%	20.38%	16.58%	11.00%	10.61%	12.76%	12.19%	23.37%	20.12%	16.10%	24.15%	24.16%	15.58%	18.03%	22.19%	13.99%	12.23%	15.16%	1.14%	1.04%	4.12%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3545	89	91	77	104	68	57	86	71	83	86	84	68	66	96	59	34	85	89	50	62	47	78	78	138	126	95	65	5	7	120	8	62	41	101	75	77	27	34	41	55	41	47	55	54	40	30	40	50	29	37	26	6	30	33	33	0	42	41	2	49	32	32	4	6	0	0	1					
		3.94%	6.82%	6.48%	4.79%	7.66%	5.12%	4.41%	6.22%	3.88%	5.64%	5.32%	4.43%	6.34%	4.98%	6.62%	3.80%	1.93%	6.19%	6.58%	3.86%	2.85%	3.83%	4.18%	5.16%	9.41%	5.65%	7.03%	4.41%	1.19%	3.18%	8.56%	1.27%	5.63%	3.88%	6.41%	4.31%	6.42%	2.78%	2.75%	2.95%	4.40%	4.40%	3.90%	3.10%	3.10%	3.33%	1.83%	2.90%	3.49%	1.96%	2.04%	1.24%	0.30%	1.43%	3.37%	2.12%	0.00%	3.57%	2.92%	0.13%	3.11%	2.52%	1.96%	1.09%	2.17%	0.00%	0.00%	1.03%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	46253	557	629	727	552	672	583	460	1042	683	704	933	484	512	617	914	1054	584	499	564	1240	633	938	576	475	766	487	679	210	96	475	357	493	550	735	1156	440	500	704	749	692	317	547	1016	1038	658	1035	731	832	878	1235	1676	1421	1414	401	800	982	531	621	983	794	554	985	253	165	218	362	85					
		51.40%	42.68%	44.80%	45.24%	40.65%	50.64%	45.09%	33.26%	57.00%	46.43%	43.51%	49.16%	45.15%	38.64%	42.52%	58.82%	59.85%	42.53%	36.88%	43.59%	56.91%	51.59%	50.27%	38.12%	32.38%	34.37%	36.02%	46.03%	50.12%	43.64%	33.88%	56.76%	44.78%	52.03%	46.67%	66.47%	36.70%	51.55%	56.87%	53.85%	55.40%	34.05%	45.43%	57.21%	59.52%	54.74%	63.11%	52.93%	58.06%	59.40%	67.93%	79.73%	70.03%	67.33%	40.92%	51.41%	69.94%	45.15%	44.26%	62.02%	50.41%	43.59%	60.43%	68.75%	59.57%	82.58%	94.03%	87.63%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	618	9	6	9	6	9	10	10	6	14	12	14	7	9	7	8	10	11	8	6	10	12	10	8	21	22	13	7	2	2	13	7	12	8	13	39	14	6	3	7	5	9	5	7	5	11	10	7	8	3	6	3	54	6	9	6	5	6	9	1	19	10	8	4	1	0	1	0					
		0.69%	0.69%	0.43%	0.56%	0.44%	0.68%	0.77%	0.72%	0.33%	0.95%	0.74%	0.74%	0.65%	0.68%	0.48%	0.51%	0.57%	0.80%	0.59%	0.46%	0.46%	0.98%	0.54%	0.53%	1.43%	0.99%	0.96%	0.47%	0.48%	0.91%	0.93%	1.11%	1.09%	0.76%	0.83%	2.24%	1.17%	0.62%	0.24%	0.50%	0.40%	0.97%	0.42%	0.39%	0.29%	0.92%	0.61%	0.51%	0.56%	0.20%	0.33%	0.14%	2.66%	0.29%	0.92%	0.39%	0.36%	0.51%	0.64%	0.06%	1.21%	0.79%	0.49%	1.09%	0.36%	0.00%	0.26%	0.00%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
