Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
"Наименование Избирательной комиссии:    Нижний Новгород, Автозаводская северная"																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1861	30	20	35	27	35	25	40	50	31	20	35	30	30	25	40	32	30	31	30	30	25	30	30	35	30	51	25	30	35	40	30	30	35	30	20	20	38	40	35	35	20	24	30	25	25	40	45	25	35	40	30	30	45	25	35	47	35	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1812	30	20	32	27	35	25	39	49	31	18	32	29	29	22	38	31	30	31	30	30	25	29	27	35	29	51	25	28	35	40	30	30	33	30	20	20	37	39	35	32	20	24	30	25	25	39	44	21	34	36	30	28	45	25	35	47	35	31					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	904	19	14	22	25	13	14	24	29	13	13	16	5	13	16	13	13	13	12	19	19	13	13	16	10	5	21	19	22	20	18	19	15	16	14	9	17	15	14	15	14	14	14	14	17	12	24	8	15	23	18	18	10	12	11	11	17	14	22					
14	Число погашенных неиспользованных открепительных удостоверений	49	0	0	3	0	0	0	1	1	0	2	3	1	1	3	2	1	0	0	0	0	0	1	3	0	1	0	0	2	0	0	0	0	2	0	0	0	1	1	0	3	0	0	0	0	0	1	1	4	1	4	0	2	0	0	0	0	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	3	0	0	0	1	1	1	1	2	0	1	0	0	1	0	1	0	1	1	2	1	1	0	2	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	1	1	0	2	0	0	1	1	0	0	0	1	0	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8943	119	134	191	145	140	194	180	182	116	140	167	126	128	131	171	146	135	226	171	215	122	125	231	195	156	210	160	167	181	168	150	153	149	188	117	193	158	173	162	127	94	118	121	137	144	152	127	138	155	187	107	107	150	146	160	162	169	127					
		14.97%	13.51%	15.46%	13.25%	14.38%	12.89%	14.41%	16.67%	13.73%	14.76%	16.89%	16.09%	14.00%	15.09%	19.07%	15.38%	15.37%	14.06%	16.36%	14.72%	16.37%	12.87%	13.69%	16.69%	18.43%	14.25%	15.59%	15.46%	14.69%	17.35%	14.19%	16.50%	16.31%	15.68%	17.85%	15.00%	18.36%	14.70%	15.87%	16.40%	14.91%	14.20%	14.82%	15.03%	15.68%	14.98%	12.48%	12.18%	14.98%	15.00%	15.60%	11.57%	12.50%	13.84%	13.83%	14.35%	13.56%	14.42%	12.55%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8148	117	87	165	126	151	161	153	185	92	97	129	155	80	85	132	115	122	163	159	172	111	120	176	138	133	181	160	123	138	165	120	135	126	149	83	129	149	153	125	134	67	102	151	147	152	213	160	114	174	199	149	139	197	172	167	176	148	127					
		13.63%	13.28%	10.03%	11.45%	12.50%	13.90%	11.96%	14.17%	13.95%	11.70%	11.70%	12.43%	17.22%	9.43%	12.37%	11.87%	12.11%	12.71%	11.80%	13.68%	13.10%	11.71%	13.14%	12.72%	13.04%	12.15%	13.44%	15.46%	10.82%	13.23%	13.94%	13.20%	14.39%	13.26%	14.15%	10.64%	12.27%	13.86%	14.04%	12.65%	15.73%	10.12%	12.81%	18.76%	16.82%	15.82%	17.49%	15.34%	12.38%	16.84%	16.60%	16.11%	16.24%	18.17%	16.29%	14.98%	14.73%	12.63%	12.55%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	660	14	12	29	10	10	12	8	16	6	9	18	7	13	9	7	4	10	16	4	5	8	3	13	9	9	14	9	11	14	16	12	8	11	8	12	10	17	13	10	9	10	41	8	7	13	15	13	10	6	9	9	7	12	12	12	11	13	17					
		1.10%	1.59%	1.38%	2.01%	0.99%	0.92%	0.89%	0.74%	1.21%	0.76%	1.09%	1.73%	0.78%	1.53%	1.31%	0.63%	0.42%	1.04%	1.16%	0.34%	0.38%	0.84%	0.33%	0.94%	0.85%	0.82%	1.04%	0.87%	0.97%	1.34%	1.35%	1.32%	0.85%	1.16%	0.76%	1.54%	0.95%	1.58%	1.19%	1.01%	1.06%	1.51%	5.15%	0.99%	0.80%	1.35%	1.23%	1.25%	1.09%	0.58%	0.75%	0.97%	0.82%	1.11%	1.14%	1.08%	0.92%	1.11%	1.68%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	18320	270	282	464	319	349	471	326	380	238	235	353	256	305	209	352	310	298	413	379	409	295	318	429	369	357	457	287	390	344	359	280	272	263	263	230	282	348	327	276	243	184	220	219	243	269	334	324	264	281	350	295	274	307	325	368	349	421	286					
		30.66%	30.65%	32.53%	32.20%	31.65%	32.14%	34.99%	30.19%	28.66%	30.28%	28.35%	34.01%	28.44%	35.97%	30.42%	31.65%	32.63%	31.04%	29.91%	32.62%	31.15%	31.12%	34.83%	30.99%	34.88%	32.60%	33.93%	27.73%	34.30%	32.98%	30.32%	30.80%	28.99%	27.68%	24.98%	29.49%	26.83%	32.37%	30.00%	27.94%	28.52%	27.79%	27.64%	27.20%	27.80%	27.99%	27.42%	31.06%	28.66%	27.20%	29.19%	31.89%	32.01%	28.32%	30.78%	33.00%	29.21%	35.92%	28.26%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2484	43	42	87	92	80	91	40	70	32	56	59	40	62	27	55	39	43	53	50	49	35	39	42	37	40	63	40	58	40	60	22	34	31	29	24	36	41	31	41	27	29	35	17	33	40	41	46	28	28	29	22	22	33	26	25	37	32	81					
		4.16%	4.88%	4.84%	6.04%	9.13%	7.37%	6.76%	3.70%	5.28%	4.07%	6.76%	5.68%	4.44%	7.31%	3.93%	4.95%	4.11%	4.48%	3.84%	4.30%	3.73%	3.69%	4.27%	3.03%	3.50%	3.65%	4.68%	3.86%	5.10%	3.84%	5.07%	2.42%	3.62%	3.26%	2.75%	3.08%	3.43%	3.81%	2.84%	4.15%	3.17%	4.38%	4.40%	2.11%	3.78%	4.16%	3.37%	4.41%	3.04%	2.71%	2.42%	2.38%	2.57%	3.04%	2.46%	2.24%	3.10%	2.73%	8.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20161	305	286	471	300	340	387	359	465	291	278	300	300	240	217	380	315	330	489	383	433	364	288	483	298	378	398	359	370	314	392	311	317	347	401	298	376	342	373	362	301	264	266	272	291	329	444	352	347	375	403	336	293	369	361	357	432	375	354					
		33.74%	34.62%	32.99%	32.69%	29.76%	31.31%	28.75%	33.24%	35.07%	37.02%	33.53%	28.90%	33.33%	28.30%	31.59%	34.17%	33.16%	34.38%	35.41%	32.96%	32.98%	38.40%	31.54%	34.90%	28.17%	34.52%	29.55%	34.69%	32.54%	30.11%	33.11%	34.21%	33.80%	36.53%	38.08%	38.21%	35.78%	31.81%	34.22%	36.64%	35.33%	39.88%	33.42%	33.79%	33.30%	34.24%	36.45%	33.75%	37.68%	36.30%	33.61%	36.32%	34.23%	34.04%	34.19%	32.02%	36.15%	31.99%	34.98%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	393	5	8	10	5	6	14	4	10	3	7	5	10	13	3	4	10	8	4	10	19	10	8	5	4	6	6	6	7	5	11	6	6	9	7	8	7	4	4	5	6	5	2	7	4	3	7	6	4	6	9	3	7	7	3	11	9	4	8					
		0.66%	0.57%	0.92%	0.69%	0.50%	0.55%	1.04%	0.37%	0.75%	0.38%	0.84%	0.48%	1.11%	1.53%	0.44%	0.36%	1.05%	0.83%	0.29%	0.86%	1.45%	1.05%	0.88%	0.36%	0.38%	0.55%	0.45%	0.58%	0.62%	0.48%	0.93%	0.66%	0.64%	0.95%	0.66%	1.03%	0.67%	0.37%	0.37%	0.51%	0.70%	0.76%	0.25%	0.87%	0.46%	0.31%	0.57%	0.58%	0.43%	0.58%	0.75%	0.32%	0.82%	0.65%	0.28%	0.99%	0.75%	0.34%	0.79%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
