Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Александровская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169									
24	"6. Политическая партия ""Гражданская Платформа"""	27	1	0	7	1	2	0	0	0	2	0	1	0	1	0	0	2	1	2	0	2	2	0	2	1									
		0.19%	0.12%	0.00%	0.83%	0.20%	0.36%	0.00%	0.00%	0.00%	0.25%	0.00%	0.16%	0.00%	0.21%	0.00%	0.00%	0.32%	0.23%	0.28%	0.00%	0.24%	0.26%	0.00%	0.31%	0.28%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2482	200	107	158	90	109	136	115	54	148	107	138	182	115	25	105	82	63	90	28	110	111	69	100	40									
		17.86%	23.87%	15.92%	18.68%	17.58%	19.71%	20.06%	20.10%	17.09%	18.81%	21.27%	22.15%	25.42%	24.31%	18.66%	15.00%	13.04%	14.75%	12.80%	14.97%	13.02%	14.45%	16.39%	15.63%	11.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	44	1	2	7	2	3	1	2	0	4	2	1	0	1	1	4	0	0	3	1	4	2	1	1	1									
		0.32%	0.12%	0.30%	0.83%	0.39%	0.54%	0.15%	0.35%	0.00%	0.51%	0.40%	0.16%	0.00%	0.21%	0.75%	0.57%	0.00%	0.00%	0.43%	0.53%	0.47%	0.26%	0.24%	0.16%	0.28%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	172	20	18	9	15	8	6	3	3	18	18	12	4	7	2	2	2	7	7	1	6	2	2	0	0									
		1.24%	2.39%	2.68%	1.06%	2.93%	1.45%	0.88%	0.52%	0.95%	2.29%	3.58%	1.93%	0.56%	1.48%	1.49%	0.29%	0.32%	1.64%	0.99%	0.53%	0.71%	0.26%	0.48%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	37	0	0	11	1	4	2	1	1	1	1	1	4	0	1	3	1	0	2	0	0	2	0	0	1									
		0.27%	0.00%	0.00%	1.30%	0.20%	0.72%	0.29%	0.17%	0.32%	0.13%	0.20%	0.16%	0.56%	0.00%	0.75%	0.43%	0.16%	0.00%	0.28%	0.00%	0.00%	0.26%	0.00%	0.00%	0.28%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	73	0	3	8	5	1	3	2	4	12	3	4	5	1	1	0	3	1	2	0	0	6	1	4	4									
		0.53%	0.00%	0.45%	0.95%	0.98%	0.18%	0.44%	0.35%	1.27%	1.52%	0.60%	0.64%	0.70%	0.21%	0.75%	0.00%	0.48%	0.23%	0.28%	0.00%	0.00%	0.78%	0.24%	0.63%	1.14%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2311	144	104	133	113	82	105	86	49	141	86	105	106	76	25	141	136	69	121	5	122	134	58	96	74									
		16.63%	17.18%	15.48%	15.72%	22.07%	14.83%	15.49%	15.03%	15.51%	17.92%	17.10%	16.85%	14.80%	16.07%	18.66%	20.14%	21.62%	16.16%	17.21%	2.67%	14.44%	17.45%	13.78%	15.00%	21.02%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	2	4	10	3	2	0	2	3	3	5	3	4	0	0	3	2	1	2	1	7	5	1	2	0									
		0.47%	0.24%	0.60%	1.18%	0.59%	0.36%	0.00%	0.35%	0.95%	0.38%	0.99%	0.48%	0.56%	0.00%	0.00%	0.43%	0.32%	0.23%	0.28%	0.53%	0.83%	0.65%	0.24%	0.31%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	659	29	29	30	18	23	27	9	12	35	16	14	19	19	2	48	18	9	25	10	103	75	24	46	19									
		4.74%	3.46%	4.32%	3.55%	3.52%	4.16%	3.98%	1.57%	3.80%	4.45%	3.18%	2.25%	2.65%	4.02%	1.49%	6.86%	2.86%	2.11%	3.56%	5.35%	12.19%	9.77%	5.70%	7.19%	5.40%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
