Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
Наименование Избирательной комиссии:    Бокситогорская																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47					
		3.15%	3.82%	3.84%	4.65%	4.69%	5.62%	3.92%	1.73%	1.09%	0.0%	2.48%	1.09%	2.5%	0.0%	1.31%	0.93%	2.73%	0.0%	3.07%	2.30%	1.12%	0.0%	2.59%	3.83%	1.68%	2.17%	1.53%	1.14%	2.10%	5.76%	0.0%	1.71%	1.29%	3.53%	3.84%	0.72%	3.03%	0.0%	0.0%	0.54%	1.05%	3.26%	1.21%	1.78%	0.0%	1.35%	1.22%	0.0%					
22	"5. ""За Русь Святую"""	72	3	2	6	1	6	5	6	1	1	0	2	0	0	0	4	0	0	0	0	1	0	3	2	6	2	0	0	4	0	0	2	2	1	0	0	0	0	1	9	0	0	1	0	0	0	1	0					
		0.48%	0.21%	0.13%	0.58%	0.06%	0.48%	0.38%	0.94%	1.09%	1.02%	0.0%	0.72%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.64%	0.33%	3.37%	4.34%	0.0%	0.0%	1.40%	0.0%	0.0%	1.14%	2.59%	0.88%	0.0%	0.0%	0.0%	0.0%	2.04%	2.43%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.40%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	44	3	2	3	7	0	5	1	1	0	1	1	0	0	0	3	1	0	0	2	0	0	2	1	3	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0					
		0.29%	0.21%	0.13%	0.29%	0.47%	0.0%	0.38%	0.15%	1.09%	0.0%	0.49%	0.36%	0.0%	0.0%	0.0%	0.56%	1.36%	0.0%	0.0%	0.92%	0.0%	0.0%	0.43%	0.16%	1.68%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	2.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	1.35%	0.40%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	93	12	11	5	12	4	12	1	2	0	4	0	1	1	0	2	0	0	0	4	2	0	4	3	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	3	0	0	0	1	0	3	1	0					
		0.62%	0.86%	0.72%	0.48%	0.81%	0.32%	0.92%	0.15%	2.19%	0.0%	1.99%	0.0%	2.5%	1.88%	0.0%	0.37%	0.0%	0.0%	0.0%	1.84%	0.56%	0.0%	0.86%	0.50%	0.0%	2.17%	0.0%	0.0%	0.70%	0.0%	0.0%	1.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.89%	0.0%	1.35%	0.40%	0.0%					
25	"8. ""Народно-республиканская партия России"""	26	4	2	0	1	1	0	1	2	1	0	0	0	0	0	1	0	0	0	0	1	0	2	3	3	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0					
		0.17%	0.28%	0.13%	0.0%	0.06%	0.08%	0.0%	0.15%	2.19%	1.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.43%	0.50%	1.68%	0.0%	0.0%	0.57%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	39	5	8	1	4	3	2	1	0	0	0	0	1	0	0	2	0	1	0	0	1	0	1	2	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0					
		0.26%	0.36%	0.53%	0.09%	0.27%	0.24%	0.15%	0.15%	0.0%	0.0%	0.0%	0.0%	2.5%	0.0%	0.0%	0.37%	0.0%	1.49%	0.0%	0.0%	0.28%	0.0%	0.21%	0.33%	0.56%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.54%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	498	37	43	30	25	32	51	23	3	1	9	12	3	4	2	23	3	2	8	5	15	3	18	31	9	2	4	2	12	2	4	15	3	5	0	4	0	2	0	15	2	2	16	1	0	9	6	0					
		3.35%	2.67%	2.85%	2.90%	1.69%	2.61%	3.92%	3.63%	3.29%	1.02%	4.47%	4.37%	7.5%	7.54%	2.63%	4.32%	4.10%	2.98%	12.30%	2.30%	4.22%	4.41%	3.88%	5.17%	5.05%	4.34%	6.15%	1.14%	4.21%	3.84%	4.76%	8.57%	3.89%	4.42%	0.0%	2.89%	0.0%	2.94%	0.0%	4.05%	2.10%	2.17%	9.69%	0.89%	0.0%	4.05%	2.44%	0.0%					
28	"11. ""Истинные патриоты России"""	15	0	1	0	1	2	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0					
		0.10%	0.0%	0.06%	0.0%	0.06%	0.16%	0.23%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	2.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.89%	0.0%	0.45%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	275	30	22	30	26	24	25	4	1	4	1	1	1	0	4	8	0	1	0	0	4	0	6	20	8	4	8	3	4	0	0	7	1	0	0	2	0	0	0	9	2	0	1	3	1	2	7	1					
		1.85%	2.16%	1.45%	2.90%	1.76%	1.95%	1.92%	0.63%	1.09%	4.08%	0.49%	0.36%	2.5%	0.0%	5.26%	1.50%	0.0%	1.49%	0.0%	0.0%	1.12%	0.0%	1.29%	3.33%	4.49%	8.69%	12.30%	1.72%	1.40%	0.0%	0.0%	4.0%	1.29%	0.0%	0.0%	1.44%	0.0%	0.0%	0.0%	2.43%	2.10%	0.0%	0.60%	2.67%	1.72%	0.90%	2.85%	4.0%					
30	"13. ""Демократическая партия России"""	32	5	2	3	1	5	2	0	3	0	1	0	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0					
		0.21%	0.36%	0.13%	0.29%	0.06%	0.40%	0.15%	0.0%	3.29%	0.0%	0.49%	0.0%	0.0%	1.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.21%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.88%	0.0%	0.0%	1.51%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	32	1	1	0	0	4	3	0	0	0	1	0	0	1	1	2	0	0	0	3	0	1	2	2	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	3	0	0	1	0	0	1	0					
		0.21%	0.07%	0.06%	0.0%	0.0%	0.32%	0.23%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	1.88%	1.31%	0.37%	0.0%	0.0%	0.0%	1.38%	0.0%	1.47%	0.43%	0.33%	0.56%	2.17%	0.0%	0.0%	0.35%	0.0%	0.0%	0.57%	0.0%	0.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.15%	0.0%	0.0%	0.89%	0.0%	0.0%	0.40%	0.0%					
32	"15. ""Партия СЛОН"""	22	2	2	2	1	3	4	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0					
		0.14%	0.14%	0.13%	0.19%	0.06%	0.24%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.63%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.60%	0.0%	0.0%	0.45%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1278	149	138	90	168	115	156	31	13	14	10	14	4	1	12	28	4	0	6	25	23	10	39	69	17	1	0	8	22	8	1	4	2	3	5	3	0	4	0	30	1	5	7	8	5	14	11	0					
		8.61%	10.76%	9.15%	8.72%	11.42%	9.38%	12.00%	4.89%	14.28%	14.28%	4.97%	5.10%	10.0%	1.88%	15.78%	5.26%	5.47%	0.0%	9.23%	11.52%	6.47%	14.70%	8.42%	11.51%	9.55%	2.17%	0.0%	4.59%	7.71%	15.38%	1.19%	2.28%	2.59%	2.65%	9.61%	2.17%	0.0%	5.88%	0.0%	8.10%	1.05%	5.43%	4.24%	7.14%	8.62%	6.30%	4.48%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	41	2	4	1	2	1	2	2	0	0	0	1	0	1	1	3	0	1	0	2	1	0	2	2	0	0	1	0	2	0	0	0	2	0	0	0	1	0	0	1	0	1	0	2	0	0	2	1					
		0.27%	0.14%	0.26%	0.09%	0.13%	0.08%	0.15%	0.31%	0.0%	0.0%	0.0%	0.36%	0.0%	1.88%	1.31%	0.56%	0.0%	1.49%	0.0%	0.92%	0.28%	0.0%	0.43%	0.33%	0.0%	0.0%	1.53%	0.0%	0.70%	0.0%	0.0%	0.0%	2.59%	0.0%	0.0%	0.0%	1.51%	0.0%	0.0%	0.27%	0.0%	1.08%	0.0%	1.78%	0.0%	0.0%	0.81%	4.0%					
35	"18. ""ЛДПР"""	1935	163	204	132	248	157	143	96	13	22	19	39	0	8	7	93	9	7	7	40	64	11	55	66	18	7	5	18	47	4	9	20	6	17	5	22	6	3	2	33	12	14	12	10	18	21	16	7					
		13.04%	11.77%	13.53%	12.79%	16.85%	12.80%	11.00%	15.16%	14.28%	22.44%	9.45%	14.23%	0.0%	15.09%	9.21%	17.48%	12.32%	10.44%	10.76%	18.43%	18.02%	16.17%	11.87%	11.01%	10.11%	15.21%	7.69%	10.34%	16.49%	7.69%	10.71%	11.42%	7.79%	15.04%	9.61%	15.94%	9.09%	4.41%	4.08%	8.91%	12.63%	15.21%	7.27%	8.92%	31.03%	9.45%	6.53%	28.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	409	36	40	45	45	26	31	16	1	2	3	4	1	1	2	15	0	6	0	7	6	3	14	25	3	1	2	3	11	3	1	7	4	4	1	6	2	0	0	8	7	2	3	0	0	6	6	0					
		2.75%	2.60%	2.65%	4.36%	3.05%	2.12%	2.38%	2.52%	1.09%	2.04%	1.49%	1.45%	2.5%	1.88%	2.63%	2.81%	0.0%	8.95%	0.0%	3.22%	1.69%	4.41%	3.02%	4.17%	1.68%	2.17%	3.07%	1.72%	3.85%	5.76%	1.19%	4.0%	5.19%	3.53%	1.92%	4.34%	3.03%	0.0%	0.0%	2.16%	7.36%	2.17%	1.81%	0.0%	0.0%	2.70%	2.44%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	6172	470	559	418	507	463	495	311	35	38	107	141	15	24	27	245	39	28	35	89	169	31	207	229	64	13	30	95	110	13	31	74	47	56	30	76	40	55	39	186	49	41	101	61	20	110	134	15					
		41.61%	33.95%	37.09%	40.50%	34.46%	37.76%	38.10%	49.13%	38.46%	38.77%	53.23%	51.45%	37.5%	45.28%	35.52%	46.05%	53.42%	41.79%	53.84%	41.01%	47.60%	45.58%	44.70%	38.23%	35.95%	28.26%	46.15%	54.59%	38.59%	25.0%	36.90%	42.28%	61.03%	49.55%	57.69%	55.07%	60.60%	80.88%	79.59%	50.27%	51.57%	44.56%	61.21%	54.46%	34.48%	49.54%	54.69%	60.0%					
38	"21. ""Российская Конституционно-демократическая партия"""	40	2	2	3	0	4	1	2	1	0	0	0	0	1	0	0	0	0	0	1	2	0	1	7	0	1	0	0	1	0	1	0	0	2	0	0	0	2	0	3	0	1	1	0	0	0	1	0					
		0.26%	0.14%	0.13%	0.29%	0.0%	0.32%	0.07%	0.31%	1.09%	0.0%	0.0%	0.0%	0.0%	1.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.56%	0.0%	0.21%	1.16%	0.0%	2.17%	0.0%	0.0%	0.35%	0.0%	1.19%	0.0%	0.0%	1.76%	0.0%	0.0%	0.0%	2.94%	0.0%	0.81%	0.0%	1.08%	0.60%	0.0%	0.0%	0.0%	0.40%	0.0%					
39	"22. ""Развитие предпринимательства"""	83	8	11	9	6	8	8	4	0	1	3	1	0	1	0	5	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	2	0	4	2	0					
		0.55%	0.57%	0.72%	0.87%	0.40%	0.65%	0.61%	0.63%	0.0%	1.02%	1.49%	0.36%	0.0%	1.88%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.33%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	1.29%	0.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.05%	0.0%	0.0%	1.78%	0.0%	1.80%	0.81%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1377	183	157	80	138	115	154	41	6	4	12	16	6	6	10	37	4	7	2	12	23	5	34	47	22	1	6	24	32	8	36	19	4	6	4	3	4	0	6	30	7	9	11	8	1	10	27	0					
		9.28%	13.22%	10.41%	7.75%	9.38%	9.38%	11.85%	6.47%	6.59%	4.08%	5.97%	5.83%	15.0%	11.32%	13.15%	6.95%	5.47%	10.44%	3.07%	5.52%	6.47%	7.35%	7.34%	7.84%	12.35%	2.17%	9.23%	13.79%	11.22%	15.38%	42.85%	10.85%	5.19%	5.30%	7.69%	2.17%	6.06%	0.0%	12.24%	8.10%	7.36%	9.78%	6.66%	7.14%	1.72%	4.50%	11.02%	0.0%					
																																																						
41	Против всех	524	75	73	37	70	53	43	19	2	2	6	5	2	0	2	14	1	6	0	4	6	1	13	15	5	0	0	5	5	1	0	5	0	1	3	7	0	0	1	6	0	2	4	1	12	11	5	1					
		3.53%	5.41%	4.84%	3.58%	4.75%	4.32%	3.31%	3.00%	2.19%	2.04%	2.98%	1.82%	5.0%	0.0%	2.63%	2.63%	1.36%	8.95%	0.0%	1.84%	1.69%	1.47%	2.80%	2.50%	2.80%	0.0%	0.0%	2.87%	1.75%	1.92%	0.0%	2.85%	0.0%	0.88%	5.76%	5.07%	0.0%	0.0%	2.04%	1.62%	0.0%	2.17%	2.42%	0.89%	20.68%	4.95%	2.04%	4.0%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
