Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Мари-Турекская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	3	5	1	1	1	2	0	5	1	2	1	0	0	0	1	1	1	2	2	0	0	1									
		0.29%	0.51%	0.65%	0.53%	0.29%	0.16%	0.35%	0.00%	1.08%	0.18%	0.30%	0.30%	0.00%	0.00%	0.00%	0.19%	0.23%	0.50%	0.56%	0.32%	0.00%	0.00%	0.16%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	1	0	0	0	1	1	0	2	0	1	0	0	1	0	1	0	0	0	0	0	1	0									
		0.09%	0.17%	0.00%	0.00%	0.00%	0.16%	0.17%	0.00%	0.43%	0.00%	0.15%	0.00%	0.00%	0.14%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	29	5	1	0	2	1	1	0	0	1	5	0	0	0	2	3	2	1	0	0	0	2	3									
		0.28%	0.84%	0.13%	0.00%	0.59%	0.16%	0.17%	0.00%	0.00%	0.18%	0.75%	0.00%	0.00%	0.00%	0.41%	0.58%	0.46%	0.50%	0.00%	0.00%	0.00%	0.64%	0.47%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3420	190	264	64	113	207	196	112	168	229	225	150	70	285	190	157	123	32	74	173	134	102	162									
		32.99%	32.09%	34.24%	34.04%	33.14%	32.81%	34.03%	33.33%	36.29%	40.89%	33.73%	45.45%	30.70%	39.26%	38.70%	30.49%	28.41%	15.84%	20.56%	28.08%	34.36%	32.69%	25.39%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	2	3	0	2	2	0	2	1	1	2	0	1	2	0	1	4	1	0	4	3	0	0									
		0.30%	0.34%	0.39%	0.00%	0.59%	0.32%	0.00%	0.60%	0.22%	0.18%	0.30%	0.00%	0.44%	0.28%	0.00%	0.19%	0.92%	0.50%	0.00%	0.65%	0.77%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	276	21	32	1	5	26	35	13	14	11	13	7	0	20	19	9	11	2	4	6	3	6	18									
		2.66%	3.55%	4.15%	0.53%	1.47%	4.12%	6.08%	3.87%	3.02%	1.96%	1.95%	2.12%	0.00%	2.75%	3.87%	1.75%	2.54%	0.99%	1.11%	0.97%	0.77%	1.92%	2.82%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
