Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																															
Дата голосования: 07.12.2003 0:00:00																																																																															
																																																																															
Наименование Избирательной комиссии:    Кабанская																																																																															
																																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																															
																																																																															
		Сумма	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	650	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	55	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	5	5	5	10	5	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	63	0	0	0	1	1	0	0	0	4	0	1	1	0	0	3	0	0	0	0	0	0	0	0	1	5	6	0	2	1	0	0	0	0	0	0	0	8	1	1	1	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	4	1	2	0	0	0	1	0	3	0	1	0	1	0	1	4	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	77	1	5	0	1	0	2	0	0	4	0	0	0	1	0	1	0	1	0	0	1	0	0	0	2	1	3	3	0	2	3	2	0	0	0	0	0	2	4	1	1	1	0	1	0	0	0	0	1	2	3	0	1	0	0	0	2	2	12	0	0	0	3	0	2	4	1	0	0	0	1	0	0					
14	Число погашенных открепительных удостоверений	587	5	5	5	4	4	5	5	5	1	5	4	4	5	5	2	5	5	5	10	10	10	10	10	9	5	4	10	8	9	10	10	10	10	10	10	10	2	54	9	9	10	10	10	10	10	9	10	10	9	10	7	10	10	10	10	6	9	8	10	10	10	9	10	2	5	4	5	9	5	9	6	7					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																															
18	"1. ""ЕДИНЕНИЕ"""	533	8	0	6	13	4	9	8	15	8	20	3	6	1	0	6	5	6	7	1	17	10	1	2	12	13	16	11	16	8	10	3	2	5	2	10	6	8	10	8	3	14	4	3	10	3	7	2	7	9	9	7	24	4	5	1	8	5	5	12	2	3	9	14	15	1	2	7	9	2	3	14	14					
		2.07%	3.03%	0.0%	8.95%	2.19%	1.99%	11.68%	2.35%	4.71%	2.03%	8.0%	1.17%	4.47%	1.02%	0.0%	1.85%	4.20%	4.41%	6.30%	1.88%	3.79%	3.30%	0.75%	2.40%	1.61%	1.22%	1.92%	1.37%	1.61%	1.15%	1.67%	1.84%	1.69%	2.65%	0.92%	2.53%	1.53%	1.36%	1.96%	1.83%	1.10%	4.19%	2.79%	0.80%	3.44%	2.15%	3.18%	1.11%	4.37%	1.29%	1.32%	1.00%	2.75%	1.15%	2.94%	1.35%	1.97%	2.17%	1.35%	8.88%	1.38%	0.56%	1.45%	2.06%	2.47%	1.40%	3.33%	7.95%	1.90%	4.65%	0.74%	1.75%	1.79%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	554	2	2	2	4	1	2	19	6	10	6	5	1	3	0	5	6	0	0	1	10	7	1	3	38	25	26	18	13	23	13	3	5	3	4	9	24	16	21	11	7	5	1	10	2	2	11	3	0	12	24	24	29	12	0	1	6	0	6	1	3	2	10	3	7	1	1	0	5	0	2	11	5					
		2.15%	0.75%	2.94%	2.98%	0.67%	0.49%	2.59%	5.60%	1.88%	2.54%	2.4%	1.96%	0.74%	3.06%	0.0%	1.54%	5.04%	0.0%	0.0%	1.88%	2.23%	2.31%	0.75%	3.61%	5.10%	2.35%	3.13%	2.25%	1.31%	3.32%	2.17%	1.84%	4.23%	1.59%	1.85%	2.27%	6.12%	2.73%	4.12%	2.51%	2.58%	1.49%	0.69%	2.68%	0.68%	1.43%	5.0%	1.67%	0.0%	1.72%	3.53%	3.44%	3.32%	3.47%	0.0%	1.35%	1.48%	0.0%	1.63%	0.74%	2.08%	0.37%	1.61%	0.44%	1.15%	1.40%	1.66%	0.0%	1.05%	0.0%	0.49%	1.38%	0.64%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	708	11	1	5	19	5	3	9	12	4	5	4	7	6	7	10	3	5	2	1	9	10	1	13	10	21	26	25	28	25	17	2	1	2	6	9	15	13	22	7	3	13	5	4	11	7	9	8	6	34	16	15	22	7	7	4	13	5	8	8	4	8	10	14	21	5	1	1	11	0	9	16	22					
		2.75%	4.16%	1.47%	7.46%	3.21%	2.48%	3.89%	2.65%	3.77%	1.01%	2.0%	1.56%	5.22%	6.12%	4.92%	3.09%	2.52%	3.67%	1.80%	1.88%	2.00%	3.30%	0.75%	15.66%	1.34%	1.98%	3.13%	3.13%	2.82%	3.61%	2.84%	1.22%	0.84%	1.06%	2.77%	2.27%	3.82%	2.21%	4.32%	1.60%	1.10%	3.89%	3.49%	1.07%	3.79%	5.03%	4.09%	4.46%	3.75%	4.87%	2.35%	2.15%	2.52%	2.02%	4.11%	5.40%	3.20%	2.17%	2.17%	5.92%	2.77%	1.49%	1.61%	2.06%	3.47%	7.04%	1.66%	1.13%	2.33%	0.0%	2.23%	2.00%	2.82%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	587	6	7	0	9	7	0	5	7	4	3	3	0	1	2	5	1	2	1	3	11	6	2	2	38	35	30	25	27	20	18	8	1	2	1	13	8	18	19	9	9	5	2	4	9	4	2	6	0	14	27	18	11	13	4	0	1	10	4	2	3	13	15	13	2	1	2	1	9	0	7	10	7					
		2.28%	2.27%	10.29%	0.0%	1.52%	3.48%	0.0%	1.47%	2.20%	1.01%	1.2%	1.17%	0.0%	1.02%	1.40%	1.54%	0.84%	1.47%	0.90%	5.66%	2.45%	1.98%	1.50%	2.40%	5.10%	3.30%	3.61%	3.13%	2.72%	2.89%	3.01%	4.90%	0.84%	1.06%	0.46%	3.29%	2.04%	3.07%	3.73%	2.05%	3.32%	1.49%	1.39%	1.07%	3.10%	2.87%	0.90%	3.35%	0.0%	2.00%	3.97%	2.58%	1.26%	3.76%	2.35%	0.0%	0.24%	4.34%	1.08%	1.48%	2.08%	2.43%	2.42%	1.91%	0.33%	1.40%	3.33%	1.13%	1.90%	0.0%	1.73%	1.25%	0.89%					
22	"5. ""За Русь Святую"""	205	2	1	0	9	1	0	0	4	10	6	3	0	0	1	2	1	1	0	0	4	1	2	4	5	8	3	1	13	3	6	1	0	0	3	2	1	4	2	1	3	2	0	2	3	1	0	2	2	5	3	6	12	4	0	1	2	2	0	2	0	4	7	12	3	0	1	2	4	0	6	1	8					
		0.79%	0.75%	1.47%	0.0%	1.52%	0.49%	0.0%	0.0%	1.25%	2.54%	2.4%	1.17%	0.0%	0.0%	0.70%	0.61%	0.84%	0.73%	0.0%	0.0%	0.89%	0.33%	1.50%	4.81%	0.67%	0.75%	0.36%	0.12%	1.31%	0.43%	1.00%	0.61%	0.0%	0.0%	1.38%	0.50%	0.25%	0.68%	0.39%	0.22%	1.10%	0.59%	0.0%	0.53%	1.03%	0.71%	0.0%	1.11%	1.25%	0.71%	0.44%	0.86%	1.37%	1.15%	0.0%	1.35%	0.49%	0.86%	0.0%	1.48%	0.0%	0.74%	1.13%	1.76%	0.49%	0.0%	1.66%	2.27%	0.84%	0.0%	1.48%	0.12%	1.02%					
23	"6. ""Объединенная Российская партия ""Русь"""	74	0	2	0	3	2	1	0	1	1	0	1	0	0	3	1	0	0	3	1	1	0	0	0	0	2	2	1	2	0	3	0	0	0	1	0	1	1	0	0	0	0	0	4	2	0	1	0	0	0	2	1	3	1	0	0	2	0	0	0	0	1	2	2	6	2	0	0	2	0	8	0	2					
		0.28%	0.0%	2.94%	0.0%	0.50%	0.99%	1.29%	0.0%	0.31%	0.25%	0.0%	0.39%	0.0%	0.0%	2.11%	0.30%	0.0%	0.0%	2.70%	1.88%	0.22%	0.0%	0.0%	0.0%	0.0%	0.18%	0.24%	0.12%	0.20%	0.0%	0.50%	0.0%	0.0%	0.0%	0.46%	0.0%	0.25%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	1.07%	0.68%	0.0%	0.45%	0.0%	0.0%	0.0%	0.29%	0.14%	0.34%	0.28%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.18%	0.32%	0.29%	0.99%	2.81%	0.0%	0.0%	0.42%	0.0%	1.98%	0.0%	0.25%					
24	"7. ""Новый курс - Автомобильная Россия"""	116	0	1	0	3	0	0	1	2	1	1	1	0	0	0	2	0	0	0	1	2	0	0	0	5	9	0	8	3	4	0	1	1	0	1	1	3	2	2	3	3	0	0	3	2	0	1	0	2	1	4	5	6	2	0	0	1	0	4	0	0	3	6	4	6	0	0	0	0	0	0	2	3					
		0.45%	0.0%	1.47%	0.0%	0.50%	0.0%	0.0%	0.29%	0.62%	0.25%	0.4%	0.39%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	1.88%	0.44%	0.0%	0.0%	0.0%	0.67%	0.84%	0.0%	1.00%	0.30%	0.57%	0.0%	0.61%	0.84%	0.0%	0.46%	0.25%	0.76%	0.34%	0.39%	0.68%	1.10%	0.0%	0.0%	0.80%	0.68%	0.0%	0.45%	0.0%	1.25%	0.14%	0.58%	0.71%	0.68%	0.57%	0.0%	0.0%	0.24%	0.0%	1.08%	0.0%	0.0%	0.56%	0.97%	0.58%	0.99%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.38%					
25	"8. ""Народно-республиканская партия России"""	47	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	2	0	4	1	0	0	2	1	0	1	1	0	2	1	0	0	0	0	1	1	1	0	1	0	2	1	1	0	3	0	1	1	1	0	0	0	0	2	0	1	1	0	0	0	1	0	1	4	0					
		0.18%	0.0%	0.0%	0.0%	0.33%	0.49%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.84%	0.0%	0.0%	0.0%	0.22%	0.33%	0.0%	0.0%	0.26%	0.0%	0.48%	0.12%	0.0%	0.0%	0.33%	0.61%	0.0%	0.53%	0.46%	0.0%	0.51%	0.17%	0.0%	0.0%	0.0%	0.0%	0.69%	0.26%	0.34%	0.0%	0.45%	0.0%	1.25%	0.14%	0.14%	0.0%	0.34%	0.0%	0.58%	1.35%	0.24%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.14%	0.16%	0.0%	0.0%	0.0%	0.21%	0.0%	0.24%	0.50%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	52	0	0	0	0	1	0	1	1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	4	8	1	1	0	0	0	0	1	4	0	1	2	0	0	0	0	0	0	0	1	0	3	2	2	0	2	0	0	1	0	0	0	0	1	1	0	2	0	0	0	2	1	1	1	1					
		0.20%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.29%	0.31%	0.25%	0.8%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.50%	0.80%	0.14%	0.16%	0.0%	0.0%	0.0%	0.0%	0.25%	1.02%	0.0%	0.19%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.43%	0.29%	0.28%	0.0%	0.57%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.18%	0.16%	0.0%	0.33%	0.0%	0.0%	0.0%	0.42%	2.32%	0.24%	0.12%	0.12%					
27	"10. ""Аграрная партия России"""	1245	7	0	9	61	19	1	20	29	20	27	65	17	18	20	41	20	27	1	2	20	11	3	0	19	15	23	19	30	15	15	16	6	15	28	28	28	22	32	26	13	43	6	28	23	7	13	20	11	21	15	13	23	21	7	0	8	16	14	3	20	8	13	11	14	6	2	2	3	0	4	60	22					
		4.84%	2.65%	0.0%	13.43%	10.32%	9.45%	1.29%	5.89%	9.11%	5.08%	10.8%	25.49%	12.68%	18.36%	14.08%	12.69%	16.80%	19.85%	0.90%	3.77%	4.46%	3.63%	2.25%	0.0%	2.55%	1.41%	2.77%	2.38%	3.02%	2.17%	2.51%	9.81%	5.08%	7.97%	12.96%	7.08%	7.14%	3.75%	6.28%	5.94%	4.79%	12.87%	4.19%	7.50%	7.93%	5.03%	5.90%	11.17%	6.87%	3.01%	2.20%	1.86%	2.63%	6.08%	4.11%	0.0%	1.97%	6.95%	3.80%	2.22%	13.88%	1.49%	2.10%	1.62%	2.31%	8.45%	3.33%	2.27%	0.63%	0.0%	0.99%	7.52%	2.82%					
28	"11. ""Истинные патриоты России"""	41	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	1	1	0	2	11	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	2	0					
		0.15%	0.0%	0.0%	0.0%	0.0%	1.49%	0.0%	0.0%	0.31%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.84%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	2.40%	0.0%	0.0%	0.12%	0.25%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.29%	0.69%	0.0%	0.0%	0.0%	0.45%	0.55%	0.0%	0.28%	1.62%	0.0%	0.11%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	1.40%	0.0%	0.0%	0.0%	0.0%	0.49%	0.25%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	232	4	0	0	10	3	0	1	6	3	7	0	1	0	0	0	2	11	0	3	6	2	5	2	0	12	5	1	8	6	2	1	4	0	1	3	3	3	3	3	0	3	5	2	4	2	3	1	1	12	1	3	13	1	0	0	4	2	3	1	6	2	6	7	1	0	2	0	3	1	2	16	4					
		0.90%	1.51%	0.0%	0.0%	1.69%	1.49%	0.0%	0.29%	1.88%	0.76%	2.8%	0.0%	0.74%	0.0%	0.0%	0.0%	1.68%	8.08%	0.0%	5.66%	1.33%	0.66%	3.75%	2.40%	0.0%	1.13%	0.60%	0.12%	0.80%	0.86%	0.33%	0.61%	3.38%	0.0%	0.46%	0.75%	0.76%	0.51%	0.58%	0.68%	0.0%	0.89%	3.49%	0.53%	1.37%	1.43%	1.36%	0.55%	0.62%	1.72%	0.14%	0.43%	1.49%	0.28%	0.0%	0.0%	0.98%	0.86%	0.81%	0.74%	4.16%	0.37%	0.97%	1.03%	0.16%	0.0%	3.33%	0.0%	0.63%	2.32%	0.49%	2.00%	0.51%					
30	"13. ""Демократическая партия России"""	116	0	0	0	4	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	2	2	5	3	1	1	2	2	0	1	0	0	0	0	3	2	4	1	0	4	1	22	0	0	0	0	1	9	5	4	0	1	1	3	1	1	2	1	3	2	0	6	0	0	0	3	0	2	3	2					
		0.45%	0.0%	0.0%	0.0%	0.67%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.33%	0.0%	2.40%	0.26%	0.47%	0.36%	0.12%	0.10%	0.28%	0.33%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	0.51%	0.39%	0.91%	0.36%	0.0%	2.79%	0.26%	7.58%	0.0%	0.0%	0.0%	0.0%	0.14%	1.32%	0.71%	0.45%	0.0%	0.58%	1.35%	0.74%	0.43%	0.27%	1.48%	0.69%	0.56%	0.32%	0.0%	0.99%	0.0%	0.0%	0.0%	0.63%	0.0%	0.49%	0.37%	0.25%					
31	"14. ""Великая Россия - Евразийский Союз"""	69	2	1	0	0	0	0	1	1	1	0	1	1	0	0	2	1	1	0	2	1	0	1	0	3	0	3	2	7	2	2	1	0	0	0	2	0	0	2	0	2	0	0	0	0	0	1	0	2	1	1	0	1	0	1	0	1	1	2	0	1	0	1	4	1	0	0	0	1	0	3	4	1					
		0.26%	0.75%	1.47%	0.0%	0.0%	0.0%	0.0%	0.29%	0.31%	0.25%	0.0%	0.39%	0.74%	0.0%	0.0%	0.61%	0.84%	0.73%	0.0%	3.77%	0.22%	0.0%	0.75%	0.0%	0.40%	0.0%	0.36%	0.25%	0.70%	0.28%	0.33%	0.61%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.39%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	1.25%	0.14%	0.14%	0.0%	0.11%	0.0%	0.58%	0.0%	0.24%	0.43%	0.54%	0.0%	0.69%	0.0%	0.16%	0.58%	0.16%	0.0%	0.0%	0.0%	0.21%	0.0%	0.74%	0.50%	0.12%					
32	"15. ""Партия СЛОН"""	50	0	0	1	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	2	4	1	1	1	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	15	0	1	0	1	0	0	0	1	0	0	1	1	0	3	0	0	0	0	0	0	1	1					
		0.19%	0.0%	0.0%	1.49%	0.33%	0.0%	0.0%	0.29%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.20%	0.0%	0.18%	0.12%	0.25%	0.40%	0.14%	0.16%	0.61%	1.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	2.20%	0.0%	0.11%	0.0%	0.58%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.18%	0.16%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.12%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1621	11	2	2	28	7	1	9	11	17	9	14	4	3	8	24	2	7	6	0	38	18	7	3	62	112	68	66	82	54	51	3	3	5	23	26	29	54	29	33	28	29	7	15	7	7	7	8	3	41	57	61	60	35	6	3	11	8	10	1	1	38	28	34	34	5	2	1	13	2	26	63	39					
		6.30%	4.16%	2.94%	2.98%	4.73%	3.48%	1.29%	2.65%	3.45%	4.32%	3.6%	5.49%	2.98%	3.06%	5.63%	7.43%	1.68%	5.14%	5.40%	0.0%	8.48%	5.94%	5.26%	3.61%	8.32%	10.56%	8.19%	8.27%	8.26%	7.81%	8.54%	1.84%	2.54%	2.65%	10.64%	6.58%	7.39%	9.21%	5.69%	7.55%	10.33%	8.68%	4.89%	4.02%	2.41%	5.03%	3.18%	4.46%	1.87%	5.88%	8.39%	8.76%	6.88%	10.14%	3.52%	4.05%	2.71%	3.47%	2.71%	0.74%	0.69%	7.11%	4.53%	5.00%	5.61%	7.04%	3.33%	1.13%	2.75%	4.65%	6.45%	7.90%	5.01%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	112	2	0	0	5	0	0	3	0	0	1	1	1	2	2	3	0	4	0	1	1	0	0	0	10	4	5	2	1	3	2	2	2	0	0	0	1	3	3	2	0	2	4	4	2	3	1	1	0	3	2	1	2	1	1	0	2	1	0	0	1	2	3	2	3	1	0	0	2	0	0	1	1					
		0.43%	0.75%	0.0%	0.0%	0.84%	0.0%	0.0%	0.88%	0.0%	0.0%	0.4%	0.39%	0.74%	2.04%	1.40%	0.92%	0.0%	2.94%	0.0%	1.88%	0.22%	0.0%	0.0%	0.0%	1.34%	0.37%	0.60%	0.25%	0.10%	0.43%	0.33%	1.22%	1.69%	0.0%	0.0%	0.0%	0.25%	0.51%	0.58%	0.45%	0.0%	0.59%	2.79%	1.07%	0.68%	2.15%	0.45%	0.55%	0.0%	0.43%	0.29%	0.14%	0.22%	0.28%	0.58%	0.0%	0.49%	0.43%	0.0%	0.0%	0.69%	0.37%	0.48%	0.29%	0.49%	1.40%	0.0%	0.0%	0.42%	0.0%	0.0%	0.12%	0.12%					
35	"18. ""ЛДПР"""	4134	42	8	3	45	14	2	13	32	26	42	31	20	14	23	22	17	14	12	4	78	70	36	14	149	206	170	182	182	152	130	28	16	41	30	70	52	83	78	80	38	50	22	44	40	20	14	30	31	95	116	112	178	58	39	17	52	35	66	5	21	96	83	106	79	14	7	8	81	9	80	103	154					
		16.08%	15.90%	11.76%	4.47%	7.61%	6.96%	2.59%	3.83%	10.06%	6.61%	16.8%	12.15%	14.92%	14.28%	16.19%	6.81%	14.28%	10.29%	10.81%	7.54%	17.41%	23.10%	27.06%	16.86%	20.0%	19.43%	20.48%	22.80%	18.34%	21.99%	21.77%	17.17%	13.55%	21.80%	13.88%	17.72%	13.26%	14.16%	15.32%	18.30%	14.02%	14.97%	15.38%	11.79%	13.79%	14.38%	6.36%	16.75%	19.37%	13.62%	17.08%	16.09%	20.41%	16.81%	22.94%	22.97%	12.83%	15.21%	17.93%	3.70%	14.58%	17.97%	13.43%	15.61%	13.05%	19.71%	11.66%	9.09%	17.16%	20.93%	19.85%	12.92%	19.79%					
