Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Шумихинская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	1.Политическая партия «Аграрная партия России»	552	25	19	13	11	11	17	22	18	18	14	4	11	18	3	16	32	2	38	15	2	30	15	8	9	6	14	1	1	6	23	4	13	20	18	8	21	16	7	2	20	1					
		3.25%	4.11%	3.28%	1.77%	1.75%	1.50%	2.23%	2.30%	2.44%	2.76%	1.75%	0.48%	1.53%	2.38%	4.92%	8.70%	7.86%	2.27%	6.85%	6.10%	3.33%	5.05%	3.57%	2.93%	4.25%	8.22%	2.87%	0.79%	0.99%	4.72%	6.18%	1.93%	3.80%	6.17%	5.36%	3.59%	5.13%	7.48%	2.06%	1.46%	5.70%	0.47%					
19	2.Всероссийская политическая партия «Гражданская Сила»	69	2	7	6	1	4	5	5	4	2	2	2	5	5	0	1	1	0	0	0	0	0	3	1	0	0	3	0	0	0	3	2	0	0	0	0	0	1	1	2	1	0					
		0.41%	0.33%	1.21%	0.82%	0.16%	0.55%	0.65%	0.52%	0.54%	0.31%	0.25%	0.24%	0.70%	0.66%	0.00%	0.54%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.37%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.81%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.29%	1.46%	0.28%	0.00%					
20	3.Политическая партия «Демократическая партия России»	17	1	0	2	1	0	1	2	0	0	0	0	0	2	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0					
		0.10%	0.16%	0.00%	0.27%	0.16%	0.00%	0.13%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.25%	1.14%	0.36%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1626	94	77	101	60	53	88	91	75	46	98	89	80	57	9	19	40	6	51	23	4	51	54	21	22	2	24	5	2	1	20	20	24	34	30	9	20	20	36	26	29	15					
		9.57%	15.46%	13.30%	13.74%	9.55%	7.23%	11.52%	9.53%	10.16%	7.07%	12.25%	10.60%	11.13%	7.55%	14.75%	10.33%	9.83%	6.82%	9.19%	9.35%	6.67%	8.59%	12.86%	7.69%	10.38%	2.74%	4.92%	3.97%	1.98%	0.79%	5.38%	9.66%	7.02%	10.49%	8.93%	4.04%	4.89%	9.35%	10.59%	18.98%	8.26%	7.08%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	46	3	4	8	5	3	0	3	0	1	1	1	2	3	0	0	0	0	7	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.27%	0.49%	0.69%	1.09%	0.80%	0.41%	0.00%	0.31%	0.00%	0.15%	0.13%	0.12%	0.28%	0.40%	0.00%	0.00%	0.00%	0.00%	1.26%	0.00%	0.00%	0.34%	0.48%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	32	0	1	1	2	0	2	2	3	0	1	2	1	1	0	0	2	1	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	3	0	1	1	1	0	1	0					
		0.19%	0.00%	0.17%	0.14%	0.32%	0.00%	0.26%	0.21%	0.41%	0.00%	0.13%	0.24%	0.14%	0.13%	0.00%	0.00%	0.49%	1.14%	0.18%	0.00%	0.00%	0.17%	0.24%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.79%	0.00%	0.48%	0.00%	0.00%	0.89%	0.00%	0.24%	0.47%	0.29%	0.00%	0.28%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1659	43	41	64	80	54	68	104	97	50	88	63	57	76	5	22	39	9	60	16	4	85	44	25	31	3	39	7	8	8	37	21	24	35	25	27	45	34	27	16	39	39					
		9.77%	7.07%	7.08%	8.71%	12.74%	7.37%	8.90%	10.89%	13.14%	7.68%	11.00%	7.50%	7.93%	10.07%	8.20%	11.96%	9.58%	10.23%	10.81%	6.50%	6.67%	14.31%	10.48%	9.16%	14.62%	4.11%	7.99%	5.56%	7.92%	6.30%	9.95%	10.14%	7.02%	10.80%	7.44%	12.11%	11.00%	15.89%	7.94%	11.68%	11.11%	18.40%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1024	56	53	82	32	51	47	70	59	42	56	57	43	56	4	4	23	2	26	12	0	15	15	27	11	0	44	2	2	4	12	4	15	14	14	8	26	7	9	7	9	4					
		6.03%	9.21%	9.15%	11.16%	5.10%	6.96%	6.15%	7.33%	7.99%	6.45%	7.00%	6.79%	5.98%	7.42%	6.56%	2.17%	5.65%	2.27%	4.68%	4.88%	0.00%	2.53%	3.57%	9.89%	5.19%	0.00%	9.02%	1.59%	1.98%	3.15%	3.23%	1.93%	4.39%	4.32%	4.17%	3.59%	6.36%	3.27%	2.65%	5.11%	2.56%	1.89%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	130	13	5	10	5	4	3	11	7	4	4	9	4	6	0	0	4	0	6	1	0	3	1	0	0	0	4	1	0	1	3	5	2	2	2	0	3	2	0	1	4	0					
		0.77%	2.14%	0.86%	1.36%	0.80%	0.55%	0.39%	1.15%	0.95%	0.61%	0.50%	1.07%	0.56%	0.79%	0.00%	0.00%	0.98%	0.00%	1.08%	0.41%	0.00%	0.51%	0.24%	0.00%	0.00%	0.00%	0.82%	0.79%	0.00%	0.79%	0.81%	2.42%	0.58%	0.62%	0.60%	0.00%	0.73%	0.93%	0.00%	0.73%	1.14%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11640	357	368	438	417	540	524	634	466	476	533	603	508	524	40	118	257	67	356	176	49	403	281	189	135	62	354	109	88	105	272	149	261	215	244	170	286	132	255	82	244	153					
		68.52%	58.72%	63.56%	59.59%	66.40%	73.67%	68.59%	66.39%	63.14%	73.12%	66.63%	71.79%	70.65%	69.40%	65.57%	64.13%	63.14%	76.14%	64.14%	71.54%	81.67%	67.85%	66.90%	69.23%	63.68%	84.93%	72.54%	86.51%	87.13%	82.68%	73.12%	71.98%	76.32%	66.36%	72.62%	76.23%	69.93%	61.68%	75.00%	59.85%	69.52%	72.17%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	85	9	1	2	6	6	5	6	6	8	1	5	4	3	0	0	3	0	2	0	0	1	0	1	3	0	1	1	0	1	1	0	3	1	0	0	3	0	2	0	0	0					
		0.50%	1.48%	0.17%	0.27%	0.96%	0.82%	0.65%	0.63%	0.81%	1.23%	0.13%	0.60%	0.56%	0.40%	0.00%	0.00%	0.74%	0.00%	0.36%	0.00%	0.00%	0.17%	0.00%	0.37%	1.42%	0.00%	0.20%	0.79%	0.00%	0.79%	0.27%	0.00%	0.88%	0.31%	0.00%	0.00%	0.73%	0.00%	0.59%	0.00%	0.00%	0.00%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
