Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Борзинская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	505	10	10	10	15	15	10	15	10	15	10	15	15	15	10	20	10	15	20	20	10	15	10	20	10	10	10	10	15	15	15	15	15	15	15	20	15	0	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	183	3	10	4	0	0	0	2	7	5	10	3	3	1	7	20	4	11	18	10	1	5	0	14	1	4	3	3	1	5	2	3	6	3	2	4	4	0	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	94	1	1	0	6	0	2	1	0	13	0	0	2	1	1	2	2	5	2	2	3	2	0	8	1	1	1	1	4	6	7	1	5	0	3	4	3	0	3									
14	Число погашенных неиспользованных открепительных удостоверений	322	7	0	6	15	15	10	13	3	10	0	12	12	14	3	0	6	4	2	10	9	10	10	6	9	6	7	7	14	10	13	12	9	12	13	16	11	0	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	77	0	0	3	1	0	0	1	0	13	1	0	0	0	2	1	0	0	1	0	2	3	0	3	2	7	3	0	1	6	1	6	2	2	0	2	11	0	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	132	3	1	3	0	1	0	0	2	3	0	3	2	0	1	2	2	7	6	9	3	7	1	6	1	2	2	1	6	1	6	6	4	2	7	10	5	14	3									
		0.92%	1.76%	0.80%	3.16%	0.00%	0.65%	0.00%	0.00%	1.19%	0.98%	0.00%	1.53%	0.88%	0.00%	1.03%	0.81%	0.61%	0.92%	0.79%	1.21%	1.10%	0.88%	1.15%	0.74%	0.47%	0.38%	0.47%	0.31%	1.47%	0.33%	2.28%	1.32%	0.89%	0.70%	1.49%	1.49%	1.31%	0.90%	1.44%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	466	7	2	1	11	8	5	17	1	12	5	5	7	5	3	3	14	27	20	41	14	33	1	33	2	13	18	8	15	13	7	14	13	15	16	15	10	28	4									
		3.23%	4.12%	1.60%	1.05%	4.47%	5.23%	2.87%	6.20%	0.60%	3.92%	3.18%	2.55%	3.08%	1.78%	3.09%	1.21%	4.27%	3.56%	2.65%	5.53%	5.13%	4.13%	1.15%	4.08%	0.93%	2.47%	4.26%	2.50%	3.67%	4.23%	2.66%	3.08%	2.91%	5.24%	3.41%	2.24%	2.62%	1.79%	1.92%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	293	4	0	4	0	1	0	6	2	8	1	3	7	5	4	4	12	17	24	13	0	18	3	22	3	11	9	10	10	6	6	8	15	8	10	15	6	12	6									
		2.03%	2.35%	0.00%	4.21%	0.00%	0.65%	0.00%	2.19%	1.19%	2.61%	0.64%	1.53%	3.08%	1.78%	4.12%	1.61%	3.66%	2.24%	3.17%	1.75%	0.00%	2.25%	3.45%	2.72%	1.40%	2.09%	2.13%	3.13%	2.44%	1.95%	2.28%	1.76%	3.36%	2.80%	2.13%	2.24%	1.57%	0.77%	2.88%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5027	64	71	51	127	69	76	87	94	157	77	108	90	126	30	87	95	235	253	185	59	221	32	193	59	135	103	73	113	80	70	120	133	61	109	206	132	991	55									
		34.88%	37.65%	56.80%	53.68%	51.63%	45.10%	43.68%	31.75%	55.95%	51.31%	49.04%	55.10%	39.65%	44.84%	30.93%	35.08%	28.96%	31.00%	33.47%	24.93%	21.61%	27.63%	36.78%	23.89%	27.57%	25.62%	24.35%	22.81%	27.63%	26.06%	26.62%	26.37%	29.75%	21.33%	23.24%	30.70%	34.55%	63.48%	26.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	92	0	0	1	1	0	0	0	1	2	0	1	1	1	1	0	4	0	6	2	1	3	0	7	2	5	6	6	0	4	3	1	0	0	3	3	7	18	2									
		0.64%	0.00%	0.00%	1.05%	0.41%	0.00%	0.00%	0.00%	0.60%	0.65%	0.00%	0.51%	0.44%	0.36%	1.03%	0.00%	1.22%	0.00%	0.79%	0.27%	0.37%	0.38%	0.00%	0.87%	0.93%	0.95%	1.42%	1.88%	0.00%	1.30%	1.14%	0.22%	0.00%	0.00%	0.64%	0.45%	1.83%	1.15%	0.96%									
24	"6. Политическая партия ""Гражданская Платформа"""	33	1	0	0	0	0	1	1	0	1	0	0	0	2	1	1	1	1	2	0	0	1	0	0	0	1	0	2	0	0	0	1	2	2	1	3	0	8	0									
		0.23%	0.59%	0.00%	0.00%	0.00%	0.00%	0.57%	0.36%	0.00%	0.33%	0.00%	0.00%	0.00%	0.71%	1.03%	0.40%	0.30%	0.13%	0.26%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.19%	0.00%	0.63%	0.00%	0.00%	0.00%	0.22%	0.45%	0.70%	0.21%	0.45%	0.00%	0.51%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4892	52	29	13	37	42	61	118	28	79	35	50	62	79	28	101	128	212	284	290	108	218	39	300	89	216	147	115	142	115	105	212	176	122	200	275	156	327	102									
		33.95%	30.59%	23.20%	13.68%	15.04%	27.45%	35.06%	43.07%	16.67%	25.82%	22.29%	25.51%	27.31%	28.11%	28.87%	40.73%	39.02%	27.97%	37.57%	39.08%	39.56%	27.25%	44.83%	37.13%	41.59%	40.99%	34.75%	35.94%	34.72%	37.46%	39.92%	46.59%	39.37%	42.66%	42.64%	40.98%	40.84%	20.95%	49.04%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	63	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	1	2	0	4	3	3	1	1	0	0	3	1	2	1	2	1	1	24	0									
		0.44%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.13%	0.66%	0.67%	0.37%	0.25%	0.00%	0.50%	1.40%	0.57%	0.24%	0.31%	0.00%	0.00%	1.14%	0.22%	0.45%	0.35%	0.43%	0.15%	0.26%	1.54%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	63	0	0	0	0	2	0	1	2	0	0	0	0	0	0	3	2	5	3	2	1	3	1	3	1	4	2	2	3	1	1	1	3	1	3	2	4	7	0									
		0.44%	0.00%	0.00%	0.00%	0.00%	1.31%	0.00%	0.36%	1.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.21%	0.61%	0.66%	0.40%	0.27%	0.37%	0.38%	1.15%	0.37%	0.47%	0.76%	0.47%	0.63%	0.73%	0.33%	0.38%	0.22%	0.67%	0.35%	0.64%	0.30%	1.05%	0.45%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	0	3	0	4	8	0									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.13%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.64%	0.00%	1.05%	0.51%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	88	2	0	0	1	3	1	0	3	1	1	1	0	0	0	1	0	5	1	3	0	2	1	8	1	5	5	0	9	0	1	2	2	2	4	3	0	20	0									
		0.61%	1.18%	0.00%	0.00%	0.41%	1.96%	0.57%	0.00%	1.79%	0.33%	0.64%	0.51%	0.00%	0.00%	0.00%	0.40%	0.00%	0.66%	0.13%	0.40%	0.00%	0.25%	1.15%	0.99%	0.47%	0.95%	1.18%	0.00%	2.20%	0.00%	0.38%	0.44%	0.45%	0.70%	0.85%	0.45%	0.00%	1.28%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2277	20	14	19	48	17	20	33	26	24	21	18	40	49	26	30	52	165	112	128	65	210	4	176	41	92	83	75	73	69	46	65	70	53	77	95	30	64	27									
		15.80%	11.76%	11.20%	20.00%	19.51%	11.11%	11.49%	12.04%	15.48%	7.84%	13.38%	9.18%	17.62%	17.44%	26.80%	12.10%	15.85%	21.77%	14.81%	17.25%	23.81%	26.25%	4.60%	21.78%	19.16%	17.46%	19.62%	23.44%	17.85%	22.48%	17.49%	14.29%	15.66%	18.53%	16.42%	14.16%	7.85%	4.10%	12.98%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	77	1	1	1	1	0	0	4	5	1	0	1	1	0	1	1	1	8	5	3	3	0	1	0	0	5	1	2	0	4	1	3	3	3	2	4	2	8	0									
		0.53%	0.59%	0.80%	1.05%	0.41%	0.00%	0.00%	1.46%	2.98%	0.33%	0.00%	0.51%	0.44%	0.00%	1.03%	0.40%	0.30%	1.06%	0.66%	0.40%	1.10%	0.00%	1.15%	0.00%	0.00%	0.95%	0.24%	0.63%	0.00%	1.30%	0.38%	0.66%	0.67%	1.05%	0.43%	0.60%	0.52%	0.51%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	458	11	0	2	5	5	7	3	4	2	6	3	8	8	2	0	6	21	24	35	14	51	2	19	2	18	31	20	26	12	7	9	21	4	12	21	13	18	6									
		3.18%	6.47%	0.00%	2.11%	2.03%	3.27%	4.02%	1.09%	2.38%	0.65%	3.82%	1.53%	3.52%	2.85%	2.06%	0.00%	1.83%	2.77%	3.17%	4.72%	5.13%	6.38%	2.30%	2.35%	0.93%	3.42%	7.33%	6.25%	6.36%	3.91%	2.66%	1.98%	4.70%	1.40%	2.56%	3.13%	3.40%	1.15%	2.88%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
