Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
Наименование Избирательной комиссии:    Шадринская																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982									
		2.06%	1.60%	1.92%	0.92%	2.71%	0.00%	0.85%	0.00%	0.00%	3.01%	2.11%	0.50%	0.54%	2.13%	2.83%	3.19%	1.04%	1.17%	2.11%	1.05%	1.98%	3.33%	1.67%	2.56%	1.76%	0.00%	5.59%	2.28%	1.64%	1.55%	3.51%	0.99%	0.43%	2.06%	2.25%	1.66%	3.27%	0.81%	0.99%	2.07%	4.75%	0.76%	3.20%	1.27%	1.83%	3.32%	0.77%	1.32%	1.88%	0.60%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	234	1	0	1	13	0	4	2	1	8	1	11	4	5	10	6	16	2	3	3	7	3	11	5	7	1	2	13	8	5	0	2	3	6	11	3	11	0	0	5	9	1	0	4	2	13	5	4	1	0	1									
		1.85%	0.80%	0.00%	0.92%	2.20%	0.00%	3.42%	1.79%	1.15%	1.72%	0.70%	5.53%	2.16%	1.06%	4.72%	2.13%	3.32%	0.58%	3.16%	1.58%	1.73%	2.00%	4.58%	3.21%	2.46%	0.88%	0.66%	1.98%	1.88%	2.59%	0.00%	1.98%	1.30%	1.77%	1.90%	0.83%	2.76%	0.00%	0.00%	2.59%	2.04%	0.38%	0.00%	5.06%	0.73%	2.27%	3.85%	1.76%	0.47%	0.00%	1.75%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6872	51	42	77	341	59	70	78	49	204	85	124	97	225	137	137	274	144	49	111	224	86	143	90	173	94	120	356	250	101	63	52	92	172	260	189	194	218	73	112	222	198	76	44	171	271	89	122	114	107	42									
		54.22%	40.80%	40.38%	70.64%	57.70%	57.84%	59.83%	69.64%	56.32%	43.87%	59.86%	62.31%	52.43%	47.87%	64.62%	48.58%	56.85%	42.11%	51.58%	58.42%	55.31%	57.33%	59.58%	57.69%	60.92%	83.19%	39.47%	54.10%	58.69%	52.33%	55.26%	51.49%	39.83%	50.74%	44.91%	52.35%	48.74%	59.08%	72.28%	58.03%	50.23%	75.57%	60.80%	55.70%	62.64%	47.29%	68.46%	53.74%	53.52%	64.07%	73.68%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	45	0	0	0	1	0	0	1	0	1	0	0	1	1	0	2	4	1	2	0	2	1	1	1	0	0	9	0	0	0	1	0	0	2	2	1	0	3	0	0	2	0	1	0	0	2	0	1	1	1	0									
		0.36%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.89%	0.00%	0.22%	0.00%	0.00%	0.54%	0.21%	0.00%	0.71%	0.83%	0.29%	2.11%	0.00%	0.49%	0.67%	0.42%	0.64%	0.00%	0.00%	2.96%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.59%	0.35%	0.28%	0.00%	0.81%	0.00%	0.00%	0.45%	0.00%	0.80%	0.00%	0.00%	0.35%	0.00%	0.44%	0.47%	0.60%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	2	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.13%	0.00%	1.92%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.42%	0.00%	0.00%	0.00%	0.33%	0.00%	0.23%	0.52%	0.00%	0.00%	0.00%	0.29%	0.17%	0.00%	0.00%	0.27%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2067	16	21	13	102	16	27	18	19	77	16	34	52	79	31	42	80	78	19	35	62	30	33	33	34	8	51	85	48	32	23	16	57	57	109	75	74	66	10	19	65	25	11	21	28	89	19	56	25	25	6									
		16.31%	12.80%	20.19%	11.93%	17.26%	15.69%	23.08%	16.07%	21.84%	16.56%	11.27%	17.09%	28.11%	16.81%	14.62%	14.89%	16.60%	22.81%	20.00%	18.42%	15.31%	20.00%	13.75%	21.15%	11.97%	7.08%	16.78%	12.92%	11.27%	16.58%	20.18%	15.84%	24.68%	16.81%	18.83%	20.78%	18.59%	17.89%	9.90%	9.84%	14.71%	9.54%	8.80%	26.58%	10.26%	15.53%	14.62%	24.67%	11.74%	14.97%	10.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	3	1	0	0	4	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	2	2	0	0	0	0	0	0	2	0	0	1	1	0	0									
		0.21%	0.00%	0.96%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.21%	0.00%	0.35%	0.62%	0.29%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.35%	0.00%	0.33%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.29%	0.17%	0.00%	0.50%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.44%	0.47%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	37	0	0	0	2	0	0	0	0	3	0	0	0	1	0	0	1	1	0	0	0	0	4	0	1	0	3	1	3	0	0	2	0	2	0	3	0	3	0	0	0	0	1	0	0	3	0	2	0	1	0									
		0.29%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.21%	0.29%	0.00%	0.00%	0.00%	0.00%	1.67%	0.00%	0.35%	0.00%	0.99%	0.15%	0.70%	0.00%	0.00%	1.98%	0.00%	0.59%	0.00%	0.83%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.52%	0.00%	0.88%	0.00%	0.60%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.70%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	1	1	0	1	0	0	0	1	2	0	0	1	6	0	0	1	0	0	4	0	1	0	0	0	1	1	0	0	1	1	0	3	3	1	0	3	0	0	0	2	0	1	0	0	2	1	0	2	0	0									
		0.32%	0.80%	0.96%	0.00%	0.17%	0.00%	0.00%	0.00%	1.15%	0.43%	0.00%	0.00%	0.54%	1.28%	0.00%	0.00%	0.21%	0.00%	0.00%	2.11%	0.00%	0.67%	0.00%	0.00%	0.00%	0.88%	0.33%	0.00%	0.00%	0.52%	0.88%	0.00%	1.30%	0.88%	0.17%	0.00%	0.75%	0.00%	0.00%	0.00%	0.45%	0.00%	0.80%	0.00%	0.00%	0.35%	0.77%	0.00%	0.94%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1403	35	18	5	66	13	10	2	7	74	15	7	14	43	7	31	32	52	5	24	57	17	25	16	23	6	33	79	24	32	16	18	26	26	70	31	60	30	7	36	75	23	22	6	37	67	6	16	38	15	6									
		11.07%	28.00%	17.31%	4.59%	11.17%	12.75%	8.55%	1.79%	8.05%	15.91%	10.56%	3.52%	7.57%	9.15%	3.30%	10.99%	6.64%	15.20%	5.26%	12.63%	14.07%	11.33%	10.42%	10.26%	8.10%	5.31%	10.86%	12.01%	5.63%	16.58%	14.04%	17.82%	11.26%	7.67%	12.09%	8.59%	15.08%	8.13%	6.93%	18.65%	16.97%	8.78%	17.60%	7.59%	13.55%	11.69%	4.62%	7.05%	17.84%	8.98%	10.53%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	2	0	0	0	0	0	0	1	1	0	0	1	3	0	2	2	3	0	0	1	0	2	0	0	0	1	2	2	0	1	0	3	3	2	1	0	2	0	0	2	0	0	0	2	5	1	0	0	2	0									
		0.37%	1.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.22%	0.00%	0.00%	0.54%	0.64%	0.00%	0.71%	0.41%	0.88%	0.00%	0.00%	0.25%	0.00%	0.83%	0.00%	0.00%	0.00%	0.33%	0.30%	0.47%	0.00%	0.88%	0.00%	1.30%	0.88%	0.35%	0.28%	0.00%	0.54%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.73%	0.87%	0.77%	0.00%	0.00%	1.20%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1313	16	14	4	35	13	3	9	8	64	20	20	10	73	13	41	59	48	14	8	24	3	13	3	27	1	59	96	78	14	3	7	42	47	87	40	29	29	9	14	32	13	5	1	22	86	5	18	21	12	1									
		10.36%	12.80%	13.46%	3.67%	5.92%	12.75%	2.56%	8.04%	9.20%	13.76%	14.08%	10.05%	5.41%	15.53%	6.13%	14.54%	12.24%	14.04%	14.74%	4.21%	5.93%	2.00%	5.42%	1.92%	9.51%	0.88%	19.41%	14.59%	18.31%	7.25%	2.63%	6.93%	18.18%	13.86%	15.03%	11.08%	7.29%	7.86%	8.91%	7.25%	7.24%	4.96%	4.00%	1.27%	8.06%	15.01%	3.85%	7.93%	9.86%	7.19%	1.75%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
