Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Верхнедонская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	317	2	2	2	7	2	2	50	40	30	20	5	2	2	20	2	10	3	3	9	7	7	9	17	5	2	3	5	2	3	5	3	2	2	10	5	10	2	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	166	0	0	0	3	0	0	26	22	5	20	3	0	0	7	1	3	0	3	9	7	7	9	17	4	0	3	5	0	0	5	0	0	0	4	1	2	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	83	3	1	1	1	1	1	8	12	1	2	2	1	1	1	1	4	1	2	2	2	1	2	3	1	1	1	1	1	2	2	3	1	1	3	1	8	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	151	2	2	2	4	2	2	24	18	25	0	2	2	2	13	1	7	3	0	0	0	0	0	0	1	2	0	0	2	3	0	3	2	2	6	4	8	2	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	63	0	0	0	3	0	0	15	12	5	0	0	0	1	3	1	2	1	0	0	0	0	0	3	3	0	1	4	0	0	5	3	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	67	0	1	0	1	0	0	19	6	3	2	2	0	0	4	0	2	0	1	2	10	0	0	5	0	0	1	0	0	0	0	0	0	0	2	0	3	0	3									
		0.52%	0.00%	1.02%	0.00%	0.23%	0.00%	0.00%	0.83%	0.52%	0.51%	0.40%	0.81%	0.00%	0.00%	0.46%	0.00%	0.54%	0.00%	0.57%	2.22%	1.39%	0.00%	0.00%	0.49%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.53%	0.00%	1.13%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	187	0	1	3	18	0	0	30	11	12	13	2	3	0	10	3	2	6	0	1	11	2	2	10	4	1	1	9	0	3	5	0	0	2	8	3	2	3	6									
		1.46%	0.00%	1.02%	2.19%	4.14%	0.00%	0.00%	1.31%	0.96%	2.02%	2.62%	0.81%	2.73%	0.00%	1.15%	4.55%	0.54%	5.56%	0.00%	1.11%	1.53%	1.48%	1.39%	0.97%	1.18%	1.30%	0.72%	3.13%	0.00%	2.22%	2.13%	0.00%	0.00%	1.53%	1.75%	2.94%	0.35%	2.22%	2.26%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	142	1	1	1	5	0	1	28	7	8	2	2	6	0	15	0	2	2	1	1	7	1	5	14	3	0	0	7	3	0	0	0	2	0	9	1	3	0	4									
		1.11%	1.45%	1.02%	0.73%	1.15%	0.00%	1.16%	1.22%	0.61%	1.35%	0.40%	0.81%	5.45%	0.00%	1.72%	0.00%	0.54%	1.85%	0.57%	1.11%	0.97%	0.74%	3.47%	1.36%	0.88%	0.00%	0.00%	2.43%	3.49%	0.00%	0.00%	0.00%	3.45%	0.00%	1.97%	0.98%	0.53%	0.00%	1.51%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9657	52	73	104	337	69	64	1722	895	374	356	202	80	59	670	39	298	74	140	77	545	111	110	835	275	60	100	204	65	102	114	126	52	123	324	84	430	111	201									
		75.62%	75.36%	74.49%	75.91%	77.47%	70.41%	74.42%	75.00%	78.23%	63.07%	71.77%	81.78%	72.73%	83.10%	76.75%	59.09%	80.54%	68.52%	79.55%	85.56%	75.69%	82.22%	76.39%	81.07%	80.88%	77.92%	72.46%	70.83%	75.58%	75.56%	48.51%	75.90%	89.66%	93.89%	70.90%	82.35%	75.97%	82.22%	75.85%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	33	0	0	1	0	0	0	10	5	1	3	1	0	0	4	0	0	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0									
		0.26%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.44%	0.44%	0.17%	0.60%	0.40%	0.00%	0.00%	0.46%	0.00%	0.00%	0.93%	0.00%	0.00%	0.14%	0.74%	0.69%	0.10%	0.29%	0.00%	0.72%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.09%	0.00%	0.00%	0.00%	1.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.10%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1176	8	7	10	6	5	2	229	31	96	59	8	4	6	88	16	46	13	16	1	79	10	16	65	30	5	24	27	7	19	58	15	2	2	57	4	60	11	34									
		9.21%	11.59%	7.14%	7.30%	1.38%	5.10%	2.33%	9.97%	2.71%	16.19%	11.90%	3.24%	3.64%	8.45%	10.08%	24.24%	12.43%	12.04%	9.09%	1.11%	10.97%	7.41%	11.11%	6.31%	8.82%	6.49%	17.39%	9.38%	8.14%	14.07%	24.68%	9.04%	3.45%	1.53%	12.47%	3.92%	10.60%	8.15%	12.83%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	0	0	0	0	0	0	2	2	0	1	0	0	0	2	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	3	0	0	0	0	0	2	0	1									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.17%	0.00%	0.20%	0.00%	0.00%	0.00%	0.23%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.38%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	38	0	0	0	0	0	0	7	3	6	2	0	0	0	4	0	0	0	4	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0									
		0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.26%	1.01%	0.40%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	2.27%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.35%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.09%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.35%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.74%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	0	0	1	1	0	0	11	4	1	0	0	0	0	1	0	2	3	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	2	3	0	3									
		0.31%	0.00%	0.00%	0.73%	0.23%	0.00%	0.00%	0.48%	0.35%	0.17%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.54%	2.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	1.96%	0.53%	0.00%	1.13%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1023	4	13	16	56	15	14	152	131	73	48	24	10	6	57	6	5	7	8	1	52	3	10	62	24	9	5	24	6	7	37	13	1	4	48	5	52	6	9									
		8.01%	5.80%	13.27%	11.68%	12.87%	15.31%	16.28%	6.62%	11.45%	12.31%	9.68%	9.72%	9.09%	8.45%	6.53%	9.09%	1.35%	6.48%	4.55%	1.11%	7.22%	2.22%	6.94%	6.02%	7.06%	11.69%	3.62%	8.33%	6.98%	5.19%	15.74%	7.83%	1.72%	3.05%	10.50%	4.90%	9.19%	4.44%	3.40%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	0	0	0	0	0	0	5	3	1	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.26%	0.17%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.54%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.18%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	219	4	2	1	10	2	3	49	17	14	2	3	4	0	14	1	11	2	4	2	9	5	0	16	2	1	1	5	3	2	11	2	0	0	2	0	8	3	4									
		1.71%	5.80%	2.04%	0.73%	2.30%	2.04%	3.49%	2.13%	1.49%	2.36%	0.40%	1.21%	3.64%	0.00%	1.60%	1.52%	2.97%	1.85%	2.27%	2.22%	1.25%	3.70%	0.00%	1.55%	0.59%	1.30%	0.72%	1.74%	3.49%	1.48%	4.68%	1.20%	0.00%	0.00%	0.44%	0.00%	1.41%	2.22%	1.51%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
