Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Приволжская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403					
24	7.Политическая партия «Либерально-демократическая партия России»	1045	9	71	87	68	5	8	7	28	131	34	51	65	9	67	47	6	103	41	90	25	28	21	16	2	26					
		9.18%	7.32%	9.26%	8.41%	11.22%	4.76%	6.45%	7.61%	9.00%	13.27%	7.98%	12.03%	10.57%	4.50%	8.10%	16.91%	9.84%	9.40%	8.67%	7.54%	7.81%	6.45%	10.34%	10.96%	1.56%	6.30%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1009	16	94	86	68	16	4	12	15	79	28	50	31	29	48	15	6	97	56	103	26	35	11	19	13	52					
		8.86%	13.01%	12.26%	8.31%	11.22%	15.24%	3.23%	13.04%	4.82%	8.00%	6.57%	11.79%	5.04%	14.50%	5.80%	5.40%	9.84%	8.85%	11.84%	8.63%	8.13%	8.06%	5.42%	13.01%	10.16%	12.59%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	62	0	7	11	0	0	0	1	2	12	0	2	2	0	3	0	0	4	3	1	3	2	3	2	0	4					
		0.54%	0.00%	0.91%	1.06%	0.00%	0.00%	0.00%	1.09%	0.64%	1.22%	0.00%	0.47%	0.33%	0.00%	0.36%	0.00%	0.00%	0.36%	0.63%	0.08%	0.94%	0.46%	1.48%	1.37%	0.00%	0.97%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7521	79	478	687	378	71	83	63	224	611	328	248	438	153	583	175	37	721	305	775	223	322	133	95	93	218					
		66.05%	64.23%	62.32%	66.38%	62.38%	67.62%	66.94%	68.48%	72.03%	61.90%	76.99%	58.49%	71.22%	76.50%	70.50%	62.95%	60.66%	65.78%	64.48%	64.96%	69.69%	74.19%	65.52%	65.07%	72.66%	52.78%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	40	1	2	5	0	0	2	0	2	1	5	0	2	0	0	1	0	4	2	6	1	1	1	3	0	1					
		0.35%	0.81%	0.26%	0.48%	0.00%	0.00%	1.61%	0.00%	0.64%	0.10%	1.17%	0.00%	0.33%	0.00%	0.00%	0.36%	0.00%	0.36%	0.42%	0.50%	0.31%	0.23%	0.49%	2.05%	0.00%	0.24%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
