Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Краснооктябрьская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1040	УИК №1041	УИК №1042	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054					
		36.99%	37.68%	16.22%	31.16%	26.57%	22.01%	13.98%	30.77%	27.40%	15.38%	23.47%	34.43%	25.00%	32.35%	35.90%	35.58%	35.00%	15.52%	47.95%	35.18%	38.79%	59.88%	34.92%	41.91%	33.78%	47.46%	46.75%	35.47%	40.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	0	0	5	0	2	0	0	0	2	0	0	0	1	1	1	0	1	0	2	2	7	0	1	0	2	2	0	2					
		0.59%	0.00%	0.00%	0.88%	0.00%	0.96%	0.00%	0.00%	0.00%	1.92%	0.00%	0.00%	0.00%	0.49%	0.24%	0.48%	0.00%	1.72%	0.00%	0.79%	0.93%	0.83%	0.00%	0.74%	0.00%	1.69%	2.60%	0.00%	0.89%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2577	32	48	315	177	142	57	51	77	62	58	33	24	101	193	88	99	34	35	131	114	243	68	69	41	43	33	114	95					
		49.24%	46.38%	64.86%	55.46%	61.89%	67.94%	61.29%	65.38%	52.74%	59.62%	59.18%	54.10%	54.55%	49.51%	46.51%	42.31%	55.00%	58.62%	47.95%	51.78%	53.27%	28.93%	53.97%	50.74%	55.41%	36.44%	42.86%	56.16%	42.22%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	12	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	1	0	0	0	0	1	2					
		0.23%	0.00%	0.00%	0.18%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.48%	0.79%	0.00%	0.00%	0.00%	0.00%	0.49%	0.89%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
