Выборы Президента Российской Федерации																																																																																		
																																																																																		
"Наименование Избирательной комиссии:    Хабаровск, Индустриальная"																																																																																		
																																																																																		
Итоги голосования 																																																																																		
																																																																																		
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127					
11	Число полученных открепительных  удостоверений	3387	65	27	54	45	0	0	55	40	47	40	72	50	65	50	60	20	60	50	50	62	62	52	50	65	47	95	45	40	35	25	45	0	40	50	55	65	55	30	62	52	0	70	70	45	37	40	50	45	52	35	40	52	40	50	26	50	45	65	28	0	30	45	55	65	15	5	10	0	40	132	80	90	65	27	6					
12	Число выданных открепительных удостоверений	2859	54	26	45	39	0	0	41	24	44	30	66	50	53	49	47	15	54	36	35	56	55	46	42	61	40	81	34	36	20	21	41	0	35	40	49	46	50	23	51	44	0	56	46	45	32	31	48	35	48	35	39	43	36	42	26	43	43	58	19	0	20	36	45	60	8	3	6	0	34	101	64	85	63	25	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2356	24	15	27	47	125	13	83	30	22	12	43	31	32	36	40	14	43	28	26	67	28	22	36	73	32	57	11	24	139	27	51	22	26	7	29	26	20	49	33	27	48	33	20	38	27	38	32	18	16	23	20	22	41	26	20	20	31	21	21	10	20	14	23	21	23	16	13	0	70	21	38	20	26	15	14					
14	Число неиспользованных открепительных удостоверений	528	11	1	9	6	0	0	14	16	3	10	6	0	12	1	13	5	6	14	15	6	7	6	8	4	7	14	11	4	15	4	4	0	5	10	6	19	5	7	11	8	0	14	24	0	5	9	2	10	4	0	1	9	4	8	0	7	2	7	9	0	10	9	10	5	7	2	4	0	6	31	16	5	2	2	1					
15	"Число открепительных удостоверений, выданных в ТИК"	138	2	0	0	1	0	0	2	0	1	0	0	1	1	1	1	0	0	1	2	0	0	2	1	2	0	1	3	0	1	1	2	0	0	2	1	0	2	2	1	4	0	0	1	0	1	0	2	0	3	2	3	1	2	0	0	2	1	2	3	0	2	2	4	3	0	0	1	0	1	4	53	3	3	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																		
18	. Глазьев Сергей Юрьевич	6498	118	59	99	116	15	29	115	73	103	86	85	108	118	130	108	27	121	87	78	59	97	142	153	114	112	146	65	78	87	65	87	10	80	64	103	88	124	74	119	90	5	94	102	105	102	89	111	75	98	100	112	162	108	139	95	106	98	104	71	2	60	92	108	137	47	20	28	17	92	100	45	87	88	61	6					
		6.76%	7.12%	6.79%	7.03%	8.30%	6.05%	6.90%	7.00%	7.43%	6.22%	6.64%	5.27%	6.63%	7.20%	7.71%	6.44%	6.70%	7.25%	8.12%	6.49%	3.89%	5.91%	8.54%	8.77%	7.53%	7.47%	7.78%	6.73%	6.43%	7.64%	7.49%	5.80%	10.20%	5.75%	5.31%	7.51%	6.50%	7.66%	6.71%	7.04%	6.46%	8.62%	6.01%	7.37%	6.53%	7.25%	6.22%	7.19%	6.68%	6.40%	7.53%	7.98%	10.27%	9.40%	8.93%	7.86%	8.03%	7.42%	6.16%	6.17%	4.65%	6.67%	6.11%	6.88%	8.38%	3.74%	4.56%	3.32%	5.65%	7.32%	5.12%	2.12%	5.39%	4.83%	7.82%	2.83%					
19	. Малышкин Олег Александрович	3159	31	22	42	29	6	12	41	23	49	45	44	51	56	55	55	17	58	25	41	51	56	36	43	47	53	77	37	53	43	27	45	4	59	41	62	53	44	41	54	40	3	54	44	44	40	40	51	41	72	46	46	51	37	54	54	41	33	70	45	0	38	51	61	61	26	29	31	12	43	69	55	65	48	29	7					
		3.29%	1.87%	2.53%	2.98%	2.08%	2.42%	2.86%	2.49%	2.34%	2.96%	3.47%	2.73%	3.13%	3.41%	3.26%	3.28%	4.22%	3.48%	2.33%	3.41%	3.36%	3.41%	2.17%	2.47%	3.11%	3.53%	4.10%	3.83%	4.37%	3.78%	3.11%	3.00%	4.08%	4.24%	3.40%	4.52%	3.92%	2.72%	3.72%	3.19%	2.87%	5.17%	3.45%	3.18%	2.74%	2.84%	2.80%	3.31%	3.65%	4.70%	3.46%	3.28%	3.23%	3.22%	3.47%	4.47%	3.11%	2.50%	4.15%	3.91%	0.00%	4.22%	3.39%	3.89%	3.73%	2.07%	6.61%	3.67%	3.99%	3.42%	3.53%	2.59%	4.03%	2.63%	3.72%	3.30%					
20	. Миронов Сергей Михайлович	1169	24	10	13	13	2	9	25	11	21	20	20	33	20	22	16	2	15	9	22	19	20	24	17	12	17	28	13	19	12	8	13	6	24	10	13	20	20	11	20	13	0	17	19	21	13	25	22	7	22	18	25	19	20	25	19	18	19	29	14	2	13	20	20	24	7	3	7	6	21	8	4	8	13	14	1					
		1.22%	1.45%	1.15%	0.92%	0.93%	0.81%	2.14%	1.52%	1.12%	1.27%	1.54%	1.24%	2.03%	1.22%	1.30%	0.95%	0.50%	0.90%	0.84%	1.83%	1.25%	1.22%	1.44%	0.97%	0.79%	1.13%	1.49%	1.35%	1.57%	1.05%	0.92%	0.87%	6.12%	1.72%	0.83%	0.95%	1.48%	1.24%	1.00%	1.18%	0.93%	0.00%	1.09%	1.37%	1.31%	0.92%	1.75%	1.43%	0.62%	1.44%	1.36%	1.78%	1.20%	1.74%	1.61%	1.57%	1.36%	1.44%	1.72%	1.22%	4.65%	1.44%	1.33%	1.27%	1.47%	0.56%	0.68%	0.83%	1.99%	1.67%	0.41%	0.19%	0.50%	0.71%	1.79%	0.47%					
21	. Путин Владимир Владимирович	60919	1026	521	850	856	171	288	1022	590	961	767	1038	1004	1015	1026	1071	243	1021	695	736	1000	991	993	1028	913	928	1172	610	750	684	541	940	56	881	761	863	797	1022	701	1053	895	39	941	853	1001	853	912	950	696	949	857	858	945	728	942	744	849	813	1045	720	31	603	958	956	988	979	274	646	235	822	1409	1796	1116	1306	472	153					
		63.37%	61.92%	59.95%	60.33%	61.27%	68.95%	68.57%	62.17%	60.08%	58.00%	59.23%	64.39%	61.63%	61.89%	60.82%	63.83%	60.30%	61.17%	64.89%	61.23%	65.96%	60.39%	59.75%	58.94%	60.34%	61.87%	62.44%	63.15%	61.78%	60.11%	62.33%	62.71%	57.14%	63.29%	63.15%	62.90%	58.91%	63.16%	63.55%	62.27%	64.25%	67.24%	60.20%	61.63%	62.29%	60.67%	63.78%	61.57%	62.03%	61.99%	64.53%	61.11%	59.92%	63.36%	60.50%	61.54%	64.32%	61.59%	61.94%	62.61%	72.09%	67.00%	63.65%	60.89%	60.47%	77.88%	62.41%	76.54%	78.07%	65.39%	72.18%	84.68%	69.14%	71.68%	60.51%	72.17%					
22	. Хакамада Ирина Муцуовна	5100	146	60	104	114	10	10	91	69	146	85	97	89	87	92	91	29	111	52	63	75	102	104	93	84	68	93	48	69	57	44	83	6	74	59	72	73	88	61	88	62	2	110	78	104	80	74	66	70	81	71	71	102	53	58	66	43	76	79	58	3	30	65	73	78	48	24	16	9	46	70	65	77	62	39	4					
		5.31%	8.81%	6.90%	7.38%	8.16%	4.03%	2.38%	5.54%	7.03%	8.81%	6.56%	6.02%	5.46%	5.30%	5.45%	5.42%	7.20%	6.65%	4.86%	5.24%	4.95%	6.22%	6.26%	5.33%	5.55%	4.53%	4.95%	4.97%	5.68%	5.01%	5.07%	5.54%	6.12%	5.32%	4.90%	5.25%	5.40%	5.44%	5.53%	5.20%	4.45%	3.45%	7.04%	5.64%	6.47%	5.69%	5.17%	4.28%	6.24%	5.29%	5.35%	5.06%	6.47%	4.61%	3.73%	5.46%	3.26%	5.76%	4.68%	5.04%	6.98%	3.33%	4.32%	4.65%	4.77%	3.82%	5.47%	1.90%	2.99%	3.66%	3.59%	3.06%	4.77%	3.40%	5.00%	1.89%					
23	. Харитонов Николай Михайлович	12093	172	100	180	158	17	31	214	137	240	208	175	213	209	248	205	61	221	127	158	175	248	229	258	202	207	211	120	153	147	122	211	9	158	170	162	236	193	132	260	199	3	230	196	224	219	201	239	154	211	155	186	192	119	230	132	164	171	202	185	3	87	213	215	218	93	62	78	16	154	169	50	145	178	98	25					
		12.58%	10.38%	11.51%	12.78%	11.31%	6.85%	7.38%	13.02%	13.95%	14.48%	16.06%	10.86%	13.08%	12.74%	14.70%	12.22%	15.14%	13.24%	11.86%	13.14%	11.54%	15.11%	13.78%	14.79%	13.35%	13.80%	11.24%	12.42%	12.60%	12.92%	14.06%	14.08%	9.18%	11.35%	14.11%	11.81%	17.44%	11.93%	11.97%	15.38%	14.29%	5.17%	14.72%	14.16%	13.94%	15.58%	14.06%	15.49%	13.73%	13.78%	11.67%	13.25%	12.18%	10.36%	14.77%	10.92%	12.42%	12.95%	11.97%	16.09%	6.98%	9.67%	14.15%	13.69%	13.34%	7.40%	14.12%	9.24%	5.32%	12.25%	8.66%	2.36%	8.98%	9.77%	12.56%	11.79%					
																																																																																		
24	Против всех	6249	137	90	113	94	25	40	122	74	125	75	138	107	108	86	110	19	114	63	94	120	114	118	129	119	96	136	64	80	85	53	95	6	101	77	89	67	105	70	79	85	6	105	87	99	89	75	92	74	93	73	83	87	76	96	85	85	88	134	54	2	52	98	112	119	48	24	35	3	70	111	85	103	111	61	12					
		6.50%	8.27%	10.36%	8.02%	6.73%	10.08%	9.52%	7.42%	7.54%	7.54%	5.79%	8.56%	6.57%	6.59%	5.10%	6.56%	4.71%	6.83%	5.88%	7.82%	7.92%	6.95%	7.10%	7.40%	7.87%	6.40%	7.25%	6.63%	6.59%	7.47%	6.11%	6.34%	6.12%	7.26%	6.39%	6.49%	4.95%	6.49%	6.35%	4.67%	6.10%	10.34%	6.72%	6.29%	6.16%	6.33%	5.24%	5.96%	6.60%	6.07%	5.50%	5.91%	5.52%	6.61%	6.17%	7.03%	6.44%	6.67%	7.94%	4.70%	4.65%	5.78%	6.51%	7.13%	7.28%	3.82%	5.47%	4.15%	1.00%	5.57%	5.69%	4.01%	6.38%	6.09%	7.82%	5.66%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
