7	Число избирательных бюллетеней в переносных ящиках для голосования	2762	25	30	25	91	33	22	25	20	34	21	29	30	33	63	21	29	23	22	23	32	36	112	33	40	27	25	23	13	41	49	42	20	48	58	43	18	22	38	31	19	63	43	52	31	41	17	46	52	22	50	50	12	28	29	23	31	26	26	14	17	35	49	24	26	38	54	166	60	39	0	32	51	26	19	7	5	24	24	11	5	25									
8	Число бюллетеней в стационарных ящиках для голосования	98777	1084	1021	1368	153	624	1372	797	1538	1209	1338	1389	1333	1266	1519	1521	1585	851	1229	1468	1490	1556	1839	1512	1160	1580	975	1167	804	783	1086	33	1139	1552	1417	1607	1437	955	1646	1103	983	1594	1128	1434	1212	1210	1076	1170	1259	1197	1505	1485	1106	1356	1304	1299	1162	1427	448	1801	744	1334	1280	1357	1141	500	705	146	1306	1231	2341	1255	1289	801	1518	833	963	1646	1544	1388	1264	1529									
9	Число недействительных избирательных бюллетеней	1563	173	6	19	3	11	21	13	18	20	16	16	25	15	28	22	22	11	14	24	25	19	41	17	15	29	13	24	8	12	20	0	11	23	15	19	12	11	21	21	10	19	19	23	20	19	17	12	24	20	20	29	17	24	15	24	34	17	6	15	19	22	15	19	24	5	10	19	15	24	23	21	14	4	20	8	7	13	17	15	14	18									
10	Число действительных избирательных бюллетеней	99976	936	1045	1374	241	646	1373	809	1540	1223	1343	1402	1338	1284	1554	1520	1592	863	1237	1467	1497	1573	1910	1528	1185	1578	987	1166	809	812	1115	75	1148	1577	1460	1631	1443	966	1663	1113	992	1638	1152	1463	1223	1232	1076	1204	1287	1199	1535	1506	1101	1360	1318	1298	1159	1436	468	1800	742	1347	1314	1362	1143	533	749	293	1351	1246	2318	1266	1326	823	1517	832	961	1657	1551	1384	1255	1536									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																												
13	Бабурин Сергей Николаевич	702	8	14	9	1	1	12	9	14	11	9	18	4	6	6	10	15	8	9	14	12	11	21	10	9	17	5	12	2	4	8	1	7	3	12	16	9	6	17	12	5	14	10	12	8	6	8	11	8	13	4	5	9	11	7	7	7	13	5	6	3	7	3	7	4	5	1	0	13	6	16	5	5	9	10	5	5	17	12	11	3	14									
		0.69%	0.72%	1.33%	0.65%	0.41%	0.15%	0.86%	1.09%	0.90%	0.88%	0.66%	1.27%	0.29%	0.46%	0.38%	0.65%	0.93%	0.92%	0.72%	0.94%	0.79%	0.69%	1.08%	0.65%	0.75%	1.06%	0.50%	1.01%	0.24%	0.49%	0.70%	1.33%	0.60%	0.19%	0.81%	0.97%	0.62%	0.61%	1.01%	1.06%	0.50%	0.84%	0.85%	0.81%	0.64%	0.48%	0.73%	0.90%	0.61%	1.07%	0.26%	0.33%	0.81%	0.79%	0.53%	0.53%	0.59%	0.89%	1.05%	0.33%	0.39%	0.51%	0.23%	0.51%	0.34%	0.93%	0.13%	0.00%	0.95%	0.47%	0.68%	0.39%	0.37%	1.09%	0.65%	0.60%	0.52%	1.02%	0.77%	0.79%	0.24%	0.90%									
14	Грудинин Павел Николаевич	18823	168	212	279	30	76	262	159	337	246	254	264	253	257	252	273	323	125	242	271	306	288	418	263	227	290	148	203	156	152	220	10	196	310	285	378	285	172	298	227	181	297	218	246	220	221	207	256	249	249	309	303	214	263	259	210	221	265	92	366	127	263	237	312	249	114	126	0	252	221	264	232	241	162	325	171	196	266	340	270	219	275									
		18.54%	15.15%	20.17%	20.03%	12.30%	11.57%	18.79%	19.34%	21.63%	19.79%	18.69%	18.62%	18.56%	19.78%	15.93%	17.70%	20.01%	14.30%	19.34%	18.18%	20.11%	18.09%	21.42%	17.02%	18.92%	18.05%	14.80%	17.06%	19.09%	18.45%	19.38%	13.33%	16.91%	19.38%	19.32%	22.91%	19.59%	17.60%	17.70%	20.02%	18.06%	17.92%	18.62%	16.55%	17.70%	17.67%	18.94%	21.05%	18.99%	20.43%	19.87%	19.74%	19.14%	19.00%	19.43%	15.89%	18.52%	18.24%	19.41%	20.17%	16.69%	19.21%	17.83%	22.59%	21.34%	21.19%	16.60%	0.00%	18.45%	17.40%	11.28%	18.03%	17.99%	19.59%	21.15%	20.36%	20.25%	15.93%	21.68%	19.30%	17.26%	17.70%									
15	Жириновский Владимир Вольфович	8738	64	74	99	21	31	85	83	76	91	108	150	131	117	151	114	123	59	100	140	120	95	129	121	104	157	111	97	107	105	95	4	138	196	149	121	108	104	162	119	105	126	106	128	103	103	93	98	140	95	138	149	94	142	129	115	107	132	58	125	94	129	131	121	117	59	96	0	125	159	283	106	102	106	97	45	50	113	109	87	93	71									
		8.61%	5.77%	7.04%	7.11%	8.61%	4.72%	6.10%	10.10%	4.88%	7.32%	7.95%	10.58%	9.61%	9.01%	9.54%	7.39%	7.62%	6.75%	7.99%	9.39%	7.88%	5.97%	6.61%	7.83%	8.67%	9.77%	11.10%	8.15%	13.10%	12.74%	8.37%	5.33%	11.91%	12.25%	10.10%	7.33%	7.42%	10.64%	9.62%	10.49%	10.48%	7.60%	9.05%	8.61%	8.29%	8.23%	8.51%	8.06%	10.68%	7.79%	8.87%	9.71%	8.41%	10.26%	9.68%	8.70%	8.97%	9.08%	12.24%	6.89%	12.35%	9.42%	9.86%	8.76%	10.03%	10.97%	12.65%	0.00%	9.15%	12.52%	12.09%	8.24%	7.61%	12.82%	6.31%	5.36%	5.17%	6.77%	6.95%	6.22%	7.33%	4.57%									
16	Путин Владимир Владимирович	66907	634	685	889	178	528	933	508	1017	806	882	910	889	833	1060	1046	1043	623	828	975	979	1101	1264	1056	793	1055	681	801	506	525	745	57	763	1014	961	1056	972	645	1108	714	665	1124	753	1002	833	862	716	780	830	786	1014	984	748	890	860	914	775	959	296	1193	497	895	887	883	723	332	489	293	924	818	1592	880	924	509	980	562	628	1159	996	955	861	1073									
		65.89%	57.17%	65.18%	63.82%	72.95%	80.37%	66.93%	61.80%	65.28%	64.84%	64.90%	64.17%	65.22%	64.13%	67.00%	67.83%	64.62%	71.28%	66.19%	65.39%	64.32%	69.16%	64.79%	68.35%	66.08%	65.65%	68.10%	67.31%	61.93%	63.71%	65.64%	76.00%	65.83%	63.38%	65.15%	64.00%	66.80%	66.02%	65.80%	62.96%	66.37%	67.83%	64.30%	67.43%	67.02%	68.90%	65.51%	64.14%	63.31%	64.48%	65.21%	64.10%	66.91%	64.31%	64.52%	69.14%	64.96%	66.00%	62.45%	65.73%	65.31%	65.38%	66.74%	63.94%	61.95%	61.71%	64.43%	93.91%	67.64%	64.41%	68.01%	68.38%	68.96%	61.55%	63.76%	66.90%	64.88%	69.40%	63.52%	68.26%	67.85%	69.05%									
17	Собчак Ксения Анатольевна	2155	21	23	42	5	7	40	25	39	32	50	24	33	28	31	41	42	24	16	21	39	33	37	33	22	31	13	17	14	9	17	2	16	24	27	31	28	16	33	18	24	46	28	32	24	17	21	20	26	18	31	17	14	26	31	18	18	36	10	56	11	18	26	13	24	7	24	0	18	16	110	14	23	16	51	23	36	51	42	22	44	49									
		2.12%	1.89%	2.19%	3.02%	2.05%	1.07%	2.87%	3.04%	2.50%	2.57%	3.68%	1.69%	2.42%	2.16%	1.96%	2.66%	2.60%	2.75%	1.28%	1.41%	2.56%	2.07%	1.90%	2.14%	1.83%	1.93%	1.30%	1.43%	1.71%	1.09%	1.50%	2.67%	1.38%	1.50%	1.83%	1.88%	1.92%	1.64%	1.96%	1.59%	2.40%	2.78%	2.39%	2.15%	1.93%	1.36%	1.92%	1.64%	1.98%	1.48%	1.99%	1.11%	1.25%	1.88%	2.33%	1.36%	1.51%	2.48%	2.11%	3.09%	1.45%	1.31%	1.96%	0.94%	2.06%	1.30%	3.16%	0.00%	1.32%	1.26%	4.70%	1.09%	1.72%	1.93%	3.32%	2.74%	3.72%	3.05%	2.68%	1.57%	3.47%	3.15%									
18	Сурайкин Максим Александрович	670	11	6	7	1	0	12	5	9	8	13	12	7	14	14	6	9	7	13	8	8	11	7	9	8	11	11	3	9	8	8	0	10	10	6	8	17	6	13	9	2	8	15	12	16	13	7	11	7	11	9	13	4	7	9	11	9	9	1	10	5	14	8	6	9	5	0	0	5	10	11	6	9	7	5	3	4	15	7	9	6	8									
		0.66%	0.99%	0.57%	0.50%	0.41%	0.00%	0.86%	0.61%	0.58%	0.64%	0.96%	0.85%	0.51%	1.08%	0.88%	0.39%	0.56%	0.80%	1.04%	0.54%	0.53%	0.69%	0.36%	0.58%	0.67%	0.68%	1.10%	0.25%	1.10%	0.97%	0.70%	0.00%	0.86%	0.63%	0.41%	0.48%	1.17%	0.61%	0.77%	0.79%	0.20%	0.48%	1.28%	0.81%	1.29%	1.04%	0.64%	0.90%	0.53%	0.90%	0.58%	0.85%	0.36%	0.51%	0.68%	0.83%	0.75%	0.62%	0.21%	0.55%	0.66%	1.02%	0.60%	0.43%	0.77%	0.93%	0.00%	0.00%	0.37%	0.79%	0.47%	0.47%	0.67%	0.85%	0.33%	0.36%	0.41%	0.90%	0.45%	0.64%	0.47%	0.51%									
19	Титов Борис Юрьевич	998	16	8	21	1	1	10	8	25	17	13	11	13	14	20	18	17	5	19	20	18	18	16	19	14	12	12	16	10	5	10	1	11	6	11	11	12	9	14	7	9	7	6	13	7	5	15	18	14	15	17	14	11	12	13	11	9	9	3	34	3	11	9	11	9	1	2	0	8	7	20	15	12	5	34	14	21	18	16	19	14	18									
		0.98%	1.44%	0.76%	1.51%	0.41%	0.15%	0.72%	0.97%	1.60%	1.37%	0.96%	0.78%	0.95%	1.08%	1.26%	1.17%	1.05%	0.57%	1.52%	1.34%	1.18%	1.13%	0.82%	1.23%	1.17%	0.75%	1.20%	1.34%	1.22%	0.61%	0.88%	1.33%	0.95%	0.38%	0.75%	0.67%	0.82%	0.92%	0.83%	0.62%	0.90%	0.42%	0.51%	0.87%	0.56%	0.40%	1.37%	1.48%	1.07%	1.23%	1.09%	0.91%	0.98%	0.87%	0.98%	0.83%	0.75%	0.62%	0.63%	1.87%	0.39%	0.80%	0.68%	0.80%	0.77%	0.19%	0.26%	0.00%	0.59%	0.55%	0.85%	1.17%	0.90%	0.60%	2.21%	1.67%	2.17%	1.08%	1.02%	1.36%	1.10%	1.16%									
20	Явлинский Григорий Алексеевич	983	14	23	28	4	2	19	12	23	12	14	13	8	15	20	12	20	12	10	18	15	16	18	17	8	5	6	17	5	4	12	0	7	14	9	10	12	8	18	7	1	16	16	18	12	5	9	10	13	12	13	21	7	9	10	12	13	13	3	10	2	10	13	9	8	10	11	0	6	9	22	8	10	9	15	9	21	18	29	11	15	28									
		0.97%	1.26%	2.19%	2.01%	1.64%	0.30%	1.36%	1.46%	1.48%	0.97%	1.03%	0.92%	0.59%	1.15%	1.26%	0.78%	1.24%	1.37%	0.80%	1.21%	0.99%	1.01%	0.92%	1.10%	0.67%	0.31%	0.60%	1.43%	0.61%	0.49%	1.06%	0.00%	0.60%	0.88%	0.61%	0.61%	0.82%	0.82%	1.07%	0.62%	0.10%	0.97%	1.37%	1.21%	0.97%	0.40%	0.82%	0.82%	0.99%	0.98%	0.84%	1.37%	0.63%	0.65%	0.75%	0.91%	1.09%	0.89%	0.63%	0.55%	0.26%	0.73%	0.98%	0.65%	0.69%	1.86%	1.45%	0.00%	0.44%	0.71%	0.94%	0.62%	0.75%	1.09%	0.98%	1.07%	2.17%	1.08%	1.85%	0.79%	1.18%	1.80%									
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
