7	Число избирательных бюллетеней в переносных ящиках для голосования	4994	33	35	44	70	150	75	57	38	56	48	79	55	59	90	86	33	37	51	37	76	92	67	40	67	77	66	150	56	43	35	85	87	57	78	104	73	38	38	101	99	95	140	78	53	32	102	79	91	66	66	63	99	40	27	36	34	65	32	18	0	58	59	38	41	56	164	94	73	76	85	39	51	77	78	28	16	42	41					
8	Число бюллетеней в стационарных ящиках для голосования	113623	1210	1349	1110	1872	155	356	1679	999	1759	1276	1527	2037	1700	2105	2175	507	1873	1073	1453	1924	1932	1828	1785	1673	1581	2004	1457	1741	1149	983	1855	93	1754	1475	1834	1613	1814	1270	1630	1464	1245	1937	1703	2050	1491	1770	1582	1234	2033	1494	1573	2027	1622	2008	1725	1837	1494	1976	623	31	1312	1581	1606	2002	810	621	1177	192	1835	2033	1655	2187	2152	881	198	759	511	1582					
9	Число недействительных избирательных бюллетеней	1726	20	24	17	24	1	7	42	23	30	9	22	29	39	37	19	5	37	17	30	31	31	29	37	23	29	34	20	31	14	21	27	0	30	25	35	9	32	19	27	27	25	27	25	34	16	31	32	17	21	21	25	17	12	25	18	20	21	31	9	1	18	21	28	27	7	11	14	8	29	21	29	23	23	16	6	9	18	27					
10	Число действительных избирательных бюллетеней	116891	1223	1360	1137	1918	304	424	1694	1014	1785	1315	1584	2063	1720	2158	2242	535	1873	1107	1460	1969	1993	1866	1788	1717	1629	2036	1587	1766	1178	997	1913	180	1781	1528	1903	1677	1820	1289	1704	1536	1315	2050	1756	2069	1507	1841	1629	1308	2078	1539	1611	2109	1650	2010	1743	1851	1538	1977	632	30	1352	1619	1616	2016	859	774	1257	257	1882	2097	1665	2215	2206	943	220	766	535	1596					
11	Число полученных открепительных  удостоверений	2801	35	30	47	35	0	5	45	30	50	20	45	55	30	60	45	15	45	25	40	40	50	45	55	45	35	63	40	30	15	20	45	0	45	30	40	30	50	25	35	35	35	60	40	35	50	30	30	35	45	25	35	50	25	45	40	35	45	65	16	0	25	50	35	60	20	10	20	5	45	75	45	65	45	25	10	25	20	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2516	32	23	36	31	0	1	39	20	40	19	42	51	29	60	39	11	44	25	34	35	46	42	49	39	34	61	24	29	10	15	41	0	39	26	34	30	47	22	35	34	28	53	38	35	50	29	29	33	45	24	35	46	25	37	35	35	35	65	15	0	21	47	34	50	13	8	18	0	43	75	30	59	44	17	8	22	20	47					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2325	30	24	20	26	60	14	37	21	34	22	44	40	36	34	52	16	45	27	26	74	43	19	45	47	30	47	14	38	37	13	43	29	30	23	21	28	29	60	37	19	18	40	23	47	26	33	41	18	32	26	21	24	38	31	33	23	26	31	19	8	15	23	33	35	27	32	15	0	43	22	32	30	25	15	12	16	13	45					
14	Число неиспользованных открепительных удостоверений	285	3	7	11	4	0	4	6	10	10	1	3	4	1	0	6	4	1	0	6	5	4	3	6	6	1	2	16	1	5	5	4	0	6	4	6	0	3	3	0	1	7	7	2	0	0	1	1	2	0	1	0	4	0	8	5	0	10	0	1	0	4	3	1	10	7	2	2	5	2	0	15	6	1	8	2	3	0	3					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	78	0	0	0	0	0	0	1	0	2	0	0	1	2	2	1	1	3	2	2	0	0	0	1	2	0	3	1	2	0	0	1	0	4	1	3	1	5	0	3	1	0	1	0	1	0	0	1	3	1	2	1	0	2	2	0	2	1	1	0	0	0	0	1	1	0	0	0	0	3	2	0	0	3	1	1	0	0	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																					
18	Богданов Андрей Владимирович	2594	37	57	34	48	6	7	41	17	24	34	35	39	41	38	55	5	47	24	31	42	57	48	43	50	52	44	39	41	16	20	27	3	48	35	29	40	52	25	38	40	53	48	36	45	21	44	31	27	35	34	36	39	38	48	42	39	27	39	10	1	30	37	37	53	10	4	16	4	36	32	25	36	30	26	6	29	20	61					
		2.19%	2.98%	4.12%	2.95%	2.47%	1.97%	1.62%	2.36%	1.64%	1.32%	2.57%	2.18%	1.86%	2.33%	1.73%	2.43%	0.93%	2.46%	2.14%	2.08%	2.10%	2.82%	2.53%	2.36%	2.87%	3.14%	2.13%	2.43%	2.28%	1.34%	1.96%	1.39%	1.67%	2.65%	2.25%	1.50%	2.37%	2.81%	1.91%	2.20%	2.56%	3.96%	2.31%	2.02%	2.14%	1.38%	2.35%	1.87%	2.04%	1.67%	2.18%	2.20%	1.83%	2.29%	2.36%	2.39%	2.08%	1.73%	1.94%	1.56%	3.23%	2.19%	2.26%	2.25%	2.59%	1.15%	0.51%	1.26%	1.51%	1.88%	1.51%	1.48%	1.61%	1.35%	2.71%	2.65%	3.74%	3.62%	3.76%					
19	Жириновский Владимир Вольфович	17426	161	192	140	177	61	91	200	171	217	181	276	261	260	252	259	78	279	157	225	302	279	253	271	278	260	289	219	239	213	159	288	27	340	278	297	222	295	214	253	300	215	274	236	294	239	265	252	227	335	273	267	289	237	266	255	259	187	295	85	3	189	284	266	352	145	100	187	23	262	389	358	347	307	158	34	97	76	185					
		14.69%	12.95%	13.87%	12.13%	9.11%	20.00%	21.11%	11.52%	16.49%	11.96%	13.67%	17.19%	12.48%	14.78%	11.48%	11.46%	14.44%	14.61%	13.97%	15.10%	15.10%	13.78%	13.35%	14.85%	15.98%	15.68%	13.96%	13.63%	13.30%	17.87%	15.62%	14.85%	15.00%	18.77%	17.90%	15.33%	13.17%	15.93%	16.36%	14.62%	19.19%	16.04%	13.19%	13.25%	13.98%	15.69%	14.16%	15.17%	17.13%	15.96%	17.50%	16.32%	13.59%	14.26%	13.07%	14.48%	13.84%	11.99%	14.69%	13.26%	9.68%	13.80%	17.32%	16.18%	17.23%	16.74%	12.74%	14.71%	8.68%	13.71%	18.37%	21.13%	15.50%	13.77%	16.48%	15.04%	12.52%	13.74%	11.40%					
20	Зюганов Геннадий Андреевич	20642	192	278	231	353	61	53	365	227	394	315	281	367	322	374	383	98	399	244	264	299	335	349	425	329	372	250	251	293	232	191	325	30	297	293	308	304	358	217	378	325	248	362	325	334	335	310	357	254	372	307	316	361	270	416	255	278	237	369	108	3	162	290	320	399	121	92	120	29	385	231	103	283	286	151	32	128	82	249					
		17.40%	15.45%	20.09%	20.02%	18.18%	20.00%	12.30%	21.03%	21.89%	21.71%	23.79%	17.50%	17.54%	18.31%	17.04%	16.94%	18.15%	20.89%	21.71%	17.72%	14.95%	16.55%	18.42%	23.29%	18.91%	22.44%	12.08%	15.62%	16.30%	19.46%	18.76%	16.75%	16.67%	16.40%	18.87%	15.89%	18.03%	19.33%	16.59%	21.84%	20.79%	18.51%	17.43%	18.25%	15.88%	21.99%	16.56%	21.49%	19.17%	17.72%	19.68%	19.32%	16.98%	16.25%	20.44%	14.48%	14.86%	15.20%	18.38%	16.85%	9.68%	11.82%	17.68%	19.46%	19.53%	13.97%	11.72%	9.44%	10.94%	20.15%	10.91%	6.08%	12.65%	12.83%	15.75%	14.16%	16.52%	14.83%	15.34%					
21	Медведев Дмитрий Анатольевич	76229	833	833	732	1340	176	273	1088	599	1150	785	992	1396	1097	1494	1545	354	1148	682	940	1326	1322	1216	1049	1060	945	1453	1078	1193	717	627	1273	120	1096	922	1269	1111	1115	833	1035	871	799	1366	1159	1396	912	1222	989	800	1336	925	992	1420	1105	1280	1191	1275	1087	1274	429	23	971	1008	993	1212	583	578	934	201	1199	1445	1179	1549	1583	608	148	512	357	1101					
		64.26%	67.02%	60.19%	63.43%	69.00%	57.70%	63.34%	62.67%	57.76%	63.36%	59.29%	61.77%	66.73%	62.36%	68.06%	68.33%	65.56%	60.10%	60.68%	63.09%	66.30%	65.32%	64.17%	57.48%	60.92%	56.99%	70.19%	67.08%	66.39%	60.15%	61.59%	65.62%	66.67%	60.52%	59.37%	65.48%	65.90%	60.21%	63.69%	59.79%	55.73%	59.63%	65.77%	65.08%	66.38%	59.88%	65.28%	59.54%	60.38%	63.65%	59.29%	60.64%	66.79%	66.49%	62.90%	67.63%	68.15%	69.72%	63.45%	66.93%	74.19%	70.88%	61.46%	60.40%	59.32%	67.32%	73.63%	73.49%	75.85%	62.74%	68.22%	69.60%	69.21%	71.02%	63.40%	65.49%	66.06%	64.56%	67.84%					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
