Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Евпаторийская городская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113									
		0.76%	0.41%	0.79%	0.58%	1.08%	1.27%	0.53%	0.19%	0.27%	0.44%	0.90%	0.71%	0.79%	0.67%	0.99%	0.41%	0.37%	0.90%	0.10%	0.34%	0.84%	0.56%	0.99%	0.76%	1.05%	1.03%	0.58%	0.93%	0.48%	0.56%	0.81%	1.23%	5.31%	6.79%	0.39%	0.49%	0.60%	0.37%	0.20%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3135	101	52	49	69	69	57	53	91	71	121	84	116	90	80	134	96	89	98	92	73	77	50	91	83	71	84	101	86	93	140	64	16	8	160	103	92	58	73									
		7.43%	6.97%	4.08%	5.70%	6.75%	5.85%	6.09%	4.91%	8.15%	7.74%	8.34%	8.50%	9.15%	7.54%	7.97%	9.13%	8.85%	7.99%	9.64%	7.92%	6.78%	7.17%	5.48%	6.88%	5.80%	7.30%	6.94%	7.81%	6.93%	7.49%	9.49%	7.18%	3.70%	2.09%	12.63%	10.11%	6.93%	5.41%	7.37%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	123	6	3	2	1	1	2	4	4	7	5	2	3	1	2	1	2	6	4	2	3	3	4	8	6	1	2	6	0	2	5	6	3	1	2	1	7	1	4									
		0.29%	0.41%	0.24%	0.23%	0.10%	0.08%	0.21%	0.37%	0.36%	0.76%	0.34%	0.20%	0.24%	0.08%	0.20%	0.07%	0.18%	0.54%	0.39%	0.17%	0.28%	0.28%	0.44%	0.60%	0.42%	0.10%	0.17%	0.46%	0.00%	0.16%	0.34%	0.67%	0.69%	0.26%	0.16%	0.10%	0.53%	0.09%	0.40%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	667	20	8	14	10	17	9	12	15	16	12	14	20	30	26	48	10	17	17	18	14	13	12	18	21	16	15	21	21	17	28	15	3	5	20	31	14	19	31									
		1.58%	1.38%	0.63%	1.63%	0.98%	1.44%	0.96%	1.11%	1.34%	1.74%	0.83%	1.42%	1.58%	2.51%	2.59%	3.27%	0.92%	1.53%	1.67%	1.55%	1.30%	1.21%	1.32%	1.36%	1.47%	1.64%	1.24%	1.62%	1.69%	1.37%	1.90%	1.68%	0.69%	1.31%	1.58%	3.04%	1.06%	1.77%	3.13%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
