Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Лескенская																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
																		
18	"1. ""ЕДИНЕНИЕ"""	76	0	48	0	18	8	2	0	0	0	0	0					
		0.60%	0.0%	2.61%	0.0%	4.37%	2.83%	1.92%	0.0%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	318	0	44	114	1	29	17	10	0	5	14	84					
		2.54%	0.0%	2.39%	8.99%	0.24%	10.28%	16.34%	0.52%	0.0%	0.74%	1.35%	7.05%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	78	0	57	0	3	5	2	0	6	3	2	0					
		0.62%	0.0%	3.10%	0.0%	0.72%	1.77%	1.92%	0.0%	0.33%	0.44%	0.19%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	48	0	35	0	3	5	1	0	0	4	0	0					
		0.38%	0.0%	1.90%	0.0%	0.72%	1.77%	0.96%	0.0%	0.0%	0.59%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	6	0	6	0	0	0	0	0	0	0	0	0					
		0.04%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	9	0	7	0	0	0	2	0	0	0	0	0					
		0.07%	0.0%	0.38%	0.0%	0.0%	0.0%	1.92%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	134	0	14	0	1	2	1	116	0	0	0	0					
		1.07%	0.0%	0.76%	0.0%	0.24%	0.70%	0.96%	6.07%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	3	0	3	0	0	0	0	0	0	0	0	0					
		0.02%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	6	0	3	0	1	0	0	0	0	2	0	0					
		0.04%	0.0%	0.16%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	269	0	54	152	9	8	2	20	16	0	8	0					
		2.15%	0.0%	2.94%	11.99%	2.18%	2.83%	1.92%	1.04%	0.88%	0.0%	0.77%	0.0%					
28	"11. ""Истинные патриоты России"""	16	0	11	0	3	2	0	0	0	0	0	0					
		0.12%	0.0%	0.59%	0.0%	0.72%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	15	0	11	0	2	0	0	0	0	2	0	0					
		0.11%	0.0%	0.59%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	6	0	6	0	0	0	0	0	0	0	0	0					
		0.04%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	6	0	5	0	0	0	1	0	0	0	0	0					
		0.04%	0.0%	0.27%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	675	298	113	44	8	8	5	86	18	3	7	85					
		5.39%	14.96%	6.16%	3.47%	1.94%	2.83%	4.80%	4.50%	0.99%	0.44%	0.67%	7.14%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	16	0	10	0	5	1	0	0	0	0	0	0					
		0.12%	0.0%	0.54%	0.0%	1.21%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	70	0	51	0	6	3	2	0	0	8	0	0					
		0.55%	0.0%	2.78%	0.0%	1.45%	1.06%	1.92%	0.0%	0.0%	1.19%	0.0%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	49	0	28	0	5	14	0	0	0	1	1	0					
		0.39%	0.0%	1.52%	0.0%	1.21%	4.96%	0.0%	0.0%	0.0%	0.14%	0.09%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	9331	1614	853	832	277	92	62	1620	1675	439	846	1021					
		74.63%	81.06%	46.51%	65.66%	67.39%	32.62%	59.61%	84.77%	92.79%	65.32%	81.66%	85.79%					
38	"21. ""Российская Конституционно-демократическая партия"""	6	0	5	0	0	0	1	0	0	0	0	0					
		0.04%	0.0%	0.27%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	1	0	1	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1090	79	359	100	45	68	4	59	90	131	155	0					
		8.71%	3.96%	19.57%	7.89%	10.94%	24.11%	3.84%	3.08%	4.98%	19.49%	14.96%	0.0%					
																		
41	Против всех	91	0	49	18	0	10	2	0	0	9	3	0					
		0.72%	0.0%	2.67%	1.42%	0.0%	3.54%	1.92%	0.0%	0.0%	1.33%	0.28%	0.0%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
