Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Курская  - 109																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №576	УИК №577	УИК №578	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №600	УИК №601	УИК №602	УИК №609	УИК №610	УИК №611	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620									
14	Число погашенных неиспользованных открепительных удостоверений	46	1	3	4	2	0	1	2	4	2	0	2	2	2	3	2	0	2	1	3	0	2	2	0	2	0	1	2	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	0	0	0	0	0	0	1	3	0	0	1	3	0	0	0	0	0	0	3	0	0	0	0	2	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	108	2	0	1	0	4	1	1	0	12	20	1	1	11	11	3	2	0	0	3	5	7	1	1	3	2	6	8	2									
		1.41%	1.67%	0.00%	0.39%	0.00%	1.87%	0.65%	0.32%	0.00%	1.87%	2.66%	0.62%	0.76%	3.16%	2.98%	0.99%	0.76%	0.00%	0.00%	1.63%	1.40%	1.51%	1.72%	0.59%	1.28%	0.52%	1.47%	1.42%	2.90%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	232	7	5	6	2	6	9	16	3	17	21	3	2	6	13	6	6	1	4	3	9	11	1	3	4	17	28	22	1									
		3.03%	5.83%	2.78%	2.34%	1.96%	2.80%	5.88%	5.08%	1.63%	2.65%	2.79%	1.86%	1.53%	1.72%	3.52%	1.99%	2.27%	1.52%	1.86%	1.63%	2.51%	2.37%	1.72%	1.76%	1.70%	4.43%	6.88%	3.91%	1.45%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	116	1	4	2	1	2	3	4	2	9	18	0	2	2	9	3	2	3	1	0	10	8	0	1	6	7	13	2	1									
		1.51%	0.83%	2.22%	0.78%	0.98%	0.93%	1.96%	1.27%	1.09%	1.40%	2.39%	0.00%	1.53%	0.57%	2.44%	0.99%	0.76%	4.55%	0.47%	0.00%	2.79%	1.72%	0.00%	0.59%	2.55%	1.82%	3.19%	0.36%	1.45%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4427	69	112	190	74	163	89	172	129	314	340	82	60	200	176	240	181	40	143	129	229	269	39	123	122	198	211	294	39									
		57.73%	57.50%	62.22%	74.22%	72.55%	76.17%	58.17%	54.60%	70.11%	48.91%	45.15%	50.93%	45.80%	57.47%	47.70%	79.47%	68.56%	60.61%	66.51%	70.11%	63.97%	57.85%	67.24%	72.35%	51.91%	51.56%	51.84%	52.22%	56.52%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	60	0	2	0	0	1	2	2	4	5	11	0	3	1	5	0	1	0	3	1	1	6	1	0	1	3	2	5	0									
		0.78%	0.00%	1.11%	0.00%	0.00%	0.47%	1.31%	0.63%	2.17%	0.78%	1.46%	0.00%	2.29%	0.29%	1.36%	0.00%	0.38%	0.00%	1.40%	0.54%	0.28%	1.29%	1.72%	0.00%	0.43%	0.78%	0.49%	0.89%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	2	1	0	0	0	0	0	1	0	2	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0									
		0.17%	1.67%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.27%	0.00%	0.76%	0.29%	0.27%	0.00%	0.38%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.18%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	988	16	21	10	10	19	21	54	11	100	116	33	25	35	36	15	33	13	36	24	38	70	5	17	33	49	64	69	15									
		12.88%	13.33%	11.67%	3.91%	9.80%	8.88%	13.73%	17.14%	5.98%	15.58%	15.41%	20.50%	19.08%	10.06%	9.76%	4.97%	12.50%	19.70%	16.74%	13.04%	10.61%	15.05%	8.62%	10.00%	14.04%	12.76%	15.72%	12.26%	21.74%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	27	1	0	1	0	0	2	1	1	2	6	1	0	2	1	0	0	0	0	0	2	0	1	0	0	2	3	1	0									
		0.35%	0.83%	0.00%	0.39%	0.00%	0.00%	1.31%	0.32%	0.54%	0.31%	0.80%	0.62%	0.00%	0.57%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	1.72%	0.00%	0.00%	0.52%	0.74%	0.18%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	42	0	0	0	0	1	0	1	1	5	6	0	0	0	1	1	0	0	0	3	0	2	0	0	7	4	2	8	0									
		0.55%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.32%	0.54%	0.78%	0.80%	0.00%	0.00%	0.00%	0.27%	0.33%	0.00%	0.00%	0.00%	1.63%	0.00%	0.43%	0.00%	0.00%	2.98%	1.04%	0.49%	1.42%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0									
		0.14%	0.00%	0.00%	0.39%	0.00%	0.00%	0.65%	0.00%	0.54%	0.16%	0.13%	0.00%	0.76%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.28%	0.22%	0.00%	0.00%	0.43%	0.26%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	79	0	0	1	0	0	0	1	2	11	17	2	6	5	2	0	2	0	0	1	3	1	2	3	2	5	2	11	0									
		1.03%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.32%	1.09%	1.71%	2.26%	1.24%	4.58%	1.44%	0.54%	0.00%	0.76%	0.00%	0.00%	0.54%	0.84%	0.22%	3.45%	1.76%	0.85%	1.30%	0.49%	1.95%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	766	11	22	23	6	15	16	35	16	86	93	8	14	36	38	18	21	4	16	14	45	48	4	9	25	38	42	58	5									
		9.99%	9.17%	12.22%	8.98%	5.88%	7.01%	10.46%	11.11%	8.70%	13.40%	12.35%	4.97%	10.69%	10.34%	10.30%	5.96%	7.95%	6.06%	7.44%	7.61%	12.57%	10.32%	6.90%	5.29%	10.64%	9.90%	10.32%	10.30%	7.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	288	1	2	6	5	2	1	12	8	19	46	5	6	11	23	3	6	0	9	2	4	2	0	3	14	30	11	55	2									
		3.76%	0.83%	1.11%	2.34%	4.90%	0.93%	0.65%	3.81%	4.35%	2.96%	6.11%	3.11%	4.58%	3.16%	6.23%	0.99%	2.27%	0.00%	4.19%	1.09%	1.12%	0.43%	0.00%	1.76%	5.96%	7.81%	2.70%	9.77%	2.90%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	339	4	5	6	0	0	5	11	5	50	43	20	9	33	39	5	0	0	3	2	8	26	4	6	11	17	12	11	4									
		4.42%	3.33%	2.78%	2.34%	0.00%	0.00%	3.27%	3.49%	2.72%	7.79%	5.71%	12.42%	6.87%	9.48%	10.57%	1.66%	0.00%	0.00%	1.40%	1.09%	2.23%	5.59%	6.90%	3.53%	4.68%	4.43%	2.95%	1.95%	5.80%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
