Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Искитимская городская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	930	35	25	20	35	30	35	20	25	25	20	35	20	25	35	35	20	25	30	20	20	30	35	10	35	35	35	30	25	35	20	25	20	30	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	226	8	3	7	7	6	8	1	10	4	5	7	2	7	6	15	6	7	6	6	4	12	14	0	7	13	11	14	2	4	5	6	5	6	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	96	2	0	6	8	4	4	3	7	5	0	3	6	2	6	0	1	1	4	1	1	4	1	0	1	1	3	8	1	2	0	1	2	3	5									
14	Число погашенных неиспользованных открепительных удостоверений	704	27	22	13	28	24	27	19	15	21	15	28	18	18	29	20	14	18	24	14	16	18	21	10	28	22	24	16	23	31	15	19	15	24	28									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	0	0	3	2	3	0	1	0	1	0	0	0	3	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	384	16	5	0	14	20	19	2	12	2	6	20	6	12	12	15	13	7	11	5	7	14	16	2	21	21	19	26	12	8	7	8	2	15	9									
		2.28%	2.87%	1.49%	0.00%	1.98%	3.38%	2.50%	1.00%	2.14%	0.54%	2.99%	2.80%	2.05%	2.66%	1.59%	2.52%	4.23%	1.28%	1.56%	1.40%	2.33%	2.13%	2.03%	4.44%	2.50%	2.99%	2.71%	4.18%	2.42%	1.77%	3.04%	2.28%	0.96%	1.98%	1.75%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	692	21	16	5	25	30	40	9	28	16	9	33	12	12	35	21	10	27	32	18	9	27	30	1	35	18	19	28	14	17	9	12	4	39	31									
		4.11%	3.76%	4.78%	2.98%	3.54%	5.08%	5.26%	4.50%	4.99%	4.36%	4.48%	4.62%	4.10%	2.66%	4.65%	3.52%	3.26%	4.95%	4.54%	5.06%	2.99%	4.10%	3.80%	2.22%	4.16%	2.57%	2.71%	4.50%	2.82%	3.76%	3.91%	3.42%	1.92%	5.15%	6.04%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	307	7	4	6	15	9	15	6	12	5	3	16	10	10	11	3	3	12	13	3	4	16	15	1	22	8	17	15	7	6	3	6	2	10	12									
		1.82%	1.25%	1.19%	3.57%	2.12%	1.52%	1.97%	3.00%	2.14%	1.36%	1.49%	2.24%	3.41%	2.22%	1.46%	0.50%	0.98%	2.20%	1.84%	0.84%	1.33%	2.43%	1.90%	2.22%	2.62%	1.14%	2.43%	2.41%	1.41%	1.33%	1.30%	1.71%	0.96%	1.32%	2.34%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6222	241	112	62	256	214	265	68	225	140	68	279	126	169	266	222	114	210	245	130	139	236	292	19	282	295	235	227	158	167	83	150	77	264	186									
		36.96%	43.19%	33.43%	36.90%	36.21%	36.21%	34.87%	34.00%	40.11%	38.15%	33.83%	39.02%	43.00%	37.47%	35.33%	37.25%	37.13%	38.53%	34.75%	36.52%	46.18%	35.87%	36.96%	42.22%	33.53%	42.08%	33.52%	36.50%	31.85%	36.95%	36.09%	42.74%	37.02%	34.87%	36.26%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	106	2	0	2	2	7	7	1	5	3	3	4	0	7	5	3	3	4	0	6	2	3	4	0	8	4	4	3	2	2	2	4	1	2	1									
		0.63%	0.36%	0.00%	1.19%	0.28%	1.18%	0.92%	0.50%	0.89%	0.82%	1.49%	0.56%	0.00%	1.55%	0.66%	0.50%	0.98%	0.73%	0.00%	1.69%	0.66%	0.46%	0.51%	0.00%	0.95%	0.57%	0.57%	0.48%	0.40%	0.44%	0.87%	1.14%	0.48%	0.26%	0.19%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	1	0	0	1	3	4	0	1	0	0	1	0	1	1	2	1	2	2	1	0	0	2	0	0	4	5	1	0	1	0	0	0	0	1									
		0.21%	0.18%	0.00%	0.00%	0.14%	0.51%	0.53%	0.00%	0.18%	0.00%	0.00%	0.14%	0.00%	0.22%	0.13%	0.34%	0.33%	0.37%	0.28%	0.28%	0.00%	0.00%	0.25%	0.00%	0.00%	0.57%	0.71%	0.16%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.19%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3902	130	114	56	202	128	140	47	123	96	55	130	55	95	164	130	78	124	147	93	69	151	166	10	173	171	167	138	149	125	54	107	75	148	92									
		23.18%	23.30%	34.03%	33.33%	28.57%	21.66%	18.42%	23.50%	21.93%	26.16%	27.36%	18.18%	18.77%	21.06%	21.78%	21.81%	25.41%	22.75%	20.85%	26.12%	22.92%	22.95%	21.01%	22.22%	20.57%	24.39%	23.82%	22.19%	30.04%	27.65%	23.48%	30.48%	36.06%	19.55%	17.93%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	139	4	3	2	4	1	4	3	6	2	4	7	6	5	8	3	1	2	3	0	3	5	6	0	4	6	6	13	8	6	2	3	1	5	3									
		0.83%	0.72%	0.90%	1.19%	0.57%	0.17%	0.53%	1.50%	1.07%	0.54%	1.99%	0.98%	2.05%	1.11%	1.06%	0.50%	0.33%	0.37%	0.43%	0.00%	0.99%	0.76%	0.76%	0.00%	0.48%	0.86%	0.86%	2.09%	1.61%	1.33%	0.87%	0.85%	0.48%	0.66%	0.58%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	114	5	0	0	6	1	5	0	4	3	1	12	5	6	4	2	1	6	1	2	1	3	4	0	8	6	6	5	2	8	0	0	0	4	3									
		0.68%	0.90%	0.00%	0.00%	0.85%	0.17%	0.66%	0.00%	0.71%	0.82%	0.50%	1.68%	1.71%	1.33%	0.53%	0.34%	0.33%	1.10%	0.14%	0.56%	0.33%	0.46%	0.51%	0.00%	0.95%	0.86%	0.86%	0.80%	0.40%	1.77%	0.00%	0.00%	0.00%	0.53%	0.58%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	1	0	0	1	3	0	1	1	0	0	2	0	1	1	2	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	0	2	0									
		0.14%	0.18%	0.00%	0.00%	0.14%	0.51%	0.00%	0.50%	0.18%	0.00%	0.00%	0.28%	0.00%	0.22%	0.13%	0.34%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.13%	0.00%	0.12%	0.14%	0.14%	0.00%	0.20%	0.22%	0.43%	0.28%	0.00%	0.26%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	204	5	4	2	11	11	12	0	8	6	1	16	5	11	5	12	4	2	9	3	4	5	9	0	12	10	6	3	4	6	5	1	4	4	4									
		1.21%	0.90%	1.19%	1.19%	1.56%	1.86%	1.58%	0.00%	1.43%	1.63%	0.50%	2.24%	1.71%	2.44%	0.66%	2.01%	1.30%	0.37%	1.28%	0.84%	1.33%	0.76%	1.14%	0.00%	1.43%	1.43%	0.86%	0.48%	0.81%	1.33%	2.17%	0.28%	1.92%	0.53%	0.78%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2849	86	42	24	107	104	139	41	80	56	37	127	41	72	160	121	45	92	132	54	43	105	128	5	178	91	122	82	84	62	38	25	25	180	121									
		16.92%	15.41%	12.54%	14.29%	15.13%	17.60%	18.29%	20.50%	14.26%	15.26%	18.41%	17.76%	13.99%	15.96%	21.25%	20.30%	14.66%	16.88%	18.72%	15.17%	14.29%	15.96%	16.20%	11.11%	21.17%	12.98%	17.40%	13.18%	16.94%	13.72%	16.52%	7.12%	12.02%	23.78%	23.59%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	43	2	1	0	0	2	0	1	2	2	1	1	2	0	4	0	0	2	3	2	1	3	1	1	1	1	1	2	1	2	0	2	0	1	1									
		0.26%	0.36%	0.30%	0.00%	0.00%	0.34%	0.00%	0.50%	0.36%	0.54%	0.50%	0.14%	0.68%	0.00%	0.53%	0.00%	0.00%	0.37%	0.43%	0.56%	0.33%	0.46%	0.13%	2.22%	0.12%	0.14%	0.14%	0.32%	0.20%	0.44%	0.00%	0.57%	0.00%	0.13%	0.19%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1246	14	17	6	41	44	90	15	40	21	10	47	14	37	57	35	25	28	73	27	12	68	94	1	69	46	68	51	41	26	18	23	8	54	26									
		7.40%	2.51%	5.07%	3.57%	5.80%	7.45%	11.84%	7.50%	7.13%	5.72%	4.98%	6.57%	4.78%	8.20%	7.57%	5.87%	8.14%	5.14%	10.35%	7.58%	3.99%	10.33%	11.90%	2.22%	8.20%	6.56%	9.70%	8.20%	8.27%	5.75%	7.83%	6.55%	3.85%	7.13%	5.07%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
