Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
Наименование Избирательной комиссии:    Бугульминская городская																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	794	9	15	15	10	10	9	21	7	5	15	15	25	10	15	17	15	19	19	15	15	15	15	15	15	20	15	15	18	19	24	15	15	18	20	10	10	15	21	20	20	25	15	15	15	15	12	20	10	20	24	7	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	680	6	13	11	6	6	6	21	4	4	14	15	24	6	8	16	12	19	18	12	15	14	15	13	15	19	10	10	16	18	24	15	14	18	19	6	5	12	20	20	18	21	15	12	13	15	9	9	7	18	18	6	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	412	0	0	3	1	0	2	2	2	1	1	7	6	2	0	2	9	1	0	4	6	2	5	2	3	0	3	3	6	0	0	23	7	1	3	1	1	7	4	2	6	7	5	1	7	1	5	1	7	5	3	0	242	0					
14	Число погашенных открепительных удостоверений	114	3	2	4	4	4	3	0	3	1	1	0	1	4	7	1	3	0	1	3	0	1	0	2	0	1	5	5	2	1	0	0	1	0	1	4	5	3	1	0	2	4	0	3	2	0	3	11	3	2	6	1	0	0					
15	Число открепительных удостоверений выданных ТИК	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	"1. ""ЕДИНЕНИЕ"""	492	14	9	1	7	4	10	8	9	7	9	6	24	9	17	15	14	15	17	14	6	11	13	7	5	10	12	5	7	12	5	15	6	10	9	9	9	10	10	4	8	7	6	3	16	12	7	5	13	15	12	0	3	1					
		0.93%	1.42%	0.80%	0.09%	0.64%	1.19%	1.01%	0.53%	0.80%	0.80%	0.78%	0.57%	1.57%	1.09%	1.89%	1.22%	1.56%	1.01%	1.55%	1.27%	0.45%	1.09%	1.35%	0.82%	0.62%	1.11%	1.21%	0.64%	0.78%	1.19%	0.53%	1.97%	0.72%	0.95%	1.04%	0.96%	1.03%	0.76%	0.89%	0.39%	0.89%	0.67%	0.62%	0.39%	2.00%	1.01%	0.60%	0.64%	1.18%	0.89%	0.88%	0.0%	0.77%	0.30%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	569	7	5	7	4	0	7	21	8	11	9	8	11	4	3	3	18	16	17	9	10	14	15	23	13	11	10	7	14	21	14	8	7	12	15	12	7	10	18	8	6	23	16	1	4	14	19	7	12	15	16	12	7	0					
		1.07%	0.71%	0.44%	0.67%	0.36%	0.0%	0.70%	1.40%	0.71%	1.26%	0.78%	0.76%	0.71%	0.48%	0.33%	0.24%	2.01%	1.08%	1.55%	0.82%	0.75%	1.39%	1.56%	2.71%	1.61%	1.22%	1.01%	0.90%	1.56%	2.09%	1.51%	1.05%	0.84%	1.14%	1.74%	1.28%	0.80%	0.76%	1.61%	0.79%	0.66%	2.22%	1.65%	0.13%	0.50%	1.18%	1.64%	0.90%	1.09%	0.89%	1.17%	1.19%	1.81%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	909	15	16	15	12	2	15	26	26	14	13	22	11	10	33	20	22	28	22	13	9	20	31	16	14	0	27	17	15	22	16	15	20	19	12	22	6	19	14	16	24	21	17	18	12	24	19	14	14	24	24	29	3	1					
		1.72%	1.52%	1.42%	1.44%	1.10%	0.59%	1.51%	1.74%	2.32%	1.61%	1.13%	2.09%	0.71%	1.21%	3.67%	1.63%	2.46%	1.90%	2.01%	1.18%	0.67%	1.99%	3.23%	1.89%	1.74%	0.0%	2.73%	2.18%	1.67%	2.19%	1.72%	1.97%	2.40%	1.80%	1.39%	2.34%	0.69%	1.44%	1.25%	1.59%	2.67%	2.03%	1.75%	2.39%	1.50%	2.02%	1.64%	1.80%	1.27%	1.43%	1.76%	2.88%	0.77%	0.30%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1788	11	26	22	16	5	36	46	44	29	31	30	19	20	12	32	35	70	30	51	32	53	48	57	50	26	58	33	22	45	29	33	27	38	31	43	23	42	45	29	41	33	66	27	28	42	42	28	33	49	29	35	6	0					
		3.38%	1.11%	2.32%	2.12%	1.46%	1.48%	3.63%	3.08%	3.92%	3.34%	2.70%	2.85%	1.24%	2.43%	1.33%	2.61%	3.91%	4.75%	2.74%	4.65%	2.41%	5.27%	5.01%	6.73%	6.21%	2.88%	5.87%	4.24%	2.46%	4.49%	3.12%	4.34%	3.24%	3.61%	3.60%	4.58%	2.64%	3.19%	4.02%	2.88%	4.57%	3.19%	6.83%	3.59%	3.50%	3.54%	3.64%	3.60%	3.0%	2.93%	2.12%	3.47%	1.55%	0.0%					
22	"5. ""За Русь Святую"""	188	2	4	0	1	0	2	6	3	5	6	6	1	5	6	4	3	6	3	3	3	3	4	2	6	6	4	0	1	4	5	5	7	5	6	8	2	4	2	2	2	3	2	2	4	5	5	5	3	5	5	0	2	0					
		0.35%	0.20%	0.35%	0.0%	0.09%	0.0%	0.20%	0.40%	0.26%	0.57%	0.52%	0.57%	0.06%	0.60%	0.66%	0.32%	0.33%	0.40%	0.27%	0.27%	0.22%	0.29%	0.41%	0.23%	0.74%	0.66%	0.40%	0.0%	0.11%	0.39%	0.53%	0.65%	0.84%	0.47%	0.69%	0.85%	0.23%	0.30%	0.17%	0.19%	0.22%	0.29%	0.20%	0.26%	0.50%	0.42%	0.43%	0.64%	0.27%	0.29%	0.36%	0.0%	0.51%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	93	1	3	0	0	0	1	3	4	1	2	4	2	0	0	0	4	1	0	1	2	2	1	1	0	3	6	1	3	4	0	2	5	3	2	4	3	2	3	2	1	0	0	0	3	2	1	1	2	5	1	0	0	1					
		0.17%	0.10%	0.26%	0.0%	0.0%	0.0%	0.10%	0.20%	0.35%	0.11%	0.17%	0.38%	0.13%	0.0%	0.0%	0.0%	0.44%	0.06%	0.0%	0.09%	0.15%	0.19%	0.10%	0.11%	0.0%	0.33%	0.60%	0.12%	0.33%	0.39%	0.0%	0.26%	0.60%	0.28%	0.23%	0.42%	0.34%	0.15%	0.26%	0.19%	0.11%	0.0%	0.0%	0.0%	0.37%	0.16%	0.08%	0.12%	0.18%	0.29%	0.07%	0.0%	0.0%	0.30%					
24	"7. ""Новый курс - Автомобильная Россия"""	383	11	6	0	0	2	4	14	8	7	9	5	9	6	7	9	9	10	2	12	4	5	8	7	12	8	9	9	5	7	11	4	4	6	5	8	6	15	12	11	10	5	5	5	8	11	13	0	7	19	13	0	1	0					
		0.72%	1.11%	0.53%	0.0%	0.0%	0.59%	0.40%	0.93%	0.71%	0.80%	0.78%	0.47%	0.58%	0.72%	0.78%	0.73%	1.00%	0.67%	0.18%	1.09%	0.30%	0.49%	0.83%	0.82%	1.49%	0.88%	0.91%	1.15%	0.55%	0.69%	1.18%	0.52%	0.48%	0.57%	0.58%	0.85%	0.69%	1.14%	1.07%	1.09%	1.11%	0.48%	0.51%	0.66%	1.00%	0.92%	1.12%	0.0%	0.63%	1.13%	0.95%	0.0%	0.25%	0.0%					
25	"8. ""Народно-республиканская партия России"""	40	0	0	0	0	0	1	3	1	3	1	2	1	1	0	3	0	1	1	1	1	0	1	0	0	2	1	0	1	2	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	4	1	0	1	1	0	0	0	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.20%	0.08%	0.34%	0.08%	0.19%	0.06%	0.12%	0.0%	0.24%	0.0%	0.06%	0.09%	0.09%	0.07%	0.0%	0.10%	0.0%	0.0%	0.22%	0.10%	0.0%	0.11%	0.19%	0.0%	0.13%	0.0%	0.09%	0.11%	0.0%	0.0%	0.0%	0.08%	0.09%	0.0%	0.0%	0.0%	0.0%	0.12%	0.33%	0.08%	0.0%	0.09%	0.05%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	123	0	4	1	1	0	4	4	2	2	3	5	3	0	4	4	2	6	3	3	2	1	2	3	4	1	2	1	1	2	6	0	1	3	2	3	1	2	4	2	1	4	3	2	2	5	1	2	3	1	3	0	1	1					
		0.23%	0.0%	0.35%	0.09%	0.09%	0.0%	0.40%	0.26%	0.17%	0.23%	0.26%	0.47%	0.19%	0.0%	0.44%	0.32%	0.22%	0.40%	0.27%	0.27%	0.15%	0.09%	0.20%	0.35%	0.49%	0.11%	0.20%	0.12%	0.11%	0.19%	0.64%	0.0%	0.12%	0.28%	0.23%	0.32%	0.11%	0.15%	0.35%	0.19%	0.11%	0.38%	0.31%	0.26%	0.25%	0.42%	0.08%	0.25%	0.27%	0.05%	0.22%	0.0%	0.25%	0.30%					
27	"10. ""Аграрная партия России"""	733	6	16	5	12	11	12	10	13	15	17	17	22	19	18	26	12	15	14	10	9	12	23	10	10	17	21	22	13	14	14	16	4	13	14	17	10	22	15	15	15	9	23	13	22	16	13	4	5	16	15	15	4	2					
		1.38%	0.61%	1.42%	0.48%	1.10%	3.27%	1.21%	0.67%	1.16%	1.72%	1.48%	1.61%	1.43%	2.31%	2.00%	2.12%	1.34%	1.01%	1.28%	0.91%	0.67%	1.19%	2.40%	1.18%	1.24%	1.88%	2.12%	2.83%	1.45%	1.39%	1.51%	2.10%	0.48%	1.23%	1.62%	1.81%	1.15%	1.67%	1.34%	1.49%	1.67%	0.87%	2.38%	1.72%	2.75%	1.35%	1.12%	0.51%	0.45%	0.95%	1.10%	1.49%	1.03%	0.61%					
28	"11. ""Истинные патриоты России"""	61	4	0	0	1	0	1	1	0	1	1	3	2	0	0	5	2	0	0	0	1	3	1	0	1	2	0	0	2	3	0	1	0	2	1	6	0	2	1	0	0	0	0	2	0	4	0	1	4	1	1	0	1	0					
		0.11%	0.40%	0.0%	0.0%	0.09%	0.0%	0.10%	0.06%	0.0%	0.11%	0.08%	0.28%	0.13%	0.0%	0.0%	0.40%	0.22%	0.0%	0.0%	0.0%	0.07%	0.29%	0.10%	0.0%	0.12%	0.22%	0.0%	0.0%	0.22%	0.29%	0.0%	0.13%	0.0%	0.19%	0.11%	0.64%	0.0%	0.15%	0.08%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.33%	0.0%	0.12%	0.36%	0.05%	0.07%	0.0%	0.25%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	582	5	14	1	13	3	6	11	21	12	17	9	13	4	12	11	7	11	11	16	13	12	8	13	13	10	12	5	15	14	9	9	6	18	9	9	10	11	18	19	9	19	11	10	4	12	18	15	8	14	16	13	2	1					
		1.10%	0.50%	1.25%	0.09%	1.19%	0.89%	0.60%	0.73%	1.87%	1.38%	1.48%	0.85%	0.85%	0.48%	1.33%	0.90%	0.78%	0.74%	1.00%	1.45%	0.97%	1.19%	0.83%	1.53%	1.61%	1.11%	1.21%	0.64%	1.67%	1.39%	0.97%	1.18%	0.72%	1.71%	1.04%	0.96%	1.15%	0.83%	1.61%	1.88%	1.00%	1.83%	1.13%	1.32%	0.50%	1.01%	1.56%	1.93%	0.72%	0.83%	1.17%	1.29%	0.51%	0.30%					
30	"13. ""Демократическая партия России"""	80	0	6	0	1	0	2	1	0	1	0	3	7	0	0	2	1	3	0	3	0	3	1	3	0	1	1	0	2	3	1	3	1	0	0	4	3	2	0	1	3	6	0	2	3	3	1	0	2	0	1	0	0	0					
		0.15%	0.0%	0.53%	0.0%	0.09%	0.0%	0.20%	0.06%	0.0%	0.11%	0.0%	0.28%	0.45%	0.0%	0.0%	0.16%	0.11%	0.20%	0.0%	0.27%	0.0%	0.29%	0.10%	0.35%	0.0%	0.11%	0.10%	0.0%	0.22%	0.29%	0.10%	0.39%	0.12%	0.0%	0.0%	0.42%	0.34%	0.15%	0.0%	0.09%	0.33%	0.58%	0.0%	0.26%	0.37%	0.25%	0.08%	0.0%	0.18%	0.0%	0.07%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	66	1	1	1	2	1	2	1	1	2	1	0	3	1	0	1	2	1	0	1	7	3	1	0	2	2	0	2	2	3	0	2	2	1	0	4	0	2	1	0	1	0	0	2	1	2	0	0	0	0	2	0	2	0					
		0.12%	0.10%	0.08%	0.09%	0.18%	0.29%	0.20%	0.06%	0.08%	0.23%	0.08%	0.0%	0.19%	0.12%	0.0%	0.08%	0.22%	0.06%	0.0%	0.09%	0.52%	0.29%	0.10%	0.0%	0.24%	0.22%	0.0%	0.25%	0.22%	0.29%	0.0%	0.26%	0.24%	0.09%	0.0%	0.42%	0.0%	0.15%	0.08%	0.0%	0.11%	0.0%	0.0%	0.26%	0.12%	0.16%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.51%	0.0%					
32	"15. ""Партия СЛОН"""	64	1	1	1	2	1	3	0	2	3	1	5	1	0	3	0	2	3	1	1	0	2	3	2	0	1	1	0	0	0	0	2	0	2	1	0	1	3	0	1	0	4	4	0	1	0	1	1	0	0	1	0	2	0					
		0.12%	0.10%	0.08%	0.09%	0.18%	0.29%	0.30%	0.0%	0.17%	0.34%	0.08%	0.47%	0.06%	0.0%	0.33%	0.0%	0.22%	0.20%	0.09%	0.09%	0.0%	0.19%	0.31%	0.23%	0.0%	0.11%	0.10%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.19%	0.11%	0.0%	0.11%	0.22%	0.0%	0.09%	0.0%	0.38%	0.41%	0.0%	0.12%	0.0%	0.08%	0.12%	0.0%	0.0%	0.07%	0.0%	0.51%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2369	22	53	15	34	11	39	62	81	36	37	43	81	21	24	57	55	67	35	47	38	66	54	39	39	49	62	30	47	51	57	27	54	60	31	33	33	38	80	55	60	75	41	39	28	52	46	35	46	83	57	40	3	1					
		4.48%	2.23%	4.73%	1.44%	3.12%	3.27%	3.93%	4.15%	7.23%	4.14%	3.22%	4.09%	5.30%	2.55%	2.67%	4.66%	6.15%	4.55%	3.20%	4.28%	2.86%	6.57%	5.63%	4.60%	4.85%	5.44%	6.28%	3.86%	5.25%	5.09%	6.14%	3.55%	6.49%	5.70%	3.60%	3.52%	3.79%	2.88%	7.15%	5.46%	6.68%	7.25%	4.24%	5.18%	3.50%	4.39%	3.99%	4.51%	4.18%	4.96%	4.18%	3.97%	0.77%	0.30%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	112	2	2	3	1	0	1	2	2	2	7	2	6	0	1	6	4	2	2	2	1	2	0	1	0	2	2	2	1	1	1	4	2	4	1	7	3	1	0	0	0	1	2	3	5	2	3	3	0	5	3	0	3	0					
		0.21%	0.20%	0.17%	0.28%	0.09%	0.0%	0.10%	0.13%	0.17%	0.23%	0.60%	0.19%	0.39%	0.0%	0.11%	0.49%	0.44%	0.13%	0.18%	0.18%	0.07%	0.19%	0.0%	0.11%	0.0%	0.22%	0.20%	0.25%	0.11%	0.09%	0.10%	0.52%	0.24%	0.38%	0.11%	0.74%	0.34%	0.07%	0.0%	0.0%	0.0%	0.09%	0.20%	0.39%	0.62%	0.16%	0.26%	0.38%	0.0%	0.29%	0.22%	0.0%	0.77%	0.0%					
35	"18. ""ЛДПР"""	5990	137	151	53	116	45	133	223	148	131	171	140	193	118	126	176	113	122	85	147	96	114	93	90	93	55	103	72	107	95	99	111	95	21	39	117	63	156	162	140	107	77	89	86	97	190	181	92	139	186	175	74	33	15					
		11.33%	13.93%	13.49%	5.12%	10.65%	13.39%	13.43%	14.94%	13.21%	15.09%	14.89%	13.33%	12.63%	14.35%	14.04%	14.40%	12.63%	8.28%	7.78%	13.41%	7.23%	11.35%	9.70%	10.63%	11.56%	6.11%	10.43%	9.26%	11.96%	9.49%	10.67%	14.60%	11.43%	1.99%	4.52%	12.48%	7.24%	11.86%	14.49%	13.91%	11.92%	7.44%	9.21%	11.43%	12.15%	16.04%	15.71%	11.85%	12.63%	11.12%	12.84%	7.35%	8.54%	4.61%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	2701	42	42	21	41	11	55	119	62	33	54	37	112	62	59	60	42	30	54	43	39	37	74	63	54	50	42	38	38	60	59	43	37	52	53	28	39	82	61	56	60	43	57	49	45	72	86	27	64	93	66	40	12	3					
		5.11%	4.27%	3.75%	2.02%	3.76%	3.27%	5.55%	7.97%	5.53%	3.80%	4.70%	3.52%	7.32%	7.54%	6.57%	4.90%	4.69%	2.03%	4.94%	3.92%	2.93%	3.68%	7.72%	7.44%	6.71%	5.55%	4.25%	4.89%	4.25%	5.99%	6.36%	5.65%	4.45%	4.94%	6.15%	2.98%	4.48%	6.23%	5.45%	5.56%	6.68%	4.15%	5.90%	6.51%	5.63%	6.08%	7.46%	3.47%	5.81%	5.56%	4.84%	3.97%	3.10%	0.92%					
37	"20. ""Политическая партия ""Единая Россия"""	27055	577	556	755	659	194	483	715	472	427	576	495	768	437	405	586	388	897	682	549	871	498	424	355	338	492	452	420	449	440	411	340	408	584	470	478	438	658	469	440	400	540	536	352	379	521	506	432	523	909	699	648	276	278					
		51.20%	58.69%	49.68%	72.94%	60.51%	57.73%	48.78%	47.92%	42.14%	49.19%	50.17%	47.14%	50.26%	53.16%	45.15%	47.95%	43.40%	60.93%	62.45%	50.09%	65.63%	49.60%	44.25%	41.96%	42.03%	54.66%	45.79%	54.05%	50.22%	43.95%	44.33%	44.73%	49.09%	55.56%	54.58%	51.01%	50.40%	50.03%	41.94%	43.73%	44.59%	52.22%	55.48%	46.80%	47.49%	44.00%	43.92%	55.67%	47.54%	54.36%	51.32%	64.41%	71.50%	85.53%					
38	"21. ""Российская Конституционно-демократическая партия"""	109	2	3	1	3	3	4	3	0	4	1	3	6	0	2	0	3	1	6	1	1	0	1	3	3	1	2	0	1	3	0	1	3	6	2	2	3	6	6	2	0	0	1	2	1	3	2	0	5	2	1	0	0	0					
		0.20%	0.20%	0.26%	0.09%	0.27%	0.89%	0.40%	0.20%	0.0%	0.46%	0.08%	0.28%	0.39%	0.0%	0.22%	0.0%	0.33%	0.06%	0.54%	0.09%	0.07%	0.0%	0.10%	0.35%	0.37%	0.11%	0.20%	0.0%	0.11%	0.29%	0.0%	0.13%	0.36%	0.57%	0.23%	0.21%	0.34%	0.45%	0.53%	0.19%	0.0%	0.0%	0.10%	0.26%	0.12%	0.25%	0.17%	0.0%	0.45%	0.11%	0.07%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	189	5	2	1	0	1	7	2	3	1	10	4	2	0	1	2	4	2	1	9	1	3	1	5	1	4	7	1	1	5	6	0	2	6	3	5	4	6	4	5	7	4	3	2	9	8	8	2	4	4	5	4	2	0					
		0.35%	0.50%	0.17%	0.09%	0.0%	0.29%	0.70%	0.13%	0.26%	0.11%	0.87%	0.38%	0.13%	0.0%	0.11%	0.16%	0.44%	0.13%	0.09%	0.82%	0.07%	0.29%	0.10%	0.59%	0.12%	0.44%	0.70%	0.12%	0.11%	0.49%	0.64%	0.0%	0.24%	0.57%	0.34%	0.53%	0.46%	0.45%	0.35%	0.49%	0.78%	0.38%	0.31%	0.26%	1.12%	0.67%	0.69%	0.25%	0.36%	0.23%	0.36%	0.39%	0.51%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5196	60	139	89	118	35	113	124	144	81	113	127	129	71	115	112	100	74	71	98	153	86	102	105	90	84	100	81	75	101	100	73	93	114	101	52	135	151	109	116	94	80	51	101	80	126	118	73	137	169	154	61	4	14					
		9.83%	6.10%	12.42%	8.59%	10.83%	10.41%	11.41%	8.31%	12.85%	9.33%	9.84%	12.09%	8.44%	8.63%	12.82%	9.16%	11.18%	5.02%	6.50%	8.94%	11.52%	8.56%	10.64%	12.41%	11.19%	9.33%	10.13%	10.42%	8.38%	10.08%	10.78%	9.60%	11.19%	10.84%	11.73%	5.54%	15.53%	11.48%	9.74%	11.53%	10.47%	7.73%	5.27%	13.43%	10.02%	10.64%	10.24%	9.40%	12.45%	10.10%	11.30%	6.06%	1.03%	4.30%					
																																																												
41	Против всех	2294	50	57	39	32	6	39	71	50	40	46	59	82	31	38	52	44	82	33	47	23	47	44	41	48	47	39	27	35	66	84	32	35	46	46	44	51	58	64	73	0	56	15	24	32	41	48	16	60	47	56	27	19	5					
		4.34%	5.08%	5.09%	3.76%	2.93%	1.78%	3.93%	4.75%	4.46%	4.60%	4.00%	5.61%	5.36%	3.77%	4.23%	4.25%	4.92%	5.57%	3.02%	4.28%	1.73%	4.68%	4.59%	4.84%	5.97%	5.22%	3.95%	3.47%	3.91%	6.59%	9.06%	4.21%	4.21%	4.37%	5.34%	4.69%	5.86%	4.41%	5.72%	7.25%	0.0%	5.41%	1.55%	3.19%	4.01%	3.46%	4.16%	2.06%	5.45%	2.81%	4.11%	2.68%	4.92%	1.53%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
