Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
Наименование Избирательной комиссии:    Колпашевская																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	187	10	1	4	9	1	3	3	5	2	3	1	4	3	14	7	7	1	1	2	1	10	7	5	8	2	1	4	0	0	3	0	2	3	8	20	0	7	0	0	2	2	7	0	0	1	0	0	8	0	0	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	174	7	1	59	3	2	1	4	2	1	0	2	1	0	4	12	4	0	0	1	1	2	0	2	9	1	5	0	1	2	4	3	1	0	1	1	3	2	0	0	0	0	18	1	0	0	0	0	3	3	3	1	3					
14	Число погашенных открепительных удостоверений	355	0	9	6	1	9	7	7	5	8	7	9	6	7	1	3	3	9	9	8	9	2	3	5	2	8	9	6	10	10	7	10	8	7	2	5	10	3	10	10	8	8	3	10	10	9	10	10	2	10	10	9	6					
15	Число открепительных удостоверений выданных ТИК	32	1	0	0	2	2	0	0	2	0	2	0	0	0	0	2	2	2	2	2	0	0	1	1	3	1	0	1	2	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	"1. ""ЕДИНЕНИЕ"""	292	11	11	6	5	6	1	2	6	9	3	6	8	5	2	10	7	6	2	6	8	6	6	12	7	6	4	7	7	2	1	1	6	0	1	5	4	20	0	8	8	4	14	1	8	4	0	6	18	1	0	5	0					
		1.45%	1.06%	2.70%	0.97%	0.74%	1.13%	0.18%	0.25%	0.94%	1.93%	0.57%	1.92%	1.39%	1.23%	0.29%	2.24%	1.14%	1.18%	0.57%	1.60%	1.56%	1.51%	1.29%	1.76%	1.13%	2.03%	3.53%	1.14%	1.64%	1.76%	0.88%	2.04%	2.24%	0.0%	0.57%	4.0%	1.32%	4.04%	0.0%	3.10%	1.62%	1.62%	1.88%	2.17%	4.25%	3.70%	0.0%	3.68%	3.79%	0.60%	0.0%	4.09%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	646	47	15	19	37	23	29	53	18	6	26	20	22	14	20	32	26	7	10	12	12	7	17	17	18	6	4	25	6	2	2	3	10	2	0	1	2	5	2	12	8	2	30	0	5	1	0	1	1	2	1	0	6					
		3.21%	4.54%	3.68%	3.07%	5.48%	4.34%	5.26%	6.71%	2.83%	1.28%	5.0%	6.41%	3.84%	3.44%	2.90%	7.19%	4.26%	1.38%	2.87%	3.21%	2.34%	1.77%	3.66%	2.5%	2.90%	2.03%	3.53%	4.10%	1.41%	1.76%	1.76%	6.12%	3.74%	0.52%	0.0%	0.8%	0.66%	1.01%	2.08%	4.65%	1.62%	0.81%	4.04%	0.0%	2.65%	0.92%	0.0%	0.61%	0.21%	1.21%	0.97%	0.0%	3.29%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	774	31	20	29	26	27	8	32	23	8	19	11	18	11	40	15	16	16	9	28	45	16	23	27	32	11	1	19	17	10	5	0	11	8	5	3	12	9	5	18	15	12	21	0	8	4	8	4	15	5	4	2	12					
		3.85%	2.99%	4.91%	4.69%	3.85%	5.10%	1.45%	4.05%	3.61%	1.71%	3.65%	3.52%	3.14%	2.70%	5.80%	3.37%	2.62%	3.16%	2.58%	7.50%	8.78%	4.05%	4.95%	3.97%	5.16%	3.72%	0.88%	3.11%	4.0%	8.84%	4.42%	0.0%	4.11%	2.11%	2.89%	2.4%	3.96%	1.81%	5.20%	6.97%	3.04%	4.87%	2.83%	0.0%	4.25%	3.70%	12.30%	2.45%	3.16%	3.04%	3.88%	1.63%	6.59%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1264	64	31	44	68	32	65	71	67	42	27	41	38	27	68	27	25	31	34	31	42	18	31	33	40	16	3	42	29	6	3	0	5	17	0	3	6	9	5	5	36	10	31	0	9	4	0	1	12	2	1	2	10					
		6.30%	6.18%	7.61%	7.11%	10.08%	6.04%	11.79%	8.99%	10.53%	9.01%	5.19%	13.14%	6.64%	6.65%	9.86%	6.06%	4.10%	6.13%	9.77%	8.31%	8.20%	4.55%	6.68%	4.85%	6.46%	5.42%	2.65%	6.89%	6.82%	5.30%	2.65%	0.0%	1.87%	4.48%	0.0%	2.4%	1.98%	1.81%	5.20%	1.93%	7.30%	4.06%	4.17%	0.0%	4.78%	3.70%	0.0%	0.61%	2.53%	1.21%	0.97%	1.63%	5.49%					
22	"5. ""За Русь Святую"""	107	4	2	4	0	3	2	4	2	0	3	1	2	2	0	0	2	1	1	2	0	1	6	3	5	3	0	6	5	0	0	0	1	2	2	1	2	3	0	0	5	2	7	1	3	3	2	0	5	0	0	0	4					
		0.53%	0.38%	0.49%	0.64%	0.0%	0.56%	0.36%	0.50%	0.31%	0.0%	0.57%	0.32%	0.34%	0.49%	0.0%	0.0%	0.32%	0.19%	0.28%	0.53%	0.0%	0.25%	1.29%	0.44%	0.80%	1.01%	0.0%	0.98%	1.17%	0.0%	0.0%	0.0%	0.37%	0.52%	1.15%	0.8%	0.66%	0.60%	0.0%	0.0%	1.01%	0.81%	0.94%	2.17%	1.59%	2.77%	3.07%	0.0%	1.05%	0.0%	0.0%	0.0%	2.19%					
23	"6. ""Объединенная Российская партия ""Русь"""	65	4	1	2	2	1	2	0	1	0	2	0	1	1	1	5	0	0	1	0	2	3	1	4	0	2	0	2	0	1	1	0	1	4	0	1	2	0	0	1	1	1	3	1	0	0	2	1	4	1	0	0	2					
		0.32%	0.38%	0.24%	0.32%	0.29%	0.18%	0.36%	0.0%	0.15%	0.0%	0.38%	0.0%	0.17%	0.24%	0.14%	1.12%	0.0%	0.0%	0.28%	0.0%	0.39%	0.75%	0.21%	0.58%	0.0%	0.67%	0.0%	0.32%	0.0%	0.88%	0.88%	0.0%	0.37%	1.05%	0.0%	0.8%	0.66%	0.0%	0.0%	0.38%	0.20%	0.40%	0.40%	2.17%	0.0%	0.0%	3.07%	0.61%	0.84%	0.60%	0.0%	0.0%	1.09%					
24	"7. ""Новый курс - Автомобильная Россия"""	91	5	3	4	4	0	2	1	3	4	6	0	3	2	8	2	4	3	2	2	3	1	0	2	2	0	2	1	0	0	0	0	0	2	5	0	0	0	0	0	3	0	3	1	0	0	0	2	1	1	3	0	1					
		0.45%	0.48%	0.73%	0.64%	0.59%	0.0%	0.36%	0.12%	0.47%	0.85%	1.15%	0.0%	0.52%	0.49%	1.16%	0.44%	0.65%	0.59%	0.57%	0.53%	0.58%	0.25%	0.0%	0.29%	0.32%	0.0%	1.76%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	2.89%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.40%	2.17%	0.0%	0.0%	0.0%	1.22%	0.21%	0.60%	2.91%	0.0%	0.54%					
25	"8. ""Народно-республиканская партия России"""	25	1	1	0	2	0	2	0	0	1	1	0	2	0	1	0	1	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	2	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1					
		0.12%	0.09%	0.24%	0.0%	0.29%	0.0%	0.36%	0.0%	0.0%	0.21%	0.19%	0.0%	0.34%	0.0%	0.14%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.16%	0.0%	0.0%	0.32%	0.0%	0.88%	0.0%	0.0%	0.0%	0.0%	0.0%	1.6%	0.66%	0.0%	0.0%	0.38%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%					
26	"9. ""Российская экологическая партия ""Зеленые"""	58	7	2	3	4	1	1	2	1	1	2	0	0	1	1	0	2	2	0	0	1	3	2	0	3	2	0	2	2	0	0	0	0	1	0	1	1	1	0	0	0	2	4	1	1	0	0	0	1	0	0	0	0					
		0.28%	0.67%	0.49%	0.48%	0.59%	0.18%	0.18%	0.25%	0.15%	0.21%	0.38%	0.0%	0.0%	0.24%	0.14%	0.0%	0.32%	0.39%	0.0%	0.0%	0.19%	0.75%	0.43%	0.0%	0.48%	0.67%	0.0%	0.32%	0.47%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.8%	0.33%	0.20%	0.0%	0.0%	0.0%	0.81%	0.53%	2.17%	0.53%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	523	15	7	17	17	11	18	20	13	9	8	14	7	6	7	17	9	18	12	10	8	29	15	12	14	7	4	16	8	4	2	0	11	9	4	0	6	15	0	16	5	6	31	4	14	3	4	5	20	3	3	7	3					
		2.60%	1.44%	1.71%	2.75%	2.52%	2.07%	3.26%	2.53%	2.04%	1.93%	1.53%	4.48%	1.22%	1.47%	1.01%	3.82%	1.47%	3.56%	3.44%	2.68%	1.56%	7.34%	3.23%	1.76%	2.26%	2.37%	3.53%	2.62%	1.88%	3.53%	1.76%	0.0%	4.11%	2.37%	2.31%	0.0%	1.98%	3.03%	0.0%	6.20%	1.01%	2.43%	4.17%	8.69%	7.44%	2.77%	6.15%	3.06%	4.21%	1.82%	2.91%	5.73%	1.64%					
28	"11. ""Истинные патриоты России"""	18	3	0	0	2	0	0	1	0	2	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1					
		0.08%	0.28%	0.0%	0.0%	0.29%	0.0%	0.0%	0.12%	0.0%	0.42%	0.19%	0.32%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	1.22%	0.0%	0.0%	0.0%	0.0%	0.54%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	206	18	1	10	6	8	3	6	5	4	4	6	6	2	4	5	11	7	4	0	6	3	3	14	4	2	0	8	3	3	4	1	0	3	3	1	2	5	1	2	3	4	7	0	3	3	0	1	3	0	1	0	3					
		1.02%	1.73%	0.24%	1.61%	0.89%	1.51%	0.54%	0.76%	0.78%	0.85%	0.76%	1.92%	1.04%	0.49%	0.58%	1.12%	1.80%	1.38%	1.14%	0.0%	1.17%	0.75%	0.64%	2.05%	0.64%	0.67%	0.0%	1.31%	0.70%	2.65%	3.53%	2.04%	0.0%	0.79%	1.73%	0.8%	0.66%	1.01%	1.04%	0.77%	0.60%	1.62%	0.94%	0.0%	1.59%	2.77%	0.0%	0.61%	0.63%	0.0%	0.97%	0.0%	1.64%					
30	"13. ""Демократическая партия России"""	81	2	2	4	3	5	3	7	1	1	0	0	4	3	6	2	3	2	1	0	0	1	2	0	0	2	2	3	0	1	1	1	0	2	1	0	1	0	0	0	3	0	3	1	1	2	0	2	3	0	0	0	0					
		0.40%	0.19%	0.49%	0.64%	0.44%	0.94%	0.54%	0.88%	0.15%	0.21%	0.0%	0.0%	0.69%	0.73%	0.87%	0.44%	0.49%	0.39%	0.28%	0.0%	0.0%	0.25%	0.43%	0.0%	0.0%	0.67%	1.76%	0.49%	0.0%	0.88%	0.88%	2.04%	0.0%	0.52%	0.57%	0.0%	0.33%	0.0%	0.0%	0.0%	0.60%	0.0%	0.40%	2.17%	0.53%	1.85%	0.0%	1.22%	0.63%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	54	4	0	3	0	1	0	2	5	0	0	2	0	1	1	1	1	1	0	3	1	1	1	3	2	1	1	1	2	0	0	1	2	1	0	1	0	2	0	0	2	1	2	0	0	1	0	0	1	1	0	1	0					
		0.26%	0.38%	0.0%	0.48%	0.0%	0.18%	0.0%	0.25%	0.78%	0.0%	0.0%	0.64%	0.0%	0.24%	0.14%	0.22%	0.16%	0.19%	0.0%	0.80%	0.19%	0.25%	0.21%	0.44%	0.32%	0.33%	0.88%	0.16%	0.47%	0.0%	0.0%	2.04%	0.74%	0.26%	0.0%	0.8%	0.0%	0.40%	0.0%	0.0%	0.40%	0.40%	0.26%	0.0%	0.0%	0.92%	0.0%	0.0%	0.21%	0.60%	0.0%	0.81%	0.0%					
32	"15. ""Партия СЛОН"""	41	3	0	0	1	1	1	1	2	1	0	1	3	0	0	2	1	1	0	0	0	0	2	3	0	0	1	0	1	0	0	2	1	1	1	1	0	1	1	0	1	0	4	1	0	0	0	0	0	1	0	1	0					
		0.20%	0.28%	0.0%	0.0%	0.14%	0.18%	0.18%	0.12%	0.31%	0.21%	0.0%	0.32%	0.52%	0.0%	0.0%	0.44%	0.16%	0.19%	0.0%	0.0%	0.0%	0.0%	0.43%	0.44%	0.0%	0.0%	0.88%	0.0%	0.23%	0.0%	0.0%	4.08%	0.37%	0.26%	0.57%	0.8%	0.0%	0.20%	1.04%	0.0%	0.20%	0.0%	0.53%	2.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.81%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1400	80	29	48	82	41	74	79	57	47	42	19	51	36	56	34	33	29	12	24	30	16	40	47	60	13	4	47	16	2	3	3	21	20	7	9	25	24	9	5	31	7	40	0	3	4	6	0	10	11	1	2	11					
		6.97%	7.72%	7.12%	7.76%	12.16%	7.75%	13.43%	10.01%	8.96%	10.08%	8.07%	6.08%	8.91%	8.86%	8.12%	7.64%	5.41%	5.74%	3.44%	6.43%	5.85%	4.05%	8.62%	6.91%	9.69%	4.40%	3.53%	7.71%	3.76%	1.76%	2.65%	6.12%	7.86%	5.27%	4.04%	7.2%	8.25%	4.84%	9.37%	1.93%	6.28%	2.84%	5.39%	0.0%	1.59%	3.70%	9.23%	0.0%	2.10%	6.70%	0.97%	1.63%	6.04%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	58	2	2	2	1	4	1	0	0	2	3	1	2	1	2	1	1	0	0	2	1	2	1	2	1	1	0	1	1	0	0	0	0	7	0	1	1	2	1	0	2	2	1	0	0	0	0	0	2	0	1	0	1					
		0.28%	0.19%	0.49%	0.32%	0.14%	0.75%	0.18%	0.0%	0.0%	0.42%	0.57%	0.32%	0.34%	0.24%	0.29%	0.22%	0.16%	0.0%	0.0%	0.53%	0.19%	0.50%	0.21%	0.29%	0.16%	0.33%	0.0%	0.16%	0.23%	0.0%	0.0%	0.0%	0.0%	1.84%	0.0%	0.8%	0.33%	0.40%	1.04%	0.0%	0.40%	0.81%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.97%	0.0%	0.54%					
35	"18. ""ЛДПР"""	2965	195	64	93	79	85	63	85	57	82	104	33	105	60	85	60	99	60	53	31	65	55	58	86	74	44	22	96	82	25	33	2	43	69	30	18	23	49	18	46	115	42	94	6	25	15	17	16	107	33	23	21	20					
		14.77%	18.84%	15.72%	15.04%	11.72%	16.06%	11.43%	10.77%	8.96%	17.59%	20.0%	10.57%	18.35%	14.77%	12.33%	13.48%	16.25%	11.88%	15.22%	8.31%	12.69%	13.92%	12.5%	12.64%	11.95%	14.91%	19.46%	15.76%	19.29%	22.12%	29.20%	4.08%	16.10%	18.20%	17.34%	14.4%	7.59%	9.89%	18.75%	17.82%	23.32%	17.07%	12.66%	13.04%	13.29%	13.88%	26.15%	9.81%	22.57%	20.12%	22.33%	17.21%	10.98%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	475	16	5	22	16	16	5	14	18	10	6	12	14	16	18	12	16	9	11	9	9	7	20	25	16	4	4	17	10	2	2	0	14	9	1	5	5	11	0	5	17	6	18	0	0	1	2	11	0	3	1	2	3					
		2.36%	1.54%	1.22%	3.55%	2.37%	3.02%	0.90%	1.77%	2.83%	2.14%	1.15%	3.84%	2.44%	3.94%	2.61%	2.69%	2.62%	1.78%	3.16%	2.41%	1.75%	1.77%	4.31%	3.67%	2.58%	1.35%	3.53%	2.79%	2.35%	1.76%	1.76%	0.0%	5.24%	2.37%	0.57%	4.0%	1.65%	2.22%	0.0%	1.93%	3.44%	2.43%	2.42%	0.0%	0.0%	0.92%	3.07%	6.74%	0.0%	1.82%	0.97%	1.63%	1.64%					
37	"20. ""Политическая партия ""Единая Россия"""	6785	340	139	172	195	178	161	218	196	120	172	75	167	141	215	132	211	190	109	151	174	116	121	239	197	127	47	199	159	33	42	23	93	167	93	58	152	242	27	104	166	87	314	12	64	32	17	74	140	50	22	51	61					
		33.81%	32.85%	34.15%	27.83%	28.93%	33.64%	29.21%	27.62%	30.81%	25.75%	33.07%	24.03%	29.19%	34.72%	31.20%	29.66%	34.64%	37.62%	31.32%	40.48%	33.98%	29.36%	26.07%	35.14%	31.82%	43.05%	41.59%	32.67%	37.41%	29.20%	37.16%	46.93%	34.83%	44.06%	53.75%	46.4%	50.16%	48.88%	28.12%	40.31%	33.67%	35.36%	42.31%	26.08%	34.04%	29.62%	26.15%	45.39%	29.53%	30.48%	21.35%	41.80%	33.51%					
38	"21. ""Российская Конституционно-демократическая партия"""	30	1	1	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	3	1	0	1	0	0	1	0	0	2	0	0	0	3	0	1	0	1	2	0	0	1	0	0	1	2					
		0.14%	0.09%	0.24%	0.16%	0.14%	0.0%	0.18%	0.12%	0.0%	0.0%	0.19%	0.32%	0.0%	0.0%	0.14%	0.0%	0.0%	0.19%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.23%	0.0%	0.88%	0.0%	0.0%	0.26%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.60%	0.0%	0.13%	0.0%	0.53%	1.85%	0.0%	0.0%	0.21%	0.0%	0.0%	0.81%	1.09%					
39	"22. ""Развитие предпринимательства"""	52	4	0	1	1	1	0	3	0	3	0	0	0	0	5	4	1	3	1	4	3	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	2	0	0	0	3	0	0	0	1					
		0.25%	0.38%	0.0%	0.16%	0.14%	0.18%	0.0%	0.38%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.72%	0.89%	0.16%	0.59%	0.28%	1.07%	0.58%	0.0%	0.0%	0.29%	0.16%	0.0%	0.0%	0.16%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%	1.06%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.54%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2861	109	48	95	87	45	84	133	127	88	56	49	85	54	103	60	102	79	52	43	74	92	84	108	88	40	8	78	51	13	7	3	34	29	15	9	46	81	19	28	54	48	56	9	25	18	5	23	112	33	33	21	18					
		14.26%	10.53%	11.79%	15.37%	12.90%	8.50%	15.24%	16.85%	19.96%	18.88%	10.76%	15.70%	14.86%	13.30%	14.94%	13.48%	16.74%	15.64%	14.94%	11.52%	14.45%	23.29%	18.10%	15.88%	14.21%	13.55%	7.07%	12.80%	12.0%	11.50%	6.19%	6.12%	12.73%	7.65%	8.67%	7.2%	15.18%	16.36%	19.79%	10.85%	10.95%	19.51%	7.54%	19.56%	13.29%	16.66%	7.69%	14.11%	23.62%	20.12%	32.03%	17.21%	9.89%					
																																																											
41	Против всех	940	59	18	26	26	37	23	46	29	22	31	17	30	20	39	17	31	25	21	11	24	15	21	32	34	6	5	28	11	8	5	8	14	13	4	2	6	12	7	5	12	7	42	5	12	7	2	14	11	14	8	5	13					
		4.68%	5.70%	4.42%	4.20%	3.85%	6.99%	4.17%	5.83%	4.55%	4.72%	5.96%	5.44%	5.24%	4.92%	5.66%	3.82%	5.09%	4.95%	6.03%	2.94%	4.68%	3.79%	4.52%	4.70%	5.49%	2.03%	4.42%	4.59%	2.58%	7.07%	4.42%	16.32%	5.24%	3.43%	2.31%	1.6%	1.98%	2.42%	7.29%	1.93%	2.43%	2.84%	5.66%	10.86%	6.38%	6.48%	3.07%	8.58%	2.32%	8.53%	7.76%	4.09%	7.14%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
