Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Апанасенковская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210									
14	Число погашенных неиспользованных открепительных удостоверений	117	3	5	4	0	5	9	9	7	6	8	6	6	9	10	10	6	7	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	0	0	1	0	0	0	0	5	1	4	1	4	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	95	1	1	1	8	1	6	5	11	5	6	9	4	7	7	4	2	5	12									
		0.93%	0.43%	1.30%	1.20%	1.28%	0.32%	0.85%	0.64%	1.48%	0.67%	1.17%	1.02%	0.72%	1.18%	1.02%	0.59%	0.47%	0.65%	1.49%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	421	9	7	3	28	5	25	35	33	30	22	40	13	18	36	25	7	27	58									
		4.12%	3.88%	9.09%	3.61%	4.47%	1.60%	3.55%	4.50%	4.45%	4.03%	4.28%	4.55%	2.34%	3.03%	5.26%	3.71%	1.63%	3.53%	7.18%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	196	3	0	5	12	3	13	9	9	16	4	24	19	6	17	28	7	7	14									
		1.92%	1.29%	0.00%	6.02%	1.91%	0.96%	1.84%	1.16%	1.21%	2.15%	0.78%	2.73%	3.42%	1.01%	2.48%	4.15%	1.63%	0.92%	1.73%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4597	95	15	37	255	190	327	383	469	305	216	360	214	255	268	288	204	321	395									
		45.04%	40.95%	19.48%	44.58%	40.67%	60.70%	46.38%	49.23%	63.21%	40.94%	42.02%	40.91%	38.56%	42.93%	39.12%	42.73%	47.44%	41.96%	48.89%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	53	1	1	0	3	0	3	1	5	3	6	6	6	3	3	3	4	4	1									
		0.52%	0.43%	1.30%	0.00%	0.48%	0.00%	0.43%	0.13%	0.67%	0.40%	1.17%	0.68%	1.08%	0.51%	0.44%	0.45%	0.93%	0.52%	0.12%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	1	0	0	4	1	0	2	1	0	0	4	0	1	0	0	1	1	0									
		0.16%	0.43%	0.00%	0.00%	0.64%	0.32%	0.00%	0.26%	0.13%	0.00%	0.00%	0.45%	0.00%	0.17%	0.00%	0.00%	0.23%	0.13%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2097	54	15	10	120	48	165	133	111	177	109	175	106	140	171	153	107	181	122									
		20.54%	23.28%	19.48%	12.05%	19.14%	15.34%	23.40%	17.10%	14.96%	23.76%	21.21%	19.89%	19.10%	23.57%	24.96%	22.70%	24.88%	23.66%	15.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	0	0	0	1	1	1	2	0	4	1	2	1	2	2	0	0	4	2									
		0.23%	0.00%	0.00%	0.00%	0.16%	0.32%	0.14%	0.26%	0.00%	0.54%	0.19%	0.23%	0.18%	0.34%	0.29%	0.00%	0.00%	0.52%	0.25%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	87	0	0	0	2	1	0	3	1	5	9	15	8	7	12	8	2	8	6									
		0.85%	0.00%	0.00%	0.00%	0.32%	0.32%	0.00%	0.39%	0.13%	0.67%	1.75%	1.70%	1.44%	1.18%	1.75%	1.19%	0.47%	1.05%	0.74%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	1	0	1	0	0	1	3	0	0	0	2	0	2	0	0	2	2	1									
		0.15%	0.43%	0.00%	1.20%	0.00%	0.00%	0.14%	0.39%	0.00%	0.00%	0.00%	0.23%	0.00%	0.34%	0.00%	0.00%	0.47%	0.26%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	64	0	0	0	3	2	4	1	3	3	6	13	2	4	7	6	1	7	2									
		0.63%	0.00%	0.00%	0.00%	0.48%	0.64%	0.57%	0.13%	0.40%	0.40%	1.17%	1.48%	0.36%	0.67%	1.02%	0.89%	0.23%	0.92%	0.25%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1747	48	18	21	129	32	115	148	58	137	86	153	119	100	105	114	66	137	161									
		17.12%	20.69%	23.38%	25.30%	20.57%	10.22%	16.31%	19.02%	7.82%	18.39%	16.73%	17.39%	21.44%	16.84%	15.33%	16.91%	15.35%	17.91%	19.93%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	0	0	0	3	1	0	4	0	0	2	4	5	3	1	0	0	5	3									
		0.30%	0.00%	0.00%	0.00%	0.48%	0.32%	0.00%	0.51%	0.00%	0.00%	0.39%	0.45%	0.90%	0.51%	0.15%	0.00%	0.00%	0.65%	0.37%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	304	9	5	1	24	11	11	15	19	23	25	31	20	12	19	31	16	18	14									
		2.98%	3.88%	6.49%	1.20%	3.83%	3.51%	1.56%	1.93%	2.56%	3.09%	4.86%	3.52%	3.60%	2.02%	2.77%	4.60%	3.72%	2.35%	1.73%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
