Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Кижингинская ТИК																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	192	4	0	34	17	0	2	70	31	0	0	1	2	0	0	0	0	1	0	27	1	1	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	98	1	0	15	5	1	6	6	3	4	0	9	7	8	1	5	6	2	0	2	5	6	6	0					
14	Число погашенных неиспользованных открепительных удостоверений	157	11	5	6	3	5	3	9	9	5	5	9	3	10	10	5	5	19	10	3	4	9	4	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	106	2	5	7	2	1	8	24	5	3	0	4	4	0	4	0	2	5	7	5	4	11	3	0					
		1.31%	1.44%	2.24%	0.89%	0.68%	0.74%	2.49%	1.52%	0.50%	5.36%	0.00%	2.07%	1.46%	0.00%	1.28%	0.00%	1.38%	0.85%	2.14%	1.71%	3.67%	2.00%	0.72%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	0	0	2	1	0	2	2	2	0	0	1	0	0	4	0	1	1	1	2	0	3	1	0					
		0.28%	0.00%	0.00%	0.25%	0.34%	0.00%	0.62%	0.13%	0.20%	0.00%	0.00%	0.52%	0.00%	0.00%	1.28%	0.00%	0.69%	0.17%	0.31%	0.68%	0.00%	0.55%	0.24%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	0	1	0	1	0	1	1	3	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0					
		0.14%	0.00%	0.45%	0.00%	0.34%	0.00%	0.31%	0.06%	0.30%	0.00%	0.00%	0.00%	0.36%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.24%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	608	19	22	85	16	16	9	120	111	1	1	18	23	2	48	6	4	32	23	11	3	22	15	1					
		7.53%	13.67%	9.87%	10.83%	5.46%	11.85%	2.80%	7.59%	11.03%	1.79%	1.96%	9.33%	8.39%	1.96%	15.34%	4.55%	2.76%	5.47%	7.03%	3.75%	2.75%	4.01%	3.59%	2.08%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	39	1	0	0	7	0	2	14	8	0	0	0	0	0	1	0	2	0	1	0	1	0	2	0					
		0.48%	0.72%	0.00%	0.00%	2.39%	0.00%	0.62%	0.89%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	1.38%	0.00%	0.31%	0.00%	0.92%	0.00%	0.48%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	15	0	0	0	1	0	1	0	5	0	0	0	0	0	1	0	1	1	0	0	2	3	0	0					
		0.19%	0.00%	0.00%	0.00%	0.34%	0.00%	0.31%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.69%	0.17%	0.00%	0.00%	1.83%	0.55%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	197	1	10	45	3	13	5	15	17	2	1	4	9	0	9	4	2	8	20	8	3	4	13	1					
		2.44%	0.72%	4.48%	5.73%	1.02%	9.63%	1.56%	0.95%	1.69%	3.57%	1.96%	2.07%	3.28%	0.00%	2.88%	3.03%	1.38%	1.37%	6.12%	2.73%	2.75%	0.73%	3.11%	2.08%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	604	13	16	88	51	7	23	149	56	4	2	16	13	1	19	8	10	41	20	21	15	12	16	3					
		7.48%	9.35%	7.17%	11.21%	17.41%	5.19%	7.17%	9.42%	5.57%	7.14%	3.92%	8.29%	4.74%	0.98%	6.07%	6.06%	6.90%	7.01%	6.12%	7.17%	13.76%	2.19%	3.83%	6.25%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	80	1	1	9	2	0	1	17	16	3	0	0	0	1	4	4	1	7	2	0	1	10	0	0					
		0.99%	0.72%	0.45%	1.15%	0.68%	0.00%	0.31%	1.08%	1.59%	5.36%	0.00%	0.00%	0.00%	0.98%	1.28%	3.03%	0.69%	1.20%	0.61%	0.00%	0.92%	1.82%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6106	94	162	547	193	92	260	1200	756	43	44	144	212	95	208	110	117	443	235	231	76	450	351	43					
		75.59%	67.63%	72.65%	69.68%	65.87%	68.15%	80.99%	75.90%	75.15%	76.79%	86.27%	74.61%	77.37%	93.14%	66.45%	83.33%	80.69%	75.73%	71.87%	78.84%	69.72%	81.97%	83.97%	89.58%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	33	0	3	2	2	1	3	8	1	0	0	2	0	2	2	0	0	2	1	0	0	1	3	0					
		0.41%	0.00%	1.35%	0.25%	0.68%	0.74%	0.93%	0.51%	0.10%	0.00%	0.00%	1.04%	0.00%	1.96%	0.64%	0.00%	0.00%	0.34%	0.31%	0.00%	0.00%	0.18%	0.72%	0.00%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
