Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Район Восточное Дегунино																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №3050					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	457	35	25	18	30	26	15	6	20	19	18	14	28	14	32	18	23	21	20	24	25	11	15	0					
14	Число погашенных открепительных удостоверений	985	30	51	28	34	58	37	30	33	81	32	49	42	31	52	35	39	40	38	40	43	68	94	0					
15	Число открепительных удостоверений выданных ТИК	29	2	0	0	1	0	4	0	1	2	0	2	0	2	2	4	1	1	5	1	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	241	8	8	14	11	8	15	11	18	12	12	16	9	16	11	12	12	11	10	8	5	7	7	0					
		0.70%	0.51%	0.57%	0.87%	0.67%	0.58%	1.07%	0.73%	1.25%	0.86%	0.72%	0.97%	0.52%	0.92%	0.79%	0.72%	0.73%	0.71%	0.66%	0.52%	0.33%	0.45%	0.40%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2223	179	78	103	77	123	82	104	78	74	110	122	141	138	104	92	120	89	64	90	68	79	105	3					
		6.53%	11.57%	5.64%	6.45%	4.74%	8.98%	5.86%	6.95%	5.42%	5.31%	6.63%	7.42%	8.17%	7.96%	7.55%	5.58%	7.39%	5.77%	4.24%	5.96%	4.49%	5.09%	6.05%	7.5%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	782	27	31	41	31	37	36	37	44	31	24	30	32	30	29	33	31	42	49	48	38	34	47	0					
		2.29%	1.74%	2.24%	2.57%	1.91%	2.70%	2.57%	2.47%	3.05%	2.22%	1.44%	1.82%	1.85%	1.73%	2.10%	2.00%	1.91%	2.72%	3.24%	3.17%	2.50%	2.19%	2.71%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2962	168	134	138	144	124	118	127	110	108	173	130	188	169	160	132	144	104	129	113	97	113	135	4					
		8.70%	10.86%	9.69%	8.65%	8.87%	9.05%	8.44%	8.49%	7.64%	7.76%	10.44%	7.91%	10.89%	9.75%	11.61%	8.01%	8.87%	6.75%	8.55%	7.48%	6.40%	7.28%	7.78%	10.0%					
22	"5. ""За Русь Святую"""	162	7	6	7	8	5	6	5	5	13	3	11	7	6	10	6	4	5	7	6	10	12	13	0					
		0.47%	0.45%	0.43%	0.43%	0.49%	0.36%	0.42%	0.33%	0.34%	0.93%	0.18%	0.66%	0.40%	0.34%	0.72%	0.36%	0.24%	0.32%	0.46%	0.39%	0.66%	0.77%	0.74%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	64	4	0	2	3	0	4	2	2	5	4	6	0	5	1	3	4	6	1	7	1	2	2	0					
		0.18%	0.25%	0.0%	0.12%	0.18%	0.0%	0.28%	0.13%	0.13%	0.35%	0.24%	0.36%	0.0%	0.28%	0.07%	0.18%	0.24%	0.38%	0.06%	0.46%	0.06%	0.12%	0.11%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	577	20	32	28	30	17	22	34	21	14	20	19	15	17	33	40	35	29	27	28	22	35	38	1					
		1.69%	1.29%	2.31%	1.75%	1.84%	1.24%	1.57%	2.27%	1.45%	1.00%	1.20%	1.15%	0.86%	0.98%	2.39%	2.43%	2.15%	1.88%	1.79%	1.85%	1.45%	2.25%	2.19%	2.5%					
25	"8. ""Народно-республиканская партия России"""	21	1	1	2	1	0	0	1	1	1	1	2	4	0	1	2	0	0	0	1	1	0	1	0					
		0.06%	0.06%	0.07%	0.12%	0.06%	0.0%	0.0%	0.06%	0.06%	0.07%	0.06%	0.12%	0.23%	0.0%	0.07%	0.12%	0.0%	0.0%	0.0%	0.06%	0.06%	0.0%	0.05%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	273	10	6	8	14	10	12	17	10	6	15	13	21	14	12	15	13	15	20	6	12	7	17	0					
		0.80%	0.64%	0.43%	0.50%	0.86%	0.73%	0.85%	1.13%	0.69%	0.43%	0.90%	0.79%	1.21%	0.80%	0.87%	0.91%	0.80%	0.97%	1.32%	0.39%	0.79%	0.45%	0.98%	0.0%					
27	"10. ""Аграрная партия России"""	519	16	20	18	28	14	19	25	20	23	33	33	25	29	15	27	30	27	30	26	16	16	29	0					
		1.52%	1.03%	1.44%	1.12%	1.72%	1.02%	1.36%	1.67%	1.38%	1.65%	1.99%	2.00%	1.44%	1.67%	1.08%	1.64%	1.84%	1.75%	1.98%	1.72%	1.05%	1.03%	1.67%	0.0%					
28	"11. ""Истинные патриоты России"""	34	1	2	2	0	0	2	2	5	0	1	2	0	4	1	2	0	3	1	0	2	1	3	0					
		0.09%	0.06%	0.14%	0.12%	0.0%	0.0%	0.14%	0.13%	0.34%	0.0%	0.06%	0.12%	0.0%	0.23%	0.07%	0.12%	0.0%	0.19%	0.06%	0.0%	0.13%	0.06%	0.17%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	373	22	12	20	22	8	14	13	17	14	17	17	17	18	20	16	11	21	17	13	22	21	21	0					
		1.09%	1.42%	0.86%	1.25%	1.35%	0.58%	1.00%	0.86%	1.18%	1.00%	1.02%	1.03%	0.98%	1.03%	1.45%	0.97%	0.67%	1.36%	1.12%	0.86%	1.45%	1.35%	1.21%	0.0%					
30	"13. ""Демократическая партия России"""	57	3	0	2	2	2	2	3	1	1	0	3	1	3	3	2	4	4	4	13	1	2	1	0					
		0.16%	0.19%	0.0%	0.12%	0.12%	0.14%	0.14%	0.20%	0.06%	0.07%	0.0%	0.18%	0.05%	0.17%	0.21%	0.12%	0.24%	0.25%	0.26%	0.86%	0.06%	0.12%	0.05%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	61	2	2	4	1	0	2	2	3	3	1	2	7	5	10	3	3	1	3	0	2	2	2	1					
		0.17%	0.12%	0.14%	0.25%	0.06%	0.0%	0.14%	0.13%	0.20%	0.21%	0.06%	0.12%	0.40%	0.28%	0.72%	0.18%	0.18%	0.06%	0.19%	0.0%	0.13%	0.12%	0.11%	2.5%					
32	"15. ""Партия СЛОН"""	51	2	3	1	1	2	2	2	1	4	1	1	4	4	4	2	2	1	4	2	2	2	4	0					
		0.14%	0.12%	0.21%	0.06%	0.06%	0.14%	0.14%	0.13%	0.06%	0.28%	0.06%	0.06%	0.23%	0.23%	0.29%	0.12%	0.12%	0.06%	0.26%	0.13%	0.13%	0.12%	0.23%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4977	243	177	230	233	223	158	240	171	170	233	221	294	285	200	282	216	209	270	247	196	230	246	3					
		14.62%	15.71%	12.80%	14.42%	14.36%	16.28%	11.30%	16.05%	11.88%	12.22%	14.06%	13.45%	17.04%	16.45%	14.52%	17.13%	13.31%	13.57%	17.90%	16.35%	12.94%	14.82%	14.18%	7.5%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	40	0	3	1	3	1	3	1	0	2	2	5	2	4	0	6	2	0	0	1	1	2	1	0					
		0.11%	0.0%	0.21%	0.06%	0.18%	0.07%	0.21%	0.06%	0.0%	0.14%	0.12%	0.30%	0.11%	0.23%	0.0%	0.36%	0.12%	0.0%	0.0%	0.06%	0.06%	0.12%	0.05%	0.0%					
35	"18. ""ЛДПР"""	2514	106	105	127	122	76	96	77	123	106	137	130	110	139	89	128	118	112	88	127	143	124	129	2					
		7.38%	6.85%	7.59%	7.96%	7.52%	5.55%	6.87%	5.15%	8.54%	7.62%	8.26%	7.91%	6.37%	8.02%	6.46%	7.77%	7.27%	7.27%	5.83%	8.41%	9.44%	7.99%	7.43%	5.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	304	14	11	14	15	12	10	13	18	9	17	20	21	15	6	12	13	16	12	12	15	11	17	1					
		0.89%	0.90%	0.79%	0.87%	0.92%	0.87%	0.71%	0.86%	1.25%	0.64%	1.02%	1.21%	1.21%	0.86%	0.43%	0.72%	0.80%	1.03%	0.79%	0.79%	0.99%	0.70%	0.98%	2.5%					
37	"20. ""Политическая партия ""Единая Россия"""	12654	498	566	603	610	496	603	570	571	586	594	629	581	557	477	544	589	615	536	507	653	604	650	15					
		37.18%	32.21%	40.95%	37.80%	37.60%	36.23%	43.16%	38.12%	39.68%	42.12%	35.84%	38.30%	33.68%	32.15%	34.64%	33.04%	36.31%	39.93%	35.54%	33.57%	43.13%	38.94%	37.48%	37.5%					
38	"21. ""Российская Конституционно-демократическая партия"""	42	3	1	3	4	0	0	0	3	8	0	4	2	4	2	0	3	2	0	0	0	2	1	0					
		0.12%	0.19%	0.07%	0.18%	0.24%	0.0%	0.0%	0.0%	0.20%	0.57%	0.0%	0.24%	0.11%	0.23%	0.14%	0.0%	0.18%	0.12%	0.0%	0.0%	0.0%	0.12%	0.05%	0.0%					
39	"22. ""Развитие предпринимательства"""	92	2	3	8	4	3	1	4	4	4	4	4	7	8	4	2	12	6	0	4	1	5	2	0					
		0.27%	0.12%	0.21%	0.50%	0.24%	0.21%	0.07%	0.26%	0.27%	0.28%	0.24%	0.24%	0.40%	0.46%	0.29%	0.12%	0.73%	0.38%	0.0%	0.26%	0.06%	0.32%	0.11%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2419	121	74	111	123	102	95	90	91	88	124	94	118	127	84	147	134	99	124	110	102	121	140	0					
		7.10%	7.82%	5.35%	6.95%	7.58%	7.45%	6.80%	6.02%	6.32%	6.32%	7.48%	5.72%	6.84%	7.33%	6.10%	8.93%	8.26%	6.42%	8.22%	7.28%	6.73%	7.80%	8.07%	0.0%					
																														
41	Против всех	2170	73	87	88	109	85	82	91	102	80	115	102	108	114	82	118	93	104	95	120	96	105	111	10					
		6.37%	4.72%	6.29%	5.51%	6.72%	6.20%	5.86%	6.08%	7.08%	5.75%	6.94%	6.21%	6.26%	6.58%	5.95%	7.16%	5.73%	6.75%	6.29%	7.94%	6.34%	6.76%	6.40%	25.0%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
