Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Заинская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	11	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0									
		0.10%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.47%	0.33%	0.00%	0.39%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.43%	0.51%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	37	0	2	0	1	0	0	3	0	0	1	0	0	0	1	0	1	0	3	1	2	0	0	3	0	3	0	0	0	0	6	0	0	0	0	1	1	2	2	1	0	0	2	0	1									
		0.34%	0.00%	1.05%	0.00%	0.25%	0.00%	0.00%	1.14%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.32%	0.00%	0.33%	0.00%	1.16%	0.47%	2.41%	0.00%	0.00%	1.11%	0.00%	3.70%	0.00%	0.00%	0.00%	0.00%	1.86%	0.00%	0.00%	0.00%	0.00%	0.32%	0.33%	0.87%	1.02%	1.89%	0.00%	0.00%	0.82%	0.00%	0.70%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	20	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	1	2	1	1	0	0	0	0	1									
		0.19%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.32%	0.47%	0.33%	0.00%	0.00%	0.47%	2.41%	0.00%	1.06%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.33%	0.87%	0.51%	1.89%	0.00%	0.00%	0.00%	0.00%	0.70%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10346	779	186	138	392	134	108	255	249	99	138	103	119	461	298	201	293	555	248	203	71	301	89	264	161	78	233	124	96	116	313	198	262	249	702	291	292	219	182	46	227	93	237	406	137									
		96.03%	97.86%	97.38%	96.50%	98.00%	95.04%	97.30%	96.96%	96.51%	94.29%	96.50%	97.17%	97.54%	96.85%	96.13%	94.37%	95.44%	96.35%	96.12%	95.31%	85.54%	97.10%	94.68%	97.78%	94.71%	96.30%	97.90%	96.88%	96.00%	97.48%	96.90%	94.74%	96.32%	96.14%	93.60%	94.48%	96.37%	95.22%	92.86%	86.79%	94.98%	95.88%	97.13%	95.98%	95.80%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	103	4	1	2	2	2	1	0	1	0	1	1	0	13	0	5	4	0	1	2	3	2	1	2	4	0	0	1	1	1	4	5	4	2	10	3	2	2	5	2	3	2	2	1	1									
		0.96%	0.50%	0.52%	1.40%	0.50%	1.42%	0.90%	0.00%	0.39%	0.00%	0.70%	0.94%	0.00%	2.73%	0.00%	2.35%	1.30%	0.00%	0.39%	0.94%	3.61%	0.65%	1.06%	0.74%	2.35%	0.00%	0.00%	0.78%	1.00%	0.84%	1.24%	2.39%	1.47%	0.77%	1.33%	0.97%	0.66%	0.87%	2.55%	3.77%	1.26%	2.06%	0.82%	0.24%	0.70%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	8	0	0	0	2	1	0	0	1	0	0									
		0.22%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.69%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.96%	0.00%	0.00%	1.07%	0.00%	0.00%	0.00%	1.02%	1.89%	0.00%	0.00%	0.41%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	6	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.94%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.89%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	8	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1									
		0.07%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.65%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	160	3	0	3	3	4	2	5	3	4	3	1	3	0	5	3	3	3	3	2	3	6	2	0	5	0	4	3	2	2	0	4	6	7	20	11	3	2	1	1	9	2	1	11	2									
		1.49%	0.38%	0.00%	2.10%	0.75%	2.84%	1.80%	1.90%	1.16%	3.81%	2.10%	0.94%	2.46%	0.00%	1.61%	1.41%	0.98%	0.52%	1.16%	0.94%	3.61%	1.94%	2.13%	0.00%	2.94%	0.00%	1.68%	2.34%	2.00%	1.68%	0.00%	1.91%	2.21%	2.70%	2.67%	3.57%	0.99%	0.87%	0.51%	1.89%	3.77%	2.06%	0.41%	2.60%	1.40%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.03%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	49	2	1	0	2	0	0	0	5	2	0	0	0	0	0	0	0	13	0	2	2	1	1	0	0	0	1	0	0	0	0	0	0	1	7	2	0	2	1	0	0	0	1	3	0									
		0.45%	0.25%	0.52%	0.00%	0.50%	0.00%	0.00%	0.00%	1.94%	1.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.26%	0.00%	0.94%	2.41%	0.32%	1.06%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.93%	0.65%	0.00%	0.87%	0.51%	0.00%	0.00%	0.00%	0.41%	0.71%	0.00%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
