Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Усть-Вымская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	695	20	10	20	20	40	50	50	50	20	10	20	10	60	10	30	20	15	15	15	15	10	55	50	50	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	604	20	10	12	18	38	35	46	43	20	10	15	10	55	10	20	18	15	15	15	13	10	55	50	41	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	160	9	6	3	2	3	18	6	12	5	2	8	7	17	5	4	2	4	0	0	5	0	6	20	15	1									
14	Число погашенных неиспользованных открепительных удостоверений	91	0	0	8	2	2	15	4	7	0	0	5	0	5	0	10	2	0	0	0	2	0	0	0	9	20									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	99	1	0	0	1	6	5	3	3	0	0	2	0	30	0	0	2	1	1	0	0	0	19	14	11	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	133	5	3	3	1	8	7	15	14	3	0	10	0	8	2	2	2	0	3	5	0	2	18	8	14	0									
		1.10%	0.96%	0.88%	3.09%	0.32%	0.97%	0.75%	1.53%	1.95%	1.01%	0.00%	4.50%	0.00%	0.48%	1.36%	0.61%	0.38%	0.00%	1.63%	3.94%	0.00%	2.27%	1.91%	0.60%	1.29%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	439	12	2	3	7	28	33	40	31	14	3	7	3	49	5	13	5	5	11	0	1	3	33	32	98	1									
		3.62%	2.30%	0.59%	3.09%	2.25%	3.40%	3.52%	4.09%	4.32%	4.70%	3.61%	3.15%	3.41%	2.93%	3.40%	3.94%	0.96%	5.21%	5.98%	0.00%	0.87%	3.41%	3.50%	2.40%	8.99%	1.47%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	281	10	6	2	4	12	25	35	5	5	0	4	0	34	0	12	19	4	1	8	3	3	23	38	27	1									
		2.32%	1.92%	1.77%	2.06%	1.29%	1.46%	2.67%	3.58%	0.70%	1.68%	0.00%	1.80%	0.00%	2.03%	0.00%	3.64%	3.65%	4.17%	0.54%	6.30%	2.61%	3.41%	2.44%	2.85%	2.48%	1.47%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6053	373	247	29	148	499	393	353	255	127	47	127	32	811	75	149	406	28	109	67	54	50	423	687	528	36									
		49.88%	71.59%	72.86%	29.90%	47.59%	60.56%	41.90%	36.06%	35.52%	42.62%	56.63%	57.21%	36.36%	48.42%	51.02%	45.15%	77.93%	29.17%	59.24%	52.76%	46.96%	56.82%	44.86%	51.46%	48.48%	52.94%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	93	0	1	3	1	2	13	6	6	4	2	0	0	14	0	6	1	0	1	0	1	3	3	10	15	1									
		0.77%	0.00%	0.29%	3.09%	0.32%	0.24%	1.39%	0.61%	0.84%	1.34%	2.41%	0.00%	0.00%	0.84%	0.00%	1.82%	0.19%	0.00%	0.54%	0.00%	0.87%	3.41%	0.32%	0.75%	1.38%	1.47%									
24	"6. Политическая партия ""Гражданская Платформа"""	25	3	0	2	1	2	0	1	2	2	1	0	0	4	0	0	0	0	1	0	0	0	2	2	2	0									
		0.21%	0.58%	0.00%	2.06%	0.32%	0.24%	0.00%	0.10%	0.28%	0.67%	1.20%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.21%	0.15%	0.18%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2653	63	35	34	80	161	245	264	182	61	20	44	21	389	38	56	36	43	20	15	26	18	243	290	246	23									
		21.86%	12.09%	10.32%	35.05%	25.72%	19.54%	26.12%	26.97%	25.35%	20.47%	24.10%	19.82%	23.86%	23.22%	25.85%	16.97%	6.91%	44.79%	10.87%	11.81%	22.61%	20.45%	25.77%	21.72%	22.59%	33.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	53	0	0	0	1	4	3	4	10	2	0	0	1	11	1	1	1	0	0	0	2	0	2	6	4	0									
		0.44%	0.00%	0.00%	0.00%	0.32%	0.49%	0.32%	0.41%	1.39%	0.67%	0.00%	0.00%	1.14%	0.66%	0.68%	0.30%	0.19%	0.00%	0.00%	0.00%	1.74%	0.00%	0.21%	0.45%	0.37%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	79	6	2	2	2	4	9	12	3	1	0	0	1	5	2	0	0	0	0	0	1	0	10	10	9	0									
		0.65%	1.15%	0.59%	2.06%	0.64%	0.49%	0.96%	1.23%	0.42%	0.34%	0.00%	0.00%	1.14%	0.30%	1.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	1.06%	0.75%	0.83%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	2	0	0	0	0	1	6	0	2	0	0	0	1	0	1	3	0	0	0	2	0	2	1	1	0									
		0.18%	0.38%	0.00%	0.00%	0.00%	0.00%	0.11%	0.61%	0.00%	0.67%	0.00%	0.00%	0.00%	0.06%	0.00%	0.30%	0.58%	0.00%	0.00%	0.00%	1.74%	0.00%	0.21%	0.07%	0.09%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	102	0	5	0	2	5	7	11	6	1	1	0	1	24	1	0	2	1	0	0	2	1	11	14	7	0									
		0.84%	0.00%	1.47%	0.00%	0.64%	0.61%	0.75%	1.12%	0.84%	0.34%	1.20%	0.00%	1.14%	1.43%	0.68%	0.00%	0.38%	1.04%	0.00%	0.00%	1.74%	1.14%	1.17%	1.05%	0.64%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1388	20	21	13	52	58	146	176	119	51	5	18	14	243	13	59	25	12	30	22	12	5	90	155	25	4									
		11.44%	3.84%	6.19%	13.40%	16.72%	7.04%	15.57%	17.98%	16.57%	17.11%	6.02%	8.11%	15.91%	14.51%	8.84%	17.88%	4.80%	12.50%	16.30%	17.32%	10.43%	5.68%	9.54%	11.61%	2.30%	5.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	0	2	0	0	3	4	4	4	0	0	0	0	1	0	6	1	0	0	0	0	0	8	3	6	0									
		0.35%	0.00%	0.59%	0.00%	0.00%	0.36%	0.43%	0.41%	0.56%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	1.82%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.22%	0.55%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	577	27	10	4	11	19	40	39	57	22	4	9	10	67	6	8	16	1	8	10	11	3	49	62	83	1									
		4.75%	5.18%	2.95%	4.12%	3.54%	2.31%	4.26%	3.98%	7.94%	7.38%	4.82%	4.05%	11.36%	4.00%	4.08%	2.42%	3.07%	1.04%	4.35%	7.87%	9.57%	3.41%	5.20%	4.64%	7.62%	1.47%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
