Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																												
Дата голосования: 04.12.2011																																																																												
																																																																												
Наименование Избирательной комиссии:    Татарская 																																																																												
																																																																												
Сводная таблица результатов выборов																																																																												
																																																																												
		Сумма	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	747	18	5	7	3	3	15	6	5	7	13	15	10	5	15	7	7	3	10	7	15	14	3	6	7	10	10	10	3	5	15	7	10	3	15	5	4	10	10	5	5	16	3	15	3	3	16	10	5	10	5	15	5	3	20	20	20	20	20	20	20	20	20	20	20	20	20	15	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	484	18	5	3	1	3	7	6	0	6	13	15	3	3	5	1	7	0	10	0	15	14	3	6	0	10	0	3	1	4	4	1	0	0	15	3	0	7	8	0	0	16	0	15	0	0	16	9	5	0	2	15	0	0	7	2	20	19	15	13	16	20	16	15	12	13	15	4	17	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	235	3	1	2	1	0	7	1	1	2	3	4	3	1	1	1	2	0	0	2	4	2	0	3	0	6	1	2	1	1	8	0	1	0	6	1	1	1	3	0	2	2	0	0	0	1	1	0	0	4	0	5	0	2	5	11	17	11	3	9	11	13	14	11	2	6	7	9	8	5					
14	Число погашенных неиспользованных открепительных удостоверений	263	0	0	4	2	0	8	0	5	1	0	0	7	2	10	6	0	3	0	7	0	0	0	0	7	0	10	7	2	1	11	6	10	3	0	2	4	3	2	5	5	0	3	0	3	3	0	1	0	10	3	0	5	3	13	18	0	1	5	7	4	0	4	5	8	7	5	11	3	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	44	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	2	5	3	2	0	1	5	3	7	0	1	4	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2854	71	10	23	7	4	43	6	8	9	35	26	15	20	34	17	35	4	36	7	24	28	3	7	6	63	9	19	6	0	63	17	14	2	104	18	25	26	18	3	8	32	6	55	7	11	39	26	11	34	7	31	5	7	103	73	155	126	90	159	112	151	130	134	91	87	97	61	73	68					
		15.75%	18.78%	15.38%	12.64%	14.58%	4.82%	12.61%	20.00%	10.96%	8.74%	9.31%	10.92%	12.71%	9.57%	15.25%	16.04%	17.95%	7.55%	13.53%	11.48%	10.39%	11.67%	5.88%	14.29%	7.79%	17.21%	8.82%	16.24%	12.00%	0.00%	14.25%	22.37%	12.17%	5.41%	19.01%	20.22%	26.60%	9.89%	8.74%	4.84%	8.42%	13.79%	17.65%	13.96%	17.07%	18.33%	11.24%	10.24%	13.58%	17.35%	10.00%	17.03%	6.67%	14.58%	20.93%	13.30%	19.42%	20.22%	18.18%	18.07%	16.89%	17.93%	18.41%	20.49%	15.09%	14.10%	20.42%	16.14%	13.25%	23.86%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2500	55	5	27	7	12	36	2	3	15	66	34	14	41	20	18	47	11	23	8	33	28	5	4	16	62	17	18	14	12	77	9	23	11	84	15	22	35	30	2	11	16	4	43	8	14	75	38	8	22	14	36	20	5	93	86	88	45	63	87	86	64	75	68	79	88	71	66	118	48					
		13.79%	14.55%	7.69%	14.84%	14.58%	14.46%	10.56%	6.67%	4.11%	14.56%	17.55%	14.29%	11.86%	19.62%	8.97%	16.98%	24.10%	20.75%	8.65%	13.11%	14.29%	11.67%	9.80%	8.16%	20.78%	16.94%	16.67%	15.38%	28.00%	28.57%	17.42%	11.84%	20.00%	29.73%	15.36%	16.85%	23.40%	13.31%	14.56%	3.23%	11.58%	6.90%	11.76%	10.91%	19.51%	23.33%	21.61%	14.96%	9.88%	11.22%	20.00%	19.78%	26.67%	10.42%	18.90%	15.66%	11.03%	7.22%	12.73%	9.89%	12.97%	7.60%	10.62%	10.40%	13.10%	14.26%	14.95%	17.46%	21.42%	16.84%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	128	6	0	1	1	0	4	1	0	1	4	2	2	2	1	0	3	1	4	0	2	1	0	0	0	1	0	3	0	0	1	0	1	0	6	1	0	1	1	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	4	3	5	3	2	7	7	6	5	3	3	11	4	2	5	2					
		0.71%	1.59%	0.00%	0.55%	2.08%	0.00%	1.17%	3.33%	0.00%	0.97%	1.06%	0.84%	1.69%	0.96%	0.45%	0.00%	1.54%	1.89%	1.50%	0.00%	0.87%	0.42%	0.00%	0.00%	0.00%	0.27%	0.00%	2.56%	0.00%	0.00%	0.23%	0.00%	0.87%	0.00%	1.10%	1.12%	0.00%	0.38%	0.49%	1.61%	0.00%	0.43%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.81%	0.55%	0.63%	0.48%	0.40%	0.80%	1.06%	0.71%	0.71%	0.46%	0.50%	1.78%	0.84%	0.53%	0.91%	0.70%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3635	68	5	38	10	28	56	7	38	7	40	57	24	46	27	19	31	3	33	17	45	54	15	3	16	74	2	4	7	9	84	10	9	2	83	8	15	20	8	6	4	26	10	55	6	3	58	48	19	29	6	20	9	3	77	118	241	249	108	265	160	249	170	134	134	138	69	61	97	41					
		20.06%	17.99%	7.69%	20.88%	20.83%	33.73%	16.42%	23.33%	52.05%	6.80%	10.64%	23.95%	20.34%	22.01%	12.11%	17.92%	15.90%	5.66%	12.41%	27.87%	19.48%	22.50%	29.41%	6.12%	20.78%	20.22%	1.96%	3.42%	14.00%	21.43%	19.00%	13.16%	7.83%	5.41%	15.17%	8.99%	15.96%	7.60%	3.88%	9.68%	4.21%	11.21%	29.41%	13.96%	14.63%	5.00%	16.71%	18.90%	23.46%	14.80%	8.57%	10.99%	12.00%	6.25%	15.65%	21.49%	30.20%	39.97%	21.82%	30.11%	24.13%	29.57%	24.08%	20.49%	22.22%	22.37%	14.53%	16.14%	17.60%	14.39%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	230	9	0	2	0	0	2	0	0	1	7	5	1	3	0	0	0	3	4	3	2	5	0	1	1	2	0	0	0	0	9	0	0	0	4	1	0	0	0	0	0	5	0	4	0	1	1	2	0	6	1	1	1	1	8	0	18	7	8	16	14	20	11	9	3	7	4	3	14	0					
		1.27%	2.38%	0.00%	1.10%	0.00%	0.00%	0.59%	0.00%	0.00%	0.97%	1.86%	2.10%	0.85%	1.44%	0.00%	0.00%	0.00%	5.66%	1.50%	4.92%	0.87%	2.08%	0.00%	2.04%	1.30%	0.55%	0.00%	0.00%	0.00%	0.00%	2.04%	0.00%	0.00%	0.00%	0.73%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	2.16%	0.00%	1.02%	0.00%	1.67%	0.29%	0.79%	0.00%	3.06%	1.43%	0.55%	1.33%	2.08%	1.63%	0.00%	2.26%	1.12%	1.62%	1.82%	2.11%	2.38%	1.56%	1.38%	0.50%	1.13%	0.84%	0.79%	2.54%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8364	164	41	86	22	38	195	13	24	69	217	109	62	92	136	51	70	31	156	23	123	112	26	34	35	158	74	69	22	20	194	40	66	22	253	44	30	175	144	50	72	147	14	229	20	27	167	139	41	102	41	91	39	32	193	257	282	184	211	325	261	332	301	286	279	264	216	171	228	123					
		46.15%	43.39%	63.08%	47.25%	45.83%	45.78%	57.18%	43.33%	32.88%	66.99%	57.71%	45.80%	52.54%	44.02%	60.99%	48.11%	35.90%	58.49%	58.65%	37.70%	53.25%	46.67%	50.98%	69.39%	45.45%	43.17%	72.55%	58.97%	44.00%	47.62%	43.89%	52.63%	57.39%	59.46%	46.25%	49.44%	31.91%	66.54%	69.90%	80.65%	75.79%	63.36%	41.18%	58.12%	48.78%	45.00%	48.13%	54.72%	50.62%	52.04%	58.57%	50.00%	52.00%	66.67%	39.23%	46.81%	35.34%	29.53%	42.63%	36.93%	39.37%	39.43%	42.63%	43.73%	46.27%	42.79%	45.47%	45.24%	41.38%	43.16%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	64	1	0	1	1	0	3	0	0	0	1	0	0	2	2	0	2	0	1	0	0	1	1	0	0	1	0	0	0	0	4	0	0	0	1	0	0	2	3	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	2	2	2	1	5	3	2	1	3	0	3	3	1	4	0					
		0.35%	0.26%	0.00%	0.55%	2.08%	0.00%	0.88%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.96%	0.90%	0.00%	1.03%	0.00%	0.38%	0.00%	0.00%	0.42%	1.96%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.76%	1.46%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	1.67%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.36%	0.25%	0.32%	0.20%	0.57%	0.45%	0.24%	0.14%	0.46%	0.00%	0.49%	0.63%	0.26%	0.73%	0.00%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
