Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Нюксенская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	96	0	0	1	2	0	5	10	4	1	2	0	2	6	1	2	3	16	11	20	0	7	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	42	0	2	3	2	0	2	1	0	1	2	3	3	0	0	4	3	4	4	5	2	1	0									
		0.94%	0.00%	2.04%	2.11%	1.64%	0.00%	0.65%	0.38%	0.00%	1.47%	0.79%	3.19%	1.83%	0.00%	0.00%	1.10%	1.40%	0.76%	1.22%	0.80%	1.44%	0.67%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	85	3	0	1	2	0	12	3	0	2	5	2	4	0	0	6	5	14	7	12	1	3	3									
		1.90%	3.09%	0.00%	0.70%	1.64%	0.00%	3.90%	1.15%	0.00%	2.94%	1.97%	2.13%	2.44%	0.00%	0.00%	1.66%	2.33%	2.67%	2.13%	1.93%	0.72%	2.00%	1.42%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	163	4	2	4	1	7	14	11	1	1	17	2	8	1	1	12	8	13	15	25	8	0	8									
		3.64%	4.12%	2.04%	2.82%	0.82%	6.86%	4.55%	4.21%	1.02%	1.47%	6.69%	2.13%	4.88%	1.75%	1.61%	3.31%	3.72%	2.48%	4.57%	4.01%	5.76%	0.00%	3.79%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2073	43	66	76	61	54	134	96	59	26	133	46	78	31	32	150	84	222	128	287	84	60	123									
		46.28%	44.33%	67.35%	53.52%	50.00%	52.94%	43.51%	36.78%	60.20%	38.24%	52.36%	48.94%	47.56%	54.39%	51.61%	41.44%	39.07%	42.37%	39.02%	46.07%	60.43%	40.00%	58.29%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	29	1	0	2	0	2	2	2	1	1	0	0	1	0	1	6	1	1	1	4	0	3	0									
		0.65%	1.03%	0.00%	1.41%	0.00%	1.96%	0.65%	0.77%	1.02%	1.47%	0.00%	0.00%	0.61%	0.00%	1.61%	1.66%	0.47%	0.19%	0.30%	0.64%	0.00%	2.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	1	0	5	0	0	1									
		0.27%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.79%	1.06%	0.61%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.80%	0.00%	0.00%	0.47%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1193	38	12	36	32	22	95	92	17	23	47	25	43	14	17	91	60	144	106	135	36	63	45									
		26.64%	39.18%	12.24%	25.35%	26.23%	21.57%	30.84%	35.25%	17.35%	33.82%	18.50%	26.60%	26.22%	24.56%	27.42%	25.14%	27.91%	27.48%	32.32%	21.67%	25.90%	42.00%	21.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	0	0	2	1	0	2	3	0	0	2	0	0	0	0	0	1	4	3	3	0	0	1									
		0.49%	0.00%	0.00%	1.41%	0.82%	0.00%	0.65%	1.15%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.76%	0.91%	0.48%	0.00%	0.00%	0.47%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	22	0	0	0	0	0	4	0	0	1	0	1	0	0	1	1	3	3	5	2	1	0	0									
		0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	1.47%	0.00%	1.06%	0.00%	0.00%	1.61%	0.28%	1.40%	0.57%	1.52%	0.32%	0.72%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.19%	0.00%	0.00%	0.72%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	0	0	1	0	0	2	1	0	0	5	1	0	1	0	1	0	1	4	4	0	0	0									
		0.47%	0.00%	0.00%	0.70%	0.00%	0.00%	0.65%	0.38%	0.00%	0.00%	1.97%	1.06%	0.00%	1.75%	0.00%	0.28%	0.00%	0.19%	1.22%	0.64%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	364	2	7	4	16	7	25	32	12	4	24	6	7	8	8	32	25	47	21	48	1	11	17									
		8.13%	2.06%	7.14%	2.82%	13.11%	6.86%	8.12%	12.26%	12.24%	5.88%	9.45%	6.38%	4.27%	14.04%	12.90%	8.84%	11.63%	8.97%	6.40%	7.70%	0.72%	7.33%	8.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	1	0	2	0									
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.19%	0.91%	0.16%	0.00%	1.33%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	344	4	6	9	6	5	11	15	4	7	7	5	15	1	0	45	19	57	30	80	5	6	7									
		7.68%	4.12%	6.12%	6.34%	4.92%	4.90%	3.57%	5.75%	4.08%	10.29%	2.76%	5.32%	9.15%	1.75%	0.00%	12.43%	8.84%	10.88%	9.15%	12.84%	3.60%	4.00%	3.32%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
