Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Волчихинская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	56	5	17	8	10	0	0	1	2	1	4	1	2	1	2	0	2	0	0									
		0.84%	0.76%	1.81%	0.97%	1.34%	0.00%	0.00%	0.19%	1.48%	0.29%	1.30%	0.36%	1.25%	0.56%	0.89%	0.00%	0.48%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	286	30	39	35	39	3	7	20	8	15	11	9	1	6	14	5	22	20	2									
		4.30%	4.55%	4.14%	4.26%	5.21%	4.76%	3.95%	3.86%	5.93%	4.32%	3.58%	3.27%	0.63%	3.37%	6.25%	2.09%	5.26%	5.13%	3.70%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	105	8	15	23	10	3	1	2	1	5	7	4	0	1	2	3	12	7	1									
		1.58%	1.21%	1.59%	2.80%	1.34%	4.76%	0.56%	0.39%	0.74%	1.44%	2.28%	1.45%	0.00%	0.56%	0.89%	1.26%	2.87%	1.79%	1.85%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2260	167	287	231	192	20	63	141	47	162	90	106	95	77	85	124	197	151	25									
		33.96%	25.30%	30.50%	28.14%	25.67%	31.75%	35.59%	27.22%	34.81%	46.69%	29.32%	38.55%	59.38%	43.26%	37.95%	51.88%	47.13%	38.72%	46.30%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	4	7	4	4	0	0	2	2	1	2	3	0	0	2	0	2	1	0									
		0.51%	0.61%	0.74%	0.49%	0.53%	0.00%	0.00%	0.39%	1.48%	0.29%	0.65%	1.09%	0.00%	0.00%	0.89%	0.00%	0.48%	0.26%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	2	0	0	2	0	0	0	1	0	0	0	0	1	1	0	0									
		0.11%	0.00%	0.00%	0.24%	0.00%	0.00%	1.13%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.42%	0.24%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1617	205	254	259	215	22	39	108	37	53	60	41	25	30	32	44	78	100	15									
		24.30%	31.06%	26.99%	31.55%	28.74%	34.92%	22.03%	20.85%	27.41%	15.27%	19.54%	14.91%	15.63%	16.85%	14.29%	18.41%	18.66%	25.64%	27.78%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	44	9	13	7	9	0	1	4	0	1	0	0	0	0	0	0	0	0	0									
		0.66%	1.36%	1.38%	0.85%	1.20%	0.00%	0.56%	0.77%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	40	5	12	4	7	0	0	0	4	0	2	1	0	0	1	1	3	0	0									
		0.60%	0.76%	1.28%	0.49%	0.94%	0.00%	0.00%	0.00%	2.96%	0.00%	0.65%	0.36%	0.00%	0.00%	0.45%	0.42%	0.72%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	3	2	0	0	0	5	1	0	1	0	0	0	0	0	1	0	0									
		0.20%	0.00%	0.32%	0.24%	0.00%	0.00%	0.00%	0.97%	0.74%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	43	7	9	5	6	0	1	3	0	3	2	0	2	1	0	2	2	0	0									
		0.65%	1.06%	0.96%	0.61%	0.80%	0.00%	0.56%	0.58%	0.00%	0.86%	0.65%	0.00%	1.25%	0.56%	0.00%	0.84%	0.48%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1249	112	171	130	171	14	27	135	17	62	51	80	19	32	57	36	63	67	5									
		18.77%	16.97%	18.17%	15.83%	22.86%	22.22%	15.25%	26.06%	12.59%	17.87%	16.61%	29.09%	11.88%	17.98%	25.45%	15.06%	15.07%	17.18%	9.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	4	3	3	2	0	0	2	0	0	1	1	1	0	1	0	0	1	0									
		0.29%	0.61%	0.32%	0.37%	0.27%	0.00%	0.00%	0.39%	0.00%	0.00%	0.33%	0.36%	0.63%	0.00%	0.45%	0.00%	0.00%	0.26%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	726	87	90	88	69	1	30	79	15	33	69	19	13	24	27	17	27	37	1									
		10.91%	13.18%	9.56%	10.72%	9.22%	1.59%	16.95%	15.25%	11.11%	9.51%	22.48%	6.91%	8.13%	13.48%	12.05%	7.11%	6.46%	9.49%	1.85%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
