Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Сальская районная																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №2555	УИК №2556	УИК №2557	УИК №2558	УИК №2559	УИК №2560					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1051	29	19	25	25	22	30	20	28	22	24	28	43	42	17	27	31	38	18	17	19	0	8	11	50	18	12	12	2	33	25	4	7	7	13	20	5	2	50	10	5	35	20	10	1	8	75	14	16	15	0	7	4	2	6	10	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	529	13	2	14	25	12	14	18	16	12	8	15	24	11	8	17	17	18	6	17	30	98	2	1	7	7	2	6	0	9	4	2	2	4	5	3	1	1	7	0	6	8	2	2	3	6	5	7	5	5	2	7	1	3	1	4	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	917	21	31	25	25	28	20	20	22	28	26	22	7	8	33	23	19	12	32	33	31	0	17	9	0	32	23	23	23	17	0	21	8	18	22	15	20	8	0	0	20	0	0	15	9	17	6	5	14	35	25	18	6	18	2	0	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	0	1	5	1	2	1	4	1	2	1	0	1	2	0	2	1	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	1.Политическая партия «Аграрная партия России»	610	25	10	0	26	12	4	19	7	5	0	22	7	17	3	1	11	18	16	9	19	1	5	1	3	33	16	26	4	3	12	6	10	16	44	10	13	5	0	0	10	18	1	8	4	17	16	18	17	9	10	19	10	0	1	2	0	11					
		0.83%	1.22%	0.56%	0.00%	1.03%	0.60%	0.17%	1.19%	0.34%	0.28%	0.00%	1.21%	0.34%	0.76%	0.15%	0.05%	0.46%	0.90%	0.77%	0.45%	1.01%	0.31%	0.35%	0.17%	0.28%	4.71%	1.45%	2.26%	0.66%	0.15%	1.55%	0.92%	2.12%	2.48%	3.23%	0.68%	1.38%	2.08%	0.00%	0.00%	1.39%	1.31%	0.27%	1.33%	0.65%	2.26%	1.10%	1.35%	0.82%	0.47%	1.38%	2.76%	2.63%	0.00%	0.84%	0.83%	0.00%	1.72%					
19	2.Всероссийская политическая партия «Гражданская Сила»	138	11	8	0	16	3	0	5	4	3	0	6	1	4	0	7	2	5	7	4	5	0	0	0	1	3	3	0	0	2	1	1	0	1	5	0	0	0	0	0	1	0	0	0	2	1	6	6	4	7	0	0	0	0	1	2	0	0					
		0.19%	0.54%	0.45%	0.00%	0.63%	0.15%	0.00%	0.31%	0.20%	0.17%	0.00%	0.33%	0.05%	0.18%	0.00%	0.32%	0.08%	0.25%	0.34%	0.20%	0.26%	0.00%	0.00%	0.00%	0.09%	0.43%	0.27%	0.00%	0.00%	0.10%	0.13%	0.15%	0.00%	0.16%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.32%	0.13%	0.41%	0.45%	0.19%	0.36%	0.00%	0.00%	0.00%	0.00%	0.84%	0.83%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	22	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	1	0	0	0	1	0	1					
		0.03%	0.05%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.05%	0.05%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.05%	0.26%	0.00%	0.15%	0.00%	0.00%	0.00%	0.41%	0.00%	0.16%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4684	99	116	98	149	138	319	153	89	105	91	107	209	130	57	168	114	179	150	139	117	2	68	7	89	85	27	55	10	127	17	6	76	68	213	12	8	4	19	5	14	96	10	5	11	27	184	225	113	191	30	61	11	10	4	5	8	54					
		6.41%	4.82%	6.49%	4.35%	5.90%	6.93%	13.77%	9.60%	4.34%	5.86%	4.68%	5.89%	10.27%	5.81%	2.86%	7.57%	4.78%	8.98%	7.22%	6.91%	6.19%	0.62%	4.76%	1.17%	8.20%	12.13%	2.44%	4.79%	1.65%	6.52%	2.20%	0.92%	16.14%	10.56%	15.64%	0.81%	0.85%	1.67%	1.22%	1.31%	1.95%	6.99%	2.67%	0.83%	1.78%	3.59%	12.59%	16.92%	5.46%	9.89%	4.13%	8.87%	2.89%	2.27%	3.36%	2.07%	3.43%	8.45%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	98	1	2	0	5	1	0	1	0	2	0	3	8	2	5	7	1	6	4	3	3	0	0	0	1	0	0	4	0	3	0	1	0	1	6	1	2	1	0	0	0	5	1	0	3	0	4	3	3	1	0	1	0	0	0	2	0	1					
		0.13%	0.05%	0.11%	0.00%	0.20%	0.05%	0.00%	0.06%	0.00%	0.11%	0.00%	0.17%	0.39%	0.09%	0.25%	0.32%	0.04%	0.30%	0.19%	0.15%	0.16%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.35%	0.00%	0.15%	0.00%	0.15%	0.00%	0.16%	0.44%	0.07%	0.21%	0.42%	0.00%	0.00%	0.00%	0.36%	0.27%	0.00%	0.48%	0.00%	0.27%	0.23%	0.14%	0.05%	0.00%	0.15%	0.00%	0.00%	0.00%	0.83%	0.00%	0.16%					
23	6.Политическая партия «Партия социальной справедливости»	63	6	2	0	2	2	0	6	2	0	0	0	1	1	0	1	0	2	6	0	4	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	2	0	1	0	4	0	1	1	3	0	2	1	6	1	1	1	0	0	0	0	0	0					
		0.09%	0.29%	0.11%	0.00%	0.08%	0.10%	0.00%	0.38%	0.10%	0.00%	0.00%	0.00%	0.05%	0.04%	0.00%	0.05%	0.00%	0.10%	0.29%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.05%	0.00%	0.15%	0.00%	0.00%	0.07%	0.00%	0.21%	0.00%	0.06%	0.00%	0.56%	0.00%	0.27%	0.17%	0.48%	0.00%	0.14%	0.08%	0.29%	0.05%	0.14%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2685	152	76	45	135	127	10	106	59	27	15	74	11	95	7	128	58	152	107	97	136	4	8	4	5	91	15	91	8	25	32	10	25	44	153	18	18	4	18	3	34	47	5	5	13	25	85	65	61	21	12	60	7	9	2	2	9	30					
		3.67%	7.39%	4.25%	1.99%	5.34%	6.38%	0.43%	6.65%	2.88%	1.51%	0.77%	4.07%	0.54%	4.25%	0.35%	5.77%	2.43%	7.62%	5.15%	4.82%	7.20%	1.23%	0.56%	0.67%	0.46%	12.98%	1.36%	7.93%	1.32%	1.28%	4.13%	1.53%	5.31%	6.83%	11.23%	1.22%	1.91%	1.67%	1.16%	0.79%	4.74%	3.42%	1.34%	0.83%	2.10%	3.32%	5.82%	4.89%	2.95%	1.09%	1.65%	8.72%	1.84%	2.04%	1.68%	0.83%	3.86%	4.69%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2947	137	113	82	198	116	25	85	74	18	88	65	165	88	65	118	16	273	154	83	99	1	0	10	4	18	25	50	8	26	4	15	15	27	61	16	15	4	36	15	0	41	7	4	6	9	135	132	103	36	14	27	6	5	3	2	0	5					
		4.03%	6.66%	6.32%	3.64%	7.84%	5.82%	1.08%	5.34%	3.61%	1.00%	4.53%	3.58%	8.11%	3.94%	3.27%	5.32%	0.67%	13.69%	7.41%	4.13%	5.24%	0.31%	0.00%	1.68%	0.37%	2.57%	2.26%	4.36%	1.32%	1.33%	0.52%	2.29%	3.18%	4.19%	4.48%	1.08%	1.59%	1.67%	2.32%	3.94%	0.00%	2.98%	1.87%	0.66%	0.97%	1.20%	9.24%	9.92%	4.97%	1.86%	1.93%	3.92%	1.58%	1.13%	2.52%	0.83%	0.00%	0.78%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	229	10	9	0	11	11	1	5	7	2	0	4	1	11	0	4	3	6	11	3	27	0	0	0	1	6	9	4	0	0	0	2	4	9	6	0	6	0	0	0	5	4	5	0	1	0	7	8	8	10	2	2	0	1	0	1	0	2					
		0.31%	0.49%	0.50%	0.00%	0.44%	0.55%	0.04%	0.31%	0.34%	0.11%	0.00%	0.22%	0.05%	0.49%	0.00%	0.18%	0.13%	0.30%	0.53%	0.15%	1.43%	0.00%	0.00%	0.00%	0.09%	0.86%	0.81%	0.35%	0.00%	0.00%	0.00%	0.31%	0.85%	1.40%	0.44%	0.00%	0.64%	0.00%	0.00%	0.00%	0.70%	0.29%	1.34%	0.00%	0.16%	0.00%	0.48%	0.60%	0.39%	0.52%	0.28%	0.29%	0.00%	0.23%	0.00%	0.41%	0.00%	0.31%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	61214	1597	1436	2030	1960	1560	1939	1195	1798	1616	1750	1532	1624	1872	1848	1769	2168	1324	1592	1662	1464	316	1348	574	979	461	1009	910	576	1757	704	610	340	475	863	1419	875	221	1477	358	649	1158	344	579	576	670	1011	857	1730	1635	653	507	346	414	107	225	216	529					
		83.73%	77.68%	80.36%	90.02%	77.56%	78.31%	83.72%	75.02%	87.71%	90.18%	90.02%	84.27%	79.80%	83.72%	92.86%	79.76%	90.98%	66.40%	76.61%	82.60%	77.50%	97.23%	94.33%	96.31%	90.23%	65.76%	91.31%	79.27%	95.05%	90.15%	90.96%	93.27%	72.19%	73.76%	63.36%	96.14%	92.99%	92.08%	95.11%	93.96%	90.52%	84.28%	91.98%	96.02%	93.05%	89.10%	69.20%	64.44%	83.53%	84.67%	89.82%	73.69%	91.05%	93.88%	89.92%	92.98%	92.70%	82.79%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	176	6	7	0	13	12	2	11	5	3	0	5	2	11	5	10	4	11	17	8	5	0	0	0	0	4	1	2	0	0	2	0	1	0	2	0	2	1	2	0	0	1	0	1	0	1	1	2	7	4	0	1	0	2	1	0	0	1					
		0.24%	0.29%	0.39%	0.00%	0.51%	0.60%	0.09%	0.69%	0.24%	0.17%	0.00%	0.28%	0.10%	0.49%	0.25%	0.45%	0.17%	0.55%	0.82%	0.40%	0.26%	0.00%	0.00%	0.00%	0.00%	0.57%	0.09%	0.17%	0.00%	0.00%	0.26%	0.00%	0.21%	0.00%	0.15%	0.00%	0.21%	0.42%	0.13%	0.00%	0.00%	0.07%	0.00%	0.17%	0.00%	0.13%	0.07%	0.15%	0.34%	0.21%	0.00%	0.15%	0.00%	0.45%	0.84%	0.00%	0.00%	0.16%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
