Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																														
Дата голосования: 18.09.2016																																																														
																																																														
Наименование Избирательной комиссии:    Бураевская																																																														
																																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																																														
																																																														
		Сумма	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	575	20	20	19	25	6	20	19	15	30	10	11	10	10	0	10	10	10	10	10	10	10	10	30	30	20	0	0	0	3	10	10	10	10	10	10	5	5	10	0	10	10	10	10	3	2	7	10	0	3	50	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	41	0	0	0	0	1	2	2	0	0	3	0	2	1	1	0	0	0	0	0	3	0	5	0	0	2	1	1	1	1	1	0	1	0	0	5	0	0	0	0	2	0	0	0	4	0	0	0	1	0	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	105	0	0	0	0	14	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	10	10	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	8	3	0	10	2	0	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	2	0	0	1	2	3	2	1	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	202	14	16	1	1	17	9	63	6	0	1	0	2	7	0	1	9	0	2	1	1	2	0	3	1	0	1	3	3	4	0	0	0	1	1	1	2	2	1	1	2	1	1	2	8	0	0	2	6	0	3	0									
		1.30%	1.73%	1.38%	0.20%	0.22%	1.99%	0.88%	4.94%	2.56%	0.00%	0.93%	0.00%	0.49%	2.76%	0.00%	0.29%	2.55%	0.00%	0.81%	0.75%	0.56%	0.97%	0.00%	0.90%	0.50%	0.00%	0.34%	1.90%	1.92%	1.73%	0.00%	0.00%	0.00%	0.40%	0.44%	0.71%	1.90%	1.83%	0.35%	1.04%	0.46%	0.89%	0.87%	1.05%	3.59%	0.00%	0.00%	0.70%	4.51%	0.00%	0.71%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	447	33	22	0	4	28	39	3	0	1	6	1	23	20	9	8	6	2	18	2	4	6	22	14	9	7	11	10	7	9	31	0	3	0	4	4	1	6	0	6	3	5	5	11	4	1	5	5	10	3	6	10									
		2.87%	4.08%	1.89%	0.00%	0.88%	3.29%	3.81%	0.24%	0.00%	0.53%	5.56%	0.40%	5.67%	7.87%	3.78%	2.31%	1.70%	1.49%	7.29%	1.49%	2.25%	2.91%	7.64%	4.18%	4.46%	2.79%	3.75%	6.33%	4.49%	3.90%	12.97%	0.00%	2.59%	0.00%	1.77%	2.84%	0.95%	5.50%	0.00%	6.25%	0.68%	4.46%	4.35%	5.79%	1.79%	0.92%	2.20%	1.75%	7.52%	3.49%	1.42%	6.25%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	190	13	10	3	0	16	25	13	0	0	2	0	5	6	0	2	9	0	3	3	7	4	6	6	2	5	1	2	1	4	0	0	0	1	5	5	1	3	3	0	1	0	2	4	1	0	0	4	4	0	8	0									
		1.22%	1.61%	0.86%	0.59%	0.00%	1.88%	2.44%	1.02%	0.00%	0.00%	1.85%	0.00%	1.23%	2.36%	0.00%	0.58%	2.55%	0.00%	1.21%	2.24%	3.93%	1.94%	2.08%	1.79%	0.99%	1.99%	0.34%	1.27%	0.64%	1.73%	0.00%	0.00%	0.00%	0.40%	2.21%	3.55%	0.95%	2.75%	1.05%	0.00%	0.23%	0.00%	1.74%	2.11%	0.45%	0.00%	0.00%	1.40%	3.01%	0.00%	1.90%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8759	495	398	170	150	458	688	602	135	106	57	178	225	165	210	120	213	84	150	108	118	159	200	249	146	208	162	117	105	127	138	112	85	141	151	81	56	64	161	70	150	77	88	150	168	83	190	100	92	48	122	129									
		56.33%	61.19%	34.22%	33.27%	32.97%	53.76%	67.19%	47.22%	57.69%	56.08%	52.78%	70.92%	55.42%	64.96%	88.24%	34.58%	60.34%	62.69%	60.73%	80.60%	66.29%	77.18%	69.44%	74.33%	72.28%	82.87%	55.29%	74.05%	67.31%	54.98%	57.74%	56.85%	73.28%	55.95%	66.81%	57.45%	53.33%	58.72%	56.29%	72.92%	34.25%	68.75%	76.52%	78.95%	75.34%	76.15%	83.70%	34.97%	69.17%	55.81%	28.91%	80.63%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	64	9	5	0	0	3	6	7	0	0	0	0	1	0	1	0	3	0	0	2	0	1	3	0	0	1	2	0	1	4	0	0	0	0	2	1	0	0	0	0	1	0	0	0	2	0	0	0	5	0	1	3									
		0.41%	1.11%	0.43%	0.00%	0.00%	0.35%	0.59%	0.55%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.42%	0.00%	0.85%	0.00%	0.00%	1.49%	0.00%	0.49%	1.04%	0.00%	0.00%	0.40%	0.68%	0.00%	0.64%	1.73%	0.00%	0.00%	0.00%	0.00%	0.88%	0.71%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	3.76%	0.00%	0.24%	1.88%									
24	"6. Политическая партия ""Гражданская Платформа"""	42	1	2	0	0	2	8	7	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	2	0	0	0	1	0	0	2	0	1	0	0	1	0	1	0	0	0	1	4	1	1	0									
		0.27%	0.12%	0.17%	0.00%	0.00%	0.23%	0.78%	0.55%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.35%	0.30%	0.50%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	1.90%	0.00%	0.35%	0.00%	0.00%	0.89%	0.00%	0.53%	0.00%	0.00%	0.00%	0.35%	3.01%	1.16%	0.24%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2633	89	309	187	183	135	106	285	45	40	21	32	45	16	7	104	46	22	25	3	20	2	13	27	22	18	57	8	7	32	49	41	21	53	18	8	22	20	60	7	130	5	8	8	17	10	14	93	6	14	117	6									
		16.93%	11.00%	26.57%	36.59%	40.22%	15.85%	10.35%	22.35%	19.23%	21.16%	19.44%	12.75%	11.08%	6.30%	2.94%	29.97%	13.03%	16.42%	10.12%	2.24%	11.24%	0.97%	4.51%	8.06%	10.89%	7.17%	19.45%	5.06%	4.49%	13.85%	20.50%	20.81%	18.10%	21.03%	7.96%	5.67%	20.95%	18.35%	20.98%	7.29%	29.68%	4.46%	6.96%	4.21%	7.62%	9.17%	6.17%	32.52%	4.51%	16.28%	27.73%	3.75%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	1	1	1	0	2	2	0	0	1	0	0	3	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.12%	0.09%	0.20%	0.00%	0.23%	0.20%	0.00%	0.00%	0.53%	0.00%	0.00%	0.74%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	1	0	2	0	8	7	1	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0									
		0.23%	0.12%	0.00%	0.39%	0.00%	0.94%	0.68%	0.08%	0.00%	0.00%	0.00%	0.00%	0.74%	0.39%	0.00%	0.29%	0.28%	0.00%	0.00%	0.00%	0.56%	0.49%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.35%	0.00%	0.00%	0.71%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.25%	0.00%	0.00%	0.00%	0.00%	0.10%	0.08%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.30%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	4	2	1	0	11	6	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0									
		0.25%	0.49%	0.17%	0.20%	0.00%	1.29%	0.59%	0.31%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.33%	0.71%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.24%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2075	91	284	81	85	109	106	105	28	25	13	32	78	35	5	85	56	25	30	13	18	14	38	24	16	10	35	12	20	31	0	26	7	33	32	37	13	13	37	8	123	13	10	8	19	5	17	59	6	11	85	9									
		13.34%	11.25%	24.42%	15.85%	18.68%	12.79%	10.35%	8.24%	11.97%	13.23%	12.04%	12.75%	19.21%	13.78%	2.10%	24.50%	15.86%	18.66%	12.15%	9.70%	10.11%	6.80%	13.19%	7.16%	7.92%	3.98%	11.95%	7.59%	12.82%	13.42%	0.00%	13.20%	6.03%	13.10%	14.16%	26.24%	12.38%	11.93%	12.94%	8.33%	28.08%	11.61%	8.70%	4.21%	8.52%	4.59%	7.49%	20.63%	4.51%	12.79%	20.14%	5.63%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	1	6	1	0	3	3	2	0	0	0	2	0	0	1	0	2	0	0	0	1	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1									
		0.19%	0.12%	0.52%	0.20%	0.00%	0.35%	0.29%	0.16%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.42%	0.00%	0.57%	0.00%	0.00%	0.00%	0.56%	0.00%	0.35%	0.00%	0.50%	0.00%	0.34%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.63%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	811	27	105	61	31	32	8	178	20	15	8	5	8	2	1	22	8	1	18	2	7	2	1	5	0	0	22	4	6	14	19	16	0	20	5	2	8	1	23	0	27	10	0	4	0	8	1	21	0	7	26	0									
		5.22%	3.34%	9.03%	11.94%	6.81%	3.76%	0.78%	13.96%	8.55%	7.94%	7.41%	1.99%	1.97%	0.79%	0.42%	6.34%	2.27%	0.75%	7.29%	1.49%	3.93%	0.97%	0.35%	1.49%	0.00%	0.00%	7.51%	2.53%	3.85%	6.06%	7.95%	8.12%	0.00%	7.94%	2.21%	1.42%	7.62%	0.92%	8.04%	0.00%	6.16%	8.93%	0.00%	2.11%	0.00%	7.34%	0.44%	7.34%	0.00%	8.14%	6.16%	0.00%									
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
