Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Новооскольская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	685	50	50	50	50	50	50	50	50	10	10	3	1	3	8	12	12	5	5	5	2	18	9	9	5	2	30	6	6	10	10	2	3	5	4	5	6	23	23	4	5	5	4	5	5	3	1	1									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	651	50	48	47	50	50	50	50	50	10	10	3	1	3	8	8	12	5	5	1	2	11	4	8	3	1	30	6	6	10	10	2	3	5	4	5	6	23	23	4	5	3	3	5	5	2	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	260	24	15	3	7	14	10	6	14	7	3	5	6	2	6	4	5	3	3	4	2	3	2	2	11	7	7	7	5	3	0	9	6	3	2	5	5	4	6	1	2	2	10	5	1	2	3	4									
14	Число погашенных неиспользованных открепительных удостоверений	34	0	2	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	7	5	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	115	10	16	7	3	6	10	6	13	1	2	0	1	0	2	0	1	6	0	0	0	2	0	3	0	1	1	0	0	6	7	0	0	2	0	0	2	0	1	3	0	1	0	0	2	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	72	1	8	10	3	4	7	5	0	2	2	2	0	0	0	0	0	1	0	2	0	4	0	2	1	0	3	0	0	0	1	2	0	1	0	3	0	0	0	1	0	2	0	0	4	0	1	0									
		0.25%	0.06%	0.52%	0.64%	0.22%	0.28%	0.49%	0.32%	0.00%	0.22%	0.34%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.39%	0.00%	0.47%	0.00%	0.36%	0.28%	0.00%	0.61%	0.00%	0.00%	0.00%	0.11%	0.73%	0.00%	0.16%	0.00%	0.75%	0.00%	0.00%	0.00%	0.20%	0.00%	0.27%	0.00%	0.00%	0.98%	0.00%	0.71%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	218	8	12	12	6	20	33	6	11	2	2	1	1	0	0	0	0	2	3	2	2	14	0	8	0	0	3	3	0	3	1	4	2	0	5	2	16	1	0	2	3	7	0	1	12	0	5	3									
		0.75%	0.46%	0.78%	0.77%	0.44%	1.42%	2.32%	0.38%	0.62%	0.22%	0.34%	0.39%	0.19%	0.00%	0.00%	0.00%	0.00%	0.87%	2.59%	0.39%	1.49%	1.64%	0.00%	1.44%	0.00%	0.00%	0.61%	0.82%	0.00%	0.32%	0.11%	1.46%	1.13%	0.00%	0.55%	0.50%	3.52%	0.33%	0.00%	0.41%	0.49%	0.93%	0.00%	0.63%	2.93%	0.00%	3.55%	2.04%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	130	1	13	3	5	19	4	9	7	2	1	0	1	0	0	0	1	2	1	2	0	7	0	15	1	0	3	2	0	1	1	3	3	0	9	0	0	1	0	3	0	2	2	0	4	0	0	2									
		0.45%	0.06%	0.84%	0.19%	0.37%	1.35%	0.28%	0.57%	0.39%	0.22%	0.17%	0.00%	0.19%	0.00%	0.00%	0.00%	0.34%	0.87%	0.86%	0.39%	0.00%	0.82%	0.00%	2.71%	0.28%	0.00%	0.61%	0.55%	0.00%	0.11%	0.11%	1.09%	1.69%	0.00%	0.98%	0.00%	0.00%	0.33%	0.00%	0.61%	0.00%	0.27%	0.43%	0.00%	0.98%	0.00%	0.00%	1.36%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	24124	1320	1305	1376	1145	967	929	1294	1509	855	509	230	477	170	508	216	268	211	99	472	116	695	396	394	326	209	443	285	90	718	726	232	144	577	777	283	423	284	239	450	563	675	441	148	235	159	113	123									
		83.17%	75.64%	84.41%	88.38%	84.13%	68.48%	65.28%	81.69%	84.73%	92.93%	86.42%	89.15%	90.00%	92.39%	93.04%	98.18%	91.16%	92.14%	85.34%	92.55%	86.57%	81.38%	79.84%	71.12%	92.09%	91.67%	89.68%	78.08%	90.91%	76.30%	80.94%	84.67%	81.36%	91.15%	85.01%	71.11%	93.17%	94.98%	93.36%	91.65%	91.69%	89.76%	94.03%	93.08%	57.32%	81.12%	80.14%	83.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	42	1	4	4	7	10	1	2	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0									
		0.14%	0.06%	0.26%	0.26%	0.51%	0.71%	0.07%	0.13%	0.06%	0.22%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	2	1	0	2	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.04%	0.11%	0.06%	0.00%	0.15%	0.07%	0.00%	0.13%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1813	175	72	45	87	263	172	81	101	10	30	10	24	6	8	2	8	4	5	10	8	47	35	43	18	7	13	45	7	58	93	10	15	30	48	44	15	5	8	10	18	30	6	5	66	4	4	8									
		6.25%	10.03%	4.66%	2.89%	6.39%	18.63%	12.09%	5.11%	5.67%	1.09%	5.09%	3.88%	4.53%	3.26%	1.47%	0.91%	2.72%	1.75%	4.31%	1.96%	5.97%	5.50%	7.06%	7.76%	5.08%	3.07%	2.63%	12.33%	7.07%	6.16%	10.37%	3.65%	8.47%	4.74%	5.25%	11.06%	3.30%	1.67%	3.13%	2.04%	2.93%	3.99%	1.28%	3.14%	16.10%	2.04%	2.84%	5.44%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	2	3	1	3	3	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0									
		0.09%	0.11%	0.19%	0.06%	0.22%	0.21%	0.07%	0.06%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.12%	0.00%	0.18%	0.28%	0.44%	0.00%	0.00%	0.00%	0.00%	0.11%	0.36%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	31	2	4	2	6	0	0	6	1	3	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0									
		0.11%	0.11%	0.26%	0.13%	0.44%	0.00%	0.00%	0.38%	0.06%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.20%	0.00%	0.23%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0									
		0.03%	0.00%	0.00%	0.06%	0.07%	0.00%	0.00%	0.06%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	3	3	3	6	4	1	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0									
		0.11%	0.17%	0.19%	0.19%	0.44%	0.28%	0.07%	0.13%	0.00%	0.00%	0.00%	0.39%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1655	191	84	70	46	89	174	97	104	35	23	10	15	7	15	2	12	5	5	15	8	65	55	54	6	10	20	25	2	24	35	20	10	20	65	46	0	7	9	19	17	26	10	3	63	19	8	10									
		5.71%	10.95%	5.43%	4.50%	3.38%	6.30%	12.23%	6.12%	5.84%	3.80%	3.90%	3.88%	2.83%	3.80%	2.75%	0.91%	4.08%	2.18%	4.31%	2.94%	5.97%	7.61%	11.09%	9.75%	1.69%	4.39%	4.05%	6.85%	2.02%	2.55%	3.90%	7.30%	5.65%	3.16%	7.11%	11.56%	0.00%	2.34%	3.52%	3.87%	2.77%	3.46%	2.13%	1.89%	15.37%	9.69%	5.67%	6.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	1	1	2	6	3	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.06%	0.06%	0.13%	0.44%	0.21%	0.07%	0.32%	0.00%	0.11%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.22%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	599	34	31	12	32	17	96	61	42	4	21	4	10	1	7	0	5	1	1	4	0	12	10	21	1	1	7	3	0	57	35	2	1	5	8	6	0	1	0	6	10	4	8	2	9	4	2	1									
		2.07%	1.95%	2.01%	0.77%	2.35%	1.20%	6.75%	3.85%	2.36%	0.43%	3.57%	1.55%	1.89%	0.54%	1.28%	0.00%	1.70%	0.44%	0.86%	0.78%	0.00%	1.41%	2.02%	3.79%	0.28%	0.44%	1.42%	0.82%	0.00%	6.06%	3.90%	0.73%	0.56%	0.79%	0.88%	1.51%	0.00%	0.33%	0.00%	1.22%	1.63%	0.53%	1.71%	1.26%	2.20%	2.04%	1.42%	0.68%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
