Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																
Дата голосования: 18.09.2016																																																																
																																																																
Наименование Избирательной комиссии:    район Отрадное																																																																
																																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																																
																																																																
		Сумма	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14391	225	239	252	238	275	273	343	274	337	271	256	317	314	353	314	270	225	327	256	285	265	310	254	298	305	279	328	301	252	281	244	317	292	225	287	265	268	307	297	322	303	257	229	301	275	303	279	276	355	241	63	77	91									
		35.59%	37.69%	41.07%	36.68%	31.90%	33.25%	28.59%	33.08%	32.08%	38.08%	32.89%	34.59%	33.83%	36.98%	36.28%	35.97%	35.76%	34.40%	32.28%	35.75%	38.31%	37.22%	35.55%	33.87%	32.82%	35.92%	37.86%	37.74%	38.64%	33.42%	38.55%	41.71%	35.22%	38.12%	35.16%	35.21%	36.96%	34.90%	37.35%	37.93%	37.53%	33.26%	34.50%	33.24%	31.03%	36.42%	36.55%	35.45%	40.65%	38.34%	35.34%	39.38%	37.02%	38.40%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	892	13	6	16	23	21	27	26	20	17	12	16	18	15	22	17	26	17	30	16	12	23	20	13	19	17	17	18	26	11	13	9	20	20	12	22	11	19	13	14	23	21	21	10	19	15	19	13	16	13	19	5	6	5									
		2.21%	2.18%	1.03%	2.33%	3.08%	2.54%	2.83%	2.51%	2.34%	1.92%	1.46%	2.16%	1.92%	1.77%	2.26%	1.95%	3.44%	2.60%	2.96%	2.23%	1.61%	3.23%	2.29%	1.73%	2.09%	2.00%	2.31%	2.07%	3.34%	1.46%	1.78%	1.54%	2.22%	2.61%	1.88%	2.70%	1.53%	2.47%	1.58%	1.79%	2.68%	2.31%	2.82%	1.45%	1.96%	1.99%	2.29%	1.65%	2.36%	1.40%	2.79%	3.13%	2.88%	2.11%									
24	"6. Политическая партия ""Гражданская Платформа"""	126	1	3	2	2	2	2	3	0	1	1	2	3	1	2	3	1	3	8	3	0	2	2	1	5	3	1	5	4	1	4	2	2	4	3	4	4	2	2	3	4	3	0	3	2	1	3	3	0	4	1	0	4	1									
		0.31%	0.17%	0.52%	0.29%	0.27%	0.24%	0.21%	0.29%	0.00%	0.11%	0.12%	0.27%	0.32%	0.12%	0.21%	0.34%	0.13%	0.46%	0.79%	0.42%	0.00%	0.28%	0.23%	0.13%	0.55%	0.35%	0.14%	0.58%	0.51%	0.13%	0.55%	0.34%	0.22%	0.52%	0.47%	0.49%	0.56%	0.26%	0.24%	0.38%	0.47%	0.33%	0.00%	0.44%	0.21%	0.13%	0.36%	0.38%	0.00%	0.43%	0.15%	0.00%	1.92%	0.42%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5999	148	147	98	87	143	104	137	141	131	97	88	118	116	123	146	118	98	119	119	73	105	108	144	156	119	118	137	107	108	109	73	124	105	88	120	152	118	115	110	122	133	135	106	173	111	128	130	106	131	98	17	24	18									
		14.83%	24.79%	25.26%	14.26%	11.66%	17.29%	10.89%	13.21%	16.51%	14.80%	11.77%	11.89%	12.59%	13.66%	12.64%	16.72%	15.63%	14.98%	11.75%	16.62%	9.81%	14.75%	12.39%	19.20%	17.18%	14.02%	16.01%	15.77%	13.74%	14.32%	14.95%	12.48%	13.78%	13.71%	13.75%	14.72%	21.20%	15.36%	13.99%	14.05%	14.22%	14.60%	18.12%	15.38%	17.84%	14.70%	15.44%	16.52%	15.61%	14.15%	14.37%	10.63%	11.54%	7.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	928	7	8	26	16	10	31	28	12	12	28	25	19	11	21	20	17	15	32	12	17	15	26	16	25	17	21	14	15	13	17	15	21	21	16	17	10	12	21	18	17	32	16	13	12	22	25	23	12	28	16	2	5	8									
		2.29%	1.17%	1.37%	3.78%	2.14%	1.21%	3.25%	2.70%	1.41%	1.36%	3.40%	3.38%	2.03%	1.30%	2.16%	2.29%	2.25%	2.29%	3.16%	1.68%	2.28%	2.11%	2.98%	2.13%	2.75%	2.00%	2.85%	1.61%	1.93%	1.72%	2.33%	2.56%	2.33%	2.74%	2.50%	2.09%	1.39%	1.56%	2.55%	2.30%	1.98%	3.51%	2.15%	1.89%	1.24%	2.91%	3.02%	2.92%	1.77%	3.02%	2.35%	1.25%	2.40%	3.38%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1328	9	10	15	31	26	39	48	32	16	36	22	21	39	31	22	13	28	49	32	32	14	34	29	31	35	18	29	27	28	18	11	27	19	29	25	19	16	20	21	23	26	21	19	39	19	25	27	28	30	38	5	15	12									
		3.28%	1.51%	1.72%	2.18%	4.16%	3.14%	4.08%	4.63%	3.75%	1.81%	4.37%	2.97%	2.24%	4.59%	3.19%	2.52%	1.72%	4.28%	4.84%	4.47%	4.30%	1.97%	3.90%	3.87%	3.41%	4.12%	2.44%	3.34%	3.47%	3.71%	2.47%	1.88%	3.00%	2.48%	4.53%	3.07%	2.65%	2.08%	2.43%	2.68%	2.68%	2.85%	2.82%	2.76%	4.02%	2.52%	3.02%	3.43%	4.12%	3.24%	5.57%	3.13%	7.21%	5.06%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	104	1	1	1	4	4	2	3	2	5	2	4	2	0	1	1	1	0	4	1	0	0	3	2	5	0	1	1	3	6	1	2	3	1	1	3	1	1	4	5	1	2	0	2	6	2	0	2	2	4	0	0	1	0									
		0.26%	0.17%	0.17%	0.15%	0.54%	0.48%	0.21%	0.29%	0.23%	0.56%	0.24%	0.54%	0.21%	0.00%	0.10%	0.11%	0.13%	0.00%	0.39%	0.14%	0.00%	0.00%	0.34%	0.27%	0.55%	0.00%	0.14%	0.12%	0.39%	0.80%	0.14%	0.34%	0.33%	0.13%	0.16%	0.37%	0.14%	0.13%	0.49%	0.64%	0.12%	0.22%	0.00%	0.29%	0.62%	0.26%	0.00%	0.25%	0.29%	0.43%	0.00%	0.00%	0.48%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3446	33	19	59	74	47	126	103	76	66	102	78	114	71	78	73	64	50	112	71	56	57	64	74	83	68	55	56	60	100	61	49	64	60	67	60	28	57	52	50	73	99	56	69	104	52	65	57	49	69	66	14	16	20									
		8.52%	5.53%	3.26%	8.59%	9.92%	5.68%	13.19%	9.93%	8.90%	7.46%	12.38%	10.54%	12.17%	8.36%	8.02%	8.36%	8.48%	7.65%	11.06%	9.92%	7.53%	8.01%	7.34%	9.87%	9.14%	8.01%	7.46%	6.44%	7.70%	13.26%	8.37%	8.38%	7.11%	7.83%	10.47%	7.36%	3.91%	7.42%	6.33%	6.39%	8.51%	10.87%	7.52%	10.01%	10.72%	6.89%	7.84%	7.24%	7.22%	7.45%	9.68%	8.75%	7.69%	8.44%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6414	80	70	118	131	121	186	185	141	140	121	104	142	123	156	131	110	111	186	115	133	111	170	109	141	135	112	136	114	113	110	83	155	124	100	157	120	141	155	124	118	141	101	126	154	132	121	101	84	130	102	24	28	38									
		15.86%	13.40%	12.03%	17.18%	17.56%	14.63%	19.48%	17.84%	16.51%	15.82%	14.68%	14.05%	15.15%	14.49%	16.03%	15.01%	14.57%	16.97%	18.36%	16.06%	17.88%	15.59%	19.50%	14.53%	15.53%	15.90%	15.20%	15.65%	14.63%	14.99%	15.09%	14.19%	17.22%	16.19%	15.63%	19.26%	16.74%	18.36%	18.86%	15.84%	13.75%	15.48%	13.56%	18.29%	15.88%	17.48%	14.60%	12.83%	12.37%	14.04%	14.96%	15.00%	13.46%	16.03%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	235	8	6	5	0	3	4	4	3	5	3	3	6	10	9	5	2	0	7	2	4	5	3	2	6	5	6	5	10	7	2	2	5	4	6	9	2	5	8	2	5	4	7	1	3	1	5	2	5	4	7	2	5	1									
		0.58%	1.34%	1.03%	0.73%	0.00%	0.36%	0.42%	0.39%	0.35%	0.56%	0.36%	0.41%	0.64%	1.18%	0.92%	0.57%	0.26%	0.00%	0.69%	0.28%	0.54%	0.70%	0.34%	0.27%	0.66%	0.59%	0.81%	0.58%	1.28%	0.93%	0.27%	0.34%	0.56%	0.52%	0.94%	1.10%	0.28%	0.65%	0.97%	0.26%	0.58%	0.44%	0.94%	0.15%	0.31%	0.13%	0.60%	0.25%	0.74%	0.43%	1.03%	1.25%	2.40%	0.42%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2514	22	27	46	59	68	65	63	65	54	61	57	70	53	77	56	58	53	51	26	41	39	52	35	38	67	43	49	35	43	46	36	72	44	29	48	46	48	46	46	43	58	48	35	63	38	61	62	24	72	35	5	16	20									
		6.22%	3.69%	4.64%	6.70%	7.91%	8.22%	6.81%	6.08%	7.61%	6.10%	7.40%	7.70%	7.47%	6.24%	7.91%	6.41%	7.68%	8.10%	5.03%	3.63%	5.51%	5.48%	5.96%	4.67%	4.19%	7.89%	5.83%	5.64%	4.49%	5.70%	6.31%	6.15%	8.00%	5.74%	4.53%	5.89%	6.42%	6.25%	5.60%	5.87%	5.01%	6.37%	6.44%	5.08%	6.49%	5.03%	7.36%	7.88%	3.53%	7.78%	5.13%	3.13%	7.69%	8.44%									
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
