Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Базарно-Карабулакская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	35	0	0	7	0	1	3	0	0	0	0	0	0	0	2	0	2	13	1	0	0	0	0	0	0	1	0	0	0	4	1									
		0.17%	0.00%	0.00%	0.54%	0.00%	0.08%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.70%	0.99%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.90%	0.12%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	110	4	0	40	0	0	5	8	0	0	0	6	7	0	1	2	4	0	1	0	0	3	0	0	0	7	0	0	0	15	7									
		0.54%	0.32%	0.00%	3.11%	0.00%	0.00%	0.95%	1.87%	0.00%	0.00%	0.00%	1.27%	1.49%	0.00%	0.09%	0.16%	1.40%	0.00%	0.31%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	2.70%	0.00%	0.00%	0.00%	3.39%	0.82%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	61	0	0	12	5	1	5	6	0	0	0	6	3	5	0	0	4	0	1	0	0	2	0	0	0	1	0	0	0	5	5									
		0.30%	0.00%	0.00%	0.93%	0.40%	0.08%	0.95%	1.40%	0.00%	0.00%	0.00%	1.27%	0.64%	0.65%	0.00%	0.00%	1.40%	0.00%	0.31%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	1.13%	0.59%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16291	1007	1014	826	986	1039	417	352	418	297	643	396	360	678	998	1078	184	986	265	194	332	258	931	180	483	228	235	128	403	340	635									
		80.17%	79.35%	79.97%	64.13%	79.01%	80.11%	79.43%	82.24%	76.14%	74.81%	95.68%	83.72%	76.43%	87.60%	85.45%	87.43%	64.34%	75.04%	81.04%	79.84%	86.91%	82.69%	82.83%	85.31%	79.44%	88.03%	78.33%	94.12%	86.67%	76.75%	74.71%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	14	1	0	5	0	1	1	0	0	0	0	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.08%	0.00%	0.39%	0.00%	0.08%	0.19%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.16%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	3	0	1	0	1	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.23%	0.00%	0.08%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	1.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1519	73	126	180	110	73	12	23	54	34	0	34	17	29	56	71	38	131	26	14	19	24	100	15	67	17	30	5	12	19	110									
		7.48%	5.75%	9.94%	13.98%	8.81%	5.63%	2.29%	5.37%	9.84%	8.56%	0.00%	7.19%	3.61%	3.75%	4.79%	5.76%	13.29%	9.97%	7.95%	5.76%	4.97%	7.69%	8.90%	7.11%	11.02%	6.56%	10.00%	3.68%	2.58%	4.29%	12.94%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	3	0	1	0	1	1	0	0	0	0	1	0	0	0	2	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0									
		0.07%	0.24%	0.00%	0.08%	0.00%	0.08%	0.19%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.16%	1.05%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	21	1	0	11	0	0	1	0	0	4	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.10%	0.08%	0.00%	0.85%	0.00%	0.00%	0.19%	0.00%	0.00%	1.01%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	0	0	2	4	1	4	3	0	0	0	0	3	0	0	3	1	7	0	9	0	1	0	0	0	0	1	0	0	1	1									
		0.20%	0.00%	0.00%	0.16%	0.32%	0.08%	0.76%	0.70%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.24%	0.35%	0.53%	0.00%	3.70%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.23%	0.12%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1913	169	114	159	123	170	74	25	77	62	29	19	67	50	104	58	38	126	31	21	24	16	93	16	55	3	28	3	50	42	67									
		9.41%	13.32%	8.99%	12.34%	9.86%	13.11%	14.10%	5.84%	14.03%	15.62%	4.32%	4.02%	14.23%	6.46%	8.90%	4.70%	13.29%	9.59%	9.48%	8.64%	6.28%	5.13%	8.27%	7.58%	9.05%	1.16%	9.33%	2.21%	10.75%	9.48%	7.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	0	0	4	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.31%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.09%	0.08%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	125	2	0	25	5	5	2	3	0	0	0	5	7	0	2	5	2	25	1	5	7	5	0	0	3	2	6	0	0	3	5									
		0.62%	0.16%	0.00%	1.94%	0.40%	0.39%	0.38%	0.70%	0.00%	0.00%	0.00%	1.06%	1.49%	0.00%	0.17%	0.41%	0.70%	1.90%	0.31%	2.06%	1.83%	1.60%	0.00%	0.00%	0.49%	0.77%	2.00%	0.00%	0.00%	0.68%	0.59%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
