Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Лихославльская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК  626	УИК  627	УИК  628	УИК  629	УИК  630	УИК  631	УИК  632	УИК  633	УИК  634	УИК  635	УИК  636	УИК  637	УИК  638	УИК  639	УИК  640	УИК  641	УИК  642	УИК  643	УИК  644	УИК  645	УИК  646	УИК  647	УИК  648	УИК  649	УИК  650	УИК  651	УИК  652	УИК  653	УИК  654	УИК  655	УИК  656	УИК  657	УИК  658	УИК  659	УИК  660	УИК  661	УИК  662	УИК  663					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	166	7	1	4	2	4	3	6	5	2	3	0	3	5	7	1	4	2	3	4	0	0	3	5	2	11	1	3	3	3	4	4	6	5	0	13	12	17	8					
14	Число погашенных открепительных удостоверений	97	5	1	12	0	3	3	0	0	3	4	5	4	0	3	2	3	3	0	1	3	3	4	0	0	0	0	4	1	0	1	14	0	14	1	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	265	12	14	7	18	12	1	5	4	13	1	1	13	10	7	4	4	5	6	8	2	3	3	15	5	12	0	3	14	10	17	11	8	9	5	3	0	0	0					
		1.84%	1.46%	1.75%	0.83%	2.35%	3.96%	0.93%	1.34%	1.17%	5.67%	0.58%	0.33%	4.79%	2.48%	1.53%	1.66%	1.80%	2.80%	2.25%	3.75%	1.0%	2.14%	2.34%	1.66%	2.12%	2.69%	0.0%	1.74%	1.84%	1.79%	1.95%	1.40%	2.41%	0.96%	1.13%	8.10%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	219	15	10	12	15	5	2	9	4	3	3	4	0	6	6	1	1	4	2	3	4	3	2	13	3	6	1	4	13	7	9	16	4	19	8	1	0	1	0					
		1.52%	1.82%	1.25%	1.42%	1.96%	1.65%	1.86%	2.41%	1.17%	1.31%	1.75%	1.33%	0.0%	1.49%	1.31%	0.41%	0.45%	2.24%	0.75%	1.40%	2.0%	2.14%	1.56%	1.44%	1.27%	1.34%	0.86%	2.32%	1.71%	1.25%	1.03%	2.04%	1.20%	2.04%	1.81%	2.70%	0.0%	5.88%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	404	25	25	21	22	12	4	4	5	4	4	4	7	13	14	8	5	5	10	4	11	6	3	18	5	25	3	8	12	12	26	14	9	31	22	0	2	1	0					
		2.80%	3.04%	3.12%	2.49%	2.88%	3.96%	3.73%	1.07%	1.47%	1.74%	2.33%	1.33%	2.58%	3.23%	3.06%	3.33%	2.26%	2.80%	3.75%	1.87%	5.5%	4.28%	2.34%	2.0%	2.12%	5.61%	2.58%	4.65%	1.57%	2.15%	2.98%	1.78%	2.71%	3.34%	5.0%	0.0%	11.76%	5.88%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	381	32	16	12	24	11	1	3	10	5	2	3	5	7	16	2	1	4	1	4	1	3	1	32	2	4	3	6	16	14	39	36	12	45	8	0	0	0	0					
		2.64%	3.89%	2.00%	1.42%	3.14%	3.63%	0.93%	0.80%	2.94%	2.18%	1.16%	1.0%	1.84%	1.74%	3.50%	0.83%	0.45%	2.24%	0.37%	1.87%	0.5%	2.14%	0.78%	3.55%	0.85%	0.89%	2.58%	3.48%	2.10%	2.51%	4.47%	4.59%	3.62%	4.84%	1.81%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	122	5	5	0	6	3	3	5	5	1	4	1	2	7	0	1	3	1	1	3	2	2	0	4	0	2	0	4	8	13	4	5	1	15	5	0	0	1	0					
		0.84%	0.60%	0.62%	0.0%	0.78%	0.99%	2.80%	1.34%	1.47%	0.43%	2.33%	0.33%	0.73%	1.74%	0.0%	0.41%	1.35%	0.56%	0.37%	1.40%	1.0%	1.42%	0.0%	0.44%	0.0%	0.44%	0.0%	2.32%	1.05%	2.33%	0.45%	0.63%	0.30%	1.61%	1.13%	0.0%	0.0%	5.88%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	50	3	3	2	0	1	1	3	1	3	0	0	0	1	0	2	0	2	1	2	2	0	1	2	0	1	1	0	4	3	3	2	2	4	0	0	0	0	0					
		0.34%	0.36%	0.37%	0.23%	0.0%	0.33%	0.93%	0.80%	0.29%	1.31%	0.0%	0.0%	0.0%	0.24%	0.0%	0.83%	0.0%	1.12%	0.37%	0.93%	1.0%	0.0%	0.78%	0.22%	0.0%	0.22%	0.86%	0.0%	0.52%	0.53%	0.34%	0.25%	0.60%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	128	5	9	6	5	2	0	4	3	2	1	2	2	4	1	5	4	1	3	0	0	0	0	14	3	10	0	0	6	3	9	11	2	5	5	1	0	0	0					
		0.89%	0.60%	1.12%	0.71%	0.65%	0.66%	0.0%	1.07%	0.88%	0.87%	0.58%	0.66%	0.73%	0.99%	0.21%	2.08%	1.80%	0.56%	1.12%	0.0%	0.0%	0.0%	0.0%	1.55%	1.27%	2.24%	0.0%	0.0%	0.78%	0.53%	1.03%	1.40%	0.60%	0.53%	1.13%	2.70%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	23	1	1	1	0	0	0	2	1	1	1	0	0	2	0	0	3	1	0	0	2	1	0	0	0	2	0	1	0	0	2	1	0	0	0	0	0	0	0					
		0.15%	0.12%	0.12%	0.11%	0.0%	0.0%	0.0%	0.53%	0.29%	0.43%	0.58%	0.0%	0.0%	0.49%	0.0%	0.0%	1.35%	0.56%	0.0%	0.0%	1.0%	0.71%	0.0%	0.0%	0.0%	0.44%	0.0%	0.58%	0.0%	0.0%	0.22%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	62	8	2	2	0	1	0	4	1	1	0	1	0	1	0	2	1	0	3	1	0	0	0	6	2	1	0	0	1	3	4	6	1	5	3	2	0	0	0					
		0.43%	0.97%	0.25%	0.23%	0.0%	0.33%	0.0%	1.07%	0.29%	0.43%	0.0%	0.33%	0.0%	0.24%	0.0%	0.83%	0.45%	0.0%	1.12%	0.46%	0.0%	0.0%	0.0%	0.66%	0.85%	0.22%	0.0%	0.0%	0.13%	0.53%	0.45%	0.76%	0.30%	0.53%	0.68%	5.40%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	808	29	20	21	14	22	11	32	19	42	26	62	59	21	9	12	21	16	16	24	13	15	16	22	27	16	13	6	43	25	43	29	7	35	18	2	0	0	2					
		5.61%	3.53%	2.50%	2.49%	1.83%	7.26%	10.28%	8.60%	5.60%	18.34%	15.20%	20.66%	21.77%	5.22%	1.96%	5.0%	9.50%	8.98%	6.01%	11.26%	6.5%	10.71%	12.5%	2.44%	11.48%	3.59%	11.20%	3.48%	5.65%	4.49%	4.93%	3.69%	2.11%	3.77%	4.09%	5.40%	0.0%	0.0%	20.0%					
28	"11. ""Истинные патриоты России"""	13	0	0	0	1	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	1	1	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.09%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.65%	0.41%	0.0%	0.0%	0.0%	0.0%	0.5%	0.71%	0.78%	0.11%	0.0%	0.44%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	161	8	12	15	6	5	2	6	1	3	0	1	2	6	9	5	0	0	2	4	3	1	2	8	2	2	3	2	6	11	8	6	2	7	9	2	0	0	0					
		1.11%	0.97%	1.50%	1.78%	0.78%	1.65%	1.86%	1.61%	0.29%	1.31%	0.0%	0.33%	0.73%	1.49%	1.96%	2.08%	0.0%	0.0%	0.75%	1.87%	1.5%	0.71%	1.56%	0.88%	0.85%	0.44%	2.58%	1.16%	0.78%	1.97%	0.91%	0.76%	0.60%	0.75%	2.04%	5.40%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	37	0	2	1	0	2	0	2	0	0	0	2	2	3	0	0	0	4	0	0	2	1	0	5	1	0	0	2	1	2	0	1	1	0	2	1	0	0	0					
		0.25%	0.0%	0.25%	0.11%	0.0%	0.66%	0.0%	0.53%	0.0%	0.0%	0.0%	0.66%	0.73%	0.74%	0.0%	0.0%	0.0%	2.24%	0.0%	0.0%	1.0%	0.71%	0.0%	0.55%	0.42%	0.0%	0.0%	1.16%	0.13%	0.35%	0.0%	0.12%	0.30%	0.0%	0.45%	2.70%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	36	2	0	3	0	1	0	0	3	1	0	1	1	0	2	1	1	1	1	0	2	3	1	2	0	2	1	0	0	3	1	0	0	2	1	0	0	0	0					
		0.25%	0.24%	0.0%	0.35%	0.0%	0.33%	0.0%	0.0%	0.88%	0.43%	0.0%	0.33%	0.36%	0.0%	0.43%	0.41%	0.45%	0.56%	0.37%	0.0%	1.0%	2.14%	0.78%	0.22%	0.0%	0.44%	0.86%	0.0%	0.0%	0.53%	0.11%	0.0%	0.0%	0.21%	0.22%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	22	1	1	2	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	4	1	1	1	0	0	0	0	0	1	4	1	1	0	1	0	0	0	0	0					
		0.15%	0.12%	0.12%	0.23%	0.0%	0.0%	0.0%	0.26%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	1.87%	0.5%	0.71%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.71%	0.11%	0.12%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	904	62	45	61	53	15	2	11	23	10	9	8	10	20	38	11	9	13	11	5	5	5	13	66	11	24	5	5	52	29	77	69	16	75	32	0	1	2	1					
		6.28%	7.55%	5.63%	7.25%	6.94%	4.95%	1.86%	2.95%	6.78%	4.36%	5.26%	2.66%	3.69%	4.97%	8.31%	4.58%	4.07%	7.30%	4.13%	2.34%	2.5%	3.57%	10.15%	7.33%	4.68%	5.39%	4.31%	2.90%	6.84%	5.21%	8.84%	8.80%	4.83%	8.08%	7.27%	0.0%	5.88%	11.76%	10.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	58	2	0	3	1	3	1	3	1	4	0	0	1	1	2	0	2	0	2	2	3	1	1	1	1	3	2	2	3	3	4	1	1	3	0	0	1	0	0					
		0.40%	0.24%	0.0%	0.35%	0.13%	0.99%	0.93%	0.80%	0.29%	1.74%	0.0%	0.0%	0.36%	0.24%	0.43%	0.0%	0.90%	0.0%	0.75%	0.93%	1.5%	0.71%	0.78%	0.11%	0.42%	0.67%	1.72%	1.16%	0.39%	0.53%	0.45%	0.12%	0.30%	0.32%	0.0%	0.0%	5.88%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1726	111	86	75	84	27	13	41	45	12	16	48	31	56	42	15	23	29	23	24	22	13	12	133	17	46	14	23	105	80	125	89	45	147	48	4	0	2	0					
		12.00%	13.52%	10.76%	8.91%	11.00%	8.91%	12.14%	11.02%	13.27%	5.24%	9.35%	16.0%	11.43%	13.93%	9.19%	6.25%	10.40%	16.29%	8.64%	11.26%	11.0%	9.28%	9.37%	14.77%	7.23%	10.33%	12.06%	13.37%	13.81%	14.38%	14.35%	11.35%	13.59%	15.84%	10.90%	10.81%	0.0%	11.76%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	372	23	18	14	12	3	1	6	10	6	6	8	6	5	9	7	3	5	10	2	2	6	1	21	2	10	1	4	17	23	34	28	13	35	19	2	0	0	0					
		2.58%	2.80%	2.25%	1.66%	1.57%	0.99%	0.93%	1.61%	2.94%	2.62%	3.50%	2.66%	2.21%	1.24%	1.96%	2.91%	1.35%	2.80%	3.75%	0.93%	1.0%	4.28%	0.78%	2.33%	0.85%	2.24%	0.86%	2.32%	2.23%	4.13%	3.90%	3.57%	3.92%	3.77%	4.31%	5.40%	0.0%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	6161	332	385	413	366	139	39	167	141	87	65	99	86	185	201	129	100	63	127	79	95	60	39	381	116	198	47	75	338	227	329	335	156	341	178	17	12	9	5					
		42.84%	40.43%	48.18%	49.10%	47.96%	45.87%	36.44%	44.89%	41.59%	37.99%	38.01%	33.0%	31.73%	46.01%	43.98%	53.75%	45.24%	35.39%	47.74%	37.08%	47.5%	42.85%	30.46%	42.33%	49.36%	44.49%	40.51%	43.60%	44.47%	40.82%	37.77%	42.72%	47.12%	36.74%	40.45%	45.94%	70.58%	52.94%	50.0%					
38	"21. ""Российская Конституционно-демократическая партия"""	27	2	0	1	1	0	0	3	0	0	0	1	0	1	1	0	0	0	0	1	2	1	0	1	1	1	0	1	4	1	3	0	0	0	0	1	0	0	0					
		0.18%	0.24%	0.0%	0.11%	0.13%	0.0%	0.0%	0.80%	0.0%	0.0%	0.0%	0.33%	0.0%	0.24%	0.21%	0.0%	0.0%	0.0%	0.0%	0.46%	1.0%	0.71%	0.0%	0.11%	0.42%	0.22%	0.0%	0.58%	0.52%	0.17%	0.34%	0.0%	0.0%	0.0%	0.0%	2.70%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	30	0	1	1	0	2	0	0	0	0	0	1	1	0	4	0	1	0	0	1	1	0	0	1	0	1	0	0	1	2	3	2	0	4	3	0	0	0	0					
		0.20%	0.0%	0.12%	0.11%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.36%	0.0%	0.87%	0.0%	0.45%	0.0%	0.0%	0.46%	0.5%	0.0%	0.0%	0.11%	0.0%	0.22%	0.0%	0.0%	0.13%	0.35%	0.34%	0.25%	0.0%	0.43%	0.68%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1580	104	106	124	86	30	23	32	47	17	24	40	25	28	54	18	26	19	28	33	16	7	25	89	27	54	11	13	76	53	82	85	29	95	51	1	1	1	0					
		10.98%	12.66%	13.26%	14.74%	11.27%	9.90%	21.49%	8.60%	13.86%	7.42%	14.03%	13.33%	9.22%	6.96%	11.81%	7.5%	11.76%	10.67%	10.52%	15.49%	8.0%	4.99%	19.53%	9.88%	11.48%	12.13%	9.48%	7.55%	10.0%	9.53%	9.41%	10.84%	8.76%	10.23%	11.59%	2.70%	5.88%	5.88%	0.0%					
																																													
41	Против всех	525	28	24	23	27	5	2	18	10	8	6	10	13	18	19	8	8	4	11	6	7	2	4	48	9	12	2	9	27	16	39	29	13	40	18	0	0	0	2					
		3.65%	3.41%	3.00%	2.73%	3.53%	1.65%	1.86%	4.83%	2.94%	3.49%	3.50%	3.33%	4.79%	4.47%	4.15%	3.33%	3.61%	2.24%	4.13%	2.81%	3.5%	1.42%	3.12%	5.33%	3.82%	2.69%	1.72%	5.23%	3.55%	2.87%	4.47%	3.69%	3.92%	4.31%	4.09%	0.0%	0.0%	0.0%	20.0%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
