Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
Наименование Избирательной комиссии:    Артинская																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК  97	УИК  98	УИК  99	УИК  100	УИК  101	УИК  102	УИК  103	УИК  104	УИК  105	УИК  106	УИК  107	УИК  108	УИК  109	УИК  110	УИК  111	УИК  112	УИК  113	УИК  114	УИК  115	УИК  116	УИК  117	УИК  118	УИК  119	УИК  120	УИК  121	УИК  122	УИК  123	УИК  124	УИК  125	УИК  126	УИК  127	УИК  128	УИК  129	УИК  130	УИК  131	УИК  132	УИК  133	УИК  134	УИК  135	УИК  136	УИК  137	УИК  138	УИК  139	УИК  140	УИК  141	УИК  142	УИК  143	УИК  144	УИК  145	УИК  146	УИК  147	УИК  148					
		5.51%	7.21%	4.39%	6.32%	8.82%	6.48%	6.63%	5.18%	10.30%	0.0%	5.17%	4.90%	6.77%	3.14%	1.81%	5.66%	0.0%	6.97%	2.05%	4.08%	2.46%	2.68%	0.0%	3.27%	1.26%	4.39%	9.09%	9.09%	9.09%	0.0%	6.46%	12.19%	5.09%	4.69%	2.77%	0.0%	1.19%	5.76%	2.32%	4.67%	3.33%	3.79%	2.59%	9.22%	6.96%	2.06%	2.22%	0.0%	8.19%	3.32%	6.73%	6.25%	5.05%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	193	20	6	15	33	51	12	2	0	0	0	0	1	0	0	0	1	2	2	0	0	1	1	7	0	4	0	0	0	2	0	4	1	8	1	0	1	8	1	1	1	0	0	0	0	0	3	0	0	1	1	2	0					
		1.35%	2.67%	1.75%	2.71%	2.85%	4.08%	1.17%	0.94%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	2.94%	0.77%	0.51%	0.0%	0.0%	0.53%	1.96%	0.88%	0.0%	4.39%	0.0%	0.0%	0.0%	0.88%	0.0%	1.95%	0.28%	1.97%	2.77%	0.0%	1.19%	1.31%	0.77%	0.93%	1.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.25%	0.96%	1.25%	0.0%					
22	"5. ""За Русь Святую"""	60	4	1	1	2	9	5	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	5	2	0	0	0	0	0	1	1	1	3	2	0	0	7	0	1	0	3	0	3	0	0	3	0	0	0	0	0	0					
		0.42%	0.53%	0.29%	0.18%	0.17%	0.72%	0.48%	0.0%	0.0%	0.0%	0.0%	0.98%	2.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.62%	2.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.48%	0.28%	0.74%	5.55%	0.0%	0.0%	1.15%	0.0%	0.93%	0.0%	0.56%	0.0%	1.45%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	32	2	0	3	1	3	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	1	2	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	2	2	1	0					
		0.22%	0.26%	0.0%	0.54%	0.08%	0.24%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.81%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.09%	0.0%	0.0%	0.0%	0.44%	0.24%	0.0%	0.28%	0.49%	0.0%	0.0%	0.0%	0.98%	0.0%	0.0%	0.0%	0.18%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	1.92%	0.62%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	79	4	5	5	9	11	9	1	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	5	0	0	0	1	0	0	2	1	0	7	1	0	0	7	1	0	0	0	0	0	0	0	1	0	0	2	0	2	0					
		0.55%	0.53%	1.46%	0.90%	0.77%	0.88%	0.87%	0.47%	0.0%	0.0%	0.0%	0.0%	1.04%	0.0%	0.0%	0.0%	0.0%	0.38%	0.25%	1.02%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	1.51%	0.0%	0.0%	0.49%	0.48%	0.0%	1.72%	2.77%	0.0%	0.0%	1.15%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.51%	0.0%	1.25%	0.0%					
25	"8. ""Народно-республиканская партия России"""	16	0	0	0	1	2	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2					
		0.11%	0.0%	0.0%	0.0%	0.08%	0.16%	0.09%	0.47%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	1.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.16%	0.77%	0.0%	1.66%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.12%					
26	"9. ""Российская экологическая партия ""Зеленые"""	37	3	0	2	5	6	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1					
		0.25%	0.40%	0.0%	0.36%	0.43%	0.48%	0.29%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.24%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.18%	0.64%	0.48%	0.63%	0.0%	0.24%	0.0%	1.63%	0.0%	0.0%	0.0%	0.56%					
27	"10. ""Аграрная партия России"""	2039	63	32	33	52	84	74	22	51	7	3	12	50	9	5	12	7	62	78	13	52	26	2	93	12	12	27	9	23	37	83	46	146	22	1	0	11	110	28	14	6	143	60	37	29	49	94	17	24	80	39	20	18					
		14.31%	8.42%	9.38%	5.96%	4.49%	6.72%	7.21%	10.37%	13.14%	10.93%	5.17%	11.76%	26.04%	7.08%	9.09%	11.32%	20.58%	24.03%	20.0%	13.26%	16.0%	13.97%	3.92%	11.69%	15.18%	13.18%	17.53%	13.63%	29.87%	16.37%	20.64%	22.43%	41.35%	5.43%	2.77%	0.0%	13.09%	18.12%	21.70%	13.08%	10.0%	27.13%	38.96%	17.96%	18.35%	25.25%	23.26%	29.31%	39.34%	20.46%	37.5%	12.5%	10.11%					
28	"11. ""Истинные патриоты России"""	27	2	2	0	0	0	4	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	1					
		0.18%	0.26%	0.58%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	1.56%	1.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.74%	0.48%	0.28%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.87%	0.56%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	119	6	3	6	11	10	15	3	3	0	0	0	2	0	0	2	0	4	3	0	1	1	1	6	0	1	1	0	0	0	4	3	2	4	0	0	0	9	0	2	0	4	3	0	0	0	0	0	0	2	2	0	5					
		0.83%	0.80%	0.87%	1.08%	0.95%	0.8%	1.46%	1.41%	0.77%	0.0%	0.0%	0.0%	1.04%	0.0%	0.0%	1.88%	0.0%	1.55%	0.76%	0.0%	0.30%	0.53%	1.96%	0.75%	0.0%	1.09%	0.64%	0.0%	0.0%	0.0%	0.99%	1.46%	0.56%	0.98%	0.0%	0.0%	0.0%	1.48%	0.0%	1.86%	0.0%	0.75%	1.94%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	1.92%	0.0%	2.80%					
30	"13. ""Демократическая партия России"""	30	1	0	3	6	3	2	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2					
		0.21%	0.13%	0.0%	0.54%	0.51%	0.24%	0.19%	0.0%	0.0%	0.0%	0.0%	0.98%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.24%	0.0%	0.0%	1.19%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.25%	0.0%	0.62%	1.12%					
31	"14. ""Великая Россия - Евразийский Союз"""	36	0	0	1	0	2	0	1	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	8	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	2	7					
		0.25%	0.0%	0.0%	0.18%	0.0%	0.16%	0.0%	0.47%	1.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	1.29%	0.44%	0.24%	3.90%	0.28%	0.24%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	1.25%	3.93%					
32	"15. ""Партия СЛОН"""	19	1	0	0	0	3	4	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0					
		0.13%	0.13%	0.0%	0.0%	0.0%	0.24%	0.39%	0.47%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	1.66%	0.0%	0.0%	0.48%	0.63%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	594	48	17	20	84	85	79	5	7	0	1	5	8	4	8	2	1	7	10	0	11	7	3	34	2	3	3	0	2	6	7	5	11	8	0	2	4	29	5	2	1	10	1	8	1	2	16	0	1	9	0	6	4					
		4.17%	6.41%	4.98%	3.61%	7.26%	6.8%	7.70%	2.35%	1.80%	0.0%	1.72%	4.90%	4.16%	3.14%	14.54%	1.88%	2.94%	2.71%	2.56%	0.0%	3.38%	3.76%	5.88%	4.27%	2.53%	3.29%	1.94%	0.0%	2.59%	2.65%	1.74%	2.43%	3.11%	1.97%	0.0%	4.08%	4.76%	4.77%	3.87%	1.86%	1.66%	1.89%	0.64%	3.88%	0.63%	1.03%	3.96%	0.0%	1.63%	2.30%	0.0%	3.75%	2.24%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	54	3	2	2	4	0	5	1	0	0	0	2	0	1	0	0	0	0	1	0	1	2	0	0	0	0	1	1	0	0	1	1	2	2	0	0	0	0	0	1	0	3	3	1	0	1	7	0	0	3	2	0	1					
		0.37%	0.40%	0.58%	0.36%	0.34%	0.0%	0.48%	0.47%	0.0%	0.0%	0.0%	1.96%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.30%	1.07%	0.0%	0.0%	0.0%	0.0%	0.64%	1.51%	0.0%	0.0%	0.24%	0.48%	0.56%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.56%	1.94%	0.48%	0.0%	0.51%	1.73%	0.0%	0.0%	0.76%	1.92%	0.0%	0.56%					
35	"18. ""ЛДПР"""	1838	128	51	100	172	159	144	39	12	8	6	5	32	31	15	18	3	35	38	2	39	29	2	104	5	8	16	17	9	34	25	5	37	88	9	25	8	76	18	14	2	61	21	13	25	16	47	23	6	35	8	8	7					
		12.90%	17.11%	14.95%	18.08%	14.87%	12.72%	14.04%	18.39%	3.09%	12.5%	10.34%	4.90%	16.66%	24.40%	27.27%	16.98%	8.82%	13.56%	9.74%	2.04%	12.0%	15.59%	3.92%	13.08%	6.32%	8.79%	10.38%	25.75%	11.68%	15.04%	6.21%	2.43%	10.48%	21.72%	25.0%	51.02%	9.52%	12.52%	13.95%	13.08%	3.33%	11.57%	13.63%	6.31%	15.82%	8.24%	11.63%	39.65%	9.83%	8.95%	7.69%	5.0%	3.93%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	310	9	6	21	32	26	26	1	3	2	1	3	2	2	3	8	0	6	12	3	4	8	0	12	1	0	3	0	0	1	11	5	2	8	4	0	4	13	3	4	1	10	4	5	1	1	17	0	0	15	0	5	2					
		2.17%	1.20%	1.75%	3.79%	2.76%	2.08%	2.53%	0.47%	0.77%	3.12%	1.72%	2.94%	1.04%	1.57%	5.45%	7.54%	0.0%	2.32%	3.07%	3.06%	1.23%	4.30%	0.0%	1.50%	1.26%	0.0%	1.94%	0.0%	0.0%	0.44%	2.73%	2.43%	0.56%	1.97%	11.11%	0.0%	4.76%	2.14%	2.32%	3.73%	1.66%	1.89%	2.59%	2.42%	0.63%	0.51%	4.20%	0.0%	0.0%	3.83%	0.0%	3.12%	1.12%					
37	"20. ""Политическая партия ""Единая Россия"""	5529	256	144	216	468	527	381	81	118	38	30	36	45	65	16	43	17	85	149	59	136	68	30	393	36	37	72	23	31	128	158	76	88	155	12	18	36	212	58	58	37	178	31	88	64	96	112	14	20	154	20	56	60					
		38.82%	34.22%	42.22%	39.05%	40.48%	42.16%	37.17%	38.20%	30.41%	59.37%	51.72%	35.29%	23.43%	51.18%	29.09%	40.56%	49.99%	32.94%	38.20%	60.20%	41.84%	36.55%	58.82%	49.43%	45.56%	40.65%	46.75%	34.84%	40.25%	56.63%	39.30%	37.07%	24.92%	38.27%	33.33%	36.73%	42.85%	34.92%	44.96%	54.20%	61.66%	33.77%	20.12%	42.71%	40.50%	49.48%	27.72%	24.13%	32.78%	39.38%	19.23%	35.0%	33.70%					
38	"21. ""Российская Конституционно-демократическая партия"""	38	3	1	1	4	3	4	0	1	0	0	1	1	1	1	1	0	1	1	0	1	2	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	2					
		0.26%	0.40%	0.29%	0.18%	0.34%	0.24%	0.39%	0.0%	0.25%	0.0%	0.0%	0.98%	0.52%	0.78%	1.81%	0.94%	0.0%	0.38%	0.25%	0.0%	0.30%	1.07%	0.0%	0.0%	1.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.48%	0.0%	0.24%	0.0%	0.0%	1.19%	0.0%	0.0%	0.0%	0.0%	0.18%	1.29%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.12%					
39	"22. ""Развитие предпринимательства"""	27	3	2	0	5	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1					
		0.18%	0.40%	0.58%	0.0%	0.43%	0.16%	0.19%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	1.07%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.28%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1496	73	35	55	90	104	129	18	118	5	9	17	17	2	3	10	1	14	69	14	45	21	4	65	7	11	11	4	2	10	56	11	17	46	1	1	6	53	0	3	5	72	18	16	10	15	55	3	3	58	13	30	41					
		10.50%	9.75%	10.26%	9.94%	7.78%	8.32%	12.58%	8.49%	30.41%	7.81%	15.51%	16.66%	8.85%	1.57%	5.45%	9.43%	2.94%	5.42%	17.69%	14.28%	13.84%	11.29%	7.84%	8.17%	8.86%	12.08%	7.14%	6.06%	2.59%	4.42%	13.93%	5.36%	4.81%	11.35%	2.77%	2.04%	7.14%	8.73%	0.0%	2.80%	8.33%	13.66%	11.68%	7.76%	6.32%	7.73%	13.61%	5.17%	4.91%	14.83%	12.5%	18.75%	23.03%					
																																																											
41	Против всех	307	23	6	12	20	19	17	15	8	0	0	3	2	0	1	1	0	9	7	1	15	5	4	20	4	6	3	1	0	4	13	1	10	8	2	0	2	11	1	1	1	7	1	3	0	2	16	0	0	7	7	6	2					
		2.15%	3.07%	1.75%	2.16%	1.73%	1.52%	1.65%	7.07%	2.06%	0.0%	0.0%	2.94%	1.04%	0.0%	1.81%	0.94%	0.0%	3.48%	1.79%	1.02%	4.61%	2.68%	7.84%	2.51%	5.06%	6.59%	1.94%	1.51%	0.0%	1.76%	3.23%	0.48%	2.83%	1.97%	5.55%	0.0%	2.38%	1.81%	0.77%	0.93%	1.66%	1.32%	0.64%	1.45%	0.0%	1.03%	3.96%	0.0%	0.0%	1.79%	6.73%	3.75%	1.12%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
