7	Число избирательных бюллетеней в переносных ящиках для голосования	623	54	3	29	5	34	5	29	23	12	81	11	13	13	0	7	0	12	10	5	5	0	9	5	13	5	2	56	28	6	0	10	2	10	0	0	7	4	12	5	3	0	7	8	7	5	0	2	5	6	2	0	2	0	24	7	5	4	4	7					
8	Число бюллетеней в стационарных ящиках для голосования	34617	2446	1360	2451	1259	2263	1226	1267	2277	1325	1219	1376	177	297	198	186	103	122	130	341	363	251	425	149	353	203	104	206	454	253	709	436	1032	200	542	535	480	177	336	309	166	385	734	322	394	105	567	184	307	543	359	559	275	250	596	359	303	250	273	146					
9	Число недействительных избирательных бюллетеней	133	17	7	43	1	12	16	0	9	4	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	35107	2483	1356	2437	1263	2285	1215	1296	2291	1333	1295	1387	185	310	198	193	103	134	140	346	368	251	434	154	366	208	106	262	482	258	706	446	1034	210	542	535	485	181	348	314	169	385	741	330	400	110	567	184	309	547	361	559	277	250	620	366	308	254	277	153					
11	Число полученных открепительных  удостоверений	341	20	20	35	20	40	12	20	20	10	10	10	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	4	2	5	2	7	2	5	5	2	2	2	2	2	2	7	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	259	20	14	31	20	38	12	13	20	8	5	6	2	0	0	1	1	0	1	2	2	1	2	0	0	3	0	0	4	0	5	0	7	0	5	5	0	0	1	2	0	0	7	1	6	1	0	0	2	2	0	0	2	0	0	2	1	0	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	103	7	0	4	3	8	6	5	12	5	5	0	0	0	0	0	0	3	0	0	2	1	3	2	1	0	0	2	0	0	0	1	0	0	1	4	0	1	2	2	0	0	2	0	0	0	1	1	0	2	3	0	6	0	2	2	2	1	1	0					
14	Число неиспользованных открепительных удостоверений	82	0	6	4	0	2	0	7	0	2	5	4	0	2	2	1	1	2	1	0	0	1	0	2	2	2	2	2	0	2	0	2	0	2	0	0	2	2	1	0	2	2	0	1	0	1	2	2	0	0	2	2	0	2	2	0	1	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	59	8	4	11	6	7	2	3	4	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																		
18	Богданов Андрей Владимирович	219	13	4	25	5	15	2	8	5	5	32	13	0	1	0	1	0	1	0	0	4	0	3	0	0	0	0	3	2	4	4	5	10	4	0	2	8	1	0	0	2	0	7	0	2	0	1	1	4	0	5	2	1	0	3	4	3	2	1	1					
		0.62%	0.52%	0.29%	1.01%	0.40%	0.65%	0.16%	0.62%	0.22%	0.37%	2.46%	0.94%	0.00%	0.32%	0.00%	0.52%	0.00%	0.75%	0.00%	0.00%	1.09%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	1.15%	0.41%	1.54%	0.56%	1.12%	0.97%	1.90%	0.00%	0.37%	1.64%	0.55%	0.00%	0.00%	1.18%	0.00%	0.94%	0.00%	0.50%	0.00%	0.18%	0.54%	1.28%	0.00%	1.39%	0.36%	0.36%	0.00%	0.48%	1.09%	0.97%	0.79%	0.36%	0.65%					
19	Жириновский Владимир Вольфович	747	80	13	73	8	56	19	38	33	30	25	49	3	7	0	3	2	1	2	1	15	4	7	0	4	1	4	9	5	5	19	8	26	7	4	6	12	7	8	10	3	4	15	2	14	9	5	6	24	3	3	4	3	3	23	9	5	4	2	2					
		2.12%	3.20%	0.95%	2.94%	0.63%	2.44%	1.54%	2.93%	1.43%	2.24%	1.92%	3.53%	1.58%	2.26%	0.00%	1.55%	1.94%	0.75%	1.43%	0.29%	4.08%	1.59%	1.61%	0.00%	1.09%	0.48%	3.77%	3.44%	1.04%	1.93%	2.68%	1.79%	2.51%	3.33%	0.74%	1.12%	2.46%	3.87%	2.30%	3.18%	1.78%	1.04%	2.02%	0.61%	3.49%	8.18%	0.88%	3.23%	7.69%	0.55%	0.83%	0.72%	1.08%	1.20%	3.71%	2.46%	1.62%	1.57%	0.72%	1.31%					
20	Зюганов Геннадий Андреевич	1708	106	72	97	99	147	96	70	102	26	47	68	6	19	8	5	3	9	6	5	9	21	34	5	27	7	4	10	7	14	32	23	66	19	39	23	26	11	20	15	9	16	44	2	21	3	32	8	6	16	18	11	16	18	16	21	10	17	16	5					
		4.85%	4.24%	5.28%	3.91%	7.83%	6.40%	7.80%	5.40%	4.43%	1.94%	3.62%	4.90%	3.16%	6.13%	4.04%	2.59%	2.91%	6.72%	4.29%	1.45%	2.45%	8.37%	7.83%	3.25%	7.38%	3.37%	3.77%	3.82%	1.45%	5.41%	4.51%	5.16%	6.38%	9.05%	7.20%	4.30%	5.34%	6.08%	5.75%	4.78%	5.33%	4.16%	5.94%	0.61%	5.24%	2.73%	5.64%	4.30%	1.92%	2.91%	4.99%	1.97%	5.78%	7.20%	2.58%	5.74%	3.25%	6.69%	5.78%	3.27%					
21	Медведев Дмитрий Анатольевич	32433	2284	1267	2242	1151	2067	1098	1180	2151	1272	1191	1257	176	283	190	184	98	123	132	340	340	226	390	149	335	200	98	240	468	235	651	410	932	180	499	504	439	162	320	289	155	365	675	326	363	98	529	169	275	528	335	542	257	229	578	332	290	231	258	145					
		92.03%	91.36%	92.96%	90.40%	91.06%	89.99%	89.20%	91.05%	93.52%	95.14%	91.62%	90.63%	92.63%	91.29%	95.96%	95.34%	95.15%	91.79%	94.29%	98.27%	92.39%	90.04%	89.86%	96.75%	91.53%	96.15%	92.45%	91.60%	97.10%	90.73%	91.82%	91.93%	90.14%	85.71%	92.07%	94.21%	90.14%	89.50%	91.95%	92.04%	91.72%	94.81%	91.09%	98.79%	90.52%	89.09%	93.30%	90.86%	88.14%	96.17%	92.80%	96.96%	92.78%	91.60%	93.23%	90.71%	94.16%	90.94%	93.14%	94.77%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
