Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Даниловская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516					
		56.90%	44.78%	45.11%	48.62%	55.92%	53.14%	49.53%	53.65%	58.31%	55.65%	44.90%	62.24%	72.69%	73.30%	66.46%	74.77%	62.55%	62.13%	71.17%	68.29%	68.16%	57.12%	73.49%	69.82%	52.08%	67.82%	65.00%	74.67%	71.20%	58.82%	46.79%	58.39%	72.92%	61.62%	62.79%	61.90%	60.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	69	13	8	1	3	5	4	3	3	2	1	3	1	1	0	0	2	0	0	0	0	3	0	3	0	5	0	2	0	1	0	0	3	1	1	0	0					
		0.45%	0.95%	0.50%	0.13%	0.44%	0.83%	0.42%	0.47%	0.38%	0.24%	1.02%	1.02%	0.38%	0.52%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.53%	0.00%	2.87%	0.00%	0.87%	0.00%	0.49%	0.00%	0.00%	1.56%	0.27%	0.21%	0.00%	0.00%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
