Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Фроловская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №4101	УИК №4102	УИК №4103	УИК №4104	УИК №4105	УИК №4106	УИК №4107	УИК №4108	УИК №4109	УИК №4110	УИК №4111	УИК №4112	УИК №4113	УИК №4114	УИК №4115	УИК №4116	УИК №4117	УИК №4118	УИК №4119	УИК №4120	УИК №4121									
		0.34%	0.00%	0.81%	0.53%	0.00%	0.00%	0.37%	0.90%	1.47%	0.79%	0.29%	0.39%	0.22%	0.85%	0.19%	0.40%	0.00%	0.00%	0.00%	0.18%	0.32%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	1	1	1	0	0	0	0	0	1	1	0	0	0	2	1	0	0	3	0	0									
		0.16%	0.00%	0.41%	0.53%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.13%	0.00%	0.00%	0.00%	0.40%	1.25%	0.00%	0.00%	0.55%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	996	90	39	34	27	27	56	54	12	51	31	104	72	35	54	80	14	16	8	67	42	83									
		14.16%	20.13%	15.85%	17.89%	14.75%	22.13%	20.90%	16.27%	17.65%	13.39%	9.12%	13.40%	16.04%	9.89%	10.51%	15.81%	17.50%	13.91%	5.44%	12.29%	13.50%	12.54%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	0	0	1	0	1	3	2	0	0	2	4	0	1	0	4	0	1	0	1	0	0									
		0.28%	0.00%	0.00%	0.53%	0.00%	0.82%	1.12%	0.60%	0.00%	0.00%	0.59%	0.52%	0.00%	0.28%	0.00%	0.79%	0.00%	0.87%	0.00%	0.18%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	1	0	2	0	0	1	0	3	2	3	2	1	0	0	11	0	1	0	0	2	0									
		0.41%	0.22%	0.00%	1.05%	0.00%	0.00%	0.37%	0.00%	4.41%	0.52%	0.88%	0.26%	0.22%	0.00%	0.00%	2.17%	0.00%	0.87%	0.00%	0.00%	0.64%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1									
		0.07%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	32	6	1	4	2	2	2	1	0	0	0	1	1	1	1	4	0	0	1	2	0	3									
		0.45%	1.34%	0.41%	2.11%	1.09%	1.64%	0.75%	0.30%	0.00%	0.00%	0.00%	0.13%	0.22%	0.28%	0.19%	0.79%	0.00%	0.00%	0.68%	0.37%	0.00%	0.45%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	836	90	32	35	47	10	41	29	2	43	31	94	51	30	50	65	7	13	20	58	33	55									
		11.88%	20.13%	13.01%	18.42%	25.68%	8.20%	15.30%	8.73%	2.94%	11.29%	9.12%	12.11%	11.36%	8.47%	9.73%	12.85%	8.75%	11.30%	13.61%	10.64%	10.61%	8.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	2	0	0	1	1	0	0	0	1	2	4	3	0	1	4	1	1	0	2	0	0									
		0.33%	0.45%	0.00%	0.00%	0.55%	0.82%	0.00%	0.00%	0.00%	0.26%	0.59%	0.52%	0.67%	0.00%	0.19%	0.79%	1.25%	0.87%	0.00%	0.37%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	171	15	5	7	4	0	3	9	0	8	8	35	13	5	12	16	1	3	1	10	7	9									
		2.43%	3.36%	2.03%	3.68%	2.19%	0.00%	1.12%	2.71%	0.00%	2.10%	2.35%	4.51%	2.90%	1.41%	2.33%	3.16%	1.25%	2.61%	0.68%	1.83%	2.25%	1.36%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
