Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																					
Дата голосования: 07.12.2003 0:00:00																																																																					
																																																																					
"Наименование Избирательной комиссии:    Сочи, Центральная"																																																																					
																																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																					
																																																																					
		Сумма	УИК №4601	УИК №4602	УИК №4603	УИК №4604	УИК №4605	УИК №4606	УИК №4607	УИК №4608	УИК №4609	УИК №4610	УИК №4611	УИК №4612	УИК №4613	УИК №4614	УИК №4615	УИК №4616	УИК №4617	УИК №4618	УИК №4619	УИК №4620	УИК №4621	УИК №4622	УИК №4623	УИК №4624	УИК №4625	УИК №4626	УИК №4627	УИК №4628	УИК №4629	УИК №4630	УИК №4631	УИК №4632	УИК №4633	УИК №4634	УИК №4635	УИК №4636	УИК №4637	УИК №4638	УИК №4639	УИК №4640	УИК №4641	УИК №4642	УИК №4643	УИК №4644	УИК №4645	УИК №4646	УИК №4647	УИК №4648	УИК №4649	УИК №4650	УИК №4651	УИК №4652	УИК №4653	УИК №4654	УИК №4655	УИК №4656	УИК №4657	УИК №4658	УИК №4659	УИК №4660	УИК №4661	УИК №4662					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1240	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	269	4	1	3	3	6	0	5	3	5	3	2	6	2	11	9	1	5	4	1	0	5	12	5	6	10	2	3	2	0	3	7	7	3	2	1	6	4	2	11	2	8	2	3	5	4	3	20	5	6	2	5	0	1	9	4	10	4	1	2	1	3	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	437	11	3	30	17	34	6	1	32	57	27	3	1	1	2	8	6	9	0	2	0	5	1	1	2	5	2	7	1	2	5	4	0	3	1	1	0	4	0	6	1	1	2	2	2	2	5	2	2	4	4	2	18	2	2	4	2	11	44	1	9	9	6					
14	Число погашенных открепительных удостоверений	971	16	19	17	17	14	20	15	17	15	17	18	14	18	9	11	19	15	16	19	20	15	8	15	14	10	18	17	18	20	17	13	13	17	18	19	14	16	18	9	18	12	18	17	15	16	17	0	15	14	18	15	20	19	11	16	10	16	19	18	19	17	16					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	"1. ""ЕДИНЕНИЕ"""	511	5	5	3	15	8	9	6	11	4	3	5	5	6	10	11	8	6	3	7	15	7	11	15	7	21	21	12	11	5	8	9	7	10	15	4	7	8	6	9	4	6	2	3	8	10	7	13	15	8	9	7	11	5	11	8	4	9	4	11	6	5	7					
		1.09%	0.81%	0.97%	0.80%	2.70%	0.97%	1.02%	1.01%	1.23%	0.62%	0.65%	1.50%	1.12%	1.03%	1.34%	0.92%	0.83%	0.68%	0.39%	1.38%	1.16%	0.90%	1.17%	1.84%	1.43%	2.84%	1.95%	1.07%	1.08%	0.44%	1.04%	1.30%	2.27%	1.28%	1.49%	0.59%	1.07%	1.36%	1.33%	0.87%	0.82%	0.84%	0.35%	0.36%	0.97%	1.24%	1.70%	0.98%	1.40%	0.71%	1.33%	0.91%	1.28%	0.69%	1.16%	1.07%	0.72%	1.13%	0.88%	1.11%	0.65%	0.69%	1.22%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2836	29	26	27	29	60	73	48	68	36	29	20	32	52	52	70	67	52	48	24	65	42	42	45	23	29	57	64	57	56	26	38	16	37	57	36	41	54	31	75	27	49	21	39	42	56	27	98	59	51	28	47	49	46	95	61	31	62	32	51	65	40	27					
		6.05%	4.70%	5.04%	7.27%	5.22%	7.32%	8.29%	8.10%	7.64%	5.60%	6.34%	6.00%	7.22%	9.01%	6.97%	5.87%	7.01%	5.89%	6.26%	4.75%	5.06%	5.41%	4.47%	5.53%	4.71%	3.92%	5.31%	5.72%	5.62%	5.03%	3.39%	5.51%	5.19%	4.73%	5.66%	5.34%	6.26%	9.19%	6.88%	7.25%	5.54%	6.91%	3.76%	4.79%	5.11%	6.94%	6.58%	7.43%	5.54%	4.53%	4.16%	6.14%	5.71%	6.36%	10.04%	8.22%	5.60%	7.82%	7.06%	5.16%	7.09%	5.54%	4.72%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1152	14	17	5	7	13	15	13	10	10	12	12	7	10	18	30	28	18	26	12	31	19	17	23	10	16	22	23	30	31	27	16	3	16	26	17	9	23	11	14	5	28	14	15	21	16	10	45	27	35	17	32	24	23	26	20	10	15	9	34	31	14	20					
		2.45%	2.26%	3.30%	1.34%	1.26%	1.58%	1.70%	2.19%	1.12%	1.55%	2.62%	3.60%	1.58%	1.73%	2.41%	2.51%	2.93%	2.04%	3.39%	2.37%	2.41%	2.45%	1.81%	2.82%	2.04%	2.16%	2.05%	2.05%	2.96%	2.78%	3.52%	2.32%	0.97%	2.04%	2.58%	2.52%	1.37%	3.91%	2.44%	1.35%	1.02%	3.94%	2.50%	1.84%	2.55%	1.98%	2.43%	3.41%	2.53%	3.11%	2.52%	4.18%	2.80%	3.18%	2.74%	2.69%	1.80%	1.89%	1.98%	3.44%	3.38%	1.94%	3.50%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3055	37	30	18	48	50	52	39	55	48	36	29	23	45	56	76	60	63	41	31	75	57	43	26	24	33	52	56	64	76	49	37	7	37	51	40	41	41	24	94	20	40	32	32	61	47	28	107	72	88	40	65	69	33	77	49	44	79	40	85	75	58	50					
		6.52%	5.99%	5.82%	4.85%	8.64%	6.10%	5.90%	6.58%	6.18%	7.47%	7.87%	8.70%	5.19%	7.79%	7.50%	6.38%	6.28%	7.14%	5.35%	6.13%	5.84%	7.35%	4.58%	3.19%	4.91%	4.46%	4.85%	5.01%	6.31%	6.82%	6.40%	5.37%	2.27%	4.73%	5.06%	5.94%	6.26%	6.98%	5.33%	9.09%	4.10%	5.64%	5.73%	3.93%	7.42%	5.83%	6.82%	8.11%	6.76%	7.82%	5.94%	8.49%	8.05%	4.56%	8.13%	6.60%	7.95%	9.97%	8.83%	8.61%	8.18%	8.04%	8.75%					
22	"5. ""За Русь Святую"""	277	4	3	0	6	2	9	2	8	6	4	3	4	3	4	10	8	7	4	2	3	1	4	5	6	13	10	6	4	4	2	2	3	4	2	2	2	2	1	5	4	5	3	6	7	3	2	8	7	8	1	4	4	6	5	3	0	5	1	8	9	3	5					
		0.59%	0.64%	0.58%	0.0%	1.08%	0.24%	1.02%	0.33%	0.89%	0.93%	0.87%	0.90%	0.90%	0.51%	0.53%	0.83%	0.83%	0.79%	0.52%	0.39%	0.23%	0.12%	0.42%	0.61%	1.22%	1.75%	0.93%	0.53%	0.39%	0.35%	0.26%	0.29%	0.97%	0.51%	0.19%	0.29%	0.30%	0.34%	0.22%	0.48%	0.82%	0.70%	0.53%	0.73%	0.85%	0.37%	0.48%	0.60%	0.65%	0.71%	0.14%	0.52%	0.46%	0.82%	0.52%	0.40%	0.0%	0.63%	0.22%	0.81%	0.98%	0.41%	0.87%					
23	"6. ""Объединенная Российская партия ""Русь"""	130	2	1	4	3	1	1	3	1	0	1	1	1	2	1	3	3	1	5	3	5	4	1	2	1	2	3	2	0	7	3	1	2	1	2	1	2	6	0	1	1	1	5	2	2	5	0	3	3	4	2	0	1	4	2	1	0	1	1	1	2	3	3					
		0.27%	0.32%	0.19%	1.07%	0.54%	0.12%	0.11%	0.50%	0.11%	0.0%	0.21%	0.30%	0.22%	0.34%	0.13%	0.25%	0.31%	0.11%	0.65%	0.59%	0.38%	0.51%	0.10%	0.24%	0.20%	0.27%	0.27%	0.17%	0.0%	0.62%	0.39%	0.14%	0.64%	0.12%	0.19%	0.14%	0.30%	1.02%	0.0%	0.09%	0.20%	0.14%	0.89%	0.24%	0.24%	0.62%	0.0%	0.22%	0.28%	0.35%	0.29%	0.0%	0.11%	0.55%	0.21%	0.13%	0.0%	0.12%	0.22%	0.10%	0.21%	0.41%	0.52%					
24	"7. ""Новый курс - Автомобильная Россия"""	344	6	2	7	3	7	9	3	4	3	1	2	4	4	4	6	1	1	7	4	4	5	9	5	3	4	11	8	7	7	15	3	7	14	5	6	8	9	5	5	6	6	4	5	6	5	5	13	4	2	8	3	7	2	7	1	4	6	3	9	7	8	5					
		0.73%	0.97%	0.38%	1.88%	0.54%	0.85%	1.02%	0.50%	0.44%	0.46%	0.21%	0.60%	0.90%	0.69%	0.53%	0.50%	0.10%	0.11%	0.91%	0.79%	0.31%	0.64%	0.95%	0.61%	0.61%	0.54%	1.02%	0.71%	0.69%	0.62%	1.96%	0.43%	2.27%	1.79%	0.49%	0.89%	1.22%	1.53%	1.11%	0.48%	1.23%	0.84%	0.71%	0.61%	0.73%	0.62%	1.21%	0.98%	0.37%	0.17%	1.18%	0.39%	0.81%	0.27%	0.73%	0.13%	0.72%	0.75%	0.66%	0.91%	0.76%	1.10%	0.87%					
25	"8. ""Народно-республиканская партия России"""	74	1	2	1	3	5	2	0	1	1	0	0	0	2	0	0	1	1	0	0	2	1	4	1	2	2	2	6	2	1	1	0	0	2	1	0	0	1	0	0	0	1	0	2	0	1	1	0	0	1	0	5	2	0	8	0	0	2	0	0	2	1	0					
		0.15%	0.16%	0.38%	0.26%	0.54%	0.61%	0.22%	0.0%	0.11%	0.15%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.10%	0.11%	0.0%	0.0%	0.15%	0.12%	0.42%	0.12%	0.40%	0.27%	0.18%	0.53%	0.19%	0.08%	0.13%	0.0%	0.0%	0.25%	0.09%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.14%	0.0%	0.24%	0.0%	0.12%	0.24%	0.0%	0.0%	0.08%	0.0%	0.65%	0.23%	0.0%	0.84%	0.0%	0.0%	0.25%	0.0%	0.0%	0.21%	0.13%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	206	4	1	1	3	0	3	1	3	2	3	1	1	5	3	8	3	6	2	1	7	2	7	4	2	1	4	2	3	6	1	1	2	3	10	4	7	4	1	4	2	5	2	1	4	4	4	2	2	5	5	7	2	2	9	2	1	0	2	8	6	2	3					
		0.43%	0.64%	0.19%	0.26%	0.54%	0.0%	0.34%	0.16%	0.33%	0.31%	0.65%	0.30%	0.22%	0.86%	0.40%	0.67%	0.31%	0.68%	0.26%	0.19%	0.54%	0.25%	0.74%	0.49%	0.40%	0.13%	0.37%	0.17%	0.29%	0.53%	0.13%	0.14%	0.64%	0.38%	0.99%	0.59%	1.07%	0.68%	0.22%	0.38%	0.41%	0.70%	0.35%	0.12%	0.48%	0.49%	0.97%	0.15%	0.18%	0.44%	0.74%	0.91%	0.23%	0.27%	0.95%	0.26%	0.18%	0.0%	0.44%	0.81%	0.65%	0.27%	0.52%					
27	"10. ""Аграрная партия России"""	959	11	8	3	12	18	15	8	14	15	17	6	4	21	19	25	17	16	22	10	34	19	21	9	9	17	20	14	15	16	10	12	2	18	18	11	8	9	7	10	9	17	17	9	20	21	10	49	35	27	6	22	15	23	17	12	14	15	8	19	26	14	14					
		2.04%	1.78%	1.55%	0.80%	2.16%	2.19%	1.70%	1.35%	1.57%	2.33%	3.71%	1.80%	0.90%	3.63%	2.54%	2.09%	1.78%	1.81%	2.87%	1.98%	2.65%	2.45%	2.23%	1.10%	1.84%	2.30%	1.86%	1.25%	1.48%	1.43%	1.30%	1.74%	0.64%	2.30%	1.78%	1.63%	1.22%	1.53%	1.55%	0.96%	1.84%	2.39%	3.04%	1.10%	2.43%	2.60%	2.43%	3.71%	3.28%	2.40%	0.89%	2.87%	1.75%	3.18%	1.79%	1.61%	2.53%	1.89%	1.76%	1.92%	2.83%	1.94%	2.45%					
28	"11. ""Истинные патриоты России"""	32	0	0	0	1	5	1	0	1	0	0	0	0	0	0	1	0	2	1	0	1	0	0	2	0	0	2	0	0	0	0	3	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	2	1	1	0	0	1	1	0	1	0	0					
		0.06%	0.0%	0.0%	0.0%	0.18%	0.61%	0.11%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.22%	0.13%	0.0%	0.07%	0.0%	0.0%	0.24%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.22%	0.0%	0.0%	0.14%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.23%	0.13%	0.10%	0.0%	0.0%	0.12%	0.22%	0.0%	0.10%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	617	6	5	5	5	9	17	10	15	4	5	5	7	8	11	31	10	17	7	6	17	5	13	9	6	6	11	27	13	22	16	12	1	3	8	4	9	8	8	11	2	3	10	15	6	11	4	7	14	18	10	6	14	11	15	11	8	11	14	14	7	11	3					
		1.31%	0.97%	0.97%	1.34%	0.90%	1.09%	1.93%	1.68%	1.68%	0.62%	1.09%	1.50%	1.58%	1.38%	1.47%	2.60%	1.04%	1.92%	0.91%	1.18%	1.32%	0.64%	1.38%	1.10%	1.22%	0.81%	1.02%	2.41%	1.28%	1.97%	2.09%	1.74%	0.32%	0.38%	0.79%	0.59%	1.37%	1.36%	1.77%	1.06%	0.41%	0.42%	1.79%	1.84%	0.73%	1.36%	0.97%	0.53%	1.31%	1.60%	1.48%	0.78%	1.63%	1.52%	1.58%	1.48%	1.44%	1.38%	3.09%	1.41%	0.76%	1.52%	0.52%					
30	"13. ""Демократическая партия России"""	71	1	1	1	1	2	0	1	2	0	0	1	0	3	0	3	0	0	2	2	2	0	3	2	1	1	1	1	3	0	2	0	1	3	1	0	0	0	0	2	0	0	2	2	1	2	0	3	2	1	1	1	1	0	2	2	1	1	1	2	1	1	1					
		0.15%	0.16%	0.19%	0.26%	0.18%	0.24%	0.0%	0.16%	0.22%	0.0%	0.0%	0.30%	0.0%	0.51%	0.0%	0.25%	0.0%	0.0%	0.26%	0.39%	0.15%	0.0%	0.31%	0.24%	0.20%	0.13%	0.09%	0.08%	0.29%	0.0%	0.26%	0.0%	0.32%	0.38%	0.09%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.35%	0.24%	0.12%	0.24%	0.0%	0.22%	0.18%	0.08%	0.14%	0.13%	0.11%	0.0%	0.21%	0.26%	0.18%	0.12%	0.22%	0.20%	0.10%	0.13%	0.17%					
31	"14. ""Великая Россия - Евразийский Союз"""	88	0	0	1	0	0	2	1	4	3	0	2	0	1	1	3	0	2	2	1	1	0	5	3	4	2	4	2	1	2	3	1	0	1	3	1	1	0	0	3	0	0	0	2	1	0	0	0	0	1	4	3	3	0	0	3	3	1	1	1	1	2	2					
		0.18%	0.0%	0.0%	0.26%	0.0%	0.0%	0.22%	0.16%	0.44%	0.46%	0.0%	0.60%	0.0%	0.17%	0.13%	0.25%	0.0%	0.22%	0.26%	0.19%	0.07%	0.0%	0.53%	0.36%	0.81%	0.27%	0.37%	0.17%	0.09%	0.17%	0.39%	0.14%	0.0%	0.12%	0.29%	0.14%	0.15%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.24%	0.12%	0.0%	0.0%	0.0%	0.0%	0.08%	0.59%	0.39%	0.35%	0.0%	0.0%	0.40%	0.54%	0.12%	0.22%	0.10%	0.10%	0.27%	0.35%					
32	"15. ""Партия СЛОН"""	27	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	2	1	1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	1	0	2	1	0	0	1	1	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1					
		0.05%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.13%	0.19%	0.07%	0.25%	0.10%	0.12%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.26%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.28%	0.17%	0.0%	0.0%	0.12%	0.24%	0.07%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.17%					
33	"16. ""Родина"" (народно-патриотический союз)"""	6223	94	72	57	34	119	114	70	153	121	76	47	66	90	127	200	151	149	116	74	200	113	126	82	54	86	141	150	143	156	121	97	17	77	106	67	72	73	64	121	53	78	77	49	110	89	51	180	112	125	73	108	104	124	146	100	99	116	52	118	124	76	63					
		13.28%	15.23%	13.98%	15.36%	6.12%	14.52%	12.95%	11.82%	17.21%	18.84%	16.63%	14.11%	14.89%	15.59%	17.02%	16.79%	15.81%	16.89%	15.14%	14.65%	15.58%	14.58%	13.43%	10.08%	11.06%	11.63%	13.15%	13.42%	14.11%	14.01%	15.81%	14.07%	5.51%	9.85%	10.53%	9.95%	11.00%	12.43%	14.22%	11.70%	10.88%	11.00%	13.79%	6.02%	13.39%	11.04%	12.43%	13.65%	10.52%	11.12%	10.84%	14.11%	12.13%	17.15%	15.43%	13.47%	17.90%	14.64%	11.47%	11.95%	13.53%	10.54%	11.03%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	88	2	0	0	2	1	2	2	2	0	0	0	0	0	0	3	0	2	1	0	3	0	2	7	3	3	0	1	0	0	0	3	3	1	4	0	0	2	0	2	0	4	1	0	1	2	0	3	2	3	6	0	3	1	2	0	0	0	1	4	1	2	1					
		0.18%	0.32%	0.0%	0.0%	0.36%	0.12%	0.22%	0.33%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.22%	0.13%	0.0%	0.23%	0.0%	0.21%	0.86%	0.61%	0.40%	0.0%	0.08%	0.0%	0.0%	0.0%	0.43%	0.97%	0.12%	0.39%	0.0%	0.0%	0.34%	0.0%	0.19%	0.0%	0.56%	0.17%	0.0%	0.12%	0.24%	0.0%	0.22%	0.18%	0.26%	0.89%	0.0%	0.35%	0.13%	0.21%	0.0%	0.0%	0.0%	0.22%	0.40%	0.10%	0.27%	0.17%					
35	"18. ""ЛДПР"""	4860	57	42	26	55	78	76	55	88	63	49	24	36	43	68	111	95	82	75	37	136	98	126	113	74	79	103	110	125	139	80	89	44	105	113	78	71	62	47	106	66	61	50	63	103	87	32	166	134	121	82	68	92	56	77	56	45	65	42	99	91	90	56					
		10.37%	9.23%	8.15%	7.00%	9.90%	9.52%	8.63%	9.29%	9.89%	9.81%	10.72%	7.20%	8.12%	7.45%	9.11%	9.31%	9.94%	9.29%	9.79%	7.32%	10.60%	12.64%	13.43%	13.89%	15.16%	10.69%	9.60%	9.84%	12.33%	12.48%	10.45%	12.91%	14.28%	13.44%	11.23%	11.58%	10.85%	10.56%	10.44%	10.25%	13.55%	8.60%	8.96%	7.74%	12.54%	10.79%	7.80%	12.59%	12.59%	10.76%	12.18%	8.88%	10.73%	7.74%	8.13%	7.54%	8.13%	8.20%	9.27%	10.03%	9.93%	12.48%	9.80%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	510	14	2	1	9	6	9	3	5	9	3	0	0	2	6	10	14	14	6	4	11	8	13	10	8	11	12	17	12	15	13	8	2	5	13	10	8	6	6	18	6	13	6	7	12	13	4	16	7	10	3	8	8	7	10	6	8	9	1	16	5	7	5					
		1.08%	2.26%	0.38%	0.26%	1.62%	0.73%	1.02%	0.50%	0.56%	1.40%	0.65%	0.0%	0.0%	0.34%	0.80%	0.83%	1.46%	1.58%	0.78%	0.79%	0.85%	1.03%	1.38%	1.23%	1.63%	1.48%	1.11%	1.52%	1.18%	1.34%	1.69%	1.16%	0.64%	0.64%	1.29%	1.48%	1.22%	1.02%	1.33%	1.74%	1.23%	1.83%	1.07%	0.86%	1.46%	1.61%	0.97%	1.21%	0.65%	0.88%	0.44%	1.04%	0.93%	0.96%	1.05%	0.80%	1.44%	1.13%	0.22%	1.62%	0.54%	0.97%	0.87%					
37	"20. ""Политическая партия ""Единая Россия"""	16716	233	183	137	248	297	346	216	294	230	136	98	177	201	236	405	327	327	282	199	445	279	333	299	165	295	404	467	356	399	245	257	131	300	395	272	268	181	157	381	199	261	227	225	293	268	142	412	361	427	245	250	307	237	296	263	176	268	172	297	329	248	212					
		35.68%	37.76%	35.53%	36.92%	44.68%	36.26%	39.31%	36.48%	33.07%	35.82%	29.75%	29.42%	39.95%	34.83%	31.63%	34.00%	34.24%	37.07%	36.81%	39.40%	34.68%	36.0%	35.50%	36.77%	33.81%	39.91%	37.68%	41.80%	35.14%	35.84%	32.02%	37.30%	42.53%	38.41%	39.26%	40.41%	40.97%	30.83%	34.88%	36.84%	40.86%	36.81%	40.68%	27.67%	35.68%	33.25%	34.63%	31.25%	33.92%	37.98%	36.40%	32.67%	35.82%	32.78%	31.28%	35.44%	31.82%	33.83%	37.96%	30.09%	35.91%	34.39%	37.12%					
38	"21. ""Российская Конституционно-демократическая партия"""	50	0	0	1	0	0	0	0	2	1	0	0	1	0	0	2	0	0	1	0	0	3	1	2	0	2	0	1	0	0	1	3	1	1	1	1	1	1	1	0	0	1	0	1	3	1	0	1	2	2	1	0	2	0	2	0	0	0	0	2	2	2	0					
		0.10%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.22%	0.15%	0.0%	0.0%	0.22%	0.0%	0.0%	0.16%	0.0%	0.0%	0.13%	0.0%	0.0%	0.38%	0.10%	0.24%	0.0%	0.27%	0.0%	0.08%	0.0%	0.0%	0.13%	0.43%	0.32%	0.12%	0.09%	0.14%	0.15%	0.17%	0.22%	0.0%	0.0%	0.14%	0.0%	0.12%	0.36%	0.12%	0.0%	0.07%	0.18%	0.17%	0.14%	0.0%	0.23%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.20%	0.21%	0.27%	0.0%					
39	"22. ""Развитие предпринимательства"""	140	1	3	1	1	5	2	1	2	2	1	0	0	3	0	0	0	0	3	1	8	2	0	3	1	2	4	2	2	5	3	2	1	1	1	1	2	2	0	7	1	2	3	1	3	3	2	9	3	5	2	4	2	3	1	1	5	6	1	2	4	2	0					
