Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																					
Дата голосования: 07.12.2003 0:00:00																																																																					
																																																																					
Наименование Избирательной комиссии:    Вязниковская																																																																					
																																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																					
																																																																					
		Сумма	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	"1. ""ЕДИНЕНИЕ"""	419	12	6	7	5	2	8	3	11	8	9	10	14	10	7	19	12	11	6	7	5	5	4	27	10	10	26	0	2	4	1	5	5	1	17	4	1	4	2	6	2	15	9	5	2	3	1	7	9	3	2	4	3	5	7	5	0	7	1	3	1	4	15					
		1.27%	1.36%	0.71%	0.96%	0.69%	0.27%	1.04%	0.49%	1.50%	0.87%	1.04%	1.46%	1.70%	2.11%	0.72%	2.16%	1.09%	1.06%	1.62%	1.44%	2.51%	1.15%	1.76%	5.60%	2.15%	1.83%	4.65%	0.0%	0.82%	0.89%	0.57%	1.46%	1.87%	0.17%	1.99%	0.41%	0.58%	0.90%	0.82%	2.67%	0.90%	1.60%	1.91%	1.26%	1.48%	0.84%	0.49%	0.60%	1.39%	0.45%	0.76%	0.49%	1.03%	1.85%	1.69%	0.66%	0.0%	1.32%	0.64%	1.07%	1.14%	0.88%	2.32%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	569	17	23	22	16	12	19	10	13	14	20	16	18	9	21	24	30	29	4	11	1	9	5	7	6	11	4	2	7	11	3	7	8	4	13	20	1	9	5	1	1	8	12	3	3	3	2	16	5	7	2	2	3	0	0	10	1	7	7	3	1	9	2					
		1.72%	1.94%	2.75%	3.02%	2.22%	1.62%	2.47%	1.63%	1.78%	1.53%	2.31%	2.34%	2.18%	1.90%	2.18%	2.73%	2.74%	2.80%	1.08%	2.26%	0.50%	2.08%	2.21%	1.45%	1.29%	2.01%	0.71%	0.75%	2.89%	2.46%	1.72%	2.04%	3.00%	0.71%	1.52%	2.08%	0.58%	2.03%	2.07%	0.44%	0.45%	0.85%	2.54%	0.76%	2.22%	0.84%	0.99%	1.38%	0.77%	1.07%	0.76%	0.24%	1.03%	0.0%	0.0%	1.32%	0.55%	1.32%	4.51%	1.07%	1.14%	1.98%	0.31%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1184	62	16	18	22	20	17	20	28	25	67	22	26	12	56	46	79	61	21	13	9	10	12	10	22	20	16	3	3	8	3	5	12	18	27	28	4	15	18	8	9	44	8	18	6	6	16	41	10	15	5	23	11	5	14	18	7	11	4	15	0	8	8					
		3.59%	7.07%	1.91%	2.47%	3.05%	2.71%	2.21%	3.27%	3.83%	2.74%	7.75%	3.22%	3.15%	2.54%	5.81%	5.24%	7.23%	5.89%	5.67%	2.68%	4.52%	2.31%	5.30%	2.07%	4.73%	3.66%	2.86%	1.12%	1.23%	1.78%	1.72%	1.46%	4.51%	3.23%	3.17%	2.92%	2.32%	3.38%	7.46%	3.57%	4.09%	4.71%	1.69%	4.56%	4.44%	1.69%	7.92%	3.55%	1.54%	2.29%	1.90%	2.86%	3.79%	1.85%	3.38%	2.37%	3.86%	2.08%	2.58%	5.37%	0.0%	1.76%	1.24%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1079	30	20	17	21	40	21	22	27	53	46	23	56	25	41	32	45	72	7	7	0	14	3	19	23	16	30	4	7	11	1	4	13	22	25	24	6	20	1	1	6	18	3	1	3	10	1	31	22	19	6	18	7	7	12	22	1	22	5	1	0	6	9					
		3.27%	3.42%	2.39%	2.33%	2.91%	5.42%	2.73%	3.60%	3.69%	5.82%	5.32%	3.36%	6.80%	5.29%	4.25%	3.64%	4.12%	6.95%	1.89%	1.44%	0.0%	3.24%	1.32%	3.94%	4.94%	2.93%	5.36%	1.50%	2.89%	2.46%	0.57%	1.16%	4.88%	3.94%	2.93%	2.50%	3.48%	4.51%	0.41%	0.44%	2.72%	1.92%	0.63%	0.25%	2.22%	2.81%	0.49%	2.69%	3.40%	2.90%	2.28%	2.24%	2.41%	2.60%	2.90%	2.90%	0.55%	4.17%	3.22%	0.35%	0.0%	1.32%	1.39%					
22	"5. ""За Русь Святую"""	196	10	6	3	5	5	3	5	3	6	1	5	6	2	2	3	3	6	4	4	4	2	0	6	1	5	4	1	6	2	0	4	4	1	7	2	2	0	0	0	2	7	4	1	2	1	1	9	3	5	0	3	3	3	1	4	0	1	0	2	1	6	4					
		0.59%	1.14%	0.71%	0.41%	0.69%	0.67%	0.39%	0.81%	0.41%	0.65%	0.11%	0.73%	0.72%	0.42%	0.20%	0.34%	0.27%	0.57%	1.08%	0.82%	2.01%	0.46%	0.0%	1.24%	0.21%	0.91%	0.71%	0.37%	2.47%	0.44%	0.0%	1.16%	1.50%	0.17%	0.82%	0.20%	1.16%	0.0%	0.0%	0.0%	0.90%	0.75%	0.84%	0.25%	1.48%	0.28%	0.49%	0.78%	0.46%	0.76%	0.0%	0.37%	1.03%	1.11%	0.24%	0.52%	0.0%	0.18%	0.0%	0.71%	1.14%	1.32%	0.62%					
23	"6. ""Объединенная Российская партия ""Русь"""	107	4	1	1	1	3	3	2	3	0	4	1	1	1	3	3	1	1	1	0	2	2	0	0	0	1	4	0	1	1	2	1	2	0	4	1	0	2	2	1	1	7	2	4	2	1	1	3	1	0	1	5	0	1	3	2	2	0	1	3	1	4	2					
		0.32%	0.45%	0.11%	0.13%	0.13%	0.40%	0.39%	0.32%	0.41%	0.0%	0.46%	0.14%	0.12%	0.21%	0.31%	0.34%	0.09%	0.09%	0.27%	0.0%	1.00%	0.46%	0.0%	0.0%	0.0%	0.18%	0.71%	0.0%	0.41%	0.22%	1.14%	0.29%	0.75%	0.0%	0.47%	0.10%	0.0%	0.45%	0.82%	0.44%	0.45%	0.75%	0.42%	1.01%	1.48%	0.28%	0.49%	0.26%	0.15%	0.0%	0.38%	0.62%	0.0%	0.37%	0.72%	0.26%	1.10%	0.0%	0.64%	1.07%	1.14%	0.88%	0.31%					
24	"7. ""Новый курс - Автомобильная Россия"""	252	4	12	9	8	9	8	5	2	9	6	13	9	6	12	3	12	9	7	3	0	1	1	3	3	5	3	1	0	2	1	0	6	6	8	10	1	3	2	0	1	3	1	2	0	5	1	11	5	0	1	2	1	0	5	2	1	4	1	2	0	0	2					
		0.76%	0.45%	1.43%	1.23%	1.11%	1.21%	1.04%	0.81%	0.27%	0.98%	0.69%	1.90%	1.09%	1.27%	1.24%	0.34%	1.09%	0.86%	1.89%	0.61%	0.0%	0.23%	0.44%	0.62%	0.64%	0.91%	0.53%	0.37%	0.0%	0.44%	0.57%	0.0%	2.25%	1.07%	0.94%	1.04%	0.58%	0.67%	0.82%	0.0%	0.45%	0.32%	0.21%	0.50%	0.0%	1.40%	0.49%	0.95%	0.77%	0.0%	0.38%	0.24%	0.34%	0.0%	1.21%	0.26%	0.55%	0.75%	0.64%	0.71%	0.0%	0.0%	0.31%					
25	"8. ""Народно-республиканская партия России"""	51	1	0	0	1	0	0	1	1	0	0	0	1	11	3	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	2	0	2	0	1	0	3	2	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	2	2	0	2	0					
		0.15%	0.11%	0.0%	0.0%	0.13%	0.0%	0.0%	0.16%	0.13%	0.0%	0.0%	0.0%	0.12%	2.33%	0.31%	0.11%	0.0%	0.09%	0.27%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.22%	0.0%	0.0%	0.0%	0.17%	0.23%	0.20%	0.0%	0.45%	0.0%	0.44%	0.0%	0.32%	0.42%	0.25%	0.0%	0.28%	0.49%	0.08%	0.0%	0.0%	0.0%	0.12%	0.0%	0.37%	0.0%	0.13%	0.0%	0.0%	1.29%	0.71%	0.0%	0.44%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	111	4	5	5	5	5	1	3	2	7	2	4	6	1	2	2	4	5	1	1	0	0	0	1	0	0	4	0	1	2	0	0	1	1	2	3	0	1	1	0	0	4	1	0	0	1	0	2	4	1	7	1	1	1	1	0	0	1	0	0	0	2	2					
		0.33%	0.45%	0.59%	0.68%	0.69%	0.67%	0.13%	0.49%	0.27%	0.76%	0.23%	0.58%	0.72%	0.21%	0.20%	0.22%	0.36%	0.48%	0.27%	0.20%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.71%	0.0%	0.41%	0.44%	0.0%	0.0%	0.37%	0.17%	0.23%	0.31%	0.0%	0.22%	0.41%	0.0%	0.0%	0.42%	0.21%	0.0%	0.0%	0.28%	0.0%	0.17%	0.61%	0.15%	2.66%	0.12%	0.34%	0.37%	0.24%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.44%	0.31%					
27	"10. ""Аграрная партия России"""	1266	33	38	15	14	16	22	21	15	27	17	18	16	18	19	18	25	24	8	30	20	40	14	10	8	11	19	40	24	25	9	23	9	33	30	43	4	12	10	18	12	23	13	6	7	19	8	33	40	22	24	26	36	10	9	14	5	26	5	33	5	45	49					
		3.84%	3.76%	4.55%	2.06%	1.94%	2.16%	2.86%	3.43%	2.05%	2.96%	1.96%	2.63%	1.94%	3.81%	1.97%	2.05%	2.28%	2.31%	2.16%	6.18%	10.05%	9.25%	6.19%	2.07%	1.72%	2.01%	3.39%	15.03%	9.91%	5.59%	5.17%	6.72%	3.38%	5.92%	3.52%	4.49%	2.32%	2.70%	4.14%	8.03%	5.45%	2.46%	2.76%	1.52%	5.18%	5.35%	3.96%	2.86%	6.19%	3.36%	9.12%	3.23%	12.41%	3.71%	2.17%	1.84%	2.76%	4.93%	3.22%	11.82%	5.74%	9.91%	7.60%					
28	"11. ""Истинные патриоты России"""	30	1	0	0	6	0	0	0	0	0	2	0	0	0	0	1	2	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	2	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	3					
		0.09%	0.11%	0.0%	0.0%	0.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.11%	0.18%	0.19%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.21%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.23%	0.10%	0.0%	0.0%	0.0%	0.44%	0.0%	0.10%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.64%	0.0%	0.0%	0.0%	0.46%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	328	8	6	14	10	8	6	7	6	10	11	15	10	0	8	9	11	12	4	2	0	5	2	4	2	3	4	1	3	4	2	4	1	5	12	16	6	2	5	4	1	8	5	2	0	5	1	8	3	7	2	8	1	1	8	6	0	3	3	0	2	5	7					
		0.99%	0.91%	0.71%	1.92%	1.38%	1.08%	0.78%	1.14%	0.82%	1.09%	1.27%	2.19%	1.21%	0.0%	0.83%	1.02%	1.00%	1.15%	1.08%	0.41%	0.0%	1.15%	0.88%	0.82%	0.43%	0.55%	0.71%	0.37%	1.23%	0.89%	1.14%	1.16%	0.37%	0.89%	1.41%	1.67%	3.48%	0.45%	2.07%	1.78%	0.45%	0.85%	1.06%	0.50%	0.0%	1.40%	0.49%	0.69%	0.46%	1.07%	0.76%	0.99%	0.34%	0.37%	1.93%	0.79%	0.0%	0.56%	1.93%	0.0%	2.29%	1.10%	1.08%					
30	"13. ""Демократическая партия России"""	58	4	1	2	0	0	1	0	0	0	1	1	1	0	8	1	3	3	0	1	0	4	1	2	0	1	1	0	1	1	0	0	0	0	3	0	0	0	1	0	0	4	2	2	0	2	1	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0					
		0.17%	0.45%	0.11%	0.27%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.11%	0.14%	0.12%	0.0%	0.83%	0.11%	0.27%	0.28%	0.0%	0.20%	0.0%	0.92%	0.44%	0.41%	0.0%	0.18%	0.17%	0.0%	0.41%	0.22%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.42%	0.42%	0.50%	0.0%	0.56%	0.49%	0.0%	0.0%	0.0%	0.0%	0.24%	0.34%	0.0%	0.0%	0.13%	0.0%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	57	1	2	3	1	0	2	3	3	0	2	0	1	0	0	1	2	0	1	1	3	1	0	0	2	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	2	4	1	1	0	0	0	0	4	0	0	0	1	4	0	1	0	1	0	0	2	1					
		0.17%	0.11%	0.23%	0.41%	0.13%	0.0%	0.26%	0.49%	0.41%	0.0%	0.23%	0.0%	0.12%	0.0%	0.0%	0.11%	0.18%	0.0%	0.27%	0.20%	1.50%	0.23%	0.0%	0.0%	0.43%	0.0%	0.17%	0.37%	0.0%	0.22%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.44%	0.0%	0.21%	0.84%	0.25%	0.74%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.37%	0.96%	0.0%	0.55%	0.0%	0.64%	0.0%	0.0%	0.44%	0.15%					
32	"15. ""Партия СЛОН"""	78	4	3	1	1	2	3	0	2	2	4	1	3	0	2	2	1	7	0	0	0	0	0	2	2	1	0	2	1	2	0	2	0	1	2	2	0	1	1	0	0	1	2	0	0	0	1	4	1	0	2	1	0	0	0	2	1	0	0	1	1	4	0					
		0.23%	0.45%	0.35%	0.13%	0.13%	0.27%	0.39%	0.0%	0.27%	0.21%	0.46%	0.14%	0.36%	0.0%	0.20%	0.22%	0.09%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.43%	0.18%	0.0%	0.75%	0.41%	0.44%	0.0%	0.58%	0.0%	0.17%	0.23%	0.20%	0.0%	0.22%	0.41%	0.0%	0.0%	0.10%	0.42%	0.0%	0.0%	0.0%	0.49%	0.34%	0.15%	0.0%	0.76%	0.12%	0.0%	0.0%	0.0%	0.26%	0.55%	0.0%	0.0%	0.35%	1.14%	0.88%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2779	67	94	98	77	57	87	64	66	87	101	67	76	42	71	72	140	125	34	30	9	33	16	36	39	47	67	28	6	42	9	12	23	52	77	73	22	23	7	13	15	74	14	15	5	25	11	67	59	65	14	72	19	14	25	58	10	42	13	25	1	22	25					
		8.43%	7.64%	11.27%	13.46%	10.69%	7.72%	11.34%	10.47%	9.04%	9.56%	11.68%	9.80%	9.23%	8.89%	7.37%	8.20%	12.82%	12.07%	9.18%	6.18%	4.52%	7.63%	7.07%	7.46%	8.38%	8.62%	11.98%	10.52%	2.47%	9.39%	5.17%	3.50%	8.64%	9.33%	9.04%	7.62%	12.79%	5.19%	2.90%	5.80%	6.81%	7.93%	2.97%	3.80%	3.70%	7.04%	5.44%	5.81%	9.13%	9.93%	5.32%	8.96%	6.55%	5.20%	6.05%	7.66%	5.52%	7.96%	8.38%	8.96%	1.14%	4.84%	3.88%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	86	3	3	1	0	2	0	5	2	1	3	3	1	1	1	2	0	0	1	1	0	0	0	3	2	3	1	1	1	1	1	1	0	3	1	1	0	0	3	0	0	2	3	2	0	4	0	1	1	1	4	1	1	2	0	1	2	1	1	1	0	4	2					
		0.26%	0.34%	0.35%	0.13%	0.0%	0.27%	0.0%	0.81%	0.27%	0.10%	0.34%	0.43%	0.12%	0.21%	0.10%	0.22%	0.0%	0.0%	0.27%	0.20%	0.0%	0.0%	0.0%	0.62%	0.43%	0.55%	0.17%	0.37%	0.41%	0.22%	0.57%	0.29%	0.0%	0.53%	0.11%	0.10%	0.0%	0.0%	1.24%	0.0%	0.0%	0.21%	0.63%	0.50%	0.0%	1.12%	0.0%	0.08%	0.15%	0.15%	1.52%	0.12%	0.34%	0.74%	0.0%	0.13%	1.10%	0.18%	0.64%	0.35%	0.0%	0.88%	0.31%					
35	"18. ""ЛДПР"""	5067	135	147	105	101	124	127	117	129	140	103	111	126	95	144	137	152	153	83	60	25	66	25	75	65	81	78	25	33	75	15	48	44	106	98	135	35	73	38	43	26	127	54	76	16	70	60	240	117	99	24	87	24	28	71	153	25	73	30	40	11	49	95					
		15.37%	15.41%	17.62%	14.42%	14.02%	16.80%	16.55%	19.14%	17.67%	15.38%	11.92%	16.25%	15.30%	20.12%	14.95%	15.62%	13.91%	14.78%	22.43%	12.37%	12.56%	15.27%	11.06%	15.56%	13.97%	14.86%	13.95%	9.39%	13.63%	16.77%	8.62%	14.03%	16.54%	19.03%	11.51%	14.10%	20.34%	16.47%	15.76%	19.19%	11.81%	13.61%	11.46%	19.28%	11.85%	19.71%	29.70%	20.83%	18.11%	15.13%	9.12%	10.83%	8.27%	10.40%	17.19%	20.21%	13.81%	13.85%	19.35%	14.33%	12.64%	10.79%	14.75%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	804	14	16	14	20	13	20	16	13	20	14	21	28	9	22	20	19	14	14	21	5	12	9	10	16	18	13	4	2	14	4	5	14	21	17	23	1	19	6	7	4	23	18	12	3	9	5	23	10	13	8	20	10	7	18	20	3	15	1	4	4	12	14					
		2.43%	1.59%	1.91%	1.92%	2.77%	1.76%	2.60%	2.61%	1.78%	2.19%	1.62%	3.07%	3.40%	1.90%	2.28%	2.28%	1.73%	1.35%	3.78%	4.32%	2.51%	2.77%	3.98%	2.07%	3.44%	3.30%	2.32%	1.50%	0.82%	3.13%	2.29%	1.46%	5.26%	3.77%	1.99%	2.40%	0.58%	4.28%	2.48%	3.12%	1.81%	2.46%	3.82%	3.04%	2.22%	2.53%	2.47%	1.99%	1.54%	1.98%	3.04%	2.49%	3.44%	2.60%	4.35%	2.64%	1.65%	2.84%	0.64%	1.43%	4.59%	2.64%	2.17%					
37	"20. ""Политическая партия ""Единая Россия"""	11375	284	274	238	290	268	255	198	224	278	244	187	243	139	339	301	271	273	96	172	89	162	69	184	132	200	194	78	101	185	104	157	76	191	380	432	65	182	81	88	96	370	203	181	57	125	53	365	180	193	86	274	82	108	153	295	81	180	56	80	41	134	258					
		34.51%	32.42%	32.85%	32.69%	40.27%	36.31%	33.24%	32.40%	30.68%	30.54%	28.24%	27.37%	29.52%	29.44%	35.20%	34.32%	24.81%	26.37%	25.94%	35.46%	44.72%	37.5%	30.53%	38.17%	28.38%	36.69%	34.70%	29.32%	41.73%	41.38%	59.77%	45.90%	28.57%	34.29%	44.65%	45.14%	37.79%	41.08%	33.60%	39.28%	43.63%	39.65%	43.09%	45.93%	42.22%	35.21%	26.23%	31.68%	27.86%	29.51%	32.69%	34.12%	28.27%	40.14%	37.04%	38.96%	44.75%	34.15%	36.12%	28.67%	47.12%	29.51%	40.06%					
38	"21. ""Российская Конституционно-демократическая партия"""	70	3	4	1	1	2	2	0	0	0	0	0	1	0	4	0	1	3	1	0	0	0	0	2	4	4	1	0	1	3	0	3	0	0	2	2	0	1	0	1	1	0	6	1	1	0	0	1	1	0	2	2	2	0	3	0	1	0	0	1	1	0	0					
		0.21%	0.34%	0.47%	0.13%	0.13%	0.27%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.41%	0.0%	0.09%	0.28%	0.27%	0.0%	0.0%	0.0%	0.0%	0.41%	0.86%	0.73%	0.17%	0.0%	0.41%	0.67%	0.0%	0.87%	0.0%	0.0%	0.23%	0.20%	0.0%	0.22%	0.0%	0.44%	0.45%	0.0%	1.27%	0.25%	0.74%	0.0%	0.0%	0.08%	0.15%	0.0%	0.76%	0.24%	0.68%	0.0%	0.72%	0.0%	0.55%	0.0%	0.0%	0.35%	1.14%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	114	2	6	0	4	0	3	2	42	2	2	1	2	0	1	2	1	4	0	0	2	1	0	0	0	4	1	2	0	0	0	2	1	0	1	2	0	1	2	2	1	0	0	2	0	2	0	3	0	0	0	2	1	1	0	1	0	1	3	0	0	0	2					
