Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Хасавюртовская городская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	360	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	356	9	9	9	9	9	9	9	9	9	9	9	8	8	9	9	9	9	9	9	9	9	9	8	9	9	9	9	9	9	9	9	9	8	9	9	9	9	9	9	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	0	0	0	0	1	0	1	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	33	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	2	1	1	1	0	1	1	1	1	1	0	1	0	1	0									
		0.06%	0.07%	0.08%	0.09%	0.08%	0.08%	0.06%	0.05%	0.06%	0.00%	0.09%	0.06%	0.05%	0.05%	0.05%	0.05%	0.06%	0.06%	0.05%	0.00%	0.00%	0.00%	0.06%	0.05%	0.05%	0.05%	0.19%	0.08%	0.06%	0.06%	0.00%	0.18%	0.08%	0.11%	0.06%	0.09%	0.00%	0.09%	0.00%	0.09%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	93	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	4	1	1	1	28	1	1	29	1	1	0	1	0	1	0									
		0.17%	0.07%	0.08%	0.09%	0.08%	0.08%	0.06%	0.05%	0.06%	0.00%	0.09%	0.06%	0.05%	0.05%	0.05%	0.05%	0.06%	0.06%	0.05%	0.21%	0.00%	0.16%	0.06%	0.05%	0.05%	0.05%	0.38%	0.08%	0.06%	0.06%	2.92%	0.18%	0.08%	3.20%	0.06%	0.09%	0.00%	0.09%	0.00%	0.09%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	73	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	6	2	3	2	2	2	2	7	1	2	2	1	0	1	3	2	1	1	1	1	1	1									
		0.13%	0.07%	0.08%	0.09%	0.08%	0.08%	0.11%	0.11%	0.12%	0.10%	0.09%	0.13%	0.11%	0.11%	0.10%	0.10%	0.12%	0.12%	0.10%	1.24%	0.33%	0.49%	0.12%	0.11%	0.10%	0.10%	0.67%	0.08%	0.11%	0.13%	0.10%	0.00%	0.08%	0.33%	0.11%	0.09%	0.12%	0.09%	0.11%	0.09%	0.10%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	50072	1250	1157	1031	1181	1165	1644	1736	1566	897	980	1415	1716	1714	1820	1886	1583	1539	1824	412	579	566	1557	1694	1816	1890	797	1199	1666	1473	899	511	1178	682	1575	1012	735	1019	801	1002	905									
		91.20%	90.65%	92.63%	89.65%	89.88%	91.37%	91.43%	92.10%	93.27%	90.06%	89.33%	89.50%	92.06%	91.36%	91.37%	91.16%	93.61%	90.58%	94.07%	85.12%	96.18%	92.94%	92.57%	90.98%	91.67%	94.69%	76.27%	93.67%	93.81%	92.24%	93.65%	91.74%	91.32%	75.28%	90.52%	90.28%	91.65%	92.22%	89.30%	91.84%	91.78%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	36	1	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2	0	3	0	0	0	2	16	1	0	2	1	0	1	0	0	0	0	0	1	0	1									
		0.07%	0.07%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.49%	0.00%	0.00%	0.00%	0.10%	1.53%	0.08%	0.00%	0.13%	0.10%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.10%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	1	1	1	1	1	2	2	2	1	1	2	2	2	2	0	0	0	0	0	0	1	2	0	0	2	5	1	0	2	1	0	0	1	2	0	0	0	0	0	1									
		0.07%	0.07%	0.08%	0.09%	0.08%	0.08%	0.11%	0.11%	0.12%	0.10%	0.09%	0.13%	0.11%	0.11%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.12%	0.00%	0.00%	0.10%	0.48%	0.08%	0.00%	0.13%	0.10%	0.00%	0.00%	0.11%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	92	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	2	66	1	2	2	2	0	1	2	2	1	1	1	1	1	1									
		0.17%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.17%	0.16%	0.00%	0.00%	0.10%	0.10%	6.32%	0.08%	0.11%	0.13%	0.21%	0.00%	0.08%	0.22%	0.11%	0.09%	0.12%	0.09%	0.11%	0.09%	0.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.33%	0.33%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.10%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	51	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	0	0	2	0	2	2	0	1	2	2	1	0	1	0	2	1	1	1	1	1	1									
		0.09%	0.07%	0.08%	0.09%	0.08%	0.08%	0.11%	0.11%	0.12%	0.10%	0.09%	0.13%	0.11%	0.11%	0.10%	0.10%	0.12%	0.12%	0.10%	0.21%	0.00%	0.00%	0.12%	0.00%	0.10%	0.10%	0.00%	0.08%	0.11%	0.13%	0.10%	0.00%	0.08%	0.00%	0.11%	0.09%	0.12%	0.09%	0.11%	0.09%	0.10%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.10%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	76	0	1	1	1	1	2	2	2	1	1	2	0	2	0	2	1	1	2	3	4	14	2	0	2	2	3	1	2	2	2	5	1	1	4	1	1	0	1	2	1									
		0.14%	0.00%	0.08%	0.09%	0.08%	0.08%	0.11%	0.11%	0.12%	0.10%	0.09%	0.13%	0.00%	0.11%	0.00%	0.10%	0.06%	0.06%	0.10%	0.62%	0.66%	2.30%	0.12%	0.00%	0.10%	0.10%	0.29%	0.08%	0.11%	0.13%	0.21%	0.90%	0.08%	0.11%	0.23%	0.09%	0.12%	0.00%	0.11%	0.18%	0.10%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1676	39	36	32	37	36	52	55	0	28	31	45	54	54	57	59	49	48	57	5	3	7	48	53	57	59	125	37	52	46	7	25	37	127	49	31	23	32	25	31	28									
		3.05%	2.83%	2.88%	2.78%	2.82%	2.82%	2.89%	2.92%	0.00%	2.81%	2.83%	2.85%	2.90%	2.88%	2.86%	2.85%	2.90%	2.83%	2.94%	1.03%	0.50%	1.15%	2.85%	2.85%	2.88%	2.96%	11.96%	2.89%	2.93%	2.88%	0.73%	4.49%	2.87%	14.02%	2.82%	2.77%	2.87%	2.90%	2.79%	2.84%	2.84%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	287	15	14	13	15	14	20	22	19	11	12	18	21	21	23	23	1	1	2	0	0	0	1	2	2	2	1	1	2	1	1	0	1	2	1	1	0	1	1	1	1									
		0.52%	1.09%	1.12%	1.13%	1.14%	1.10%	1.11%	1.17%	1.13%	1.10%	1.09%	1.14%	1.13%	1.12%	1.15%	1.11%	0.06%	0.06%	0.10%	0.00%	0.00%	0.00%	0.06%	0.11%	0.10%	0.10%	0.10%	0.08%	0.11%	0.06%	0.10%	0.00%	0.08%	0.22%	0.06%	0.09%	0.00%	0.09%	0.11%	0.09%	0.10%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	495	13	12	10	12	12	17	18	16	9	10	15	18	18	19	19	16	16	19	1	0	2	16	17	19	19	0	12	17	15	9	7	12	10	16	10	7	10	8	10	9									
		0.90%	0.94%	0.96%	0.87%	0.91%	0.94%	0.95%	0.95%	0.95%	0.90%	0.91%	0.95%	0.97%	0.96%	0.95%	0.92%	0.95%	0.94%	0.98%	0.21%	0.00%	0.33%	0.95%	0.91%	0.96%	0.95%	0.00%	0.94%	0.96%	0.94%	0.94%	1.26%	0.93%	1.10%	0.92%	0.89%	0.87%	0.90%	0.89%	0.92%	0.91%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
