Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Игринская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844					
20	3.Политическая партия «Демократическая партия России»	25	1	0	4	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	1	0	1	0	1	0	3	0	1	0	2	0	0	0					
		0.12%	0.14%	0.00%	0.32%	0.15%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.14%	0.35%	0.00%	0.13%	0.00%	0.00%	0.23%	0.29%	0.00%	0.00%	0.00%	0.57%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.20%	0.00%	0.52%	0.00%	0.47%	0.00%	0.49%	0.00%	0.24%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1342	59	73	78	40	70	74	56	95	23	77	24	44	57	9	12	48	79	10	15	15	28	7	2	11	24	13	10	11	20	19	2	6	33	14	5	9	48	7	9	27	49	24	3	3					
		6.50%	8.04%	10.96%	6.20%	6.10%	11.31%	8.61%	8.54%	13.63%	3.70%	6.48%	4.40%	5.95%	7.94%	3.13%	4.26%	6.32%	10.15%	5.29%	3.46%	4.36%	5.98%	2.78%	3.33%	3.14%	4.90%	3.93%	10.20%	2.21%	5.49%	5.26%	1.32%	4.20%	6.75%	3.75%	2.59%	6.67%	7.56%	3.26%	4.37%	15.17%	5.82%	3.59%	3.70%	6.52%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	39	4	4	1	4	0	4	3	0	4	2	1	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	2	0	0	0					
		0.19%	0.54%	0.60%	0.08%	0.61%	0.00%	0.47%	0.46%	0.00%	0.64%	0.17%	0.18%	0.14%	0.28%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.52%	0.00%	0.31%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	35	1	1	1	0	0	0	0	1	1	1	1	1	3	0	3	1	2	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	3	0	1	0	2	3	0	0					
		0.17%	0.14%	0.15%	0.08%	0.00%	0.00%	0.00%	0.00%	0.14%	0.16%	0.08%	0.18%	0.14%	0.42%	0.00%	1.06%	0.13%	0.26%	0.00%	0.46%	0.29%	0.21%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.27%	0.52%	0.00%	0.47%	0.00%	0.49%	0.00%	0.24%	0.45%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2184	117	98	173	83	91	122	90	84	65	120	61	92	72	17	20	65	62	6	61	36	59	32	6	28	37	18	11	17	33	30	13	19	35	32	21	5	69	12	9	8	80	65	6	4					
		10.57%	15.94%	14.71%	13.74%	12.65%	14.70%	14.20%	13.72%	12.05%	10.47%	10.10%	11.19%	12.45%	10.03%	5.90%	7.09%	8.55%	7.97%	3.17%	14.06%	10.47%	12.61%	12.70%	10.00%	8.00%	7.55%	5.44%	11.22%	3.42%	9.07%	8.31%	8.55%	13.29%	7.16%	8.58%	10.88%	3.70%	10.87%	5.58%	4.37%	4.49%	9.50%	9.73%	7.41%	8.70%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1499	64	59	109	60	66	61	71	59	59	109	55	102	67	10	14	77	39	4	18	13	25	13	0	12	21	13	3	14	8	25	19	9	25	9	2	2	33	14	1	5	74	51	2	3					
		7.26%	8.72%	8.86%	8.66%	9.15%	10.66%	7.10%	10.82%	8.46%	9.50%	9.18%	10.09%	13.80%	9.33%	3.47%	4.96%	10.13%	5.01%	2.12%	4.15%	3.78%	5.34%	5.16%	0.00%	3.43%	4.29%	3.93%	3.06%	2.82%	2.20%	6.93%	12.50%	6.29%	5.11%	2.41%	1.04%	1.48%	5.20%	6.51%	0.49%	2.81%	8.79%	7.63%	2.47%	6.52%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	119	4	2	9	5	7	8	2	2	2	8	2	2	2	4	4	4	5	0	2	3	1	1	2	0	1	1	1	1	2	4	1	1	1	2	2	1	4	4	1	1	7	3	0	0					
		0.58%	0.54%	0.30%	0.71%	0.76%	1.13%	0.93%	0.30%	0.29%	0.32%	0.67%	0.37%	0.27%	0.28%	1.39%	1.42%	0.53%	0.64%	0.00%	0.46%	0.87%	0.21%	0.40%	3.33%	0.00%	0.20%	0.30%	1.02%	0.20%	0.55%	1.11%	0.66%	0.70%	0.20%	0.54%	1.04%	0.74%	0.63%	1.86%	0.49%	0.56%	0.83%	0.45%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14656	450	401	835	430	367	554	414	430	449	822	379	471	481	242	220	538	552	164	317	262	342	188	50	290	389	271	70	452	290	266	112	98	374	306	151	111	442	176	176	134	595	493	68	34					
		70.94%	61.31%	60.21%	66.32%	65.55%	59.29%	64.49%	63.11%	61.69%	72.30%	69.19%	69.54%	63.73%	66.99%	84.03%	78.01%	70.79%	70.95%	86.77%	73.04%	76.16%	73.08%	74.60%	83.33%	82.86%	79.39%	81.87%	71.43%	90.95%	79.67%	73.68%	73.68%	68.53%	76.48%	82.04%	78.24%	82.22%	69.61%	81.86%	85.44%	75.28%	70.67%	73.80%	83.95%	73.91%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	64	4	2	9	4	1	4	3	1	1	6	1	2	1	0	0	2	2	2	0	0	2	0	0	2	2	0	0	0	0	0	1	1	2	1	1	1	2	0	1	0	2	1	0	0					
		0.31%	0.54%	0.30%	0.71%	0.61%	0.16%	0.47%	0.46%	0.14%	0.16%	0.51%	0.18%	0.27%	0.14%	0.00%	0.00%	0.26%	0.26%	1.06%	0.00%	0.00%	0.43%	0.00%	0.00%	0.57%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.70%	0.41%	0.27%	0.52%	0.74%	0.31%	0.00%	0.49%	0.00%	0.24%	0.15%	0.00%	0.00%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
