Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																							
Дата голосования: 04.12.2011																																																																							
																																																																							
"Наименование Избирательной комиссии:    Пермь, Дзержинская"																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859	УИК №2860	УИК №2861	УИК №2862	УИК №2863	УИК №2864					
		18.20%	17.35%	21.92%	21.12%	17.77%	17.26%	18.15%	17.55%	17.76%	21.20%	16.69%	16.60%	18.30%	19.97%	19.61%	16.31%	18.74%	17.38%	18.86%	20.96%	20.06%	20.56%	21.97%	21.40%	17.38%	18.71%	16.46%	18.45%	18.66%	20.23%	22.07%	18.71%	15.73%	19.40%	15.83%	18.36%	21.71%	20.84%	16.90%	21.73%	21.04%	17.74%	19.27%	20.26%	20.27%	12.47%	13.80%	17.55%	14.43%	14.78%	12.13%	15.59%	17.30%	16.48%	15.60%	18.42%	17.21%	18.92%	20.06%	23.99%	15.31%	18.49%	22.09%	13.43%	18.38%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9173	191	146	160	172	187	84	126	139	122	137	141	140	102	96	163	106	88	118	126	122	103	112	131	174	147	197	177	170	128	146	176	140	179	180	176	163	141	182	141	189	160	142	143	134	255	215	200	132	123	115	156	140	182	202	260	20	15	66	120	200	162	11	175	27					
		15.72%	14.60%	13.44%	14.95%	15.75%	19.56%	14.12%	16.62%	20.23%	16.58%	19.21%	18.15%	14.89%	15.67%	11.69%	12.42%	11.69%	14.57%	14.36%	12.64%	11.99%	20.77%	13.98%	17.63%	19.14%	21.15%	19.07%	20.53%	16.02%	14.55%	12.59%	15.83%	15.73%	13.78%	14.39%	12.57%	14.50%	14.84%	15.61%	13.99%	14.31%	15.34%	12.97%	14.13%	15.18%	16.22%	18.20%	16.64%	15.12%	17.83%	19.93%	19.31%	16.59%	15.87%	18.43%	19.39%	16.39%	13.51%	18.64%	16.74%	20.83%	12.33%	12.79%	15.06%	19.85%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	616	11	17	12	16	15	8	17	6	13	5	8	9	10	10	14	5	8	11	12	15	10	9	5	8	10	8	8	14	5	10	19	13	10	9	19	6	10	21	8	12	11	7	11	10	11	10	9	7	7	5	8	5	8	11	21	1	2	2	7	5	4	2	16	0					
		1.06%	0.84%	1.57%	1.12%	1.47%	1.57%	1.34%	2.24%	0.87%	1.77%	0.70%	1.03%	0.96%	1.54%	1.22%	1.07%	0.55%	1.32%	1.34%	1.20%	1.47%	2.02%	1.12%	0.67%	0.88%	1.44%	0.77%	0.93%	1.32%	0.57%	0.86%	1.71%	1.46%	0.77%	0.72%	1.36%	0.53%	1.05%	1.80%	0.79%	0.91%	1.05%	0.64%	1.09%	1.13%	0.70%	0.85%	0.75%	0.80%	1.01%	0.87%	0.99%	0.59%	0.70%	1.00%	1.57%	0.82%	1.80%	0.56%	0.98%	0.52%	0.30%	2.33%	1.38%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	13550	300	254	233	236	231	138	183	151	148	174	213	221	152	244	330	233	149	197	260	281	153	200	183	212	165	227	175	258	216	296	289	230	296	299	322	218	213	262	235	297	265	251	210	170	295	245	286	184	144	128	174	177	266	236	275	37	29	78	144	219	342	21	272	28					
		23.23%	22.94%	23.39%	21.78%	21.61%	24.16%	23.19%	24.14%	21.98%	20.11%	24.40%	27.41%	23.51%	23.35%	29.72%	25.15%	25.69%	24.67%	23.97%	26.08%	27.63%	30.85%	24.97%	24.63%	23.32%	23.74%	21.97%	20.30%	24.32%	24.55%	25.52%	25.99%	25.84%	22.79%	23.90%	23.00%	19.40%	22.42%	22.47%	23.31%	22.48%	25.41%	22.92%	20.75%	19.25%	18.77%	20.75%	23.79%	21.08%	20.87%	22.18%	21.53%	20.97%	23.19%	21.53%	20.51%	30.33%	26.13%	22.03%	20.08%	22.81%	26.03%	24.42%	23.41%	20.59%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	4470	130	85	106	104	83	42	69	64	72	57	54	103	60	70	160	156	66	58	118	89	43	81	53	93	33	79	64	71	82	83	77	75	102	79	102	88	51	110	68	89	61	95	53	46	99	79	86	57	41	28	32	54	64	49	74	3	2	19	23	55	107	4	60	10					
		7.66%	9.94%	7.83%	9.91%	9.52%	8.68%	7.06%	9.10%	9.32%	9.78%	7.99%	6.95%	10.96%	9.22%	8.53%	12.20%	17.20%	10.93%	7.06%	11.84%	8.75%	8.67%	10.11%	7.13%	10.23%	4.75%	7.65%	7.42%	6.69%	9.32%	7.16%	6.92%	8.43%	7.85%	6.31%	7.29%	7.83%	5.37%	9.43%	6.75%	6.74%	5.85%	8.68%	5.24%	5.21%	6.30%	6.69%	7.15%	6.53%	5.94%	4.85%	3.96%	6.40%	5.58%	4.47%	5.52%	2.46%	1.80%	5.37%	3.21%	5.73%	8.14%	4.65%	5.16%	7.35%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17809	400	306	300	321	221	193	200	178	201	191	206	265	171	214	376	199	169	253	232	275	69	200	186	233	194	324	226	320	241	323	300	258	426	447	494	333	297	349	305	420	332	363	360	297	661	429	386	323	239	216	278	301	410	381	418	30	38	104	228	281	420	22	435	41					
		30.53%	30.58%	28.18%	28.04%	29.40%	23.12%	32.44%	26.39%	25.91%	27.31%	26.79%	26.51%	28.19%	26.27%	26.07%	28.66%	21.94%	27.98%	30.78%	23.27%	27.04%	13.91%	24.97%	25.03%	25.63%	27.91%	31.36%	26.22%	30.16%	27.39%	27.84%	26.98%	28.99%	32.79%	35.73%	35.29%	29.63%	31.26%	29.93%	30.26%	31.79%	31.83%	33.15%	35.57%	33.64%	42.05%	36.33%	32.11%	36.99%	34.64%	37.44%	34.41%	35.66%	35.75%	34.76%	31.17%	24.59%	34.23%	29.38%	31.80%	29.27%	31.96%	25.58%	37.44%	30.15%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	681	17	10	14	11	21	6	8	13	10	8	8	12	5	9	18	16	8	12	12	13	15	5	13	15	1	14	18	11	6	12	19	7	7	20	9	12	13	17	12	18	10	12	9	12	11	14	10	12	7	3	8	3	10	15	14	1	1	5	4	22	6	1	15	1					
		1.17%	1.30%	0.92%	1.31%	1.01%	2.20%	1.01%	1.06%	1.89%	1.36%	1.12%	1.03%	1.28%	0.77%	1.10%	1.37%	1.76%	1.32%	1.46%	1.20%	1.28%	3.02%	0.62%	1.75%	1.65%	0.14%	1.36%	2.09%	1.04%	0.68%	1.03%	1.71%	0.79%	0.54%	1.60%	0.64%	1.07%	1.37%	1.46%	1.19%	1.36%	0.96%	1.10%	0.89%	1.36%	0.70%	1.19%	0.83%	1.37%	1.01%	0.52%	0.99%	0.36%	0.87%	1.37%	1.04%	0.82%	0.90%	1.41%	0.56%	2.29%	0.46%	1.16%	1.29%	0.74%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
