Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Оричевская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829									
		1.26%	1.57%	0.00%	1.75%	1.39%	0.98%	0.18%	0.85%	1.06%	0.49%	0.42%	1.39%	1.98%	0.79%	0.00%	0.63%	0.00%	2.68%	1.40%	3.30%	0.00%	0.60%	1.07%	2.29%	0.76%	0.00%	1.99%	1.20%	2.10%	2.20%	0.00%	1.05%	1.32%	0.45%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	289	5	7	10	18	11	10	8	13	3	5	2	6	3	4	16	5	5	5	17	1	7	12	11	1	9	21	16	12	7	8	6	7	18									
		2.66%	1.31%	6.03%	3.50%	4.99%	2.68%	1.81%	3.40%	3.44%	1.46%	2.12%	2.78%	2.97%	2.36%	2.22%	3.38%	3.76%	3.36%	3.50%	2.55%	0.76%	2.10%	2.15%	2.10%	0.76%	5.14%	2.79%	2.74%	2.29%	1.93%	2.56%	3.16%	2.31%	2.71%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	284	9	2	10	16	6	15	7	6	8	3	2	7	4	2	11	1	10	2	23	8	9	17	2	4	5	15	18	18	8	3	4	4	25									
		2.62%	2.35%	1.72%	3.50%	4.43%	1.46%	2.71%	2.98%	1.59%	3.90%	1.27%	2.78%	3.47%	3.15%	1.11%	2.32%	0.75%	6.71%	1.40%	3.45%	6.11%	2.69%	3.04%	0.38%	3.05%	2.86%	1.99%	3.08%	3.44%	2.20%	0.96%	2.11%	1.32%	3.77%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4504	177	43	133	147	197	280	103	136	110	119	36	93	49	96	175	64	53	57	236	51	100	206	267	44	78	317	216	204	138	140	65	119	255									
		41.48%	46.21%	37.07%	46.50%	40.72%	48.05%	50.54%	43.83%	35.98%	53.66%	50.42%	50.00%	46.04%	38.58%	53.33%	36.92%	48.12%	35.57%	39.86%	35.38%	38.93%	29.94%	36.85%	50.86%	33.59%	44.57%	42.04%	36.99%	39.01%	38.02%	44.87%	34.21%	39.27%	38.40%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	60	2	2	1	1	1	5	1	1	0	0	0	2	1	0	3	0	1	1	5	0	1	2	3	2	2	6	4	4	3	2	1	1	2									
		0.55%	0.52%	1.72%	0.35%	0.28%	0.24%	0.90%	0.43%	0.26%	0.00%	0.00%	0.00%	0.99%	0.79%	0.00%	0.63%	0.00%	0.67%	0.70%	0.75%	0.00%	0.30%	0.36%	0.57%	1.53%	1.14%	0.80%	0.68%	0.76%	0.83%	0.64%	0.53%	0.33%	0.30%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	0	0	0	1	1	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	5	1	0	0	1	1	1	0	1	0	1	1									
		0.17%	0.00%	0.00%	0.00%	0.28%	0.24%	0.36%	0.00%	0.26%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.89%	0.19%	0.00%	0.00%	0.13%	0.17%	0.19%	0.00%	0.32%	0.00%	0.33%	0.15%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2960	85	35	58	95	125	119	76	112	56	70	15	51	40	48	139	29	44	46	182	55	136	153	131	48	36	165	153	146	113	76	51	76	196									
		27.26%	22.19%	30.17%	20.28%	26.32%	30.49%	21.48%	32.34%	29.63%	27.32%	29.66%	20.83%	25.25%	31.50%	26.67%	29.32%	21.80%	29.53%	32.17%	27.29%	41.98%	40.72%	27.37%	24.95%	36.64%	20.57%	21.88%	26.20%	27.92%	31.13%	24.36%	26.84%	25.08%	29.52%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	50	1	0	2	0	2	4	2	0	0	0	1	0	2	2	3	0	0	1	1	0	2	0	6	1	2	5	0	1	3	1	1	2	5									
		0.46%	0.26%	0.00%	0.70%	0.00%	0.49%	0.72%	0.85%	0.00%	0.00%	0.00%	1.39%	0.00%	1.57%	1.11%	0.63%	0.00%	0.00%	0.70%	0.15%	0.00%	0.60%	0.00%	1.14%	0.76%	1.14%	0.66%	0.00%	0.19%	0.83%	0.32%	0.53%	0.66%	0.75%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	102	3	2	2	1	2	1	3	5	2	2	0	1	1	0	10	1	1	1	5	1	4	6	5	2	0	9	8	6	2	3	5	1	7									
		0.94%	0.78%	1.72%	0.70%	0.28%	0.49%	0.18%	1.28%	1.32%	0.98%	0.85%	0.00%	0.50%	0.79%	0.00%	2.11%	0.75%	0.67%	0.70%	0.75%	0.76%	1.20%	1.07%	0.95%	1.53%	0.00%	1.19%	1.37%	1.15%	0.55%	0.96%	2.63%	0.33%	1.05%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	2	1	2	1	0	0	1	0									
		0.13%	0.26%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.36%	0.19%	0.00%	0.00%	0.27%	0.17%	0.38%	0.28%	0.00%	0.00%	0.33%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	114	1	2	0	1	3	5	0	7	0	1	2	2	2	1	3	1	1	0	14	0	3	4	2	0	0	12	8	3	7	9	6	5	9									
		1.05%	0.26%	1.72%	0.00%	0.28%	0.73%	0.90%	0.00%	1.85%	0.00%	0.42%	2.78%	0.99%	1.57%	0.56%	0.63%	0.75%	0.67%	0.00%	2.10%	0.00%	0.90%	0.72%	0.38%	0.00%	0.00%	1.59%	1.37%	0.57%	1.93%	2.88%	3.16%	1.65%	1.36%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1158	34	10	31	39	33	47	15	30	14	18	7	14	16	12	59	11	16	12	89	8	42	68	39	9	22	115	68	52	36	23	27	52	90									
		10.66%	8.88%	8.62%	10.84%	10.80%	8.05%	8.48%	6.38%	7.94%	6.83%	7.63%	9.72%	6.93%	12.60%	6.67%	12.45%	8.27%	10.74%	8.39%	13.34%	6.11%	12.57%	12.16%	7.43%	6.87%	12.57%	15.25%	11.64%	9.94%	9.92%	7.37%	14.21%	17.16%	13.55%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	55	1	2	2	2	2	1	0	1	0	0	0	1	0	3	1	0	0	2	3	1	0	4	6	0	0	8	4	3	3	3	0	0	2									
		0.51%	0.26%	1.72%	0.70%	0.55%	0.49%	0.18%	0.00%	0.26%	0.00%	0.00%	0.00%	0.50%	0.00%	1.67%	0.21%	0.00%	0.00%	1.40%	0.45%	0.76%	0.00%	0.72%	1.14%	0.00%	0.00%	1.06%	0.68%	0.57%	0.83%	0.96%	0.00%	0.00%	0.30%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	784	38	8	17	24	19	45	9	50	6	14	5	9	8	5	38	13	8	5	57	6	18	60	21	12	13	46	51	41	31	25	17	24	41									
		7.22%	9.92%	6.90%	5.94%	6.65%	4.63%	8.12%	3.83%	13.23%	2.93%	5.93%	6.94%	4.46%	6.30%	2.78%	8.02%	9.77%	5.37%	3.50%	8.55%	4.58%	5.39%	10.73%	4.00%	9.16%	7.43%	6.10%	8.73%	7.84%	8.54%	8.01%	8.95%	7.92%	6.17%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
