Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Сергиевская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3417	УИК №3418	УИК №3419	УИК №3420	УИК №3421	УИК №3422	УИК №3423	УИК №3424	УИК №3425	УИК №3426	УИК №3427	УИК №3428	УИК №3429	УИК №3430	УИК №3431	УИК №3432	УИК №3433	УИК №3434	УИК №3435	УИК №3436									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	643	19	4	5	36	37	34	5	4	11	10	31	35	28	31	37	49	32	26	18	5	28	18	4	7	9	10	13	6	10	5	7	8	22	17	3	19									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	301	2	1	2	38	13	23	5	5	5	2	10	6	13	5	10	10	10	7	2	8	7	28	2	3	8	3	2	6	6	4	0	21	5	12	2	15									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	57	1	1	2	12	4	1	0	0	0	0	0	2	7	0	4	3	5	1	1	2	0	0	0	0	1	1	1	0	0	0	1	0	0	7	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	169	10	0	5	0	15	2	0	3	4	1	4	13	5	7	16	10	12	11	2	3	8	11	0	0	1	0	2	1	3	0	5	2	0	5	0	8									
		0.61%	1.15%	0.00%	2.33%	0.00%	0.94%	0.13%	0.00%	1.94%	0.94%	0.19%	0.56%	0.81%	0.32%	0.42%	0.92%	0.60%	0.79%	0.94%	0.20%	1.41%	0.76%	1.49%	0.00%	0.00%	0.34%	0.00%	0.56%	0.39%	0.66%	0.00%	1.36%	0.42%	0.00%	0.78%	0.00%	0.75%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	631	18	2	9	30	44	30	3	4	17	22	12	43	0	33	72	37	45	50	16	1	34	10	0	3	13	0	5	13	7	6	3	6	0	13	4	26									
		2.28%	2.06%	0.99%	4.19%	1.68%	2.75%	1.94%	1.62%	2.58%	3.98%	4.23%	1.68%	2.68%	0.00%	1.97%	4.14%	2.21%	2.95%	4.26%	1.62%	0.47%	3.21%	1.36%	0.00%	1.96%	4.48%	0.00%	1.41%	5.08%	1.53%	2.52%	0.82%	1.26%	0.00%	2.02%	3.39%	2.42%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	196	10	1	1	0	16	6	2	0	9	1	6	7	0	17	22	7	10	11	7	4	15	4	0	0	1	0	3	2	5	7	2	4	6	4	0	6									
		0.71%	1.15%	0.50%	0.47%	0.00%	0.99%	0.39%	1.08%	0.00%	2.11%	0.19%	0.84%	0.44%	0.00%	1.02%	1.26%	0.42%	0.66%	0.94%	0.71%	1.88%	1.42%	0.54%	0.00%	0.00%	0.34%	0.00%	0.85%	0.78%	1.09%	2.94%	0.54%	0.84%	0.93%	0.62%	0.00%	0.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19707	675	158	131	1310	1154	1107	126	93	246	438	523	1129	1176	1247	1108	1210	1081	831	691	140	669	452	161	95	182	160	248	170	321	136	284	352	520	452	78	853									
		71.23%	77.41%	78.22%	60.93%	73.14%	72.08%	71.56%	68.11%	60.00%	57.61%	84.23%	73.15%	70.30%	75.00%	74.54%	63.68%	72.15%	70.98%	70.72%	70.01%	65.73%	63.17%	61.25%	90.45%	62.09%	62.76%	70.18%	70.06%	66.41%	70.24%	57.14%	77.38%	73.64%	80.87%	70.30%	66.10%	79.50%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	104	1	0	0	0	11	5	1	1	1	4	4	4	7	5	6	7	10	10	4	0	4	2	0	0	2	0	4	0	2	1	0	1	3	2	1	1									
		0.38%	0.11%	0.00%	0.00%	0.00%	0.69%	0.32%	0.54%	0.65%	0.23%	0.77%	0.56%	0.25%	0.45%	0.30%	0.34%	0.42%	0.66%	0.85%	0.41%	0.00%	0.38%	0.27%	0.00%	0.00%	0.69%	0.00%	1.13%	0.00%	0.44%	0.42%	0.00%	0.21%	0.47%	0.31%	0.85%	0.09%									
24	"6. Политическая партия ""Гражданская Платформа"""	53	1	0	0	0	2	0	0	0	0	1	4	2	0	1	7	3	4	6	1	0	3	2	0	2	1	0	1	2	1	2	2	0	2	2	0	1									
		0.19%	0.11%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.19%	0.56%	0.12%	0.00%	0.06%	0.40%	0.18%	0.26%	0.51%	0.10%	0.00%	0.28%	0.27%	0.00%	1.31%	0.34%	0.00%	0.28%	0.78%	0.22%	0.84%	0.54%	0.00%	0.31%	0.31%	0.00%	0.09%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3026	61	18	40	357	203	212	19	16	77	29	71	129	178	141	229	107	105	99	121	36	95	120	6	17	42	32	35	42	53	43	33	49	43	78	22	68									
		10.94%	6.99%	8.91%	18.60%	19.93%	12.68%	13.70%	10.27%	10.32%	18.03%	5.58%	9.93%	8.03%	11.35%	8.43%	13.16%	6.38%	6.89%	8.43%	12.26%	16.90%	8.97%	16.26%	3.37%	11.11%	14.48%	14.04%	9.89%	16.41%	11.60%	18.07%	8.99%	10.25%	6.69%	12.13%	18.64%	6.34%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	68	3	0	0	0	0	0	0	0	1	1	0	5	7	8	13	10	5	0	1	0	3	1	0	0	2	0	1	0	0	1	2	3	0	1	0	0									
		0.25%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.19%	0.00%	0.31%	0.45%	0.48%	0.75%	0.60%	0.33%	0.00%	0.10%	0.00%	0.28%	0.14%	0.00%	0.00%	0.69%	0.00%	0.28%	0.00%	0.00%	0.42%	0.54%	0.63%	0.00%	0.16%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	149	5	1	2	10	14	9	0	0	6	3	5	9	7	8	16	11	8	3	9	2	8	4	0	0	3	0	2	0	0	0	0	0	2	0	0	2									
		0.54%	0.57%	0.50%	0.93%	0.56%	0.87%	0.58%	0.00%	0.00%	1.41%	0.58%	0.70%	0.56%	0.45%	0.48%	0.92%	0.66%	0.53%	0.26%	0.91%	0.94%	0.76%	0.54%	0.00%	0.00%	1.03%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.19%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	29	0	0	1	0	1	1	1	1	1	0	2	1	4	2	0	1	2	2	2	0	0	0	0	0	0	0	1	0	2	1	0	0	0	2	0	1									
		0.10%	0.00%	0.00%	0.47%	0.00%	0.06%	0.06%	0.54%	0.65%	0.23%	0.00%	0.28%	0.06%	0.26%	0.12%	0.00%	0.06%	0.13%	0.17%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.44%	0.42%	0.00%	0.00%	0.00%	0.31%	0.00%	0.09%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	108	4	0	0	0	0	13	3	0	2	0	1	6	5	14	7	4	3	9	5	4	9	3	0	0	0	0	1	0	6	0	0	2	1	2	0	4									
		0.39%	0.46%	0.00%	0.00%	0.00%	0.00%	0.84%	1.62%	0.00%	0.47%	0.00%	0.14%	0.37%	0.32%	0.84%	0.40%	0.24%	0.20%	0.77%	0.51%	1.88%	0.85%	0.41%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	1.31%	0.00%	0.00%	0.42%	0.16%	0.31%	0.00%	0.37%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2629	61	16	18	62	106	114	19	32	44	18	48	190	155	135	194	217	188	115	107	15	145	118	11	22	34	33	35	13	42	28	29	50	62	56	10	87									
		9.50%	6.99%	7.92%	8.37%	3.46%	6.62%	7.37%	10.27%	20.65%	10.30%	3.46%	6.71%	11.83%	9.89%	8.07%	11.15%	12.94%	12.34%	9.79%	10.84%	7.04%	13.69%	15.99%	6.18%	14.38%	11.72%	14.47%	9.89%	5.08%	9.19%	11.76%	7.90%	10.46%	9.64%	8.71%	8.47%	8.11%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	3	2	0	8	5	1	0	1	2	0	2	3	0	4	2	5	3	1	1	1	1	1	0	0	0	2	2	0	0	2	0	2	0	2	0	1									
		0.21%	0.34%	0.99%	0.00%	0.45%	0.31%	0.06%	0.00%	0.65%	0.47%	0.00%	0.28%	0.19%	0.00%	0.24%	0.11%	0.30%	0.20%	0.09%	0.10%	0.47%	0.09%	0.14%	0.00%	0.00%	0.00%	0.88%	0.56%	0.00%	0.00%	0.84%	0.00%	0.42%	0.00%	0.31%	0.00%	0.09%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	392	9	4	1	12	12	24	6	2	12	2	14	29	18	29	48	22	26	9	16	2	26	5	0	4	6	1	4	2	4	6	7	7	4	7	3	9									
		1.42%	1.03%	1.98%	0.47%	0.67%	0.75%	1.55%	3.24%	1.29%	2.81%	0.38%	1.96%	1.81%	1.15%	1.73%	2.76%	1.31%	1.71%	0.77%	1.62%	0.94%	2.46%	0.68%	0.00%	2.61%	2.07%	0.44%	1.13%	0.78%	0.88%	2.52%	1.91%	1.46%	0.62%	1.09%	2.54%	0.84%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
