Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
"Наименование Избирательной комиссии:    Курск, Железнодорожная"																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №1155									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3465	93	114	63	157	68	54	135	66	122	150	116	103	91	130	142	123	170	162	134	123	107	123	51	116	51	105	46	137	209	16	168	16	4									
		14.11%	12.38%	14.09%	11.58%	14.56%	12.43%	11.46%	12.47%	11.58%	14.49%	14.55%	11.91%	10.92%	13.66%	13.49%	15.92%	14.70%	17.40%	16.95%	12.50%	15.38%	14.92%	14.77%	9.59%	12.75%	9.68%	13.60%	15.28%	14.44%	17.73%	17.02%	20.07%	21.62%	15.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	2118	82	71	31	128	43	30	123	47	88	119	103	89	48	82	84	86	92	62	79	68	42	52	42	49	31	69	22	81	112	1	60	0	2									
		8.62%	10.92%	8.78%	5.70%	11.87%	7.86%	6.37%	11.36%	8.25%	10.45%	11.54%	10.57%	9.44%	7.21%	8.51%	9.42%	10.27%	9.42%	6.49%	7.37%	8.50%	5.86%	6.24%	7.89%	5.38%	5.88%	8.94%	7.31%	8.54%	9.50%	1.06%	7.17%	0.00%	7.69%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1317	48	81	68	47	46	24	45	36	47	48	48	36	43	53	56	47	68	39	30	38	30	22	11	27	14	42	21	68	79	2	49	2	2									
		5.36%	6.39%	10.01%	12.50%	4.36%	8.41%	5.10%	4.16%	6.32%	5.58%	4.66%	4.93%	3.82%	6.46%	5.50%	6.28%	5.62%	6.96%	4.08%	2.80%	4.75%	4.18%	2.64%	2.07%	2.97%	2.66%	5.44%	6.98%	7.17%	6.70%	2.13%	5.85%	2.70%	7.69%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
