Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Красненская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	0	1	0	0	0	4	0	5	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0									
		0.17%	0.00%	0.20%	0.00%	0.00%	0.00%	0.52%	0.00%	0.43%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.11%	0.65%	0.26%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	11	0	2	0	0	0	0	0	6	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0									
		0.12%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	2	0	0	0	1	0	2	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0									
		0.11%	0.00%	0.41%	0.00%	0.00%	0.00%	0.13%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	32	0	5	0	2	0	2	2	11	2	1	0	0	0	0	3	0	0	1	0	0	1	0	2									
		0.36%	0.00%	1.01%	0.00%	0.33%	0.00%	0.26%	0.49%	0.94%	1.11%	0.64%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	1.09%	0.00%	0.00%	0.61%	0.00%	0.31%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	728	16	54	16	24	9	61	33	181	10	16	33	13	26	28	84	13	37	4	3	17	6	3	41									
		8.11%	4.24%	10.95%	9.20%	3.99%	7.44%	7.90%	8.13%	15.39%	5.56%	10.26%	6.79%	7.88%	10.97%	4.57%	8.84%	8.50%	9.59%	4.35%	2.52%	4.08%	3.68%	3.41%	6.34%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	0	0	0	0	0	2	0	2	0	0	2	0	0	0	1	1	0	0	0	0	0	0	2									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.17%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.11%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	138	3	7	0	8	0	11	0	36	0	0	11	0	0	22	19	3	2	1	1	1	1	0	12									
		1.54%	0.80%	1.42%	0.00%	1.33%	0.00%	1.42%	0.00%	3.06%	0.00%	0.00%	2.26%	0.00%	0.00%	3.59%	2.00%	1.96%	0.52%	1.09%	0.84%	0.24%	0.61%	0.00%	1.85%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
