Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    район Бирюлево Восточное																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №3421									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	87	2	1	0	3	2	0	3	1	0	1	1	0	1	1	4	1	1	3	2	0	4	0	6	6	3	2	0	2	0	4	4	0	1	3	4	5	3	0	1	3	2	7									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	806	32	22	12	26	16	20	12	19	1	29	26	15	20	14	23	29	25	24	15	16	21	11	17	17	21	15	16	15	15	14	21	13	27	12	10	17	16	29	33	17	19	34									
		2.75%	3.55%	2.99%	1.64%	4.55%	2.48%	2.35%	1.96%	2.85%	2.13%	4.37%	4.33%	2.88%	2.74%	1.98%	3.06%	4.01%	3.03%	3.24%	2.65%	2.23%	3.00%	1.74%	2.39%	2.14%	2.91%	2.21%	2.16%	1.83%	2.36%	1.35%	2.65%	1.87%	3.80%	1.93%	1.72%	2.21%	2.33%	3.77%	4.23%	2.59%	2.54%	4.93%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	627	10	12	13	18	16	15	11	8	1	16	13	17	16	11	12	13	23	16	66	13	8	10	17	21	17	15	15	15	19	10	18	11	9	10	9	15	10	14	20	16	12	16									
		2.14%	1.11%	1.63%	1.77%	3.15%	2.48%	1.76%	1.80%	1.20%	2.13%	2.41%	2.17%	3.27%	2.19%	1.56%	1.60%	1.80%	2.78%	2.16%	11.66%	1.81%	1.14%	1.58%	2.39%	2.65%	2.36%	2.21%	2.03%	1.83%	2.99%	0.97%	2.27%	1.59%	1.27%	1.61%	1.54%	1.95%	1.46%	1.82%	2.56%	2.44%	1.61%	2.32%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	854	19	23	21	18	14	30	16	24	2	18	13	14	23	13	30	27	31	21	7	22	30	14	36	30	27	22	17	25	27	23	33	17	13	8	15	23	18	18	16	22	24	10									
		2.92%	2.11%	3.13%	2.86%	3.15%	2.17%	3.52%	2.62%	3.60%	4.26%	2.71%	2.17%	2.69%	3.16%	1.84%	3.99%	3.73%	3.75%	2.84%	1.24%	3.06%	4.29%	2.22%	5.07%	3.78%	3.74%	3.24%	2.30%	3.06%	4.25%	2.22%	4.17%	2.45%	1.83%	1.28%	2.57%	2.99%	2.62%	2.34%	2.05%	3.35%	3.21%	1.45%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12631	316	378	280	228	309	418	270	275	30	277	247	230	294	293	288	270	315	308	256	341	298	280	272	323	275	291	347	326	264	629	310	302	367	383	249	314	296	323	320	274	274	291									
		43.16%	35.03%	51.43%	38.20%	39.93%	47.98%	49.06%	44.19%	41.29%	63.83%	41.78%	41.17%	44.23%	40.33%	41.44%	38.35%	37.34%	38.14%	41.62%	45.23%	47.49%	42.57%	44.30%	38.31%	40.73%	38.14%	42.79%	46.89%	39.85%	41.57%	60.83%	39.14%	43.52%	51.62%	61.48%	42.71%	40.89%	43.15%	41.95%	41.03%	41.77%	36.68%	42.24%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	476	23	10	20	8	13	6	4	7	0	9	7	3	13	8	12	16	14	13	5	10	11	9	15	11	11	18	10	14	8	13	13	17	11	8	10	13	15	16	15	6	22	9									
		1.63%	2.55%	1.36%	2.73%	1.40%	2.02%	0.70%	0.65%	1.05%	0.00%	1.36%	1.17%	0.58%	1.78%	1.13%	1.60%	2.21%	1.69%	1.76%	0.88%	1.39%	1.57%	1.42%	2.11%	1.39%	1.53%	2.65%	1.35%	1.71%	1.26%	1.26%	1.64%	2.45%	1.55%	1.28%	1.72%	1.69%	2.19%	2.08%	1.92%	0.91%	2.95%	1.31%									
24	"6. Политическая партия ""Гражданская Платформа"""	68	2	2	2	0	0	6	1	2	0	1	1	2	1	1	2	2	4	4	2	0	1	2	2	1	2	1	3	1	0	1	0	1	3	2	3	2	0	3	1	1	1	2									
		0.23%	0.22%	0.27%	0.27%	0.00%	0.00%	0.70%	0.16%	0.30%	0.00%	0.15%	0.17%	0.38%	0.14%	0.14%	0.27%	0.28%	0.48%	0.54%	0.35%	0.00%	0.14%	0.32%	0.28%	0.13%	0.28%	0.15%	0.41%	0.12%	0.00%	0.10%	0.00%	0.14%	0.42%	0.32%	0.51%	0.26%	0.00%	0.39%	0.13%	0.15%	0.13%	0.29%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4377	139	119	120	84	105	103	114	99	4	108	77	89	141	126	113	99	126	92	97	92	117	82	108	130	127	97	84	115	104	95	129	97	107	79	113	139	82	100	114	104	111	96									
		14.96%	15.41%	16.19%	16.37%	14.71%	16.30%	12.09%	18.66%	14.86%	8.51%	16.29%	12.83%	17.12%	19.34%	17.82%	15.05%	13.69%	15.25%	12.43%	17.14%	12.81%	16.71%	12.97%	15.21%	16.39%	17.61%	14.26%	11.35%	14.06%	16.38%	9.19%	16.29%	13.98%	15.05%	12.68%	19.38%	18.10%	11.95%	12.99%	14.62%	15.85%	14.86%	13.93%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	614	36	10	18	6	5	9	9	14	0	17	10	15	19	8	17	15	21	16	11	19	18	15	27	13	12	14	14	14	15	13	17	15	16	3	11	22	15	17	17	9	31	11									
		2.10%	3.99%	1.36%	2.46%	1.05%	0.78%	1.06%	1.47%	2.10%	0.00%	2.56%	1.67%	2.88%	2.61%	1.13%	2.26%	2.07%	2.54%	2.16%	1.94%	2.65%	2.57%	2.37%	3.80%	1.64%	1.66%	2.06%	1.89%	1.71%	2.36%	1.26%	2.15%	2.16%	2.25%	0.48%	1.89%	2.86%	2.19%	2.21%	2.18%	1.37%	4.15%	1.60%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	701	29	19	18	25	8	17	12	11	1	18	15	11	10	12	20	18	24	13	15	15	13	17	16	16	17	20	12	31	16	24	21	19	5	7	9	19	24	15	22	13	28	26									
		2.40%	3.22%	2.59%	2.46%	4.38%	1.24%	1.99%	1.96%	1.65%	2.13%	2.71%	2.50%	2.12%	1.37%	1.70%	2.66%	2.49%	2.91%	1.76%	2.65%	2.09%	1.86%	2.69%	2.25%	2.02%	2.36%	2.94%	1.62%	3.79%	2.52%	2.32%	2.65%	2.74%	0.70%	1.12%	1.54%	2.47%	3.50%	1.95%	2.82%	1.98%	3.75%	3.77%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	64	2	2	2	5	0	0	1	2	0	0	0	0	2	1	2	3	1	0	0	7	2	1	2	3	1	2	1	1	0	2	0	0	1	3	0	0	3	6	2	1	1	2									
		0.22%	0.22%	0.27%	0.27%	0.88%	0.00%	0.00%	0.16%	0.30%	0.00%	0.00%	0.00%	0.00%	0.27%	0.14%	0.27%	0.41%	0.12%	0.00%	0.00%	0.97%	0.29%	0.16%	0.28%	0.38%	0.14%	0.29%	0.14%	0.12%	0.00%	0.19%	0.00%	0.00%	0.14%	0.48%	0.00%	0.00%	0.44%	0.78%	0.26%	0.15%	0.13%	0.29%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1518	77	23	47	30	25	33	19	35	1	31	29	23	35	42	42	44	59	53	27	48	27	48	35	46	36	30	36	47	27	26	45	44	14	17	24	38	39	42	45	41	58	30									
		5.19%	8.54%	3.13%	6.41%	5.25%	3.88%	3.87%	3.11%	5.26%	2.13%	4.68%	4.83%	4.42%	4.80%	5.94%	5.59%	6.09%	7.14%	7.16%	4.77%	6.69%	3.86%	7.59%	4.93%	5.80%	4.99%	4.41%	4.86%	5.75%	4.25%	2.51%	5.68%	6.34%	1.97%	2.73%	4.12%	4.95%	5.69%	5.45%	5.77%	6.25%	7.76%	4.35%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3948	145	60	108	74	74	139	95	89	5	73	108	67	91	106	124	118	115	103	10	85	90	87	95	99	106	86	141	133	84	100	113	93	85	53	73	88	104	120	110	87	105	107									
		13.49%	16.08%	8.16%	14.73%	12.96%	11.49%	16.31%	15.55%	13.36%	10.64%	11.01%	18.00%	12.88%	12.48%	14.99%	16.51%	16.32%	13.92%	13.92%	1.77%	11.84%	12.86%	13.77%	13.38%	12.48%	14.70%	12.65%	19.05%	16.26%	13.23%	9.67%	14.27%	13.40%	11.95%	8.51%	12.52%	11.46%	15.16%	15.58%	14.10%	13.26%	14.06%	15.53%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	176	8	2	2	2	2	5	3	8	0	8	0	1	6	6	5	5	4	4	7	4	3	3	1	5	2	8	5	3	0	4	6	12	2	2	4	3	8	9	1	4	3	6									
		0.60%	0.89%	0.27%	0.27%	0.35%	0.31%	0.59%	0.49%	1.20%	0.00%	1.21%	0.00%	0.19%	0.82%	0.85%	0.67%	0.69%	0.48%	0.54%	1.24%	0.56%	0.43%	0.47%	0.14%	0.63%	0.28%	1.18%	0.68%	0.37%	0.00%	0.39%	0.76%	1.73%	0.28%	0.32%	0.69%	0.39%	1.17%	1.17%	0.13%	0.61%	0.40%	0.87%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1891	54	34	61	40	45	39	33	58	2	39	44	29	46	62	50	55	50	56	39	38	45	45	54	63	47	43	25	63	44	64	50	39	31	28	42	63	45	45	52	48	40	41									
		6.46%	5.99%	4.63%	8.32%	7.01%	6.99%	4.58%	5.40%	8.71%	4.26%	5.88%	7.33%	5.58%	6.31%	8.77%	6.66%	7.61%	6.05%	7.57%	6.89%	5.29%	6.43%	7.12%	7.61%	7.94%	6.52%	6.32%	3.38%	7.70%	6.93%	6.19%	6.31%	5.62%	4.36%	4.49%	7.20%	8.20%	6.56%	5.84%	6.67%	7.32%	5.35%	5.95%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
