Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Калининская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333					
		13.91%	9.93%	13.64%	18.06%	13.74%	19.63%	16.74%	14.86%	9.96%	11.70%	19.55%	12.80%	9.16%	7.77%	12.54%	13.83%	15.16%	15.96%	16.59%	8.05%	13.54%	11.61%	12.29%	20.81%	18.18%	15.43%	15.19%	13.04%	17.26%	15.91%	16.59%	22.96%	16.18%	15.14%	10.34%	19.10%	12.54%	16.18%	12.57%	28.95%	10.13%	14.29%	11.23%	12.72%	10.88%	21.88%	20.74%	9.30%	17.65%	20.08%	23.60%	14.30%	13.21%	15.21%	10.56%	8.08%	7.64%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	279	14	13	5	3	5	3	2	3	2	2	1	1	1	6	8	5	3	2	6	2	6	3	2	3	9	5	1	4	5	11	4	1	6	7	4	11	12	2	2	3	1	4	3	1	0	0	7	1	9	1	12	19	6	12	11	4					
		1.39%	1.64%	2.16%	2.31%	0.76%	1.85%	1.29%	0.80%	0.62%	1.06%	1.12%	0.61%	0.76%	0.49%	1.06%	2.84%	0.44%	0.98%	0.98%	1.86%	0.69%	1.79%	0.57%	1.34%	1.82%	2.67%	1.38%	0.72%	2.03%	0.84%	2.61%	1.21%	0.74%	1.38%	1.21%	1.50%	1.68%	2.49%	1.09%	1.75%	1.32%	1.10%	1.40%	0.76%	0.68%	0.00%	0.00%	1.97%	0.49%	1.22%	1.12%	1.49%	2.44%	2.28%	1.56%	1.46%	1.45%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3815	185	129	26	91	61	33	32	81	27	21	23	21	25	66	43	209	64	36	55	42	22	102	12	30	63	112	20	48	187	108	48	34	57	122	58	152	109	31	12	37	17	37	66	36	19	25	81	23	91	15	214	192	63	144	109	49					
		18.98%	21.61%	21.46%	12.04%	23.16%	22.59%	14.16%	12.85%	16.80%	14.36%	11.73%	14.02%	16.03%	12.14%	11.66%	15.25%	18.21%	20.85%	17.56%	17.03%	14.58%	6.55%	19.28%	8.05%	18.18%	18.69%	30.94%	14.49%	24.37%	31.32%	25.59%	14.50%	25.00%	13.07%	21.03%	21.72%	23.24%	22.61%	16.94%	10.53%	16.30%	18.68%	12.98%	16.79%	24.49%	19.79%	18.52%	22.82%	11.27%	12.35%	16.85%	26.62%	24.62%	23.95%	18.77%	14.44%	17.82%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	806	56	26	7	9	1	1	7	15	8	1	1	4	8	11	9	39	19	10	11	8	6	14	6	11	15	8	5	9	27	11	9	4	15	21	10	34	20	7	3	6	4	7	17	12	1	4	14	2	18	11	64	77	18	25	28	12					
		4.01%	6.54%	4.33%	3.24%	2.29%	0.37%	0.43%	2.81%	3.11%	4.26%	0.56%	0.61%	3.05%	3.88%	1.94%	3.19%	3.40%	6.19%	4.88%	3.41%	2.78%	1.79%	2.65%	4.03%	6.67%	4.45%	2.21%	3.62%	4.57%	4.52%	2.61%	2.72%	2.94%	3.44%	3.62%	3.75%	5.20%	4.15%	3.83%	2.63%	2.64%	4.40%	2.46%	4.33%	8.16%	1.04%	2.96%	3.94%	0.98%	2.44%	12.36%	7.96%	9.87%	6.84%	3.26%	3.71%	4.36%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8037	278	221	93	146	104	111	134	223	107	81	82	77	102	251	138	457	110	91	152	138	209	235	81	57	129	125	70	77	188	134	119	58	203	233	89	257	132	62	42	110	32	163	179	57	34	46	149	111	353	29	205	222	73	260	282	136					
		39.98%	32.48%	36.77%	43.06%	37.15%	38.52%	47.64%	53.82%	46.27%	56.91%	45.25%	50.00%	58.78%	49.51%	44.35%	48.94%	39.81%	35.83%	44.39%	47.06%	47.92%	62.20%	44.42%	54.36%	34.55%	38.28%	34.53%	50.72%	39.09%	31.49%	31.75%	35.95%	42.65%	46.56%	40.17%	33.33%	39.30%	27.39%	33.88%	36.84%	48.46%	35.16%	57.19%	45.55%	38.78%	35.42%	34.07%	41.97%	54.41%	47.90%	32.58%	25.50%	28.46%	27.76%	33.90%	37.35%	49.45%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	117	8	7	5	2	1	2	2	1	0	1	1	0	2	1	1	7	2	1	1	5	0	1	0	1	3	6	0	1	1	5	3	0	7	1	0	4	2	2	0	2	0	1	1	1	0	2	0	1	5	0	3	2	0	6	6	0					
		0.58%	0.93%	1.16%	2.31%	0.51%	0.37%	0.86%	0.80%	0.21%	0.00%	0.56%	0.61%	0.00%	0.97%	0.18%	0.35%	0.61%	0.65%	0.49%	0.31%	1.74%	0.00%	0.19%	0.00%	0.61%	0.89%	1.66%	0.00%	0.51%	0.17%	1.18%	0.91%	0.00%	1.61%	0.17%	0.00%	0.61%	0.41%	1.09%	0.00%	0.88%	0.00%	0.35%	0.25%	0.68%	0.00%	1.48%	0.00%	0.49%	0.68%	0.00%	0.37%	0.26%	0.00%	0.78%	0.79%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
