Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Калининская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366					
		0.74%	0.71%	0.67%	0.00%	0.72%	3.08%	1.49%	0.00%	0.70%	0.43%	0.00%	0.00%	0.00%	0.00%	0.40%	0.34%	1.01%	2.17%	0.00%	0.00%	0.57%	0.52%	0.00%	0.39%	0.00%	0.65%	0.95%	1.99%	0.55%	0.36%	2.31%	0.72%	0.53%	0.00%	1.25%	0.55%	0.65%	0.35%	0.00%	0.40%	0.00%	1.19%	1.50%	0.37%	0.61%	0.00%	0.00%	2.56%	1.61%	0.46%	0.23%	0.00%	0.86%	1.25%	1.50%	0.31%	1.03%	0.30%					
20	3.Политическая партия «Демократическая партия России»	20	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	2	1	0	1					
		0.09%	0.00%	0.00%	0.00%	0.14%	1.54%	0.21%	0.00%	0.18%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.18%	0.32%	0.00%	0.15%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.12%	0.00%	0.25%	0.00%	0.60%	0.10%	0.00%	0.30%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2301	91	41	26	83	3	30	30	68	17	12	16	19	15	48	24	119	43	21	38	24	28	8	28	6	11	26	75	14	32	131	62	33	18	20	72	23	60	63	18	13	20	7	31	43	13	16	14	37	10	50	11	118	117	38	127	94	46					
		10.15%	10.82%	9.17%	8.78%	11.94%	4.62%	6.40%	9.87%	11.97%	7.23%	5.26%	8.08%	10.44%	6.67%	6.36%	8.19%	10.04%	13.35%	10.45%	11.73%	6.82%	7.25%	13.11%	5.49%	5.00%	7.14%	6.19%	16.59%	7.73%	11.47%	16.79%	14.90%	8.80%	11.25%	5.01%	13.11%	7.44%	10.36%	9.38%	7.17%	9.15%	7.94%	5.26%	11.52%	8.78%	9.49%	16.84%	8.97%	8.51%	4.63%	5.84%	10.09%	14.50%	14.63%	11.38%	13.04%	10.72%	13.73%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	143	10	3	0	6	0	4	1	2	0	0	0	0	0	3	2	7	6	2	3	0	7	0	2	0	3	4	5	1	2	6	0	3	0	6	5	0	0	2	2	0	0	0	3	3	1	0	1	3	2	9	0	7	8	3	5	1	0					
		0.63%	1.19%	0.67%	0.00%	0.86%	0.00%	0.85%	0.33%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.68%	0.59%	1.86%	0.99%	0.93%	0.00%	1.81%	0.00%	0.39%	0.00%	1.95%	0.95%	1.11%	0.55%	0.72%	0.77%	0.00%	0.80%	0.00%	1.50%	0.91%	0.00%	0.00%	0.30%	0.80%	0.00%	0.00%	0.00%	1.12%	0.61%	0.73%	0.00%	0.64%	0.69%	0.93%	1.05%	0.00%	0.86%	1.00%	0.90%	0.51%	0.11%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	38	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	3	0	0	0	1	0	2	1	0	2	2	0	1	0	2	0	0	1	1	1	0	0	0	1	0	0	0	3	0	1	1	3	2	1	0					
		0.17%	0.12%	0.00%	0.00%	0.14%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.31%	0.50%	0.31%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.22%	0.00%	0.72%	0.13%	0.00%	0.53%	1.25%	0.00%	0.18%	0.00%	0.35%	0.00%	0.00%	0.70%	0.40%	0.75%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.35%	0.00%	0.12%	0.13%	0.90%	0.21%	0.11%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2232	77	37	24	78	9	73	21	51	21	32	16	19	6	73	52	144	27	6	23	33	33	10	31	8	20	40	48	15	47	73	38	55	10	36	53	32	46	61	31	12	30	2	20	49	10	17	16	40	23	136	18	68	68	23	74	98	19					
		9.85%	9.16%	8.28%	8.11%	11.22%	13.85%	15.57%	6.91%	8.98%	8.94%	14.04%	8.08%	10.44%	2.67%	9.67%	17.75%	12.15%	8.39%	2.99%	7.10%	9.38%	8.55%	16.39%	6.08%	6.67%	12.99%	9.52%	10.62%	8.29%	16.85%	9.36%	9.13%	14.67%	6.25%	9.02%	9.65%	10.36%	7.94%	9.08%	12.35%	8.45%	11.90%	1.50%	7.43%	10.00%	7.30%	17.89%	10.26%	9.20%	10.65%	15.89%	16.51%	8.35%	8.50%	6.89%	7.60%	11.17%	5.67%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1496	70	29	10	51	0	20	10	35	6	26	4	14	34	35	23	76	22	8	24	25	10	6	46	3	7	26	26	16	17	49	32	31	10	14	38	21	42	35	14	7	11	9	14	34	10	3	15	17	8	38	7	82	59	35	88	69	25					
		6.60%	8.32%	6.49%	3.38%	7.34%	0.00%	4.26%	3.29%	6.16%	2.55%	11.40%	2.02%	7.69%	15.11%	4.64%	7.85%	6.41%	6.83%	3.98%	7.41%	7.10%	2.59%	9.84%	9.02%	2.50%	4.55%	6.19%	5.75%	8.84%	6.09%	6.28%	7.69%	8.27%	6.25%	3.51%	6.92%	6.80%	7.25%	5.21%	5.58%	4.93%	4.37%	6.77%	5.20%	6.94%	7.30%	3.16%	9.62%	3.91%	3.70%	4.44%	6.42%	10.07%	7.38%	10.48%	9.03%	7.87%	7.46%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	174	7	3	1	7	2	0	3	1	0	0	3	2	1	16	1	5	1	4	4	1	2	0	4	0	0	2	2	1	0	2	0	2	2	0	1	1	6	3	1	1	2	1	1	5	4	0	0	7	3	9	0	15	7	11	11	4	2					
		0.77%	0.83%	0.67%	0.34%	1.01%	3.08%	0.00%	0.99%	0.18%	0.00%	0.00%	1.52%	1.10%	0.44%	2.12%	0.34%	0.42%	0.31%	1.99%	1.23%	0.28%	0.52%	0.00%	0.78%	0.00%	0.00%	0.48%	0.44%	0.55%	0.00%	0.26%	0.00%	0.53%	1.25%	0.00%	0.18%	0.32%	1.04%	0.45%	0.40%	0.70%	0.79%	0.75%	0.37%	1.02%	2.92%	0.00%	0.00%	1.61%	1.39%	1.05%	0.00%	1.84%	0.88%	3.29%	1.13%	0.46%	0.60%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14874	475	317	217	438	45	312	233	375	178	147	149	118	151	549	182	745	196	145	216	252	285	28	369	97	95	303	258	123	157	463	263	236	112	296	346	206	385	460	175	97	177	104	187	329	97	56	97	309	164	572	68	444	471	188	630	557	230					
		65.63%	56.48%	70.92%	73.31%	63.02%	69.23%	66.52%	76.64%	66.02%	75.74%	64.47%	75.25%	64.84%	67.11%	72.72%	62.12%	62.87%	60.87%	72.14%	66.67%	71.59%	73.83%	45.90%	72.35%	80.83%	61.69%	72.14%	57.08%	67.96%	56.27%	59.36%	63.22%	62.93%	70.00%	74.19%	63.02%	66.67%	66.49%	68.45%	69.72%	68.31%	70.24%	78.20%	69.52%	67.14%	70.80%	58.95%	62.18%	71.03%	75.93%	66.82%	62.39%	54.55%	58.88%	56.29%	64.68%	63.51%	68.66%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	249	23	0	0	9	0	4	0	2	2	0	0	5	7	4	3	8	11	2	2	3	1	0	3	1	5	4	0	2	5	9	2	2	1	14	8	4	5	10	1	0	2	1	0	2	0	0	3	5	0	7	2	16	22	2	6	14	5					
		1.10%	2.73%	0.00%	0.00%	1.29%	0.00%	0.85%	0.00%	0.35%	0.85%	0.00%	0.00%	2.75%	3.11%	0.53%	1.02%	0.68%	3.42%	0.99%	0.62%	0.85%	0.26%	0.00%	0.59%	0.83%	3.25%	0.95%	0.00%	1.10%	1.79%	1.15%	0.48%	0.53%	0.63%	3.51%	1.46%	1.29%	0.86%	1.49%	0.40%	0.00%	0.79%	0.75%	0.00%	0.41%	0.00%	0.00%	1.92%	1.15%	0.00%	0.82%	1.83%	1.97%	2.75%	0.60%	0.62%	1.60%	1.49%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
