Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Мичуринская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	308	10	5	15	15	15	10	10	5	5	5	3	5	5	15	15	3	3	15	5	3	5	5	7	10	5	5	3	5	3	5	3	3	5	5	3	5	5	5	5	5	5	4	10	5	5	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	70	3	0	9	2	6	1	0	5	1	0	1	0	3	3	3	0	0	2	0	1	0	3	7	2	1	3	0	0	1	1	0	0	2	0	0	0	2	0	0	0	2	0	0	0	4	1	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	112	3	2	1	3	7	5	3	0	3	4	4	7	4	7	0	5	6	2	2	1	6	3	3	1	0	5	0	3	1	3	1	1	1	0	0	2	2	1	1	1	3	1	0	2	0	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	238	7	5	6	13	9	9	10	0	4	5	2	5	2	12	12	3	3	13	5	2	5	2	0	8	4	2	3	5	2	4	3	3	3	5	3	5	3	5	5	5	3	4	10	5	1	9	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	37	1	1	2	0	3	5	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	2	1	0	0	0	2	0	3	0	0	2	0	1	3	0	2	0	1	1	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	89	3	0	19	4	0	2	4	0	2	11	0	0	0	4	6	0	2	1	0	4	1	6	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1	0	1	6	0	0	0	3	2	1	0									
		0.49%	0.43%	0.00%	3.89%	0.43%	0.00%	0.33%	0.70%	0.00%	0.60%	1.84%	0.00%	0.00%	0.00%	0.74%	0.63%	0.00%	1.92%	0.17%	0.00%	3.33%	0.29%	1.47%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.31%	0.00%	0.47%	1.51%	0.00%	0.00%	0.00%	0.91%	0.76%	0.19%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	197	3	0	10	12	0	3	11	0	5	10	1	2	0	17	9	1	1	10	3	3	0	5	8	10	0	1	0	0	0	0	0	2	0	0	0	3	12	0	5	6	13	0	3	14	3	10	1									
		1.09%	0.43%	0.00%	2.04%	1.28%	0.00%	0.50%	1.92%	0.00%	1.50%	1.67%	0.53%	0.50%	0.00%	3.17%	0.95%	1.20%	0.96%	1.66%	0.85%	2.50%	0.00%	1.22%	3.32%	1.36%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	2.30%	0.00%	0.00%	0.00%	0.80%	3.74%	0.00%	2.33%	1.51%	4.22%	0.00%	0.57%	4.27%	1.14%	1.85%	1.20%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	92	8	0	0	10	0	2	6	0	4	3	0	0	0	7	7	2	1	9	0	0	0	7	1	0	0	3	2	0	0	0	0	0	0	0	0	1	2	0	1	4	0	0	2	3	2	3	2									
		0.51%	1.15%	0.00%	0.00%	1.06%	0.00%	0.33%	1.05%	0.00%	1.20%	0.50%	0.00%	0.00%	0.00%	1.30%	0.74%	2.41%	0.96%	1.50%	0.00%	0.00%	0.00%	1.71%	0.41%	0.00%	0.00%	0.95%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.62%	0.00%	0.47%	1.01%	0.00%	0.00%	0.38%	0.91%	0.76%	0.56%	2.41%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15072	585	257	310	734	753	478	408	455	269	492	174	373	452	316	740	59	78	368	328	91	320	307	220	683	281	262	145	333	76	264	199	61	357	332	105	349	245	376	197	329	207	204	501	256	243	439	61									
		83.65%	83.93%	86.82%	63.39%	78.00%	90.18%	79.40%	71.33%	95.99%	80.54%	82.14%	91.58%	92.79%	93.58%	58.85%	78.06%	71.08%	75.00%	61.13%	92.92%	75.83%	93.57%	75.06%	91.29%	92.93%	90.65%	83.17%	92.36%	92.50%	92.68%	91.03%	95.22%	70.11%	94.95%	94.32%	94.59%	93.07%	76.32%	93.07%	91.63%	82.87%	67.21%	92.73%	95.07%	78.05%	92.05%	81.30%	73.49%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	50	1	0	2	2	0	1	2	0	0	0	0	0	0	4	11	2	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	2	2	8	0	1	0	4	1									
		0.28%	0.14%	0.00%	0.41%	0.21%	0.00%	0.17%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	1.16%	2.41%	0.00%	0.17%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.27%	0.31%	0.00%	0.00%	0.50%	0.65%	3.64%	0.00%	0.30%	0.00%	0.74%	1.20%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0									
		0.06%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.17%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.37%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	792	33	0	59	67	6	5	48	8	19	26	2	18	1	74	81	8	9	65	6	11	4	37	2	5	11	32	4	0	3	0	0	11	0	3	0	5	13	5	5	22	21	0	2	22	5	27	7									
		4.40%	4.73%	0.00%	12.07%	7.12%	0.72%	0.83%	8.39%	1.69%	5.69%	4.34%	1.05%	4.48%	0.21%	13.78%	8.54%	9.64%	8.65%	10.80%	1.70%	9.17%	1.17%	9.05%	0.83%	0.68%	3.55%	10.16%	2.55%	0.00%	3.66%	0.00%	0.00%	12.64%	0.00%	0.85%	0.00%	1.33%	4.05%	1.24%	2.33%	5.54%	6.82%	0.00%	0.38%	6.71%	1.89%	5.00%	8.43%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	1	0	3	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0									
		0.07%	0.14%	0.00%	0.61%	0.21%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	1	0	3	5	0	2	1	0	0	1	0	0	0	2	5	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0									
		0.15%	0.14%	0.00%	0.61%	0.53%	0.00%	0.33%	0.17%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.37%	0.53%	0.00%	1.92%	0.17%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	47	2	0	1	3	2	2	2	0	1	4	1	0	0	6	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	2	0	1	4	0	0	3	1	2	0									
		0.26%	0.29%	0.00%	0.20%	0.32%	0.24%	0.33%	0.35%	0.00%	0.30%	0.67%	0.53%	0.00%	0.00%	1.12%	0.32%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.30%	0.00%	0.00%	0.00%	0.27%	0.31%	0.50%	0.00%	0.25%	1.30%	0.00%	0.00%	0.91%	0.38%	0.37%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1052	50	31	57	60	46	89	70	7	28	0	5	2	9	76	50	2	2	113	12	4	11	29	0	0	9	9	4	27	3	26	3	2	9	12	5	2	36	12	3	17	39	5	11	22	4	30	9									
		5.84%	7.17%	10.47%	11.66%	6.38%	5.51%	14.78%	12.24%	1.48%	8.38%	0.00%	2.63%	0.50%	1.86%	14.15%	5.27%	2.41%	1.92%	18.77%	3.40%	3.33%	3.22%	7.09%	0.00%	0.00%	2.90%	2.86%	2.55%	7.50%	3.66%	8.97%	1.44%	2.30%	2.39%	3.41%	4.50%	0.53%	11.21%	2.97%	1.40%	4.28%	12.66%	2.27%	2.09%	6.71%	1.52%	5.56%	10.84%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	0	0	0	0	0	0	1	0	0	2	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.33%	0.53%	0.00%	0.00%	0.37%	0.11%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.56%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	438	4	8	18	24	26	12	14	4	6	36	6	7	20	23	19	8	5	20	3	4	6	16	8	37	9	0	0	0	0	0	7	5	10	2	1	4	8	7	3	6	10	3	6	2	3	17	1									
		2.43%	0.57%	2.70%	3.68%	2.55%	3.11%	1.99%	2.45%	0.84%	1.80%	6.01%	3.16%	1.74%	4.14%	4.28%	2.00%	9.64%	4.81%	3.32%	0.85%	3.33%	1.75%	3.91%	3.32%	5.03%	2.90%	0.00%	0.00%	0.00%	0.00%	0.00%	3.35%	5.75%	2.66%	0.57%	0.90%	1.07%	2.49%	1.73%	1.40%	1.51%	3.25%	1.36%	1.14%	0.61%	1.14%	3.15%	1.20%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
