Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Завьяловская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734					
25	"8. ""Народно-республиканская партия России"""	11	1	0	2	0	2	0	2	0	0	3	0	0	0	1	0					
		0.10%	0.09%	0.0%	0.19%	0.0%	0.34%	0.0%	0.32%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.08%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	5	4	2	0	0	0	0	0	2	0	3	1	0	4	0					
		0.20%	0.48%	0.34%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.43%	0.19%	0.0%	0.35%	0.0%					
27	"10. ""Аграрная партия России"""	2605	142	175	189	36	194	121	189	68	143	203	228	115	128	368	306					
		24.95%	13.84%	15.11%	18.58%	20.11%	33.50%	27.56%	30.68%	24.81%	20.57%	21.78%	32.75%	22.41%	36.46%	32.85%	36.34%					
28	"11. ""Истинные патриоты России"""	9	1	1	0	0	0	0	0	0	1	0	0	0	0	2	4					
		0.08%	0.09%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.17%	0.47%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	68	10	3	9	1	2	2	8	5	3	5	5	5	2	1	7					
		0.65%	0.97%	0.25%	0.88%	0.55%	0.34%	0.45%	1.29%	1.82%	0.43%	0.53%	0.71%	0.97%	0.56%	0.08%	0.83%					
30	"13. ""Демократическая партия России"""	24	6	0	0	0	2	0	2	1	3	1	3	2	0	3	1					
		0.22%	0.58%	0.0%	0.0%	0.0%	0.34%	0.0%	0.32%	0.36%	0.43%	0.10%	0.43%	0.38%	0.0%	0.26%	0.11%					
31	"14. ""Великая Россия - Евразийский Союз"""	10	0	1	1	0	1	0	1	0	0	2	0	1	1	0	2					
		0.09%	0.0%	0.08%	0.09%	0.0%	0.17%	0.0%	0.16%	0.0%	0.0%	0.21%	0.0%	0.19%	0.28%	0.0%	0.23%					
32	"15. ""Партия СЛОН"""	7	1	1	0	1	0	0	2	1	0	0	0	0	0	1	0					
		0.06%	0.09%	0.08%	0.0%	0.55%	0.0%	0.0%	0.32%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	547	78	100	98	8	20	18	19	7	30	29	30	35	18	33	24					
		5.24%	7.60%	8.63%	9.63%	4.46%	3.45%	4.10%	3.08%	2.55%	4.31%	3.11%	4.31%	6.82%	5.12%	2.94%	2.85%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	11	1	2	0	0	1	1	0	2	1	1	0	1	0	0	1					
		0.10%	0.09%	0.17%	0.0%	0.0%	0.17%	0.22%	0.0%	0.72%	0.14%	0.10%	0.0%	0.19%	0.0%	0.0%	0.11%					
35	"18. ""ЛДПР"""	1542	172	140	135	44	46	76	122	30	111	229	77	59	45	137	119					
		14.77%	16.76%	12.08%	13.27%	24.58%	7.94%	17.31%	19.80%	10.94%	15.97%	24.57%	11.06%	11.50%	12.82%	12.23%	14.13%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	210	25	23	24	1	16	11	10	10	22	20	6	6	9	8	19					
		2.01%	2.43%	1.98%	2.35%	0.55%	2.76%	2.50%	1.62%	3.64%	3.16%	2.14%	0.86%	1.16%	2.56%	0.71%	2.25%					
37	"20. ""Политическая партия ""Единая Россия"""	2638	290	305	251	40	141	110	114	84	149	251	220	199	72	219	193					
		25.27%	28.26%	26.33%	24.68%	22.34%	24.35%	25.05%	18.50%	30.65%	21.43%	26.93%	31.60%	38.79%	20.51%	19.55%	22.92%					
38	"21. ""Российская Конституционно-демократическая партия"""	13	1	0	2	0	1	1	2	2	0	2	0	1	0	0	1					
		0.12%	0.09%	0.0%	0.19%	0.0%	0.17%	0.22%	0.32%	0.72%	0.0%	0.21%	0.0%	0.19%	0.0%	0.0%	0.11%					
39	"22. ""Развитие предпринимательства"""	20	5	4	5	0	0	0	2	0	2	1	0	0	0	0	1					
		0.19%	0.48%	0.34%	0.49%	0.0%	0.0%	0.0%	0.32%	0.0%	0.28%	0.10%	0.0%	0.0%	0.0%	0.0%	0.11%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1647	148	219	190	30	98	68	101	40	160	99	72	38	40	256	88					
		15.78%	14.42%	18.91%	18.68%	16.75%	16.92%	15.48%	16.39%	14.59%	23.02%	10.62%	10.34%	7.40%	11.39%	22.85%	10.45%					
																						
41	Против всех	223	29	43	21	4	15	12	10	5	17	12	10	11	6	15	13					
		2.13%	2.82%	3.71%	2.06%	2.23%	2.59%	2.73%	1.62%	1.82%	2.44%	1.28%	1.43%	2.14%	1.70%	1.33%	1.54%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
