Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Борисоглебская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450					
11	Число полученных открепительных  удостоверений	343	6	6	6	6	9	10	6	6	8	6	35	9	6	6	6	13	20	6	6	6	6	6	8	6	6	16	6	6	6	6	6	6	6	10	6	3	3	3	3	5	3	5	3	3	3	5	3	5	5	3					
12	Число выданных открепительных удостоверений	197	0	5	3	3	7	3	1	3	7	2	33	5	1	6	4	12	16	6	5	5	6	4	7	6	1	8	3	2	0	2	0	4	3	10	4	2	1	0	1	2	0	1	0	1	0	0	0	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	163	6	4	3	2	5	7	4	5	5	17	7	7	4	10	3	3	1	1	7	5	7	18	2	3	1	1	0	1	2	0	1	0	2	0	3	1	0	1	3	0	2	1	0	2	3	0	0	1	1	1					
14	Число неиспользованных открепительных удостоверений	146	6	1	3	3	2	7	5	3	1	4	2	4	5	0	2	1	4	0	1	1	0	2	1	0	5	8	3	4	6	4	6	2	3	0	2	1	2	3	2	3	3	4	3	2	3	5	3	5	4	2					
15	"Число открепительных удостоверений, выданных в ТИК"	56	0	0	0	0	0	0	0	0	0	0	0	1	0	48	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
18	. Глазьев Сергей Юрьевич	1026	19	39	24	27	20	51	24	22	47	23	32	41	21	49	28	41	48	7	16	30	18	28	26	27	11	22	36	8	22	6	12	26	35	22	18	8	2	4	8	5	6	10	17	15	5	3	0	2	3	12					
		2.71%	1.99%	2.88%	2.29%	3.88%	2.29%	3.50%	3.92%	3.24%	3.62%	3.35%	4.12%	3.88%	4.24%	3.90%	4.11%	2.99%	3.71%	2.22%	1.97%	4.49%	2.37%	3.27%	3.92%	3.68%	1.26%	1.90%	3.00%	1.32%	2.71%	1.50%	2.08%	3.14%	5.00%	2.66%	2.59%	2.32%	1.42%	1.25%	1.16%	1.19%	1.38%	1.14%	2.13%	1.85%	1.41%	0.80%	0.00%	0.34%	0.74%	1.43%					
19	. Малышкин Олег Александрович	895	19	38	35	16	14	35	11	8	36	8	23	38	5	33	10	32	25	7	20	25	19	23	17	21	14	27	31	27	13	4	15	22	18	18	25	12	2	8	9	11	13	11	19	17	9	8	5	10	9	20					
		2.37%	1.99%	2.80%	3.33%	2.30%	1.60%	2.40%	1.80%	1.18%	2.78%	1.16%	2.96%	3.60%	1.01%	2.63%	1.47%	2.33%	1.93%	2.22%	2.46%	3.74%	2.50%	2.68%	2.56%	2.86%	1.60%	2.33%	2.58%	4.44%	1.60%	1.00%	2.60%	2.65%	2.57%	2.17%	3.60%	3.48%	1.42%	2.50%	1.30%	2.63%	2.99%	1.26%	2.38%	2.09%	2.54%	2.14%	1.64%	1.68%	2.22%	2.38%					
20	. Миронов Сергей Михайлович	253	5	13	4	4	9	10	7	7	11	3	4	6	4	5	8	12	7	4	5	3	6	4	5	2	13	8	10	8	6	4	5	5	4	5	0	6	0	2	0	2	1	4	5	5	2	3	0	1	3	3					
		0.67%	0.52%	0.96%	0.38%	0.57%	1.03%	0.69%	1.14%	1.03%	0.85%	0.44%	0.52%	0.57%	0.81%	0.40%	1.17%	0.87%	0.54%	1.27%	0.62%	0.45%	0.79%	0.47%	0.75%	0.27%	1.48%	0.69%	0.83%	1.32%	0.74%	1.00%	0.87%	0.60%	0.57%	0.60%	0.00%	1.74%	0.00%	0.62%	0.00%	0.48%	0.23%	0.46%	0.63%	0.62%	0.56%	0.80%	0.00%	0.17%	0.74%	0.36%					
21	. Путин Владимир Владимирович	25522	658	864	723	446	585	877	381	432	796	479	544	681	315	841	428	933	868	229	538	453	486	593	428	497	613	809	830	421	575	319	373	538	424	567	477	192	99	256	510	299	263	636	503	581	239	260	230	474	308	651					
		67.53%	69.05%	63.72%	68.86%	64.08%	67.01%	60.23%	62.25%	63.53%	61.37%	69.72%	70.10%	64.43%	63.64%	66.96%	62.85%	68.00%	67.13%	72.47%	66.17%	67.81%	64.03%	69.19%	64.56%	67.80%	69.98%	69.92%	69.05%	69.24%	70.81%	79.75%	64.64%	64.90%	60.57%	68.48%	68.63%	55.65%	70.21%	80.00%	73.81%	71.36%	60.46%	72.69%	62.95%	71.46%	67.32%	69.52%	75.66%	79.66%	76.05%	77.41%					
22	. Хакамада Ирина Муцуовна	670	17	21	9	12	19	28	13	14	32	9	17	21	15	27	19	29	32	7	23	18	23	29	25	13	9	18	10	10	18	8	7	11	10	12	7	3	1	3	10	5	6	8	4	13	3	4	1	1	7	9					
		1.77%	1.78%	1.55%	0.86%	1.72%	2.18%	1.92%	2.12%	2.06%	2.47%	1.31%	2.19%	1.99%	3.03%	2.15%	2.79%	2.11%	2.47%	2.22%	2.83%	2.69%	3.03%	3.38%	3.77%	1.77%	1.03%	1.56%	0.83%	1.64%	2.22%	2.00%	1.21%	1.33%	1.43%	1.45%	1.01%	0.87%	0.71%	0.94%	1.45%	1.19%	1.38%	0.91%	0.50%	1.60%	0.85%	1.07%	0.33%	0.17%	1.73%	1.07%					
23	. Харитонов Николай Михайлович	7891	201	323	212	158	184	378	148	165	325	134	110	205	114	218	151	251	255	55	171	110	169	156	130	147	185	235	232	120	137	47	130	185	179	166	154	116	37	36	137	86	142	188	240	144	89	86	66	91	66	127					
		20.88%	21.09%	23.82%	20.19%	22.70%	21.08%	25.96%	24.18%	24.26%	25.06%	19.51%	14.18%	19.39%	23.03%	17.36%	22.17%	18.29%	19.72%	17.41%	21.03%	16.47%	22.27%	18.20%	19.61%	20.05%	21.12%	20.31%	19.30%	19.74%	16.87%	11.75%	22.53%	22.32%	25.57%	20.05%	22.16%	33.62%	26.24%	11.25%	19.83%	20.53%	32.64%	21.49%	30.04%	17.71%	25.07%	22.99%	21.71%	15.29%	16.30%	15.10%					
																																																									
24	Против всех	1250	27	50	29	30	26	66	21	22	43	27	44	58	19	70	32	69	53	6	35	24	32	22	29	21	18	31	40	14	37	8	31	39	23	32	7	7	0	6	14	7	3	14	11	9	5	5	1	13	7	13					
		3.31%	2.83%	3.69%	2.76%	4.31%	2.98%	4.53%	3.43%	3.24%	3.32%	3.93%	5.67%	5.49%	3.84%	5.57%	4.70%	5.03%	4.10%	1.90%	4.31%	3.59%	4.22%	2.57%	4.37%	2.86%	2.05%	2.68%	3.33%	2.30%	4.56%	2.00%	5.37%	4.70%	3.29%	3.86%	1.01%	2.03%	0.00%	1.88%	2.03%	1.67%	0.69%	1.60%	1.38%	1.11%	1.41%	1.34%	0.33%	2.18%	1.73%	1.55%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
