Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Поназыревская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544					
39	"22. ""Развитие предпринимательства"""	10	4	4	0	0	2	0	0	0	0	0	0	0					
		0.22%	0.40%	0.40%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	670	208	143	5	107	71	35	3	27	5	10	12	44					
		15.25%	21.26%	14.59%	8.47%	12.87%	15.63%	11.98%	4.68%	14.51%	3.62%	8.84%	12.90%	21.46%					
																			
41	Против всех	172	42	45	2	40	23	4	1	7	3	0	0	5					
		3.91%	4.29%	4.59%	3.38%	4.81%	5.06%	1.36%	1.56%	3.76%	2.17%	0.0%	0.0%	2.43%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
