Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																							
Дата голосования: 04.12.2011																																																																							
																																																																							
Наименование Избирательной комиссии:    Кувандыкская																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
		Сумма	УИК №307	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №613	УИК №614	УИК №615	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №1825					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	263	2	10	3	5	2	2	2	3	2	7	3	2	3	2	3	2	2	3	1	2	7	4	1	3	5	2	2	9	2	2	2	2	2	6	2	2	3	2	2	3	1	2	2	2	1	1	3	2	3	20	9	6	8	4	13	5	9	3	7	7	5	21	3	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	185	2	7	3	5	0	0	0	3	0	6	3	1	3	0	0	1	2	3	0	0	6	2	0	2	5	2	2	9	0	0	2	0	1	6	0	2	1	2	0	3	0	2	2	0	0	1	3	0	1	11	9	4	4	1	10	5	9	3	7	5	2	21	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	88	1	3	0	2	1	1	1	0	0	2	2	1	3	0	0	1	0	0	1	0	5	2	1	0	2	2	0	2	2	0	1	0	2	3	1	4	0	0	1	1	0	1	2	1	2	1	0	0	0	4	6	3	7	0	0	0	2	3	2	1	1	3	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	78	0	3	0	0	2	2	2	0	2	1	0	1	0	2	3	1	0	0	1	2	1	2	1	1	0	0	0	0	2	2	0	2	1	0	2	0	2	0	2	0	1	0	0	2	1	0	0	2	2	9	0	2	4	3	3	0	0	0	0	2	3	0	2	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	1	3	0	0	0	2	3	1	1	3	1	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2174	15	57	31	65	13	10	3	43	7	34	23	11	42	9	22	22	14	37	2	4	42	10	5	35	30	16	7	54	14	19	17	20	22	36	13	8	21	37	17	31	3	2	32	8	4	2	29	11	41	117	112	93	78	56	90	54	64	23	83	87	79	139	29	20					
		11.98%	12.61%	14.11%	13.03%	11.65%	15.66%	9.17%	4.62%	12.54%	8.14%	11.00%	8.95%	11.34%	12.65%	10.59%	9.82%	10.48%	11.29%	13.31%	4.00%	8.89%	7.62%	8.00%	10.00%	11.29%	13.16%	6.35%	7.95%	12.95%	7.87%	10.50%	13.08%	9.52%	8.06%	13.95%	11.82%	16.67%	10.00%	23.72%	16.04%	11.70%	13.04%	8.70%	21.77%	10.67%	7.27%	6.67%	10.82%	12.94%	13.53%	12.90%	15.01%	13.36%	9.63%	14.04%	11.55%	12.83%	9.98%	7.54%	13.20%	13.92%	14.34%	12.95%	11.46%	14.60%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3083	14	69	40	99	4	6	10	88	14	34	62	7	38	11	26	35	32	31	6	1	80	6	10	29	45	39	23	80	15	5	17	19	37	41	21	11	45	11	22	41	10	6	27	15	18	9	61	5	46	177	115	135	125	82	178	80	152	62	119	106	91	191	32	17					
		16.99%	11.76%	17.08%	16.81%	17.74%	4.82%	5.50%	15.38%	25.66%	16.28%	11.00%	24.12%	7.22%	11.45%	12.94%	11.61%	16.67%	25.81%	11.15%	12.00%	2.22%	14.52%	4.80%	20.00%	9.35%	19.74%	15.48%	26.14%	19.18%	8.43%	2.76%	13.08%	9.05%	13.55%	15.89%	19.09%	22.92%	21.43%	7.05%	20.75%	15.47%	43.48%	26.09%	18.37%	20.00%	32.73%	30.00%	22.76%	5.88%	15.18%	19.51%	15.42%	19.40%	15.43%	20.55%	22.85%	19.00%	23.71%	20.33%	18.92%	16.96%	16.52%	17.80%	12.65%	12.41%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	162	0	4	1	2	1	1	1	1	0	3	3	1	3	2	0	1	2	0	0	1	8	1	0	4	2	3	0	8	1	1	3	3	1	3	1	1	1	0	0	3	0	0	2	0	0	1	5	1	1	7	3	2	12	4	7	3	6	2	10	6	6	10	1	2					
		0.89%	0.00%	0.99%	0.42%	0.36%	1.20%	0.92%	1.54%	0.29%	0.00%	0.97%	1.17%	1.03%	0.90%	2.35%	0.00%	0.48%	1.61%	0.00%	0.00%	2.22%	1.45%	0.80%	0.00%	1.29%	0.88%	1.19%	0.00%	1.92%	0.56%	0.55%	2.31%	1.43%	0.37%	1.16%	0.91%	2.08%	0.48%	0.00%	0.00%	1.13%	0.00%	0.00%	1.36%	0.00%	0.00%	3.33%	1.87%	1.18%	0.33%	0.77%	0.40%	0.29%	1.48%	1.00%	0.90%	0.71%	0.94%	0.66%	1.59%	0.96%	1.09%	0.93%	0.40%	1.46%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5551	34	111	95	171	29	52	23	65	19	78	50	18	96	31	74	64	13	104	16	13	276	55	24	89	60	105	31	126	94	38	37	53	66	88	28	15	51	26	31	85	1	4	30	14	12	9	87	30	102	256	229	182	260	109	228	111	170	92	189	218	180	368	92	44					
		30.60%	28.57%	27.48%	39.92%	30.65%	34.94%	47.71%	35.38%	18.95%	22.09%	25.24%	19.46%	18.56%	28.92%	36.47%	33.04%	30.48%	10.48%	37.41%	32.00%	28.89%	50.09%	44.00%	48.00%	28.71%	26.32%	41.67%	35.23%	30.22%	52.81%	20.99%	28.46%	25.24%	24.18%	34.11%	25.45%	31.25%	24.29%	16.67%	29.25%	32.08%	4.35%	17.39%	20.41%	18.67%	21.82%	30.00%	32.46%	35.29%	33.66%	28.22%	30.70%	26.15%	32.10%	27.32%	29.27%	26.37%	26.52%	30.16%	30.05%	34.88%	32.67%	34.30%	36.36%	32.12%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	290	1	11	6	7	1	1	0	7	0	6	3	2	0	0	1	0	1	1	0	0	2	2	0	1	1	3	0	3	3	2	2	1	6	7	0	1	3	3	0	5	0	0	2	2	3	0	4	0	2	23	14	18	14	7	13	9	12	3	17	17	13	21	1	2					
		1.60%	0.84%	2.72%	2.52%	1.25%	1.20%	0.92%	0.00%	2.04%	0.00%	1.94%	1.17%	2.06%	0.00%	0.00%	0.45%	0.00%	0.81%	0.36%	0.00%	0.00%	0.36%	1.60%	0.00%	0.32%	0.44%	1.19%	0.00%	0.72%	1.69%	1.10%	1.54%	0.48%	2.20%	2.71%	0.00%	2.08%	1.43%	1.92%	0.00%	1.89%	0.00%	0.00%	1.36%	2.67%	5.45%	0.00%	1.49%	0.00%	0.66%	2.54%	1.88%	2.59%	1.73%	1.75%	1.67%	2.14%	1.87%	0.98%	2.70%	2.72%	2.36%	1.96%	0.40%	1.46%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6604	55	146	62	210	34	37	27	134	45	141	114	54	146	31	98	83	61	102	25	25	129	46	11	145	87	82	26	141	49	112	54	112	139	81	47	10	88	75	33	99	9	11	37	35	18	9	77	38	109	310	264	257	308	137	250	156	225	117	200	184	179	335	92	51					
		36.40%	46.22%	36.14%	26.05%	37.63%	40.96%	33.94%	41.54%	39.07%	52.33%	45.63%	44.36%	55.67%	43.98%	36.47%	43.75%	39.52%	49.19%	36.69%	50.00%	55.56%	23.41%	36.80%	22.00%	46.77%	38.16%	32.54%	29.55%	33.81%	27.53%	61.88%	41.54%	53.33%	50.92%	31.40%	42.73%	20.83%	41.90%	48.08%	31.13%	37.36%	39.13%	47.83%	25.17%	46.67%	32.73%	30.00%	28.73%	44.71%	35.97%	34.18%	35.39%	36.93%	38.02%	34.34%	32.09%	37.05%	35.10%	38.36%	31.80%	29.44%	32.49%	31.22%	36.36%	37.23%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	66	0	0	1	2	0	0	0	1	0	6	1	1	1	0	1	0	0	1	1	0	3	0	0	2	1	2	1	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	5	2	0	5	1	2	1	3	2	4	3	1	2	1	0					
		0.36%	0.00%	0.00%	0.42%	0.36%	0.00%	0.00%	0.00%	0.29%	0.00%	1.94%	0.39%	1.03%	0.30%	0.00%	0.45%	0.00%	0.00%	0.36%	2.00%	0.00%	0.54%	0.00%	0.00%	0.65%	0.44%	0.79%	1.14%	0.24%	0.00%	0.55%	0.00%	0.00%	0.37%	0.39%	0.00%	2.08%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.66%	0.55%	0.27%	0.00%	0.62%	0.25%	0.26%	0.24%	0.47%	0.66%	0.64%	0.48%	0.18%	0.19%	0.40%	0.00%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
